SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,BENSAFRIM (31E/02UG),,BENSAFRIM (31E/02UG),,BOALHOSA (03G/05UG),,BOALHOSA (03G/05UG),,BOLEIROS (16F/03U),,BOLEIROS (16F/03U),,BOLETA (CARAPINHEIRA) (12F/03UG),,BOLETA (CARAPINHEIRA) (12F/03UG),,BORNES (05O/01UG),,BORNES (05O/01UG),,BOTICAS (03L/03G),,BOTICAS (03L/03G),,BOUÇA DA MÓ (03I/02U),,BOUÇA DA MÓ (03I/02U),,
,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,
18/01/1999 09:00,0,(vco),,,0,(vco),,,4.5,(vco),,,,,,,0,(vco),,,,,,,,,,,
19/01/1999 09:00,0,(vco),,,65.3,(vco),,,0,(vco),,,,,,,2.4,(vco),,,,,,,,,,,
20/01/1999 09:00,0,(vco),,,35.9,(vco),,,3.1,(vco),,,,,,,37.8,(vco),,,,,,,,,,,
21/01/1999 09:00,30.2,(vco),,,0,(vco),,,23.6,(vco),,,,,,,6,(vco),,,,,,,,,,,
22/01/1999 09:00,1.9,(vco),,,0,(vco),,,19.8,(vco),,,,,,,0,(vco),,,,,,,,,,,
23/01/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
24/01/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
25/01/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
26/01/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
27/01/1999 09:00,0,(vco),,,10.3,(vco),,,2.3,(vco),,,,,,,4.2,(vco),,,,,,,,,,,
28/01/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
29/01/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
30/01/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
31/01/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
01/02/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
02/02/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
03/02/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
04/02/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
05/02/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
06/02/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
07/02/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
08/02/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
09/02/1999 09:00,0,(vco),,,14.3,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
10/02/1999 09:00,1,(vco),,,0,(vco),,,14.9,(vco),,,,,,,7.5,(vco),,,,,,,,,,,
11/02/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
12/02/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
13/02/1999 09:00,0,(vco),,,0,(vco),,,1.4,(vco),,,,,,,0,(vco),,,,,,,,,,,
14/02/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
15/02/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
16/02/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
17/02/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
18/02/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
19/02/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
20/02/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
21/02/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
22/02/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
23/02/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
24/02/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
25/02/1999 09:00,5.8,(vco),,,62.4,(vco),,,9,(vco),,,,,,,0.7,(vco),,,,,,,,,,,
26/02/1999 09:00,0,(vco),,,0,(vco),,,0.2,(vco),,,,,,,0,(vco),,,,,,,,,,,
27/02/1999 09:00,0,(vco),,,0,(vco),,,0.2,(vco),,,,,,,0,(vco),,,,,,,,,,,
28/02/1999 09:00,0,(vco),,,0,(vco),,,1.3,(vco),,,,,,,4.8,(vco),,,,,,,,,,,
01/03/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
02/03/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
03/03/1999 09:00,0,(vco),,,0,(vco),,,3.1,(vco),,,,,,,0,(vco),,,,,,,,,,,
04/03/1999 09:00,0,(vco),,,16.8,(vco),,,4.1,(vco),,,,,,,1,(vco),,,,,,,,,,,
05/03/1999 09:00,2.8,(vco),,,21.3,(vco),,,3.5,(vco),,,,,,,0,(vco),,,,,,,,,,,
06/03/1999 09:00,0,(vco),,,7.8,(vco),,,1.3,(vco),,,,,,,0,(vco),,,,,,,,,,,
07/03/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
08/03/1999 09:00,0,(vco),,,0,(vco),,,4.2,(vco),,,,,,,0,(vco),,,,,,,,,,,
09/03/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
10/03/1999 09:00,0,(vco),,,0,(vco),,,37,(vco),,,,,,,6.5,(vco),,,,,,,,,,,
11/03/1999 09:00,4,(vco),,,25.4,(vco),,,14.4,(vco),,,,,,,38.2,(vco),,,,,,,,,,,
12/03/1999 09:00,19.1,(vco),,,32.7,(vco),,,17.8,(vco),,,,,,,13.5,(vco),,,,,,,,,,,
13/03/1999 09:00,20.2,(vco),,,0,(vco),,,17.7,(vco),,,,,,,0,(vco),,,,,,,,,,,
14/03/1999 09:00,50.5,(vco),,,0,(vco),,,10.7,(vco),,,,,,,0,(vco),,,,,,,,,,,
15/03/1999 09:00,0,(vco),,,0,(vco),,,4.4,(vco),,,,,,,0,(vco),,,,,,,,,,,
16/03/1999 09:00,0,(vco),,,0,(vco),,,0.8,(vco),,,,,,,0,(vco),,,,,,,,,,,
17/03/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
18/03/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
19/03/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
20/03/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
21/03/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
22/03/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
23/03/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
24/03/1999 09:00,2.8,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
25/03/1999 09:00,0,(vco),,,0,(vco),,,0.8,(vco),,,,,,,1.5,(vco),,,,,,,,,,,
26/03/1999 09:00,1.8,(vco),,,19.3,(vco),,,8.1,(vco),,,,,,,0,(vco),,,,,,,,,,,
27/03/1999 09:00,0,(vco),,,14.5,(vco),,,6.5,(vco),,,,,,,5,(vco),,,,,,,,,,,
28/03/1999 09:00,0,(vco),,,13.8,(vco),,,5.9,(vco),,,,,,,0.8,(vco),,,,,,,,,,,
29/03/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
30/03/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
31/03/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
01/04/1999 09:00,0,(vco),,,25.8,(vco),,,9,(vco),,,,,,,9.1,(vco),,,,,,,,,,,
02/04/1999 09:00,0,(vco),,,19.7,(vco),,,0,(vco),,,,,,,2,(vco),,,,,,,,,,,
03/04/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
04/04/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
05/04/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
06/04/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
07/04/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
08/04/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
09/04/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
10/04/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
11/04/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
12/04/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
13/04/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
14/04/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
15/04/1999 09:00,0,(vco),,,0,(vco),,,1.3,(vco),,,,,,,5.8,(vco),,,,,,,,,,,
16/04/1999 09:00,0,(vco),,,14.3,(vco),,,1.2,(vco),,,,,,,1.8,(vco),,,,,,,,,,,
17/04/1999 09:00,2.9,(vco),,,37.8,(vco),,,8.2,(vco),,,,,,,5.8,(vco),,,,,,,,,,,
18/04/1999 09:00,0,(vco),,,0,(vco),,,0.8,(vco),,,,,,,0,(vco),,,,,,,,,,,
19/04/1999 09:00,0,(vco),,,12,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
20/04/1999 09:00,0,(vco),,,35.6,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
21/04/1999 09:00,0,(vco),,,21.5,(vco),,,5,(vco),,,,,,,10.5,(vco),,,,,,,,,,,
22/04/1999 09:00,0,(vco),,,49.5,(vco),,,0.9,(vco),,,,,,,17.7,(vco),,,,,,,,,,,
23/04/1999 09:00,0,(vco),,,0,(vco),,,1.2,(vco),,,,,,,3.2,(vco),,,,,,,,,,,
24/04/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
25/04/1999 09:00,0,(vco),,,19.3,(vco),,,1.7,(vco),,,,,,,2,(vco),,,,,,,,,,,
26/04/1999 09:00,0,(vco),,,30.5,(vco),,,1,(vco),,,,,,,2.3,(vco),,,,,,,,,,,
27/04/1999 09:00,3.5,(vco),,,0,(vco),,,13.3,(vco),,,,,,,9,(vco),,,,,,,,,,,
28/04/1999 09:00,2.1,(vco),,,19.4,(vco),,,3.7,(vco),,,,,,,3.4,(vco),,,,,,,,,,,
29/04/1999 09:00,5.1,(vco),,,0,(vco),,,5.2,(vco),,,,,,,4.3,(vco),,,,,,,,,,,
30/04/1999 09:00,0,(vco),,,0,(vco),,,15.4,(vco),,,,,,,3.8,(vco),,,,,,,,,,,
01/05/1999 09:00,7.1,(vco),,,0,(vco),,,15.5,(vco),,,,,,,4.3,(vco),,,,,,,,,,,
02/05/1999 09:00,0,(vco),,,0,(vco),,,2,(vco),,,,,,,3.5,(vco),,,,,,,,,,,
03/05/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0.6,(vco),,,,,,,,,,,
04/05/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0.4,(vco),,,,,,,,,,,
05/05/1999 09:00,0,(vco),,,39,(vco),,,8.2,(vco),,,,,,,4.2,(vco),,,,,,,,,,,
06/05/1999 09:00,0,(vco),,,45.7,(vco),,,13.3,(vco),,,,,,,7.8,(vco),,,,,,,,,,,
07/05/1999 09:00,3,(vco),,,22.5,(vco),,,2.6,(vco),,,,,,,4,(vco),,,,,,,,,,,
08/05/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
09/05/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
10/05/1999 09:00,0,(vco),,,26.9,(vco),,,0.5,(vco),,,,,,,0,(vco),,,,,,,,,,,
11/05/1999 09:00,0,(vco),,,12.3,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
12/05/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
13/05/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
14/05/1999 09:00,0,(vco),,,8.4,(vco),,,0,(vco),,,,,,,0.5,(vco),,,,,,,,,,,
15/05/1999 09:00,0,(vco),,,19.3,(vco),,,1.8,(vco),,,,,,,11.4,(vco),,,,,,,,,,,
16/05/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,27,(vco),,,,,,,,,,,
17/05/1999 09:00,0,(vco),,,10,(vco),,,24.5,(vco),,,,,,,14.6,(vco),,,,,,,,,,,
18/05/1999 09:00,5.9,(vco),,,0,(vco),,,15,(vco),,,,,,,15,(vco),,,,,,,,,,,
19/05/1999 09:00,0,(vco),,,0,(vco),,,6.9,(vco),,,,,,,8.3,(vco),,,,,,,,,,,
20/05/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
21/05/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
22/05/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
23/05/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
24/05/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
25/05/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
26/05/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
27/05/1999 09:00,0,(vco),,,0,(vco),,,3.3,(vco),,,,,,,0,(vco),,,,,,,,,,,
28/05/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
29/05/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
30/05/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
31/05/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
01/06/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,13.8,(vco),,,,,,,,,,,
02/06/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
03/06/1999 09:00,0,(vco),,,43.6,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
04/06/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
05/06/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
06/06/1999 09:00,0,(vco),,,21.4,(vco),,,0.5,(vco),,,,,,,0,(vco),,,,,,,,,,,
07/06/1999 09:00,0,(vco),,,0,(vco),,,0.3,(vco),,,,,,,0,(vco),,,,,,,,,,,
08/06/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
09/06/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
10/06/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
11/06/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
12/06/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
13/06/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
14/06/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
15/06/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
16/06/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
17/06/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
18/06/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
19/06/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
20/06/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
21/06/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
22/06/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
23/06/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
24/06/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
25/06/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
26/06/1999 09:00,0,(vco),,,16.4,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
27/06/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
28/06/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
29/06/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
30/06/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
01/07/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
02/07/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
03/07/1999 09:00,0,(vco),,,10.3,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
04/07/1999 09:00,0,(vco),,,7.8,(vco),,,1,(vco),,,,,,,0,(vco),,,,,,,,,,,
05/07/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,7.5,(vco),,,,,,,,,,,
06/07/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
07/07/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
08/07/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
09/07/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
10/07/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
11/07/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,3.8,(vco),,,,,,,,,,,
12/07/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
13/07/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
14/07/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
15/07/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
16/07/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
17/07/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
18/07/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
19/07/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
20/07/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
21/07/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
22/07/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
23/07/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
24/07/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
25/07/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
26/07/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
27/07/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
28/07/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
29/07/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
30/07/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
31/07/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
01/08/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
02/08/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
03/08/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
04/08/1999 09:00,1.9,(vco),,,0,(vco),,,9.4,(vco),,,,,,,8.8,(vco),,,,,,,,,,,
05/08/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
06/08/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,3.3,(vco),,,,,,,,,,,
07/08/1999 09:00,0,(vco),,,38.5,(vco),,,1.5,(vco),,,,,,,0,(vco),,,,,,,,,,,
08/08/1999 09:00,0,(vco),,,60.4,(vco),,,20.5,(vco),,,,,,,20.6,(vco),,,,,,,,,,,
09/08/1999 09:00,0,(vco),,,12.7,(vco),,,9.2,(vco),,,,,,,14,(vco),,,,,,,,,,,
10/08/1999 09:00,0,(vco),,,0,(vco),,,1.9,(vco),,,,,,,0,(vco),,,,,,,,,,,
11/08/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
12/08/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
13/08/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
14/08/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
15/08/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
16/08/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
17/08/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
18/08/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
19/08/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
20/08/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
21/08/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
22/08/1999 09:00,0,(vco),,,10.3,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
23/08/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
24/08/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
25/08/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
26/08/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
27/08/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
28/08/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
29/08/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
30/08/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
31/08/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
01/09/1999 09:00,0,(vco),,,0,(vco),,,4.4,(vco),,,,,,,7,(vco),,,,,,,,,,,
02/09/1999 09:00,0,(vco),,,43.8,(vco),,,0,(vco),,,,,,,15,(vco),,,,,,,,,,,
03/09/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
04/09/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
05/09/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
06/09/1999 09:00,0,(vco),,,0,(vco),,,11.2,(vco),,,,,,,1.6,(vco),,,,,,,,,,,
07/09/1999 09:00,0,(vco),,,0,(vco),,,32.5,(vco),,,,,,,0,(vco),,,,,,,,,,,
08/09/1999 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,
