SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,BENSAFRIM (31E/02UG),,BENSAFRIM (31E/02UG),,BOALHOSA (03G/05UG),,BOALHOSA (03G/05UG),,BOLEIROS (16F/03U),,BOLEIROS (16F/03U),,BOLETA (CARAPINHEIRA) (12F/03UG),,BOLETA (CARAPINHEIRA) (12F/03UG),,BORNES (05O/01UG),,BORNES (05O/01UG),,BOTICAS (03L/03G),,BOTICAS (03L/03G),,BOUÇA DA MÓ (03I/02U),,BOUÇA DA MÓ (03I/02U),,
,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,
28/04/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
29/04/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,3.5,(vco),,,3.6,(vco),,,,,,,
30/04/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
01/05/1988 09:00,0,(vco),,,0,(vco),,,,,,,18.6,(vco),,,15.7,(vco),,,9.6,(vco),,,,,,,
02/05/1988 09:00,3,(vco),,,10.5,(vco),,,,,,,11.5,(vco),,,13.6,(vco),,,34.6,(vco),,,,,,,
03/05/1988 09:00,0,(vco),,,4.9,(vco),,,,,,,3,(vco),,,1.3,(vco),,,18.7,(vco),,,,,,,
04/05/1988 09:00,5,(vco),,,0,(vco),,,,,,,10,(vco),,,9.7,(vco),,,15.5,(vco),,,,,,,
05/05/1988 09:00,7,(vco),,,0,(vco),,,,,,,50,(vco),,,15.5,(vco),,,16.5,(vco),,,,,,,
06/05/1988 09:00,5,(vco),,,0,(vco),,,,,,,10,(vco),,,13,(vco),,,16.4,(vco),,,,,,,
07/05/1988 09:00,3,(vco),,,14,(vco),,,,,,,0,(vco),,,5,(vco),,,3.5,(vco),,,,,,,
08/05/1988 09:00,3,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0.3,(vco),,,,,,,
09/05/1988 09:00,5,(vco),,,0,(vco),,,,,,,0,(vco),,,1.4,(vco),,,1.7,(vco),,,,,,,
10/05/1988 09:00,5,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
11/05/1988 09:00,2,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
12/05/1988 09:00,0,(vco),,,0,(vco),,,,,,,5,(vco),,,0,(vco),,,0,(vco),,,,,,,
13/05/1988 09:00,0,(vco),,,0,(vco),,,,,,,7,(vco),,,1.3,(vco),,,0,(vco),,,,,,,
14/05/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
15/05/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
16/05/1988 09:00,8,(vco),,,56.4,(vco),,,,,,,19.5,(vco),,,5.4,(vco),,,3.4,(vco),,,,,,,
17/05/1988 09:00,0,(vco),,,15,(vco),,,,,,,0,(vco),,,0,(vco),,,0.3,(vco),,,,,,,
18/05/1988 09:00,0,(vco),,,31.4,(vco),,,,,,,3,(vco),,,0.6,(vco),,,1.9,(vco),,,,,,,
19/05/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,3.2,(vco),,,4.3,(vco),,,,,,,
20/05/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
21/05/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
22/05/1988 09:00,0,(vco),,,0,(vco),,,,,,,4,(vco),,,8.7,(vco),,,11.2,(vco),,,,,,,
23/05/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,2.6,(vco),,,0,(vco),,,,,,,
24/05/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
25/05/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
26/05/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0.2,(vco),,,,,,,
27/05/1988 09:00,0,(vco),,,0,(vco),,,,,,,2.5,(vco),,,0,(vco),,,0.6,(vco),,,,,,,
28/05/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
29/05/1988 09:00,0,(vco),,,0,(vco),,,,,,,2,(vco),,,0,(vco),,,3.7,(vco),,,,,,,
30/05/1988 09:00,0,(vco),,,49.5,(vco),,,,,,,5,(vco),,,0,(vco),,,0.1,(vco),,,,,,,
31/05/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
01/06/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
02/06/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
03/06/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
04/06/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0.4,(vco),,,,,,,
05/06/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
06/06/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
07/06/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
08/06/1988 09:00,1,(vco),,,0,(vco),,,,,,,0,(vco),,,10.3,(vco),,,3.7,(vco),,,,,,,
09/06/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,17,(vco),,,7.6,(vco),,,,,,,
10/06/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,8.1,(vco),,,4.5,(vco),,,,,,,
11/06/1988 09:00,3,(vco),,,0,(vco),,,,,,,0,(vco),,,3.8,(vco),,,10.8,(vco),,,,,,,
12/06/1988 09:00,7,(vco),,,34,(vco),,,,,,,4,(vco),,,0,(vco),,,3.8,(vco),,,,,,,
13/06/1988 09:00,3,(vco),,,0,(vco),,,,,,,2.5,(vco),,,3.6,(vco),,,0.9,(vco),,,,,,,
14/06/1988 09:00,8,(vco),,,18.9,(vco),,,,,,,4,(vco),,,3.3,(vco),,,6.4,(vco),,,,,,,
15/06/1988 09:00,2,(vco),,,0,(vco),,,,,,,0,(vco),,,3.2,(vco),,,12.4,(vco),,,,,,,
16/06/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,1.6,(vco),,,,,,,
17/06/1988 09:00,0,(vco),,,0,(vco),,,,,,,16.5,(vco),,,1.5,(vco),,,0.2,(vco),,,,,,,
18/06/1988 09:00,0,(vco),,,0,(vco),,,,,,,23,(vco),,,0.3,(vco),,,7.2,(vco),,,,,,,
19/06/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0.2,(vco),,,,,,,
20/06/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
21/06/1988 09:00,0,(vco),,,0,(vco),,,,,,,8,(vco),,,8.9,(vco),,,14,(vco),,,,,,,
22/06/1988 09:00,18,(vco),,,0,(vco),,,,,,,0,(vco),,,10.7,(vco),,,25.5,(vco),,,,,,,
23/06/1988 09:00,0,(vco),,,20.5,(vco),,,,,,,11.5,(vco),,,3.5,(vco),,,43.7,(vco),,,,,,,
24/06/1988 09:00,0,(vco),,,39.4,(vco),,,,,,,0,(vco),,,6.8,(vco),,,15.7,(vco),,,,,,,
25/06/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,2.5,(vco),,,1,(vco),,,,,,,
26/06/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
27/06/1988 09:00,0,(vco),,,19.4,(vco),,,,,,,2,(vco),,,0,(vco),,,0,(vco),,,,,,,
28/06/1988 09:00,0,(vco),,,8,(vco),,,,,,,8.5,(vco),,,0,(vco),,,6.2,(vco),,,,,,,
29/06/1988 09:00,0,(vco),,,14.3,(vco),,,,,,,8.5,(vco),,,16,(vco),,,5.8,(vco),,,,,,,
30/06/1988 09:00,0,(vco),,,35.8,(vco),,,,,,,13,(vco),,,16.5,(vco),,,6.4,(vco),,,,,,,
01/07/1988 09:00,0,(vco),,,0,(vco),,,,,,,9,(vco),,,1,(vco),,,3.2,(vco),,,,,,,
02/07/1988 09:00,0,(vco),,,38.5,(vco),,,,,,,0,(vco),,,0,(vco),,,1.4,(vco),,,,,,,
03/07/1988 09:00,0,(vco),,,0,(vco),,,,,,,3,(vco),,,0.2,(vco),,,1.1,(vco),,,,,,,
04/07/1988 09:00,0,(vco),,,0,(vco),,,,,,,72,(vco),,,10,(vco),,,4.7,(vco),,,,,,,
05/07/1988 09:00,3,(vco),,,0,(vco),,,,,,,4.5,(vco),,,10.2,(vco),,,9.5,(vco),,,,,,,
06/07/1988 09:00,0,(vco),,,22,(vco),,,,,,,5,(vco),,,8.5,(vco),,,2.1,(vco),,,,,,,
07/07/1988 09:00,0,(vco),,,0,(vco),,,,,,,2,(vco),,,0,(vco),,,5.4,(vco),,,,,,,
08/07/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
09/07/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0.2,(vco),,,,,,,
10/07/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
11/07/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0.2,(vco),,,,,,,
12/07/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
13/07/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
14/07/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
15/07/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
16/07/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
17/07/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
18/07/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0.2,(vco),,,,,,,
19/07/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,4.5,(vco),,,,,,,
20/07/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,4.6,(vco),,,,,,,
21/07/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
22/07/1988 09:00,0,(vco),,,10.5,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
23/07/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0.5,(vco),,,,,,,
24/07/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,2.4,(vco),,,,,,,
25/07/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
26/07/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
27/07/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
28/07/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
29/07/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
30/07/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
31/07/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
01/08/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
02/08/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
03/08/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0.5,(vco),,,,,,,
04/08/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
05/08/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
06/08/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
07/08/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
08/08/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
09/08/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
10/08/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
11/08/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
12/08/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
13/08/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
14/08/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
15/08/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
16/08/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
17/08/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
18/08/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
19/08/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
20/08/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
21/08/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
22/08/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
23/08/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
24/08/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
25/08/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
26/08/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
27/08/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
28/08/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
29/08/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
30/08/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
31/08/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
01/09/1988 09:00,0,(vco),,,9,(vco),,,,,,,2,(vco),,,0,(vco),,,5.2,(vco),,,,,,,
02/09/1988 09:00,0,(vco),,,25.4,(vco),,,,,,,7,(vco),,,8.5,(vco),,,10.2,(vco),,,,,,,
03/09/1988 09:00,0,(vco),,,15.8,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
04/09/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
05/09/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
06/09/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
07/09/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
08/09/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
09/09/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
10/09/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
11/09/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
12/09/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
13/09/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
14/09/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
15/09/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
16/09/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
17/09/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
18/09/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
19/09/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
20/09/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
21/09/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
22/09/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
23/09/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
24/09/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
25/09/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
26/09/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
27/09/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
28/09/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
29/09/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
30/09/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
01/10/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
02/10/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
03/10/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
04/10/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
05/10/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
06/10/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
07/10/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
08/10/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
09/10/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
10/10/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
11/10/1988 09:00,3,(vco),,,0,(vco),,,,,,,0,(vco),,,4.8,(vco),,,5.2,(vco),,,,,,,
12/10/1988 09:00,8,(vco),,,9.9,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
13/10/1988 09:00,0,(vco),,,49,(vco),,,,,,,0,(vco),,,1,(vco),,,2.8,(vco),,,,,,,
14/10/1988 09:00,0,(vco),,,19,(vco),,,,,,,54.5,(vco),,,46.4,(vco),,,42.6,(vco),,,,,,,
15/10/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0.7,(vco),,,0.1,(vco),,,,,,,
16/10/1988 09:00,6,(vco),,,0,(vco),,,,,,,0,(vco),,,0.1,(vco),,,1.1,(vco),,,,,,,
17/10/1988 09:00,0,(vco),,,0,(vco),,,,,,,9,(vco),,,1,(vco),,,1.3,(vco),,,,,,,
18/10/1988 09:00,0,(vco),,,28.8,(vco),,,,,,,10,(vco),,,2.2,(vco),,,2.1,(vco),,,,,,,
19/10/1988 09:00,15,(vco),,,84.5,(vco),,,,,,,6,(vco),,,24.5,(vco),,,28.2,(vco),,,,,,,
20/10/1988 09:00,0,(vco),,,40.8,(vco),,,,,,,0,(vco),,,2.8,(vco),,,16.3,(vco),,,,,,,
21/10/1988 09:00,0,(vco),,,30,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
22/10/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
23/10/1988 09:00,0,(vco),,,0,(vco),,,,,,,10,(vco),,,9.6,(vco),,,19.1,(vco),,,,,,,
24/10/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,1,(vco),,,,,,,
25/10/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0.4,(vco),,,,,,,
26/10/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0.1,(vco),,,,,,,
27/10/1988 09:00,2,(vco),,,0,(vco),,,,,,,14,(vco),,,5,(vco),,,4.9,(vco),,,,,,,
28/10/1988 09:00,10,(vco),,,10.9,(vco),,,,,,,0,(vco),,,6,(vco),,,6.7,(vco),,,,,,,
29/10/1988 09:00,0,(vco),,,32.4,(vco),,,,,,,0,(vco),,,0,(vco),,,2,(vco),,,,,,,
30/10/1988 09:00,5,(vco),,,12.5,(vco),,,,,,,5,(vco),,,7.3,(vco),,,1.3,(vco),,,,,,,
31/10/1988 09:00,8,(vco),,,10.4,(vco),,,,,,,0,(vco),,,4.4,(vco),,,5,(vco),,,,,,,
01/11/1988 09:00,0,(vco),,,0,(vco),,,,,,,7,(vco),,,1.2,(vco),,,9,(vco),,,,,,,
02/11/1988 09:00,8,(vco),,,0,(vco),,,,,,,6,(vco),,,0,(vco),,,0.4,(vco),,,,,,,
03/11/1988 09:00,6,(vco),,,0,(vco),,,,,,,0,(vco),,,1.7,(vco),,,2.4,(vco),,,,,,,
04/11/1988 09:00,11,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,4.5,(vco),,,,,,,
05/11/1988 09:00,32,(vco),,,9.4,(vco),,,,,,,0.5,(vco),,,0,(vco),,,0,(vco),,,,,,,
06/11/1988 09:00,49,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,3.2,(vco),,,,,,,
07/11/1988 09:00,52,(vco),,,34.9,(vco),,,,,,,11,(vco),,,4.7,(vco),,,7.1,(vco),,,,,,,
08/11/1988 09:00,11,(vco),,,58.4,(vco),,,,,,,6,(vco),,,16,(vco),,,30,(vco),,,,,,,
09/11/1988 09:00,5,(vco),,,14,(vco),,,,,,,1,(vco),,,1.2,(vco),,,7,(vco),,,,,,,
10/11/1988 09:00,82,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0.4,(vco),,,,,,,
11/11/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
12/11/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
13/11/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0.2,(vco),,,,,,,
14/11/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
15/11/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0.1,(vco),,,,,,,
16/11/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0.1,(vco),,,,,,,
17/11/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0.2,(vco),,,,,,,
18/11/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0.1,(vco),,,,,,,
19/11/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0.1,(vco),,,,,,,
20/11/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0.1,(vco),,,,,,,
21/11/1988 09:00,8,(vco),,,0,(vco),,,,,,,13,(vco),,,2.5,(vco),,,4.5,(vco),,,,,,,
22/11/1988 09:00,10,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
23/11/1988 09:00,49,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
24/11/1988 09:00,60,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
25/11/1988 09:00,68,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
26/11/1988 09:00,0,(vco),,,0,(vco),,,,,,,9,(vco),,,7,(vco),,,10.5,(vco),,,,,,,
27/11/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
28/11/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
29/11/1988 09:00,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
30/11/1988 09:00,0,(vco),,,75.8,(vco),,,,,,,0,(vco),,,3,(vco),,,13.3,(vco),,,,,,,
01/12/1988 09:00,6,(vco),,,10.8,(vco),,,,,,,17,(vco),,,32.3,(vco),,,19.3,(vco),,,,,,,
