SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,SARZEDO (07L/13U),,SARZEDO (07L/13U),,SEDA (19K/01UG),,SEDA (19K/01UG),,SEIA (11K/01UG),,SEIA (11K/01UG),,SEIXAS (EX. PORTUZELO) (03H/04G),,SEIXAS (EX. PORTUZELO) (03H/04G),,SEJÃES (OLIVEIRA DE FRADES) (09H/02UG),,SEJÃES (OLIVEIRA DE FRADES) (09H/02UG),,SENDAS (04P/03UG),,SENDAS (04P/03UG),,SENHORA GRAÇA DOS PADRÕES (28J/04U),,SENHORA GRAÇA DOS PADRÕES (28J/04U),,
,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,
20/12/2004 09:00,,,,,0.3,(vau),1.5,,1.7,(vau),0.1,,2,(vau),1.4,,2.6,(vau),1.4,,0.2,(vau),3.4,,,,,,
21/12/2004 09:00,,,,,0,(vau),0.5,,0,(vau),0.1,,0.1,(vau),0.6,,0.2,(vau),0.4,,0,(vau),0.9,,,,,,
22/12/2004 09:00,,,,,0.1,(vau),1.3,,0,(vau),0.7,,0,(vau),1.2,,0,(vau),0.4,,0,(vau),0.6,,,,,,
23/12/2004 09:00,,,,,0.4,(vau),1.3,,0,(vau),0.7,,0,(vau),0.9,,0.2,(vau),1.3,,0,(vau),0.4,,,,,,
24/12/2004 09:00,,,,,0,(vau),0.5,,0,(vau),0.3,,0,(vau),0.3,,0,(vau),0.7,,0.1,(vau),0.1,,,,,,
25/12/2004 09:00,,,,,0,(vau),0.4,,0.5,(vau),0.2,,1.3,(vau),0.7,,1,(vau),0.6,,0.4,(vau),1.2,,,,,,
26/12/2004 09:00,,,,,0,(vau),2.9,,0.5,(vau),0.2,,3.2,(vau),1.6,,1.9,(vau),1.3,,1.2,(vau),3.6,,,,,,
27/12/2004 09:00,,,,,0,(vau),1.9,,0,(vau),0.3,,0,(vau),0.9,,0,(vau),1.2,,0,(vau),1.4,,,,,,
28/12/2004 09:00,,,,,0,(vau),0.7,,0.1,(vau),0.3,,0.1,(vau),0.4,,0.2,(vau),0.3,,0,(vau),1.3,,,,,,
29/12/2004 09:00,,,,,0,(vau),1.4,,1,(vau),0.2,,6.7,(vau),0.4,,5.3,(vau),0.2,,8.1,(vau),0.8,,,,,,
30/12/2004 09:00,,,,,0,(vau),0.9,,0,(vau),0.6,,0,(vau),1.6,,0.2,(vau),0.7,,0.1,(vau),0.3,,,,,,
31/12/2004 09:00,,,,,0,(vau),0.6,,0.1,(vau),0.6,,0,(vau),0.4,,0,(vau),2,,0.1,(vau),0.2,,,,,,
01/01/2005 09:00,,,,,0.1,(vau),0.1,,0.1,(vau),0.3,,0,(vau),0.3,,0.3,(vau),0.3,,0.1,(vau),0.9,,,,,,
02/01/2005 09:00,,,,,0.2,(vau),0.2,,0.2,(vau),0.4,,0,(vau),0.6,,0,(vau),0.4,,0,(vau),0.7,,,,,,
03/01/2005 09:00,,,,,0.1,(vau),0.4,,0.2,(vau),0.6,,0,(vau),0.8,,0.1,(vau),1.7,,0,(vau),1,,,,,,
04/01/2005 09:00,,,,,0,(vau),0.5,,0,(vau),0.2,,0,(vau),0.3,,0,(vau),1.6,,0,(vau),1.3,,,,,,
05/01/2005 09:00,,,,,0.1,(vau),0.4,,0.2,(vau),0,,0,(vau),0.2,,0.2,(vau),0.4,,0.1,(vau),0.1,,,,,,
06/01/2005 09:00,,,,,0,(vau),0.3,,0.1,(vau),0.1,,0,(vau),0.3,,0.3,(vau),0.3,,0.3,(vau),0.5,,,,,,
07/01/2005 09:00,,,,,0.1,(vau),0.4,,0.2,(vau),0.4,,0,(vau),0.4,,0.1,(vau),1.3,,0,(vau),0.3,,,,,,
08/01/2005 09:00,,,,,0.2,(vau),0.2,,0.2,(vau),0.1,,0,(vau),0.4,,0.1,(vau),0.5,,0,(vau),0.4,,,,,,
09/01/2005 09:00,,,,,0.1,(vau),0.2,,0.3,(vau),0.2,,0,(vau),0.3,,0.3,(vau),0.5,,0.1,(vau),0.4,,,,,,
10/01/2005 09:00,,,,,0.1,(vau),0.3,,0.2,(vau),0.2,,0.1,(vau),0.3,,0.2,(vau),0.7,,0,(vau),0.2,,,,,,
11/01/2005 09:00,,,,,0.1,(vau),0.2,,0,(vau),0,,0.1,(vau),0.8,,0,(vau),0.3,,0.1,(vau),0.1,,,,,,
12/01/2005 09:00,,,,,0.1,(vau),0.2,,0,(vau),0,,4.1,(vau),1,,0,(vau),0.1,,0.4,(vau),0,,,,,,
13/01/2005 09:00,,,,,0.1,(vau),0.2,,3.3,(vau),0,,10.3,(vau),0.6,,8.1,(vau),0.2,,8.7,(vau),0.1,,,,,,
14/01/2005 09:00,,,,,0,(vau),0.2,,1.5,(vau),0,,2.8,(vau),0.5,,2.9,(vau),0.1,,3.9,(vau),0,,,,,,
15/01/2005 09:00,,,,,0.1,(vau),0.7,,0.2,(vau),0,,0,(vau),0.7,,0.2,(vau),0.3,,0.1,(vau),0.7,,,,,,
16/01/2005 09:00,,,,,0,(vau),1,,0,(vau),0.1,,0.1,(vau),0.8,,0,(vau),0.9,,0,(vau),0.4,,,,,,
17/01/2005 09:00,,,,,0,(vau),0.5,,0.1,(vau),0,,0,(vau),0.3,,0,(vau),0.6,,0.1,(vau),0.1,,,,,,
18/01/2005 09:00,,,,,0.1,(vau),0.2,,0.2,(vau),0.1,,0.9,(vau),0.4,,0,(vau),0.3,,0.3,(vau),0.3,,,,,,
19/01/2005 09:00,,,,,0.1,(vau),1.6,,0.1,(vau),0.4,,0.1,(vau),1.2,,0,(vau),0.8,,0.2,(vau),2,,,,,,
20/01/2005 09:00,,,,,0,(vau),1,,0.1,(vau),0.4,,0,(vau),1,,0,(vau),0.6,,0,(vau),0.7,,,,,,
21/01/2005 09:00,,,,,0,(vau),0.3,,0.5,(vau),0.3,,0,(vau),0.5,,0,(vau),1,,0,(vau),0.4,,,,,,
22/01/2005 09:00,,,,,0,(vau),0.2,,0.2,(vau),0.2,,0,(vau),0.4,,0,(vau),0.7,,0,(vau),0.1,,,,,,
23/01/2005 09:00,,,,,0.1,(vau),0.2,,0.2,(vau),0.3,,0,(vau),0.4,,0,(vau),0.9,,0.2,(vau),0.6,,,,,,
24/01/2005 09:00,,,,,0.2,(vau),0.2,,0.2,(vau),0.4,,0,(vau),0.8,,0,(vau),1.6,,0.1,(vau),0.7,,,,,,
25/01/2005 09:00,,,,,0,(vau),0.7,,0.1,(vau),1.1,,0,(vau),1,,0,(vau),3.2,,0,(vau),1,,,,,,
26/01/2005 09:00,,,,,0,(vau),0.6,,0,(vau),0.5,,0,(vau),1.5,,0,(vau),0.8,,0,(vau),0.7,,,,,,
27/01/2005 09:00,,,,,0,(vau),1.5,,0.1,(vau),0.6,,0,(vau),2,,0,(vau),0.7,,0,(vau),0.8,,,,,,
28/01/2005 09:00,,,,,0,(vau),1.7,,0,(vau),0.6,,0,(vau),1.1,,0,(vau),0.4,,0,(vau),1.2,,,,,,
29/01/2005 09:00,,,,,0,(vau),0.7,,0,(vau),0.2,,0,(vau),0.8,,0,(vau),0.7,,0,(vau),1.1,,,,,,
30/01/2005 09:00,,,,,0,(vau),0.6,,0.1,(vau),1.1,,0,(vau),1,,0,(vau),1.2,,0,(vau),1.5,,,,,,
31/01/2005 09:00,,,,,0,(vau),1.1,,0,(vau),2.1,,0,(vau),1,,0,(vau),4,,0,(vau),1.5,,,,,,
01/02/2005 09:00,,,,,0,(vau),0.4,,0,(vau),1.3,,0,(vau),0.8,,0,(vau),2.9,,0,(vau),0.7,,,,,,
02/02/2005 09:00,,,,,0,(vau),0.4,,0,(vau),1.5,,0,(vau),0.5,,0,(vau),2.5,,0.1,(vau),0.6,,,,,,
03/02/2005 09:00,,,,,0,(vau),0.5,,0,(vau),1.2,,0,(vau),0.6,,0,(vau),3.9,,0,(vau),1.3,,,,,,
04/02/2005 09:00,,,,,0,(vau),0.5,,0,(vau),0.7,,0,(vau),0.7,,0,(vau),1.6,,0,(vau),1.5,,,,,,
05/02/2005 09:00,,,,,0,(vau),0.3,,0,(vau),0.3,,0,(vau),0.4,,0,(vau),0.8,,0,(vau),1,,,,,,
06/02/2005 09:00,,,,,0.1,(vau),0.6,,0.4,(vau),0,,1.2,(vau),0.4,,0,(vau),0.6,,0.4,(vau),1.1,,,,,,
07/02/2005 09:00,,,,,0,(vau),0.2,,0,(vau),0,,0,(vau),0.4,,0,(vau),0.4,,0,(vau),0.6,,,,,,
08/02/2005 09:00,,,,,0,(vau),0.7,,0.5,(vau),0.6,,0.1,(vau),0.3,,0,(vau),1,,0,(vau),2,,,,,,
09/02/2005 09:00,,,,,0,(vau),0.4,,0.2,(vau),0.3,,0,(vau),0.4,,0,(vau),0.5,,0,(vau),2.3,,,,,,
10/02/2005 09:00,,,,,0,(vau),0.9,,0.1,(vau),0.4,,0,(vau),0.4,,0,(vau),0.8,,0,(vau),0.9,,,,,,
11/02/2005 09:00,,,,,0,(vau),0.7,,0.2,(vau),0.1,,0,(vau),0.5,,0,(vau),0.7,,0,(vau),0.3,,,,,,
12/02/2005 09:00,,,,,0,(vau),0.3,,0.1,(vau),0.1,,0,(vau),0.6,,0,(vau),0.6,,0,(vau),0.8,,,,,,
13/02/2005 09:00,,,,,0.1,(vau),0.4,,0,(vau),0,,0,(vau),0.7,,0,(vau),0.6,,0,(vau),1.4,,,,,,
14/02/2005 09:00,,,,,0,(vau),1.1,,0.2,(vau),0.3,,0,(vau),2.5,,0,(vau),0.9,,0.1,(vau),2.3,,,,,,
15/02/2005 09:00,,,,,0,(vau),0.9,,0,(vau),0.4,,0,(vau),1.8,,0,(vau),0.8,,0,(vau),1.1,,,,,,
16/02/2005 09:00,,,,,0,(vau),1.1,,0,(vau),1.2,,0,(vau),1.5,,0,(vau),1.6,,0,(vau),1.6,,,,,,
17/02/2005 09:00,,,,,0,(vau),1.4,,0,(vau),1.4,,0,(vau),2,,0,(vau),2.3,,0,(vau),1.3,,,,,,
18/02/2005 09:00,,,,,0,(vau),1.3,,0,(vau),1.5,,0,(vau),1.5,,0,(vau),2.3,,0,(vau),1.3,,,,,,
19/02/2005 09:00,,,,,0,(vau),0.7,,0,(vau),1.1,,0,(vau),0.7,,0,(vau),2.6,,0,(vau),1.1,,,,,,
20/02/2005 09:00,,,,,0,(vau),0.3,,0,(vau),0.4,,0,(vau),2.4,,0,(vau),0.7,,0,(vau),0.4,,,,,,
21/02/2005 09:00,,,,,0,(vau),0.6,,0.1,(vau),0.9,,0,(vau),2,,0.1,(vau),0.8,,0.1,(vau),2,,,,,,
22/02/2005 09:00,,,,,0,(vau),1.8,,1.9,(vau),0.7,,9.4,(vau),1.3,,0.2,(vau),0.8,,1.6,(vau),1.8,,,,,,
23/02/2005 09:00,,,,,10.9,(vau),1.9,,35,(vau),0.6,,7.9,(vau),0.8,,4.5,(vau),1.5,,10.8,(vau),1.6,,,,,,
24/02/2005 09:00,,,,,0.1,(vau),1.1,,20.8,(vau),0.3,,2.7,(vau),0.3,,1,(vau),0.9,,1.5,(vau),0.3,,,,,,
25/02/2005 09:00,,,,,0,(vau),0.6,,0,(vau),0.4,,0.2,(vau),0.6,,0,(vau),1.2,,3.4,(vau),0.4,,,,,,
26/02/2005 09:00,,,,,0,(vau),1.2,,0.1,(vau),0.3,,0.1,(vau),0.7,,0,(vau),0.8,,0.2,(vau),1.3,,,,,,
27/02/2005 09:00,,,,,0.1,(vau),0.8,,0,(vau),0.2,,0,(vau),1.4,,0,(vau),0.9,,0,(vau),1.3,,,,,,
28/02/2005 09:00,,,,,0.1,(vau),2.4,,0,(vau),3.4,,0,(vau),2.5,,0,(vau),4.9,,0,(vau),3.4,,,,,,
01/03/2005 09:00,,,,,0,(vau),3.8,,0,(vau),4,,0,(vau),2.2,,0,(vau),7.2,,0,(vau),3.6,,,,,,
02/03/2005 09:00,,,,,0,(vau),1.1,,0,(vau),0.8,,0,(vau),0.4,,0,(vau),1.2,,0,(vau),1,,,,,,
03/03/2005 09:00,,,,,0,(vau),0.4,,0,(vau),0.2,,2.2,(vau),0.5,,0,(vau),0.7,,0,(vau),1.8,,,,,,
04/03/2005 09:00,,,,,0,(vau),1.3,,0,(vau),1.7,,0,(vau),2.5,,0.1,(vau),2,,0,(vau),1.9,,,,,,
05/03/2005 09:00,,,,,0,(vau),2,,0,(vau),1.5,,0,(vau),2.1,,0,(vau),1.2,,0,(vau),1.6,,,,,,
06/03/2005 09:00,,,,,0,(vau),1.4,,0,(vau),0.3,,0,(vau),1.4,,0,(vau),1.1,,0,(vau),3,,,,,,
07/03/2005 09:00,,,,,0,(vau),1.3,,0,(vau),0.5,,0,(vau),1.2,,0,(vau),1.4,,0,(vau),1.9,,,,,,
08/03/2005 09:00,,,,,0,(vau),0.7,,0,(vau),1,,0,(vau),0.8,,0,(vau),2.7,,0,(vau),2,,,,,,
09/03/2005 09:00,,,,,0,(vau),0.7,,0,(vau),0.4,,0,(vau),0.5,,0,(vau),1.4,,0,(vau),1.2,,,,,,
10/03/2005 09:00,,,,,0,(vau),0.5,,0,(vau),0.2,,0,(vau),0.6,,0,(vau),0.8,,0,(vau),0.4,,,,,,
11/03/2005 09:00,,,,,0,(vau),0.2,,0,(vau),0.1,,0,(vau),0.6,,0,(vau),0.8,,0,(vau),0.3,,,,,,
12/03/2005 09:00,,,,,0,(vau),0.4,,0,(vau),0.2,,0,(vau),0.5,,0,(vau),0.8,,0,(vau),0.5,,,,,,
13/03/2005 09:00,,,,,1.2,(vau),0.5,,0,(vau),0.1,,0,(vau),0.5,,0,(vau),0.9,,0,(vau),0.4,,,,,,
14/03/2005 09:00,,,,,0,(vau),0.3,,0.1,(vau),0.1,,0,(vau),0.6,,0,(vau),0.7,,0,(vau),0.6,,,,,,
15/03/2005 09:00,,,,,0,(vau),0.2,,0.4,(vau),0.1,,0,(vau),0.5,,0.1,(vau),0.8,,0,(vau),0.5,,,,,,
16/03/2005 09:00,,,,,0,(vau),0.5,,0,(vau),0.1,,0,(vau),0.7,,0.1,(vau),0.9,,0,(vau),0.4,,,,,,
17/03/2005 09:00,,,,,0,(vau),0.6,,0,(vau),0.2,,0,(vau),0.7,,0.1,(vau),0.9,,0,(vau),0.6,,,,,,
18/03/2005 09:00,,,,,0,(vau),1.6,,0,(vau),0.7,,0,(vau),0.8,,0,(vau),1.1,,0,(vau),2.5,,,,,,
19/03/2005 09:00,,,,,0,(vau),1.4,,0,(vau),0.4,,0,(vau),0.9,,0,(vau),1,,0,(vau),1.1,,,,,,
20/03/2005 09:00,,,,,0,(vau),1.2,,0,(vau),0.2,,0,(vau),0.6,,0.1,(vau),0.9,,0,(vau),0.4,,,,,,
21/03/2005 09:00,,,,,0.2,(vau),1.4,,3.1,(vau),0.6,,52,(vau),1.7,,8.7,(vau),0.4,,12.3,(vau),0.3,,,,,,
22/03/2005 09:00,,,,,8.6,(vau),1.6,,7.5,(vau),0.9,,31,(vau),1.6,,1.7,(vau),1.2,,7.8,(vau),1.1,,,,,,
23/03/2005 09:00,,,,,0,(vau),1.1,,0,(vau),0.6,,2.9,(vau),1.3,,0,(vau),0.8,,0,(vau),0.6,,,,,,
24/03/2005 09:00,,,,,0.6,(vau),1.3,,9.9,(vau),0.4,,19.3,(vau),1.2,,0.1,(vau),1,,8.3,(vau),0.5,,,,,,
25/03/2005 09:00,,,,,0.3,(vau),1.7,,0.5,(vau),0.5,,2,(vau),1,,0.5,(vau),1,,1.6,(vau),0.6,,,,,,
26/03/2005 09:00,,,,,10.4,(vau),2.1,,16.5,(vau),1.1,,36.4,(vau),1.7,,1.4,(vau),0.9,,9.2,(vau),0.8,,,,,,
27/03/2005 09:00,,,,,0.1,(vau),2,,13.8,(vau),1.1,,25.4,(vau),1.5,,0.6,(vau),2.4,,4.9,(vau),1.9,,,,,,
28/03/2005 09:00,,,,,4.3,(vau),1.6,,6.8,(vau),0.5,,9.7,(vau),0.9,,0.9,(vau),1,,3.1,(vau),1.3,,,,,,
29/03/2005 09:00,,,,,8.3,(vau),1.4,,10.9,(vau),0.6,,7.6,(vau),1.2,,0.6,(vau),1.4,,1.6,(vau),1.3,,,,,,
30/03/2005 09:00,,,,,0,(vau),1,,0.9,(vau),0.3,,1.5,(vau),0.7,,0,(vau),0.9,,1.9,(vau),1.7,,,,,,
31/03/2005 09:00,,,,,0.1,(vau),0.4,,0.1,(vau),0.1,,0,(vau),0.3,,0,(vau),0.7,,0.1,(vau),1.1,,,,,,
01/04/2005 09:00,,,,,0,(vau),1.8,,0,(vau),0.8,,0.1,(vau),1.2,,0,(vau),2.3,,0,(vau),2.1,,,,,,
02/04/2005 09:00,,,,,0.6,(vau),1.3,,9.7,(vau),0.5,,4,(vau),1,,1.3,(vau),1,,7.7,(vau),0.7,,,,,,
03/04/2005 09:00,,,,,14.7,(vau),1.6,,14.3,(vau),0.4,,3.6,(vau),0.6,,1.2,(vau),0.8,,15.6,(vau),0.4,,,,,,
04/04/2005 09:00,,,,,2.3,(vau),0.5,,1.7,(vau),0.1,,0.3,(vau),0.2,,0,(vau),0.4,,3.3,(vau),0.2,,,,,,
05/04/2005 09:00,,,,,0.1,(vau),0.6,,0.1,(vau),0.1,,0,(vau),0.6,,0,(vau),0.9,,0.2,(vau),1.6,,,,,,
06/04/2005 09:00,,,,,0,(vau),0.6,,0,(vau),0.2,,0,(vau),0.6,,0,(vau),0.7,,0,(vau),0.4,,,,,,
07/04/2005 09:00,,,,,0,(vau),0.7,,0,(vau),0.2,,0,(vau),0.6,,0,(vau),0.5,,0,(vau),0.2,,,,,,
08/04/2005 09:00,,,,,0,(vau),0.7,,0,(vau),0.3,,0,(vau),2.7,,0,(vau),1.2,,0,(vau),1,,,,,,
09/04/2005 09:00,,,,,1.2,(vau),1.7,,0,(vau),2,,0,(vau),2.7,,0,(vau),1.6,,0,(vau),0.9,,,,,,
10/04/2005 09:00,,,,,0,(vau),1.5,,0,(vau),1.3,,0,(vau),1.8,,0,(vau),2.1,,0,(vau),1.3,,,,,,
11/04/2005 09:00,,,,,0,(vau),1,,0,(vau),1.3,,0,(vau),1,,0,(vau),1.8,,0,(vau),1,,,,,,
12/04/2005 09:00,,,,,0,(vau),1.1,,0,(vau),1.5,,0,(vau),0.9,,0,(vau),1.9,,0,(vau),1.1,,,,,,
13/04/2005 09:00,,,,,0,(vau),0.8,,0,(vau),1.2,,0,(vau),0.8,,0,(vau),1.2,,0,(vau),1.7,,,,,,
14/04/2005 09:00,,,,,0,(vau),1,,1.3,(vau),0.4,,3.7,(vau),1.2,,0,(vau),1.1,,0,(vau),1.6,,,,,,
15/04/2005 09:00,,,,,0,(vau),2.7,,0.6,(vau),0.3,,4,(vau),0.8,,0,(vau),1.6,,0.2,(vau),2.4,,,,,,
16/04/2005 09:00,,,,,0,(vau),3,,0,(vau),0.2,,3.8,(vau),0.8,,0.3,(vau),1.7,,0.3,(vau),2.9,,,,,,
17/04/2005 09:00,,,,,0.1,(vau),2.1,,0.3,(vau),0.5,,4.5,(vau),0.6,,2.7,(vau),1.1,,0.4,(vau),2,,,,,,
18/04/2005 09:00,,,,,1,(vau),1.7,,8,(vau),0.7,,14.1,(vau),1,,12.4,(vau),1.5,,5.7,(vau),2.4,,,,,,
19/04/2005 09:00,,,,,0,(vau),1.7,,4,(vau),0.7,,10.2,(vau),1.8,,6,(vau),2,,1.8,(vau),3.1,,,,,,
20/04/2005 09:00,,,,,0,(vau),1.6,,0.4,(vau),0.3,,0.5,(vau),0.8,,0.3,(vau),1.1,,0.5,(vau),1.9,,,,,,
21/04/2005 09:00,,,,,0,(vau),1.4,,0.1,(vau),0.2,,2.7,(vau),0.3,,0.3,(vau),1,,2.1,(vau),1.6,,,,,,
22/04/2005 09:00,,,,,0,(vau),1.5,,0,(vau),0.2,,0.6,(vau),0.5,,0.7,(vau),0.5,,0,(vau),1.3,,,,,,
23/04/2005 09:00,,,,,0,(vau),1.2,,0.6,(vau),0.4,,10.5,(vau),1.2,,6,(vau),0.9,,0.2,(vau),1.3,,,,,,
24/04/2005 09:00,,,,,0.9,(vau),1,,9.9,(vau),0.6,,4.5,(vau),1,,8.1,(vau),1.1,,1.6,(vau),1.2,,,,,,
25/04/2005 09:00,,,,,0.1,(vau),1.6,,1.4,(vau),0.3,,1.3,(vau),1.1,,0,(vau),1.5,,2.2,(vau),2.1,,,,,,
26/04/2005 09:00,,,,,0,(vau),1.1,,0.1,(vau),0.2,,0,(vau),0.4,,0,(vau),0.9,,0,(vau),1.3,,,,,,
27/04/2005 09:00,,,,,0,(vau),1.1,,0,(vau),0.2,,0.4,(vau),0.5,,0,(vau),1.1,,0,(vau),1.4,,,,,,
28/04/2005 09:00,,,,,0,(vau),0.9,,0,(vau),0.2,,0,(vau),0.7,,0,(vau),1,,0,(vau),0.5,,,,,,
29/04/2005 09:00,,,,,0,(vau),0.8,,0,(vau),0.2,,0,(vau),0.7,,0,(vau),1.1,,0,(vau),1,,,,,,
30/04/2005 09:00,,,,,0,(vau),0.8,,0,(vau),0.2,,0,(vau),0.4,,0,(vau),0.8,,0,(vau),0.5,,,,,,
01/05/2005 09:00,,,,,0,(vau),1.3,,0,(vau),0.5,,0.7,(vau),1.1,,0,(vau),1.2,,0,(vau),0.9,,,,,,
02/05/2005 09:00,,,,,0,(vau),1.3,,1.4,(vau),0.4,,5.3,(vau),1.3,,1,(vau),0.7,,1.6,(vau),0.6,,,,,,
03/05/2005 09:00,,,,,0,(vau),1.3,,6.1,(vau),0.5,,9.1,(vau),1,,0,(vau),1.3,,0.1,(vau),1.3,,,,,,
04/05/2005 09:00,,,,,0,(vau),1.4,,0,(vau),0.2,,0.1,(vau),0.7,,0,(vau),0.8,,0,(vau),1.1,,,,,,
05/05/2005 09:00,,,,,0,(vau),1.5,,0,(vau),0.7,,0,(vau),1.5,,0,(vau),1.6,,0,(vau),1.7,,,,,,
06/05/2005 09:00,,,,,0,(vau),1.4,,0,(vau),1.8,,0,(vau),0.7,,0,(vau),2.4,,0,(vau),2.5,,,,,,
07/05/2005 09:00,,,,,0,(vau),0.9,,0,(vau),0.5,,0,(vau),0.6,,0,(vau),1.2,,0,(vau),1.5,,,,,,
08/05/2005 09:00,,,,,0,(vau),1.2,,0.4,(vau),0.3,,0,(vau),0.5,,0,(vau),1.1,,0,(vau),0.9,,,,,,
09/05/2005 09:00,,,,,0,(vau),1.3,,0,(vau),0.1,,0,(vau),0.4,,0,(vau),0.7,,0,(vau),1,,,,,,
10/05/2005 09:00,,,,,0.2,(vau),1.4,,2.4,(vau),0.4,,4,(vau),0.6,,0,(vau),1.1,,1.9,(vau),1.7,,,,,,
11/05/2005 09:00,,,,,2.8,(vau),1,,0.7,(vau),0.3,,8.5,(vau),0.7,,0.1,(vau),1,,6.2,(vau),0.9,,,,,,
12/05/2005 09:00,,,,,12.1,(vau),0.7,,2,(vau),0.2,,2.9,(vau),0.6,,0.3,(vau),0.4,,3,(vau),0.4,,,,,,
13/05/2005 09:00,,,,,0,(vau),1.3,,6.6,(vau),0.5,,2.4,(vau),1.1,,0.1,(vau),1.2,,0.8,(vau),0.8,,,,,,
14/05/2005 09:00,,,,,0,(vau),1.7,,8.8,(vau),0.6,,10.2,(vau),0.9,,0.7,(vau),0.9,,1.2,(vau),1.5,,,,,,
15/05/2005 09:00,,,,,0,(vau),1.1,,0.1,(vau),0.6,,8.3,(vau),0.8,,0.1,(vau),0.7,,1.4,(vau),1.5,,,,,,
16/05/2005 09:00,,,,,0,(vau),1.6,,7.5,(vau),0.8,,11.3,(vau),1,,0.4,(vau),1.6,,2.5,(vau),1.8,,,,,,
17/05/2005 09:00,,,,,0.2,(vau),2,,24.2,(vau),0.1,,10.8,(vau),0.8,,0.2,(vau),0.8,,2.9,(vau),0.6,,,,,,
18/05/2005 09:00,,,,,0,(vau),1.4,,0.1,(vau),0.3,,1.5,(vau),1,,0,(vau),1.3,,0.9,(vau),1.6,,,,,,
19/05/2005 09:00,,,,,0,(vau),0.8,,0,(vau),0.2,,0,(vau),0.7,,0,(vau),0.9,,0.6,(vau),0.9,,,,,,
20/05/2005 09:00,,,,,0,(vau),1,,0,(vau),0.2,,0,(vau),0.6,,0,(vau),1,,0.4,(vau),1.2,,,,,,
21/05/2005 09:00,,,,,0,(vau),2.3,,0,(vau),0.3,,3.4,(vau),0.4,,0,(vau),1.2,,0.1,(vau),2,,,,,,
22/05/2005 09:00,,,,,0,(vau),2.4,,0,(vau),0.2,,0.7,(vau),1,,0,(vau),1.2,,0,(vau),2.1,,,,,,
23/05/2005 09:00,,,,,0,(vau),2.1,,0,(vau),0.3,,1.1,(vau),0.6,,0,(vau),1.2,,0,(vau),1.9,,,,,,
24/05/2005 09:00,,,,,0,(vau),0.8,,0,(vau),0.2,,0,(vau),0.8,,0,(vau),0.9,,0,(vau),0.5,,,,,,
25/05/2005 09:00,,,,,0,(vau),0.7,,0,(vau),0.2,,0,(vau),0.7,,0,(vau),0.8,,0,(vau),0.5,,,,,,
26/05/2005 09:00,,,,,0,(vau),0.9,,0,(vau),0.2,,0,(vau),0.6,,0,(vau),1.2,,0,(vau),0.7,,,,,,
27/05/2005 09:00,,,,,0,(vau),0.9,,0,(vau),0.2,,0,(vau),0.7,,0,(vau),1.1,,0,(vau),0.9,,,,,,
28/05/2005 09:00,,,,,0,(vau),1.5,,0,(vau),0.2,,0.6,(vau),0.7,,0,(vau),0.8,,0,(vau),2.2,,,,,,
29/05/2005 09:00,,,,,0,(vau),1.8,,0,(vau),0.2,,0,(vau),1.1,,0,(vau),0.7,,0,(vau),0.7,,,,,,
30/05/2005 09:00,,,,,0,(vau),1.4,,0.1,(vau),0.2,,0,(vau),1.9,,0,(vau),0.9,,0,(vau),1.5,,,,,,
31/05/2005 09:00,,,,,0.9,(vau),1,,0,(vau),1.3,,0,(vau),1.3,,0,(vau),1.4,,0,(vau),2.4,,,,,,
01/06/2005 09:00,,,,,0.4,(vau),0.9,,0,(vau),0.9,,0,(vau),0.9,,0,(vau),1.7,,0,(vau),1.6,,,,,,
02/06/2005 09:00,,,,,0,(vau),1,,0,(vau),0.6,,0,(vau),1,,0,(vau),1,,0,(vau),1.7,,,,,,
03/06/2005 09:00,,,,,0,(vau),1.4,,0,(vau),0.3,,0,(vau),0.9,,0,(vau),1.2,,0,(vau),1.5,,,,,,
04/06/2005 09:00,,,,,0,(vau),1.9,,0,(vau),0.2,,0,(vau),1.3,,0.2,(vau),1.1,,0,(vau),2,,,,,,
05/06/2005 09:00,,,,,0,(vau),1.1,,0,(vau),0.4,,0,(vau),1.2,,0,(vau),0.9,,0,(vau),1.6,,,,,,
06/06/2005 09:00,,,,,0,(vau),1,,0,(vau),0.3,,0,(vau),1.2,,0,(vau),1,,0,(vau),1.3,,,,,,
07/06/2005 09:00,,,,,0,(vau),1.1,,0,(vau),1,,0,(vau),1.2,,0,(vau),2.4,,0,(vau),2.3,,,,,,
08/06/2005 09:00,,,,,0,(vau),1.1,,0,(vau),0.9,,0,(vau),0.9,,0,(vau),2.3,,0,(vau),3.3,,,,,,
09/06/2005 09:00,,,,,0,(vau),1.1,,0,(vau),0.5,,0,(vau),0.9,,0,(vau),1.3,,0,(vau),1.9,,,,,,
