SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,ALTER DO CHÃO (18L/01UG),,ALTER DO CHÃO (18L/01UG),,ALTER DO CHÃO (18L/01UG),,ALTER DO CHÃO (18L/01UG),,ALTO DA FOZ DO GIRALDO (13K/05UG),,ALTO DA FOZ DO GIRALDO (13K/05UG),,ALTO DA FOZ DO GIRALDO (13K/05UG),,ALTO DA FOZ DO GIRALDO (13K/05UG),,
,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,
02/08/2015 09:00,,,0,(vau),,,0.8,,,,0,(vau),,,1,,
03/08/2015 09:00,,,0,(vau),,,0.9,,,,0,(vau),,,1.1,,
04/08/2015 09:00,,,0,(vau),,,1.3,,,,0,(vau),,,1.4,,
05/08/2015 09:00,,,0,(vau),,,1,,,,0,(vau),,,0.8,,
06/08/2015 09:00,,,0,(vau),,,0.9,,,,0,(vau),,,1.3,,
07/08/2015 09:00,,,0,(vau),,,1.2,,,,0,(vau),,,1.2,,
08/08/2015 09:00,,,0,(vau),,,1.3,,,,0,(vau),,,1.1,,
09/08/2015 09:00,,,0,(vau),,,0.7,,,,0,(vau),,,1.8,,
10/08/2015 09:00,,,0,(vau),,,1,,,,0,(vau),,,1.1,,
11/08/2015 09:00,,,0,(vau),,,1.4,,,,0,(vau),,,1.4,,
12/08/2015 09:00,,,0,(vau),,,1.2,,,,0,(vau),,,0.8,,
13/08/2015 09:00,,,1.3,(vau),,,1.4,,,,0,(vau),,,2.4,,
14/08/2015 09:00,,,0,(vau),,,2,,,,0,(vau),,,1.7,,
15/08/2015 09:00,,,0,(vau),,,1.5,,,,0,(vau),,,1.5,,
16/08/2015 09:00,,,0,(vau),,,1.8,,,,0,(vau),,,1.5,,
17/08/2015 09:00,,,0,(vau),,,1.6,,,,0.1,(vau),,,1.2,,
18/08/2015 09:00,,,0,(vau),,,1.1,,,,0,(vau),,,1.2,,
19/08/2015 09:00,,,0,(vau),,,0.9,,,,0,(vau),,,1.2,,
20/08/2015 09:00,,,0,(vau),,,0.8,,,,0,(vau),,,1.3,,
21/08/2015 09:00,,,0,(vau),,,1,,,,0,(vau),,,1.2,,
22/08/2015 09:00,,,0,(vau),,,1.2,,,,0,(vau),,,1.3,,
23/08/2015 09:00,,,0,(vau),,,1.8,,,,0,(vau),,,1.4,,
24/08/2015 09:00,,,2.1,(vau),,,1.7,,,,1.6,(vau),,,1.2,,
25/08/2015 09:00,,,0,(vau),,,0.8,,,,0,(vau),,,1.1,,
26/08/2015 09:00,,,0,(vau),,,0.8,,,,0,(vau),,,1.2,,
27/08/2015 09:00,,,0,(vau),,,1,,,,0.1,(vau),,,0.6,,
28/08/2015 09:00,,,0,(vau),,,0.7,,,,0,(vau),,,1.2,,
29/08/2015 09:00,,,0,(vau),,,0.7,,,,0,(vau),,,1,,
30/08/2015 09:00,,,0,(vau),,,1,,,,0,(vau),,,1,,
31/08/2015 09:00,,,0,(vau),,,1.6,,,,0.1,(vau),,,1.1,,
01/09/2015 09:00,,,0,(vau),,,0.9,,,,2.7,(vau),,,0.7,,
02/09/2015 09:00,,,0,(vau),,,1.1,,,,0,(vau),,,1.1,,
03/09/2015 09:00,,,0,(vau),,,1.7,,,,0.1,(vau),,,0.8,,
04/09/2015 09:00,,,0,(vau),,,1.4,,,,0.1,(vau),,,0.8,,
05/09/2015 09:00,,,0,(vau),,,1,,,,0,(vau),,,1.2,,
06/09/2015 09:00,,,0,(vau),,,0.5,,,,0,(vau),,,1.2,,
07/09/2015 09:00,,,0,(vau),,,0.6,,,,0,(vau),,,1.1,,
08/09/2015 09:00,,,0,(vau),,,0.6,,,,0,(vau),,,0.9,,
09/09/2015 09:00,,,0,(vau),,,0.8,,,,0,(vau),,,0.7,,
10/09/2015 09:00,,,0,(vau),,,1.3,,,,0,(vau),,,0.7,,
11/09/2015 09:00,,,0,(vau),,,1.1,,,,0,(vau),,,0.9,,
12/09/2015 09:00,,,0,(vau),,,1.1,,,,0,(vau),,,1.2,,
13/09/2015 09:00,,,0,(vau),,,1.6,,,,0,(vau),,,0.9,,
14/09/2015 09:00,,,1.2,(vau),,,1.4,,,,4.9,(vau),,,0.9,,
15/09/2015 09:00,,,0,(vau),,,1.3,,,,3.1,(vau),,,1,,
16/09/2015 09:00,,,9,(vau),,,3.5,,,,23.3,(vau),,,2.1,,
17/09/2015 09:00,,,0.6,(vau),,,1.6,,,,2,(vau),,,0.9,,
18/09/2015 09:00,,,0,(vau),,,0.9,,,,0,(vau),,,1.1,,
19/09/2015 09:00,,,0,(vau),,,1.1,,,,0,(vau),,,0.8,,
20/09/2015 09:00,,,0,(vau),,,0.7,,,,0,(vau),,,0.7,,
21/09/2015 09:00,,,0,(vau),,,0.5,,,,0,(vau),,,0.7,,
22/09/2015 09:00,,,0,(vau),,,1.2,,,,0,(vau),,,1.2,,
23/09/2015 09:00,,,0.1,(vau),,,1.2,,,,0,(vau),,,1.1,,
24/09/2015 09:00,,,0,(vau),,,0.7,,,,0,(vau),,,1.8,,
25/09/2015 09:00,,,0,(vau),,,0.7,,,,0,(vau),,,0.9,,
26/09/2015 09:00,,,0,(vau),,,0.6,,,,0,(vau),,,0.8,,
27/09/2015 09:00,,,0,(vau),,,0.6,,,,0,(vau),,,0.5,,
28/09/2015 09:00,,,0,(vau),,,0.8,,,,0,(vau),,,1.3,,
29/09/2015 09:00,,,0.2,(vau),,,1.7,,,,0,(vau),,,1.1,,
30/09/2015 09:00,,,0,(vau),,,0.9,,,,0,(vau),,,1.3,,
01/10/2015 09:00,,,0,(vau),,,0.7,,,,0,(vau),,,0.6,,
02/10/2015 09:00,,,0,(vau),,,0.5,,,,0,(vau),,,0.5,,
03/10/2015 09:00,,,0,(vau),,,0.9,,,,0,(vau),,,0.7,,
04/10/2015 09:00,,,0,(vau),,,1.7,,,,2.7,(vau),,,1.1,,
05/10/2015 09:00,,,4.4,(vau),,,3.6,,,,13.9,(vau),,,2.5,,
06/10/2015 09:00,,,34.4,(vau),,,2.2,,,,12.2,(vau),,,1.3,,
07/10/2015 09:00,,,0.1,(vau),,,0.8,,,,0.3,(vau),,,0.9,,
08/10/2015 09:00,,,0.1,(vau),,,0.7,,,,0.1,(vau),,,0.8,,
09/10/2015 09:00,,,0.1,(vau),,,0.3,,,,0,(vau),,,0.8,,
10/10/2015 09:00,,,0,(vau),,,1.8,,,,0.2,(vau),,,1.7,,
11/10/2015 09:00,,,5.8,(vau),,,2.4,,,,13.6,(vau),,,1.8,,
12/10/2015 09:00,,,15,(vau),,,2.3,,,,23.9,(vau),,,2.1,,
13/10/2015 09:00,,,7.5,(vau),,,1.7,,,,34,(vau),,,2,,
14/10/2015 09:00,,,0,(vau),,,0.7,,,,0.1,(vau),,,1.3,,
15/10/2015 09:00,,,0,(vau),,,0.6,,,,0,(vau),,,0.8,,
16/10/2015 09:00,,,0,(vau),,,0.5,,,,0,(vau),,,0.7,,
17/10/2015 09:00,,,0,(vau),,,1.1,,,,0.9,(vau),,,1.2,,
18/10/2015 09:00,,,13.6,(vau),,,2.1,,,,36.6,(vau),,,1.7,,
19/10/2015 09:00,,,6.3,(vau),,,0.9,,,,14.7,(vau),,,0.9,,
20/10/2015 09:00,,,2.3,(vau),,,1.4,,,,1.8,(vau),,,2.1,,
21/10/2015 09:00,,,0,(vau),,,1.9,,,,0,(vau),,,3.4,,
22/10/2015 09:00,,,0,(vau),,,0.6,,,,0,(vau),,,2.6,,
23/10/2015 09:00,,,0,(vau),,,0.4,,,,0,(vau),,,0.5,,
24/10/2015 09:00,,,0,(vau),,,0.2,,,,0,(vau),,,0.3,,
25/10/2015 09:00,,,6.7,(vau),,,0.3,,,,7.5,(vau),,,0.7,,
26/10/2015 09:00,,,16.9,(vau),,,0.8,,,,7.6,(vau),,,1.2,,
27/10/2015 09:00,,,6.6,(vau),,,1.3,,,,11.2,(vau),,,1.3,,
28/10/2015 09:00,,,3.9,(vau),,,1.5,,,,3.9,(vau),,,1.2,,
29/10/2015 09:00,,,0,(vau),,,1.6,,,,2,(vau),,,0.6,,
30/10/2015 09:00,,,0.1,(vau),,,0.7,,,,0.1,(vau),,,1.2,,
31/10/2015 09:00,,,4.3,(vau),,,2.2,,,,7.9,(vau),,,2.4,,
01/11/2015 09:00,,,0.4,(vau),,,0.6,,,,1.2,(vau),,,1.1,,
02/11/2015 09:00,,,4.1,(vau),,,1.4,,,,5.4,(vau),,,1.7,,
03/11/2015 09:00,,,6.5,(vau),,,1.4,,,,40.1,(vau),,,1.4,,
04/11/2015 09:00,,,0.1,(vau),,,1.7,,,,9.4,(vau),,,1.8,,
05/11/2015 09:00,,,7.3,(vau),,,1.1,,,,9.1,(vau),,,0.7,,
06/11/2015 09:00,,,1.4,(vau),,,0.7,,,,2.1,(vau),,,0.4,,
07/11/2015 09:00,,,0.2,(vau),,,0.4,,,,0.2,(vau),,,0.9,,
08/11/2015 09:00,,,0,(vau),,,0.7,,,,0.1,(vau),,,1.7,,
09/11/2015 09:00,,,0,(vau),,,0.5,,,,0.1,(vau),,,1,,
10/11/2015 09:00,,,0,(vau),,,0.4,,,,0,(vau),,,0.6,,
11/11/2015 09:00,,,0.1,(vau),,,0.2,,,,0.2,(vau),,,0.7,,
12/11/2015 09:00,,,0.1,(vau),,,0.3,,,,0.2,(vau),,,0.3,,
13/11/2015 09:00,,,0.1,(vau),,,0.2,,,,0.2,(vau),,,0.5,,
14/11/2015 09:00,,,0.2,(vau),,,0.2,,,,0.1,(vau),,,1,,
15/11/2015 09:00,,,0,(vau),,,0.3,,,,0.1,(vau),,,0.7,,
16/11/2015 09:00,,,0,(vau),,,0.3,,,,0.4,(vau),,,0.3,,
17/11/2015 09:00,,,0.3,(vau),,,0.2,,,,0.3,(vau),,,0.6,,
18/11/2015 09:00,,,0.2,(vau),,,0.3,,,,0.2,(vau),,,0.7,,
19/11/2015 09:00,,,0.2,(vau),,,0.2,,,,0.3,(vau),,,0.5,,
20/11/2015 09:00,,,0.2,(vau),,,0.1,,,,0.1,(vau),,,0.6,,
21/11/2015 09:00,,,0.4,(vau),,,0.5,,,,1.7,(vau),,,1.2,,
22/11/2015 09:00,,,0.1,(vau),,,1.6,,,,0,(vau),,,3.6,,
23/11/2015 09:00,,,0.3,(vau),,,0.8,,,,0.2,(vau),,,3.6,,
24/11/2015 09:00,,,0,(vau),,,0.9,,,,0,(vau),,,1.4,,
25/11/2015 09:00,,,0,(vau),,,0.2,,,,0,(vau),,,2,,
26/11/2015 09:00,,,0.2,(vau),,,1.1,,,,0,(vau),,,3.4,,
27/11/2015 09:00,,,0.1,(vau),,,0.5,,,,0,(vau),,,0.9,,
28/11/2015 09:00,,,0.3,(vau),,,0.6,,,,0.1,(vau),,,0.8,,
29/11/2015 09:00,,,0.1,(vau),,,0.4,,,,0,(vau),,,1.5,,
30/11/2015 09:00,,,0,(vau),,,0.5,,,,0.1,(vau),,,0.6,,
01/12/2015 09:00,,,0,(vau),,,0.3,,,,0,(vau),,,0.9,,
02/12/2015 09:00,,,0,(vau),,,0.3,,,,0,(vau),,,0.6,,
03/12/2015 09:00,,,0,(vau),,,0.3,,,,0.2,(vau),,,0.4,,
04/12/2015 09:00,,,0,(vau),,,0.3,,,,0.1,(vau),,,0.8,,
05/12/2015 09:00,,,0,(vau),,,0.4,,,,0,(vau),,,0.8,,
06/12/2015 09:00,,,0.1,(vau),,,0.3,,,,0.1,(vau),,,0.5,,
07/12/2015 09:00,,,0,(vau),,,0.7,,,,0.1,(vau),,,1.3,,
08/12/2015 09:00,,,0.1,(vau),,,0.3,,,,0.5,(vau),,,0.9,,
09/12/2015 09:00,,,0.2,(vau),,,0.2,,,,0.3,(vau),,,0.9,,
10/12/2015 09:00,,,0,(vau),,,0.6,,,,0,(vau),,,1.2,,
11/12/2015 09:00,,,0.1,(vau),,,0.4,,,,0,(vau),,,0.9,,
12/12/2015 09:00,,,0,(vau),,,0.2,,,,0,(vau),,,1,,
13/12/2015 09:00,,,0.3,(vau),,,1,,,,0.1,(vau),,,1.4,,
14/12/2015 09:00,,,4.5,(vau),,,3,,,,23.7,(vau),,,2,,
15/12/2015 09:00,,,15.2,(vau),,,2.7,,,,20.5,(vau),,,1.9,,
16/12/2015 09:00,,,0,(vau),,,1.7,,,,0.1,(vau),,,1.7,,
17/12/2015 09:00,,,0,(vau),,,0.3,,,,0,(vau),,,1.6,,
18/12/2015 09:00,,,0,(vau),,,1.1,,,,0,(vau),,,0.9,,
19/12/2015 09:00,,,0,(vau),,,1.4,,,,0,(vau),,,1.6,,
20/12/2015 09:00,,,4,(vau),,,2.2,,,,3.2,(vau),,,1.4,,
21/12/2015 09:00,,,0.3,(vau),,,0.1,,,,0.3,(vau),,,0.2,,
22/12/2015 09:00,,,0.3,(vau),,,0.3,,,,0.1,(vau),,,1.1,,
23/12/2015 09:00,,,0.1,(vau),,,0.3,,,,0.3,(vau),,,0.3,,
24/12/2015 09:00,,,0,(vau),,,0.3,,,,0.3,(vau),,,0.3,,
25/12/2015 09:00,,,0,(vau),,,0.3,,,,0.3,(vau),,,0.4,,
26/12/2015 09:00,,,0.2,(vau),,,0.6,,,,0,(vau),,,1.5,,
27/12/2015 09:00,,,0,(vau),,,0.8,,,,0,(vau),,,1.6,,
28/12/2015 09:00,,,1.5,(vau),,,2.7,,,,11.4,(vau),,,2.2,,
29/12/2015 09:00,,,22.1,(vau),,,1.6,,,,20.8,(vau),,,1.4,,
30/12/2015 09:00,,,0,(vau),,,1.5,,,,0.2,(vau),,,0.7,,
31/12/2015 09:00,,,7.7,(vau),,,1.4,,,,8.2,(vau),,,1,,
01/01/2016 09:00,,,0.6,(vau),,,0.8,,,,1.5,(vau),,,0.6,,
02/01/2016 09:00,,,7.3,(vau),,,1.3,,,,8.3,(vau),,,1,,
03/01/2016 09:00,,,0.5,(vau),,,1.1,,,,0.5,(vau),,,0.5,,
04/01/2016 09:00,,,6.9,(vau),,,2.6,,,,6.7,(vau),,,1.8,,
05/01/2016 09:00,,,7.1,(vau),,,1.8,,,,12.3,(vau),,,2,,
06/01/2016 09:00,,,3.7,(vau),,,0.7,,,,9,(vau),,,0.9,,
07/01/2016 09:00,,,2.1,(vau),,,2.2,,,,14.6,(vau),,,1.2,,
08/01/2016 09:00,,,4.6,(vau),,,2.2,,,,8.4,(vau),,,2.1,,
09/01/2016 09:00,,,20.8,(vau),,,1.7,,,,29.5,(vau),,,0.8,,
10/01/2016 09:00,,,3.1,(vau),,,2.3,,,,8.9,(vau),,,2.5,,
11/01/2016 09:00,,,18.7,(vau),,,3.1,,,,26.7,(vau),,,2.3,,
12/01/2016 09:00,,,0.2,(vau),,,0.8,,,,2.1,(vau),,,0.8,,
13/01/2016 09:00,,,0.1,(vau),,,0.4,,,,0.3,(vau),,,0.4,,
14/01/2016 09:00,,,0,(vau),,,1.1,,,,1.3,(vau),,,1,,
15/01/2016 09:00,,,2,(vau),,,0.8,,,,4,(vau),,,0.8,,
16/01/2016 09:00,,,0.1,(vau),,,1.2,,,,0,(vau),,,2.2,,
17/01/2016 09:00,,,0,(vau),,,0.6,,,,0,(vau),,,1.3,,
18/01/2016 09:00,,,0,(vau),,,0.4,,,,1.3,(vau),,,0.5,,
19/01/2016 09:00,,,0.1,(vau),,,0.7,,,,0.2,(vau),,,0.9,,
20/01/2016 09:00,,,7.4,(vau),,,1.4,,,,11.9,(vau),,,1.2,,
21/01/2016 09:00,,,0.7,(vau),,,0.7,,,,2.1,(vau),,,0.5,,
22/01/2016 09:00,,,3.8,(vau),,,0.4,,,,1.2,(vau),,,0.7,,
23/01/2016 09:00,,,0.3,(vau),,,0.4,,,,0.9,(vau),,,0.4,,
24/01/2016 09:00,,,0.1,(vau),,,0.6,,,,0.1,(vau),,,1.6,,
25/01/2016 09:00,,,0,(vau),,,2.2,,,,0,(vau),,,1.5,,
26/01/2016 09:00,,,6.9,(vau),,,0.4,,,,14.7,(vau),,,0.2,,
27/01/2016 09:00,,,0.3,(vau),,,0.1,,,,0.2,(vau),,,0.4,,
28/01/2016 09:00,,,,,,,,,,,3.6,(vau),,,0.4,,
29/01/2016 09:00,,,,,,,,,,,0.6,(vau),,,2.2,,
30/01/2016 09:00,,,,,,,,,,,0.2,(vau),,,2,,
31/01/2016 09:00,,,,,,,,,,,0,(vau),,,1.1,,
01/02/2016 09:00,,,,,,,,,,,0.3,(vau),,,0.9,,
02/02/2016 09:00,,,,,,,,,,,0.4,(vau),,,0.6,,
03/02/2016 09:00,,,,,,,,,,,0,(vau),,,1.3,,
04/02/2016 09:00,,,,,,,,,,,0.1,(vau),,,3.9,,
05/02/2016 09:00,,,,,,,,,,,0,(vau),,,1.6,,
06/02/2016 09:00,,,,,,,,,,,0,(vau),,,0.9,,
07/02/2016 09:00,,,,,,,,,,,9.9,(vau),,,1.7,,
08/02/2016 09:00,,,,,,,,,,,1.4,(vau),,,1.2,,
09/02/2016 09:00,,,,,,,,,,,3,(vau),,,1.1,,
10/02/2016 09:00,,,,,,,,,,,6.1,(vau),,,2.3,,
11/02/2016 09:00,,,,,,,,,,,12.1,(vau),,,1.6,,
12/02/2016 09:00,,,,,,,,,,,3.3,(vau),,,1.3,,
13/02/2016 09:00,,,,,,,,,,,24.5,(vau),,,1.9,,
14/02/2016 09:00,,,,,,,,,,,19.5,(vau),,,1.8,,
15/02/2016 09:00,,,,,,,,,,,6.5,(vau),,,2.6,,
16/02/2016 09:00,,,,,,,,,,,0,(vau),,,3.7,,
17/02/2016 09:00,,,,,,,,,,,0,(vau),,,1.6,,
18/02/2016 09:00,,,,,,,,,,,2.9,(vau),,,0.9,,
19/02/2016 09:00,,,,,,,,,,,0,(vau),,,3,,
20/02/2016 09:00,,,,,,,,,,,0,(vau),,,2.2,,
21/02/2016 09:00,,,,,,,,,,,0,(vau),,,2.4,,
22/02/2016 09:00,,,,,,,,,,,0,(vau),,,1,,
23/02/2016 09:00,,,,,,,,,,,0.1,(vau),,,0.7,,
24/02/2016 09:00,,,,,,,,,,,0.1,(vau),,,0.8,,
25/02/2016 09:00,,,,,,,,,,,9.4,(vau),,,1.8,,
26/02/2016 09:00,,,,,,,,,,,8,(vau),,,1,,
27/02/2016 09:00,,,,,,,,,,,15.4,(vau),,,1.5,,
28/02/2016 09:00,,,,,,,,,,,1.5,(vau),,,2.4,,
29/02/2016 09:00,,,,,,,,,,,0,(vau),,,2.9,,
01/03/2016 09:00,,,,,,,,,,,0,(vau),,,1.3,,
02/03/2016 09:00,,,,,,,,,,,0,(vau),,,0.9,,
03/03/2016 09:00,,,,,,,,,,,0,(vau),,,1.9,,
04/03/2016 09:00,,,,,,,,,,,0.1,(vau),,,1,,
05/03/2016 09:00,,,,,,,,,,,2,(vau),,,1.8,,
06/03/2016 09:00,,,,,,,,,,,2,(vau),,,1.9,,
07/03/2016 09:00,,,,,,,,,,,3.6,(vau),,,1.9,,
08/03/2016 09:00,,,,,,,,,,,0,(vau),,,2.3,,
09/03/2016 09:00,,,,,,,,,,,0,(vau),,,1.2,,
10/03/2016 09:00,,,,,,,,,,,2.4,(vau),,,1.7,,
11/03/2016 09:00,,,,,,,,,,,0,(vau),,,1.9,,
12/03/2016 09:00,,,,,,,,,,,0,(vau),,,2.1,,
13/03/2016 09:00,,,,,,,,,,,0,(vau),,,1.9,,
14/03/2016 09:00,,,,,,,,,,,0,(vau),,,1.7,,
15/03/2016 09:00,,,,,,,,,,,0,(vau),,,0.5,,
16/03/2016 09:00,,,,,,,,,,,3.6,(vau),,,0.5,,
17/03/2016 09:00,,,,,,,,,,,0,(vau),,,0.6,,
18/03/2016 09:00,,,,,,,,,,,0.6,(vau),,,0.8,,
19/03/2016 09:00,,,,,,,,,,,9.4,(vau),,,0.4,,
20/03/2016 09:00,,,,,,,,,,,8.6,(vau),,,0.5,,
21/03/2016 09:00,,,,,,,,,,,1.3,(vau),,,0.6,,
22/03/2016 09:00,,,,,,,,,,,3.9,(vau),,,1.7,,
23/03/2016 09:00,,,,,,,,,,,0.5,(vau),,,0.9,,
24/03/2016 09:00,,,,,,,,,,,0,(vau),,,2,,
25/03/2016 09:00,,,,,,,,,,,0,(vau),,,0.9,,
26/03/2016 09:00,,,,,,,,,,,0.2,(vau),,,1,,
27/03/2016 09:00,,,,,,,,,,,7,(vau),,,1.1,,
28/03/2016 09:00,,,,,,,,,,,0.4,(vau),,,1,,
29/03/2016 09:00,,,,,,,,,,,2.9,(vau),,,1.4,,
30/03/2016 09:00,,,,,,,,,,,0.1,(vau),,,0.8,,
31/03/2016 09:00,,,,,,,,,,,5.6,(vau),,,2.6,,
01/04/2016 09:00,,,,,,,,,,,0,(vau),,,1.6,,
02/04/2016 09:00,,,,,,,,,,,0,(vau),,,0.5,,
03/04/2016 09:00,,,,,,,,,,,4.3,(vau),,,1.2,,
04/04/2016 09:00,,,,,,,,,,,11.5,(vau),,,1.3,,
05/04/2016 09:00,,,,,,,,,,,6.1,(vau),,,1.7,,
06/04/2016 09:00,,,,,,,,,,,0,(vau),,,1.8,,
07/04/2016 09:00,,,,,,,,,,,0,(vau),,,1.7,,
08/04/2016 09:00,,,,,,,,,,,0,(vau),,,2.4,,
09/04/2016 09:00,,,,,,,,,,,0,(vau),,,1.5,,
10/04/2016 09:00,,,,,,,,,,,0.7,(vau),,,1.1,,
11/04/2016 09:00,,,,,,,,,,,10,(vau),,,1.3,,
12/04/2016 09:00,,,,,,,,,,,5.2,(vau),,,1.8,,
13/04/2016 09:00,,,,,,,,,,,10,(vau),,,1.3,,
14/04/2016 09:00,,,,,,,,,,,5.9,(vau),,,2.1,,
15/04/2016 09:00,,,,,,,,,,,28.1,(vau),,,2.3,,
16/04/2016 09:00,,,,,,,,,,,26.9,(vau),,,2,,
17/04/2016 09:00,,,,,,,,,,,0.7,(vau),,,0.7,,
18/04/2016 09:00,,,,,,,,,,,4.5,(vau),,,0.9,,
19/04/2016 09:00,,,,,,,,,,,21.1,(vau),,,2.3,,
20/04/2016 09:00,,,,,,,,,,,21.4,(vau),,,1.4,,
21/04/2016 09:00,,,,,,,,,,,5.7,(vau),,,0.9,,
22/04/2016 09:00,,,8.5,(vau),,,0.6,,,,4.9,(vau),,,0.9,,
23/04/2016 09:00,,,0.3,(vau),,,0.4,,,,1.1,(vau),,,0.5,,
24/04/2016 09:00,,,0,(vau),,,0.5,,,,0.1,(vau),,,1.1,,
25/04/2016 09:00,,,0,(vau),,,0.7,,,,0,(vau),,,1.6,,
26/04/2016 09:00,,,0,(vau),,,0.4,,,,0,(vau),,,0.8,,
27/04/2016 09:00,,,0,(vau),,,0.8,,,,0,(vau),,,0.9,,
28/04/2016 09:00,,,0,(vau),,,1,,,,0,(vau),,,1.3,,
29/04/2016 09:00,,,0,(vau),,,0.5,,,,0,(vau),,,0.8,,
30/04/2016 09:00,,,0,(vau),,,0.4,,,,0,(vau),,,0.9,,
01/05/2016 09:00,,,0,(vau),,,1.1,,,,0,(vau),,,2.5,,
02/05/2016 09:00,,,0,(vau),,,1.2,,,,0,(vau),,,3.9,,
03/05/2016 09:00,,,0,(vau),,,0.8,,,,0,(vau),,,1.7,,
04/05/2016 09:00,,,0,(vau),,,0.9,,,,0,(vau),,,1.5,,
05/05/2016 09:00,,,8.9,(vau),,,0.7,,,,9,(vau),,,1.1,,
06/05/2016 09:00,,,15.8,(vau),,,0.6,,,,22.4,(vau),,,0.9,,
07/05/2016 09:00,,,1,(vau),,,1.1,,,,10.3,(vau),,,1.1,,
08/05/2016 09:00,,,13.9,(vau),,,2.8,,,,76.5,(vau),,,2.6,,
09/05/2016 09:00,,,9.5,(vau),,,2.3,,,,17.7,(vau),,,3.1,,
10/05/2016 09:00,,,15,(vau),,,1.7,,,,41,(vau),,,1.9,,
11/05/2016 09:00,,,3.6,(vau),,,2.1,,,,19.8,(vau),,,1.3,,
12/05/2016 09:00,,,9.1,(vau),,,1.6,,,,22.4,(vau),,,1.1,,
13/05/2016 09:00,,,1.9,(vau),,,0.7,,,,3.4,(vau),,,0.9,,
14/05/2016 09:00,,,0.8,(vau),,,0.9,,,,0.1,(vau),,,1.3,,
15/05/2016 09:00,,,0.1,(vau),,,0.6,,,,0.1,(vau),,,1.4,,
16/05/2016 09:00,,,0.1,(vau),,,0.5,,,,0.1,(vau),,,1.1,,
17/05/2016 09:00,,,0,(vau),,,0.4,,,,0,(vau),,,0.7,,
18/05/2016 09:00,,,0.2,(vau),,,0.5,,,,5,(vau),,,0.9,,
19/05/2016 09:00,,,0,(vau),,,0.8,,,,0,(vau),,,2.3,,
20/05/2016 09:00,,,0.1,(vau),,,0.9,,,,0,(vau),,,1,,
21/05/2016 09:00,,,0,(vau),,,0.5,,,,0,(vau),,,1.2,,
22/05/2016 09:00,,,0.2,(vau),,,1.3,,,,0.6,(vau),,,0.8,,
23/05/2016 09:00,,,0,(vau),,,0.8,,,,0,(vau),,,1.2,,
24/05/2016 09:00,,,0,(vau),,,0.5,,,,0,(vau),,,1.1,,
25/05/2016 09:00,,,0.7,(vau),,,1,,,,3.2,(vau),,,0.8,,
26/05/2016 09:00,,,0,(vau),,,0.5,,,,0.1,(vau),,,0.6,,
27/05/2016 09:00,,,0,(vau),,,0.7,,,,0.1,(vau),,,0.4,,
28/05/2016 09:00,,,15.7,(vau),,,1.1,,,,8.2,(vau),,,1,,
29/05/2016 09:00,,,2,(vau),,,1.7,,,,7,(vau),,,1,,
30/05/2016 09:00,,,2.7,(vau),,,0.6,,,,0.2,(vau),,,0.8,,
31/05/2016 09:00,,,0,(vau),,,0.7,,,,0,(vau),,,1.3,,
01/06/2016 09:00,,,0,(vau),,,0.7,,,,0,(vau),,,1,,
02/06/2016 09:00,,,0,(vau),,,0.3,,,,0,(vau),,,1.1,,
03/06/2016 09:00,,,0,(vau),,,0.4,,,,0,(vau),,,0.9,,
04/06/2016 09:00,,,0,(vau),,,1.1,,,,0,(vau),,,1.7,,
05/06/2016 09:00,,,0.1,(vau),,,0.8,,,,0,(vau),,,1,,
06/06/2016 09:00,,,0,(vau),,,0.6,,,,0,(vau),,,0.9,,
07/06/2016 09:00,,,0.1,(vau),,,0.6,,,,0.1,(vau),,,0.6,,
08/06/2016 09:00,,,0,(vau),,,0.4,,,,0.1,(vau),,,1,,
09/06/2016 09:00,,,0,(vau),,,0.5,,,,0,(vau),,,0.7,,
10/06/2016 09:00,,,0,(vau),,,1.1,,,,0,(vau),,,2,,
11/06/2016 09:00,,,0,(vau),,,1.1,,,,0.2,(vau),,,1.3,,
12/06/2016 09:00,,,0.2,(vau),,,1,,,,0,(vau),,,1.3,,
13/06/2016 09:00,,,0,(vau),,,1,,,,0,(vau),,,2.5,,
14/06/2016 09:00,,,0.1,(vau),,,1.3,,,,0,(vau),,,2.1,,
15/06/2016 09:00,,,0.1,(vau),,,1.4,,,,1.4,(vau),,,0.9,,
16/06/2016 09:00,,,2.5,(vau),,,1.3,,,,5.3,(vau),,,1,,
17/06/2016 09:00,,,0.6,(vau),,,1,,,,0.7,(vau),,,1.2,,
18/06/2016 09:00,,,0,(vau),,,1.1,,,,0,(vau),,,1.3,,
19/06/2016 09:00,,,0,(vau),,,1.3,,,,0,(vau),,,1.5,,
20/06/2016 09:00,,,0,(vau),,,0.8,,,,0,(vau),,,0.9,,
21/06/2016 09:00,,,0,(vau),,,0.7,,,,0,(vau),,,1.3,,
22/06/2016 09:00,,,0,(vau),,,0.7,,,,0,(vau),,,1.6,,
23/06/2016 09:00,,,0,(vau),,,1,,,,0,(vau),,,0.7,,
