SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,ABRIGADA (19C/03G),,ABRIGADA (19C/03G),,
,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,
24/05/2008 09:00,3.1,(vau),1.1,,
25/05/2008 09:00,2.6,(vau),1,,
26/05/2008 09:00,1.4,(vau),1.2,,
27/05/2008 09:00,13.8,(vau),1.4,,
28/05/2008 09:00,0.6,(vau),2.1,,
29/05/2008 09:00,5.3,(vau),1.5,,
30/05/2008 09:00,0.4,(vau),0.8,,
31/05/2008 09:00,1.3,(vau),0.9,,
01/06/2008 09:00,0,(vau),1.9,,
02/06/2008 09:00,0,(vau),1.5,,
03/06/2008 09:00,0,(vau),1.2,,
04/06/2008 09:00,0,(vau),2.2,,
05/06/2008 09:00,0.2,(vau),2.4,,
06/06/2008 09:00,0,(vau),2.4,,
07/06/2008 09:00,0,(vau),1.4,,
08/06/2008 09:00,0,(vau),1.5,,
09/06/2008 09:00,0,(vau),1.8,,
10/06/2008 09:00,0,(vau),1.7,,
11/06/2008 09:00,0,(vau),1.6,,
12/06/2008 09:00,0,(vau),1.6,,
13/06/2008 09:00,0,(vau),1.7,,
14/06/2008 09:00,0,(vau),1.3,,
15/06/2008 09:00,0,(vau),1.1,,
16/06/2008 09:00,0.9,(vau),1.3,,
17/06/2008 09:00,0.2,(vau),2.1,,
18/06/2008 09:00,0,(vau),1.8,,
19/06/2008 09:00,0,(vau),1.1,,
20/06/2008 09:00,0,(vau),1.8,,
21/06/2008 09:00,0,(vau),2,,
22/06/2008 09:00,0,(vau),1.7,,
23/06/2008 09:00,0,(vau),1.7,,
24/06/2008 09:00,0,(vau),2.1,,
25/06/2008 09:00,0,(vau),2.6,,
26/06/2008 09:00,0,(vau),1.5,,
27/06/2008 09:00,0.1,(vau),1.4,,
28/06/2008 09:00,0,(vau),2.1,,
29/06/2008 09:00,0.1,(vau),1.9,,
30/06/2008 09:00,0.1,(vau),1.5,,
01/07/2008 09:00,0,(vau),1.9,,
02/07/2008 09:00,0,(vau),1.5,,
03/07/2008 09:00,0,(vau),1.8,,
04/07/2008 09:00,0,(vau),1.4,,
05/07/2008 09:00,0,(vau),1.3,,
06/07/2008 09:00,0,(vau),2.1,,
07/07/2008 09:00,0,(vau),2.6,,
08/07/2008 09:00,0,(vau),2.4,,
09/07/2008 09:00,0,(vau),1.6,,
10/07/2008 09:00,0,(vau),1.9,,
11/07/2008 09:00,0,(vau),1.4,,
12/07/2008 09:00,0,(vau),1.8,,
13/07/2008 09:00,0,(vau),3.7,,
14/07/2008 09:00,0,(vau),2.3,,
15/07/2008 09:00,0,(vau),1.4,,
16/07/2008 09:00,0,(vau),1.6,,
17/07/2008 09:00,0,(vau),1.9,,
18/07/2008 09:00,0,(vau),1.8,,
19/07/2008 09:00,0,(vau),1.5,,
20/07/2008 09:00,0,(vau),1.9,,
21/07/2008 09:00,0,(vau),1.6,,
22/07/2008 09:00,0.1,(vau),1.8,,
23/07/2008 09:00,0,(vau),1.4,,
24/07/2008 09:00,0,(vau),1.2,,
25/07/2008 09:00,0.2,(vau),1.2,,
26/07/2008 09:00,0.1,(vau),1.1,,
27/07/2008 09:00,0,(vau),1,,
28/07/2008 09:00,0,(vau),1.7,,
29/07/2008 09:00,0,(vau),2.3,,
30/07/2008 09:00,0,(vau),1.5,,
31/07/2008 09:00,0,(vau),1.2,,
01/08/2008 09:00,0,(vau),1.8,,
02/08/2008 09:00,0,(vau),3.3,,
03/08/2008 09:00,0,(vau),2.2,,
04/08/2008 09:00,0,(vau),2.3,,
05/08/2008 09:00,0,(vau),2.4,,
06/08/2008 09:00,0,(vau),1,,
07/08/2008 09:00,0,(vau),1.6,,
08/08/2008 09:00,0,(vau),2.8,,
09/08/2008 09:00,0,(vau),2.6,,
10/08/2008 09:00,0,(vau),2,,
11/08/2008 09:00,0,(vau),2.2,,
12/08/2008 09:00,1.1,(vau),1.5,,
13/08/2008 09:00,0,(vau),2.3,,
14/08/2008 09:00,0,(vau),2.9,,
15/08/2008 09:00,0,(vau),2.1,,
16/08/2008 09:00,0,(vau),1.9,,
17/08/2008 09:00,0.3,(vau),1.1,,
18/08/2008 09:00,0,(vau),1.2,,
19/08/2008 09:00,0,(vau),2.6,,
20/08/2008 09:00,0,(vau),3.7,,
21/08/2008 09:00,0,(vau),2.2,,
22/08/2008 09:00,0,(vau),2.4,,
23/08/2008 09:00,0,(vau),3.3,,
24/08/2008 09:00,0,(vau),2.8,,
25/08/2008 09:00,0,(vau),3.3,,
26/08/2008 09:00,0,(vau),1.8,,
27/08/2008 09:00,0,(vau),1.4,,
28/08/2008 09:00,0,(vau),1.3,,
29/08/2008 09:00,0,(vau),1,,
30/08/2008 09:00,0.1,(vau),1.4,,
31/08/2008 09:00,0,(vau),1.1,,
01/09/2008 09:00,0,(vau),1.1,,
02/09/2008 09:00,0,(vau),1.2,,
03/09/2008 09:00,0,(vau),1.1,,
04/09/2008 09:00,1.1,(vau),1.7,,
05/09/2008 09:00,0,(vau),1.6,,
06/09/2008 09:00,3.9,(vau),2.1,,
07/09/2008 09:00,0.1,(vau),1.5,,
08/09/2008 09:00,0,(vau),0.9,,
09/09/2008 09:00,0,(vau),1.2,,
10/09/2008 09:00,0,(vau),1.1,,
11/09/2008 09:00,0,(vau),1.1,,
12/09/2008 09:00,0.1,(vau),3,,
13/09/2008 09:00,0,(vau),2.9,,
14/09/2008 09:00,0,(vau),1.6,,
15/09/2008 09:00,0,(vau),1.5,,
16/09/2008 09:00,0,(vau),1.5,,
17/09/2008 09:00,0,(vau),0.8,,
18/09/2008 09:00,0,(vau),0.8,,
19/09/2008 09:00,0,(vau),0.9,,
20/09/2008 09:00,0.1,(vau),1.1,,
21/09/2008 09:00,0.2,(vau),0.6,,
22/09/2008 09:00,0.7,(vau),0.8,,
23/09/2008 09:00,1.3,(vau),0.6,,
24/09/2008 09:00,0.1,(vau),0.8,,
25/09/2008 09:00,0,(vau),0.6,,
26/09/2008 09:00,0,(vau),1.3,,
27/09/2008 09:00,0,(vau),1.3,,
28/09/2008 09:00,0.7,(vau),1.5,,
29/09/2008 09:00,1.3,(vau),2.7,,
30/09/2008 09:00,0.1,(vau),2,,
01/10/2008 09:00,0,(vau),1.2,,
02/10/2008 09:00,0,(vau),2.7,,
03/10/2008 09:00,0,(vau),3.4,,
04/10/2008 09:00,0,(vau),2.6,,
05/10/2008 09:00,0,(vau),0.9,,
06/10/2008 09:00,0,(vau),0.7,,
07/10/2008 09:00,0.5,(vau),0.8,,
08/10/2008 09:00,5.7,(vau),1.5,,
09/10/2008 09:00,0,(vau),2.2,,
10/10/2008 09:00,0,(vau),2.3,,
11/10/2008 09:00,0,(vau),3.3,,
12/10/2008 09:00,6.3,(vau),1.4,,
13/10/2008 09:00,1.7,(vau),0.5,,
14/10/2008 09:00,0.1,(vau),0.5,,
15/10/2008 09:00,0,(vau),0.8,,
16/10/2008 09:00,0.1,(vau),0.9,,
17/10/2008 09:00,0,(vau),0.7,,
18/10/2008 09:00,1.6,(vau),0.8,,
19/10/2008 09:00,0.2,(vau),0.8,,
20/10/2008 09:00,0,(vau),1.1,,
21/10/2008 09:00,0,(vau),0.8,,
22/10/2008 09:00,1.3,(vau),3.4,,
23/10/2008 09:00,0,(vau),2.5,,
24/10/2008 09:00,0,(vau),1.7,,
25/10/2008 09:00,0,(vau),1.6,,
26/10/2008 09:00,0,(vau),1.3,,
27/10/2008 09:00,0,(vau),1.1,,
28/10/2008 09:00,0.1,(vau),3.1,,
29/10/2008 09:00,0,(vau),4.3,,
30/10/2008 09:00,0.7,(vau),2.1,,
31/10/2008 09:00,8.7,(vau),1.2,,
01/11/2008 09:00,1.3,(vau),0.7,,
02/11/2008 09:00,0,(vau),0.8,,
03/11/2008 09:00,0,(vau),2,,
04/11/2008 09:00,0.3,(vau),1.4,,
05/11/2008 09:00,1.2,(vau),1,,
06/11/2008 09:00,0.1,(vau),1,,
07/11/2008 09:00,0.4,(vau),0.5,,
08/11/2008 09:00,0.2,(vau),0.8,,
09/11/2008 09:00,0.2,(vau),0.4,,
10/11/2008 09:00,0.1,(vau),0.3,,
11/11/2008 09:00,0.1,(vau),0.7,,
12/11/2008 09:00,0.6,(vau),1.8,,
13/11/2008 09:00,0,(vau),1.9,,
14/11/2008 09:00,0,(vau),0.9,,
15/11/2008 09:00,0,(vau),0.9,,
16/11/2008 09:00,0,(vau),0.9,,
17/11/2008 09:00,0,(vau),0.7,,
18/11/2008 09:00,0,(vau),1,,
19/11/2008 09:00,0,(vau),2.6,,
20/11/2008 09:00,0,(vau),1.6,,
21/11/2008 09:00,0,(vau),1,,
22/11/2008 09:00,0,(vau),1.3,,
23/11/2008 09:00,0,(vau),2.4,,
24/11/2008 09:00,0,(vau),2.1,,
25/11/2008 09:00,1.6,(vau),2.7,,
26/11/2008 09:00,0.1,(vau),2.1,,
27/11/2008 09:00,0,(vau),1.9,,
28/11/2008 09:00,0.5,(vau),1.2,,
29/11/2008 09:00,14.2,(vau),2.2,,
30/11/2008 09:00,8.9,(vau),1.2,,
01/12/2008 09:00,7.6,(vau),1.2,,
02/12/2008 09:00,1.7,(vau),1,,
03/12/2008 09:00,0.3,(vau),1.5,,
04/12/2008 09:00,8.1,(vau),2,,
05/12/2008 09:00,1,(vau),1.3,,
06/12/2008 09:00,0.8,(vau),0.7,,
07/12/2008 09:00,6.1,(vau),2.1,,
08/12/2008 09:00,0.6,(vau),1.1,,
09/12/2008 09:00,0.5,(vau),2.9,,
10/12/2008 09:00,0.1,(vau),4.1,,
11/12/2008 09:00,0,(vau),2,,
12/12/2008 09:00,5.4,(vau),1.5,,
13/12/2008 09:00,2,(vau),2.2,,
14/12/2008 09:00,11.9,(vau),4.2,,
15/12/2008 09:00,4.3,(vau),3.3,,
16/12/2008 09:00,0.1,(vau),3,,
17/12/2008 09:00,0,(vau),2,,
18/12/2008 09:00,0,(vau),2.6,,
19/12/2008 09:00,0,(vau),0.7,,
20/12/2008 09:00,0,(vau),0.9,,
21/12/2008 09:00,0,(vau),0.7,,
22/12/2008 09:00,0,(vau),0.7,,
23/12/2008 09:00,0,(vau),0.5,,
24/12/2008 09:00,0.1,(vau),0.3,,
25/12/2008 09:00,0.2,(vau),0.4,,
26/12/2008 09:00,0.1,(vau),0.5,,
27/12/2008 09:00,0.1,(vau),1.1,,
28/12/2008 09:00,10,(vau),1,,
29/12/2008 09:00,1.1,(vau),1.2,,
30/12/2008 09:00,1.4,(vau),1.7,,
31/12/2008 09:00,4,(vau),3.1,,
01/01/2009 09:00,3.1,(vau),0.9,,
02/01/2009 09:00,4.8,(vau),0.7,,
03/01/2009 09:00,6.8,(vau),1.2,,
04/01/2009 09:00,0.6,(vau),0.9,,
05/01/2009 09:00,0,(vau),1.2,,
06/01/2009 09:00,0.1,(vau),1,,
07/01/2009 09:00,0,(vau),2,,
08/01/2009 09:00,0,(vau),1.1,,
09/01/2009 09:00,0,(vau),0.6,,
10/01/2009 09:00,0.8,(vau),0.5,,
11/01/2009 09:00,0.1,(vau),1,,
12/01/2009 09:00,0,(vau),0.8,,
13/01/2009 09:00,5.8,(vau),0.6,,
14/01/2009 09:00,0.2,(vau),1.1,,
15/01/2009 09:00,2.3,(vau),1.3,,
16/01/2009 09:00,4.1,(vau),1.3,,
17/01/2009 09:00,0.1,(vau),0.7,,
18/01/2009 09:00,0.3,(vau),0.4,,
19/01/2009 09:00,2.8,(vau),2.3,,
20/01/2009 09:00,7.7,(vau),2.7,,
21/01/2009 09:00,4.7,(vau),2.2,,
22/01/2009 09:00,4.6,(vau),1.6,,
23/01/2009 09:00,6.3,(vau),2.5,,
24/01/2009 09:00,1,(vau),4,,
25/01/2009 09:00,1.6,(vau),2.1,,
26/01/2009 09:00,3.7,(vau),3.3,,
27/01/2009 09:00,0.9,(vau),1.8,,
28/01/2009 09:00,0.4,(vau),2.2,,
29/01/2009 09:00,2,(vau),2.6,,
30/01/2009 09:00,1.9,(vau),4.1,,
31/01/2009 09:00,13.4,(vau),2.3,,
01/02/2009 09:00,19.2,(vau),4.6,,
02/02/2009 09:00,5.7,(vau),0.8,,
03/02/2009 09:00,0.1,(vau),1.6,,
04/02/2009 09:00,7.9,(vau),2.7,,
05/02/2009 09:00,2.1,(vau),1.8,,
06/02/2009 09:00,9.3,(vau),1.7,,
07/02/2009 09:00,3.7,(vau),2.1,,
08/02/2009 09:00,0.1,(vau),1.1,,
09/02/2009 09:00,1.3,(vau),1.1,,
10/02/2009 09:00,2.5,(vau),2.9,,
11/02/2009 09:00,0,(vau),2.4,,
12/02/2009 09:00,0,(vau),2,,
13/02/2009 09:00,0,(vau),0.7,,
14/02/2009 09:00,0.1,(vau),0.5,,
15/02/2009 09:00,0,(vau),0.8,,
16/02/2009 09:00,0,(vau),0.6,,
17/02/2009 09:00,0,(vau),0.7,,
18/02/2009 09:00,0,(vau),0.7,,
19/02/2009 09:00,0.2,(vau),0.6,,
20/02/2009 09:00,0.1,(vau),0.4,,
21/02/2009 09:00,0.2,(vau),0.7,,
22/02/2009 09:00,0,(vau),2.2,,
23/02/2009 09:00,0,(vau),0.6,,
24/02/2009 09:00,0,(vau),0.7,,
25/02/2009 09:00,0,(vau),0.6,,
26/02/2009 09:00,0.1,(vau),0.7,,
27/02/2009 09:00,0,(vau),1.5,,
28/02/2009 09:00,0.1,(vau),0.7,,
01/03/2009 09:00,3.1,(vau),0.5,,
02/03/2009 09:00,1.3,(vau),1.1,,
03/03/2009 09:00,0.4,(vau),1.6,,
04/03/2009 09:00,2.2,(vau),3.4,,
05/03/2009 09:00,5.3,(vau),6.1,,
06/03/2009 09:00,2.9,(vau),5.1,,
07/03/2009 09:00,0.5,(vau),3.7,,
08/03/2009 09:00,0.2,(vau),2.7,,
09/03/2009 09:00,0,(vau),1.7,,
10/03/2009 09:00,0,(vau),0.9,,
11/03/2009 09:00,0,(vau),0.5,,
12/03/2009 09:00,0,(vau),0.7,,
13/03/2009 09:00,0,(vau),0.5,,
14/03/2009 09:00,0,(vau),0.7,,
15/03/2009 09:00,0,(vau),2.5,,
16/03/2009 09:00,0,(vau),0.6,,
17/03/2009 09:00,0,(vau),1.3,,
18/03/2009 09:00,0,(vau),3.7,,
02/05/2015 09:00,0,(vau),1.1,,
03/05/2015 09:00,2.5,(vau),1.5,,
04/05/2015 09:00,3,(vau),2.3,,
05/05/2015 09:00,0.9,(vau),3.1,,
06/05/2015 09:00,0.1,(vau),1.1,,
07/05/2015 09:00,0,(vau),1,,
08/05/2015 09:00,3.3,(vau),2.7,,
09/05/2015 09:00,0.4,(vau),0.9,,
10/05/2015 09:00,0.5,(vau),0.9,,
11/05/2015 09:00,0,(vau),1.1,,
12/05/2015 09:00,0,(vau),0.9,,
13/05/2015 09:00,0,(vau),1.5,,
14/05/2015 09:00,0,(vau),1.7,,
15/05/2015 09:00,0,(vau),3.3,,
16/05/2015 09:00,0,(vau),2.8,,
17/05/2015 09:00,0,(vau),1.6,,
18/05/2015 09:00,0,(vau),2,,
19/05/2015 09:00,0,(vau),2.5,,
20/05/2015 09:00,0,(vau),4.1,,
21/05/2015 09:00,0,(vau),3,,
22/05/2015 09:00,0,(vau),2.3,,
23/05/2015 09:00,0,(vau),2.1,,
24/05/2015 09:00,0,(vau),2,,
25/05/2015 09:00,0,(vau),2.1,,
26/05/2015 09:00,0,(vau),1.2,,
27/05/2015 09:00,0,(vau),1.7,,
28/05/2015 09:00,0,(vau),,,
06/06/2015 09:00,0,(vau),2.1,,
07/06/2015 09:00,0,(vau),1.5,,
08/06/2015 09:00,0.9,(vau),1.4,,
09/06/2015 09:00,0,(vau),1.5,,
10/06/2015 09:00,0,(vau),2,,
11/06/2015 09:00,1.2,(vau),1.7,,
12/06/2015 09:00,0,(vau),0.9,,
13/06/2015 09:00,3.8,(vau),1,,
14/06/2015 09:00,3.5,(vau),2.1,,
15/06/2015 09:00,2.7,(vau),1.1,,
16/06/2015 09:00,0,(vau),1.9,,
17/06/2015 09:00,0,(vau),1.4,,
18/06/2015 09:00,0,(vau),1.9,,
19/06/2015 09:00,0,(vau),1.1,,
20/06/2015 09:00,0,(vau),1.4,,
21/06/2015 09:00,0,(vau),1.6,,
22/06/2015 09:00,0,(vau),2.2,,
23/06/2015 09:00,0,(vau),1.7,,
24/06/2015 09:00,0,(vau),1.1,,
25/06/2015 09:00,0,(vau),1,,
26/06/2015 09:00,0,(vau),1.5,,
27/06/2015 09:00,0,(vau),1.8,,
28/06/2015 09:00,0,(vau),2.6,,
29/06/2015 09:00,0,(vau),2,,
30/06/2015 09:00,0,(vau),2.4,,
01/07/2015 09:00,0,(vau),1.5,,
02/07/2015 09:00,1.2,(vau),1.3,,
03/07/2015 09:00,0,(vau),1.1,,
04/07/2015 09:00,0,(vau),1.3,,
05/07/2015 09:00,0,(vau),2.5,,
06/07/2015 09:00,0,(vau),2.9,,
07/07/2015 09:00,0,(vau),1.9,,
08/07/2015 09:00,0,(vau),3.3,,
09/07/2015 09:00,0.1,(vau),1.4,,
10/07/2015 09:00,0.1,(vau),1.5,,
11/07/2015 09:00,0,(vau),3.6,,
12/07/2015 09:00,0,(vau),2.4,,
13/07/2015 09:00,0,(vau),1.7,,
14/07/2015 09:00,0.1,(vau),1.3,,
15/07/2015 09:00,0.1,(vau),1.7,,
16/07/2015 09:00,0,(vau),2.7,,
17/07/2015 09:00,0,(vau),2.8,,
18/07/2015 09:00,0,(vau),1.6,,
19/07/2015 09:00,0,(vau),1.1,,
20/07/2015 09:00,0,(vau),1.6,,
21/07/2015 09:00,0,(vau),2.3,,
22/07/2015 09:00,0,(vau),2.8,,
23/07/2015 09:00,0,(vau),3.7,,
24/07/2015 09:00,0,(vau),2.3,,
25/07/2015 09:00,0,(vau),3,,
26/07/2015 09:00,0,(vau),2.9,,
27/07/2015 09:00,0,(vau),3.6,,
28/07/2015 09:00,0,(vau),3.9,,
29/07/2015 09:00,0,(vau),2.8,,
30/07/2015 09:00,0,(vau),2,,
31/07/2015 09:00,0,(vau),1.4,,
01/08/2015 09:00,0,(vau),2,,
02/08/2015 09:00,0,(vau),1.4,,
03/08/2015 09:00,0,(vau),1.6,,
04/08/2015 09:00,0,(vau),2.8,,
05/08/2015 09:00,0,(vau),1.5,,
06/08/2015 09:00,0,(vau),2.1,,
07/08/2015 09:00,0,(vau),2.7,,
08/08/2015 09:00,0,(vau),3.9,,
09/08/2015 09:00,0,(vau),1.8,,
10/08/2015 09:00,0,(vau),1.2,,
11/08/2015 09:00,0,(vau),1.6,,
12/08/2015 09:00,0,(vau),1.3,,
13/08/2015 09:00,0,(vau),2,,
14/08/2015 09:00,0,(vau),2.5,,
15/08/2015 09:00,0,(vau),2.5,,
16/08/2015 09:00,0,(vau),1.6,,
17/08/2015 09:00,0,(vau),2,,
18/08/2015 09:00,0,(vau),3.1,,
19/08/2015 09:00,0,(vau),2.4,,
20/08/2015 09:00,0,(vau),1.2,,
21/08/2015 09:00,0,(vau),1.9,,
22/08/2015 09:00,0,(vau),2.8,,
23/08/2015 09:00,0,(vau),1.5,,
24/08/2015 09:00,0.8,(vau),2.1,,
25/08/2015 09:00,0.1,(vau),,,
26/08/2015 09:00,0,(vau),,,
27/08/2015 09:00,0,(vau),,,
28/08/2015 09:00,0,(vau),,,
29/08/2015 09:00,0,(vau),,,
30/08/2015 09:00,0,(vau),,,
31/08/2015 09:00,0,(vau),,,
01/09/2015 09:00,0,(vau),,,
02/09/2015 09:00,0.1,(vau),1.2,,
03/09/2015 09:00,0,(vau),2.6,,
04/09/2015 09:00,0,(vau),1.8,,
05/09/2015 09:00,0,(vau),1.4,,
06/09/2015 09:00,0.1,(vau),0.9,,
07/09/2015 09:00,0,(vau),1.4,,
08/09/2015 09:00,0,(vau),2.3,,
09/09/2015 09:00,0,(vau),1.4,,
10/09/2015 09:00,0,(vau),2.2,,
11/09/2015 09:00,0,(vau),2.2,,
12/09/2015 09:00,0,(vau),1.2,,
13/09/2015 09:00,0,(vau),1.3,,
14/09/2015 09:00,0.7,(vau),1.8,,
15/09/2015 09:00,0.1,(vau),1.1,,
16/09/2015 09:00,5.5,(vau),5.5,,
17/09/2015 09:00,0.2,(vau),1.6,,
18/09/2015 09:00,0,(vau),2.3,,
19/09/2015 09:00,0,(vau),2,,
20/09/2015 09:00,0,(vau),1.9,,
21/09/2015 09:00,0,(vau),1.7,,
22/09/2015 09:00,0,(vau),2.5,,
23/09/2015 09:00,0,(vau),3.3,,
24/09/2015 09:00,0.1,(vau),1.3,,
25/09/2015 09:00,0,(vau),1.7,,
26/09/2015 09:00,0,(vau),1.6,,
27/09/2015 09:00,0.1,(vau),1.5,,
28/09/2015 09:00,0,(vau),1.3,,
29/09/2015 09:00,0,(vau),0.9,,
30/09/2015 09:00,2.1,(vau),1.4,,
01/10/2015 09:00,0.1,(vau),0.8,,
02/10/2015 09:00,0,(vau),1.3,,
03/10/2015 09:00,0,(vau),1.1,,
04/10/2015 09:00,0,(vau),2.6,,
05/10/2015 09:00,1.3,(vau),5.9,,
06/10/2015 09:00,2.5,(vau),4.3,,
07/10/2015 09:00,0,(vau),1.1,,
08/10/2015 09:00,0,(vau),2.4,,
09/10/2015 09:00,0.1,(vau),1,,
10/10/2015 09:00,1.4,(vau),2.3,,
11/10/2015 09:00,4.2,(vau),2,,
12/10/2015 09:00,4.4,(vau),2.8,,
13/10/2015 09:00,7.7,(vau),2.3,,
14/10/2015 09:00,0,(vau),1.2,,
15/10/2015 09:00,0.1,(vau),0.7,,
16/10/2015 09:00,0,(vau),0.8,,
17/10/2015 09:00,0.3,(vau),1.7,,
18/10/2015 09:00,13.7,(vau),4,,
19/10/2015 09:00,0.8,(vau),1.9,,
20/10/2015 09:00,0,(vau),2.4,,
21/10/2015 09:00,0,(vau),2.1,,
22/10/2015 09:00,0.1,(vau),0.9,,
23/10/2015 09:00,0.1,(vau),0.8,,
24/10/2015 09:00,0.6,(vau),0.5,,
25/10/2015 09:00,7,(vau),0.6,,
26/10/2015 09:00,6.2,(vau),0.7,,
27/10/2015 09:00,5.4,(vau),1.6,,
28/10/2015 09:00,4.2,(vau),1.4,,
29/10/2015 09:00,1.4,(vau),1.5,,
30/10/2015 09:00,0.1,(vau),1.9,,
31/10/2015 09:00,3.1,(vau),2.8,,
01/11/2015 09:00,1,(vau),1.2,,
02/11/2015 09:00,5.7,(vau),2.4,,
03/11/2015 09:00,1.2,(vau),0.9,,
04/11/2015 09:00,3.1,(vau),2.3,,
05/11/2015 09:00,2.6,(vau),0.9,,
06/11/2015 09:00,0.5,(vau),0.8,,
07/11/2015 09:00,0.2,(vau),0.5,,
08/11/2015 09:00,0.2,(vau),1,,
09/11/2015 09:00,0.2,(vau),0.7,,
10/11/2015 09:00,0.2,(vau),0.6,,
11/11/2015 09:00,0.2,(vau),0.5,,
12/11/2015 09:00,0.1,(vau),0.5,,
13/11/2015 09:00,0.2,(vau),0.7,,
14/11/2015 09:00,0.2,(vau),0.9,,
15/11/2015 09:00,0.2,(vau),0.7,,
16/11/2015 09:00,0.2,(vau),0.6,,
17/11/2015 09:00,0.2,(vau),0.7,,
18/11/2015 09:00,0.2,(vau),1.4,,
19/11/2015 09:00,0,(vau),2.3,,
20/11/2015 09:00,0,(vau),0.7,,
21/11/2015 09:00,0.9,(vau),2.2,,
22/11/2015 09:00,0.1,(vau),2.7,,
23/11/2015 09:00,4.7,(vau),1.8,,
24/11/2015 09:00,0,(vau),0.9,,
25/11/2015 09:00,0,(vau),2,,
26/11/2015 09:00,0,(vau),2.9,,
27/11/2015 09:00,0,(vau),3.6,,
28/11/2015 09:00,0,(vau),3.2,,
29/11/2015 09:00,0,(vau),1.4,,
30/11/2015 09:00,0,(vau),0.8,,
01/12/2015 09:00,0,(vau),0.6,,
02/12/2015 09:00,0,(vau),0.3,,
03/12/2015 09:00,0.3,(vau),0.4,,
04/12/2015 09:00,0.1,(vau),0.5,,
05/12/2015 09:00,0,(vau),0.6,,
06/12/2015 09:00,0.2,(vau),0.6,,
07/12/2015 09:00,0.7,(vau),0.5,,
08/12/2015 09:00,0,(vau),0.8,,
09/12/2015 09:00,0.1,(vau),0.6,,
10/12/2015 09:00,0,(vau),1.2,,
11/12/2015 09:00,0,(vau),0.7,,
12/12/2015 09:00,0,(vau),0.6,,
13/12/2015 09:00,0,(vau),1.2,,
14/12/2015 09:00,15,(vau),3.1,,
15/12/2015 09:00,2.7,(vau),2.5,,
16/12/2015 09:00,0,(vau),1.5,,
17/12/2015 09:00,0,(vau),0.6,,
18/12/2015 09:00,0,(vau),0.9,,
19/12/2015 09:00,0,(vau),1,,
20/12/2015 09:00,0.4,(vau),1.4,,
21/12/2015 09:00,0.1,(vau),0.4,,
22/12/2015 09:00,0.1,(vau),1,,
23/12/2015 09:00,0,(vau),0.8,,
24/12/2015 09:00,0.7,(vau),0.9,,
25/12/2015 09:00,0.1,(vau),0.7,,
26/12/2015 09:00,0,(vau),1.2,,
27/12/2015 09:00,0,(vau),1.2,,
28/12/2015 09:00,12,(vau),3.8,,
29/12/2015 09:00,3.3,(vau),1.6,,
30/12/2015 09:00,0.2,(vau),0.7,,
31/12/2015 09:00,2.4,(vau),1.6,,
01/01/2016 09:00,0.3,(vau),0.4,,
02/01/2016 09:00,4.8,(vau),1.3,,
03/01/2016 09:00,0.1,(vau),0.5,,
04/01/2016 09:00,3.3,(vau),3.8,,
05/01/2016 09:00,8.1,(vau),3.5,,
06/01/2016 09:00,9.8,(vau),1.9,,
07/01/2016 09:00,3.3,(vau),3.5,,
08/01/2016 09:00,1.1,(vau),3.7,,
09/01/2016 09:00,2.8,(vau),2.2,,
10/01/2016 09:00,1.5,(vau),4.5,,
11/01/2016 09:00,9.4,(vau),5.4,,
12/01/2016 09:00,0.6,(vau),0.7,,
13/01/2016 09:00,0.1,(vau),0.5,,
14/01/2016 09:00,0.1,(vau),0.5,,
15/01/2016 09:00,4,(vau),2.1,,
16/01/2016 09:00,0,(vau),1.4,,
17/01/2016 09:00,0,(vau),1.1,,
18/01/2016 09:00,0.2,(vau),0.3,,
19/01/2016 09:00,0.3,(vau),0.7,,
20/01/2016 09:00,4.1,(vau),1.4,,
21/01/2016 09:00,4.9,(vau),0.8,,
22/01/2016 09:00,3.1,(vau),0.7,,
23/01/2016 09:00,0.9,(vau),0.2,,
24/01/2016 09:00,0.2,(vau),1.1,,
25/01/2016 09:00,3.7,(vau),1.4,,
26/01/2016 09:00,4.9,(vau),0.7,,
27/01/2016 09:00,0.1,(vau),0.4,,
28/01/2016 09:00,4.4,(vau),0.7,,
29/01/2016 09:00,0.1,(vau),2.1,,
30/01/2016 09:00,0,(vau),2.3,,
31/01/2016 09:00,0,(vau),1.6,,
01/02/2016 09:00,0,(vau),2.5,,
02/02/2016 09:00,0,(vau),2.5,,
03/02/2016 09:00,0,(vau),3.3,,
04/02/2016 09:00,0,(vau),2,,
05/02/2016 09:00,0,(vau),1.5,,
06/02/2016 09:00,0,(vau),0.6,,
07/02/2016 09:00,4.6,(vau),2.6,,
08/02/2016 09:00,0,(vau),0.6,,
09/02/2016 09:00,0.6,(vau),2,,
10/02/2016 09:00,2.2,(vau),2.7,,
11/02/2016 09:00,11.2,(vau),2.1,,
12/02/2016 09:00,2.1,(vau),2.2,,
13/02/2016 09:00,13.6,(vau),2.8,,
14/02/2016 09:00,13.6,(vau),3.5,,
15/02/2016 09:00,12.3,(vau),4.6,,
16/02/2016 09:00,0.7,(vau),3.4,,
17/02/2016 09:00,0,(vau),1.4,,
18/02/2016 09:00,7.4,(vau),1.4,,
19/02/2016 09:00,0,(vau),2.7,,
20/02/2016 09:00,0,(vau),2.1,,
21/02/2016 09:00,0,(vau),2.2,,
