SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,ROSMANINHAL (15O/01UG),,ROSMANINHAL (15O/01UG),,ROSÁRIO (ALMODÔVAR) (28I/02U),,ROSÁRIO (ALMODÔVAR) (28I/02U),,ROSÁRIO (CAPELINS) (22M/03UG),,ROSÁRIO (CAPELINS) (22M/03UG),,SABÓIA (29G/01UG),,SABÓIA (29G/01UG),,SACAVÉM DE CIMA (21C/01U),,SACAVÉM DE CIMA (21C/01U),,SALAMONDE (03I/09UG),,SALAMONDE (03I/09UG),,SALIR (30I/03UG),,SALIR (30I/03UG),,
,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,
08/01/2006 09:00,0,(vau),0,,,,,,0.2,(vau),0.5,,0.3,(vau),0.1,,,,,,0,(vau),1,,0,(vau),0.8,,
09/01/2006 09:00,0,(vau),0,,,,,,0.2,(vau),0.3,,0,(vau),0.1,,,,,,0,(vau),0.7,,0.2,(vau),0.3,,
10/01/2006 09:00,0.1,(vau),0,,,,,,0.2,(vau),0.3,,0.3,(vau),0.1,,,,,,0,(vau),2.8,,0.3,(vau),0.3,,
11/01/2006 09:00,0,(vau),0.1,,,,,,0.1,(vau),1.6,,0,(vau),0.2,,,,,,0,(vau),3,,0,(vau),1.3,,
12/01/2006 09:00,0,(vau),0,,,,,,0,(vau),1.6,,0.2,(vau),0.2,,,,,,0,(vau),2.9,,0,(vau),1.4,,
13/01/2006 09:00,0.1,(vau),0,,,,,,0.2,(vau),0.6,,0,(vau),0.1,,,,,,0,(vau),1.3,,0,(vau),1.1,,
14/01/2006 09:00,2.4,(vau),0,,,,,,2.3,(vau),0.4,,8.4,(vau),0.3,,,,,,13.8,(vau),0.8,,6.1,(vau),0.7,,
15/01/2006 09:00,0,(vau),0,,,,,,0.2,(vau),0.8,,0,(vau),0.5,,,,,,9.1,(vau),1.2,,0.3,(vau),0.6,,
16/01/2006 09:00,14.9,(vau),0.1,,,,,,5.4,(vau),1.2,,15.4,(vau),0.4,,,,,,12,(vau),1.3,,23.1,(vau),0.4,,
17/01/2006 09:00,0,(vau),0,,,,,,0.1,(vau),1,,0.1,(vau),0.3,,,,,,0.4,(vau),1.9,,0,(vau),1.4,,
18/01/2006 09:00,0,(vau),0,,,,,,0.1,(vau),0.2,,0,(vau),0.1,,,,,,3.5,(vau),1.7,,0,(vau),0.3,,
19/01/2006 09:00,0,(vau),0,,,,,,0.1,(vau),0.3,,0.3,(vau),0.1,,,,,,0.1,(vau),5,,0.2,(vau),0.2,,
20/01/2006 09:00,0,(vau),0,,,,,,0.2,(vau),0.5,,0.1,(vau),0.1,,,,,,0,(vau),3.6,,0,(vau),0.4,,
21/01/2006 09:00,0.2,(vau),0,,,,,,0.1,(vau),0.3,,0.2,(vau),0.1,,,,,,0,(vau),4,,0,(vau),0.3,,
22/01/2006 09:00,0.2,(vau),0,,,,,,0.2,(vau),0.4,,0,(vau),0.2,,,,,,0,(vau),4,,0.1,(vau),0.4,,
23/01/2006 09:00,0,(vau),0,,,,,,0.3,(vau),0.6,,0.1,(vau),0.1,,,,,,0,(vau),1.9,,0,(vau),0.2,,
24/01/2006 09:00,0,(vau),0.1,,,,,,0,(vau),0.9,,0,(vau),0.1,,,,,,0,(vau),2.5,,0,(vau),0.2,,
25/01/2006 09:00,0,(vau),0.3,,,,,,0,(vau),1.7,,0.1,(vau),2.2,,,,,,0,(vau),3.9,,0,(vau),2.6,,
26/01/2006 09:00,0,(vau),0.3,,,,,,0,(vau),2.6,,0.3,(vau),1.8,,,,,,0,(vau),3.6,,6.3,(vau),3.2,,
27/01/2006 09:00,0,(vau),0,,,,,,0,(vau),2.5,,7.5,(vau),0.4,,,,,,0,(vau),5.3,,10,(vau),1,,
28/01/2006 09:00,0,(vau),0.2,,,,,,0,(vau),3.6,,3.1,(vau),0.8,,,,,,0,(vau),4.8,,16.9,(vau),3.1,,
29/01/2006 09:00,0.4,(vau),0.3,,,,,,1.4,(vau),2.8,,5.5,(vau),0.6,,,,,,0.1,(vau),2.8,,3,(vau),1.3,,
30/01/2006 09:00,0,(vau),0.2,,,,,,10.2,(vau),2.1,,24.3,(vau),1,,,,,,0,(vau),3.9,,14.3,(vau),2.5,,
31/01/2006 09:00,0.1,(vau),0.1,,,,,,0,(vau),0.8,,0,(vau),0.4,,,,,,0,(vau),2.1,,0,(vau),1.4,,
01/02/2006 09:00,0,(vau),0,,,,,,0.3,(vau),0.2,,0.2,(vau),0.2,,,,,,0,(vau),1.7,,0,(vau),0.3,,
02/02/2006 09:00,0,(vau),0.1,,,,,,0,(vau),0.3,,0.1,(vau),0.2,,,,,,0,(vau),1.5,,0.1,(vau),0.3,,
03/02/2006 09:00,11,(vau),0,,,,,,16.1,(vau),0.8,,9.3,(vau),0.7,,,,,,0,(vau),2.8,,17.3,(vau),0.5,,
04/02/2006 09:00,0.3,(vau),0,,,,,,0.2,(vau),0.4,,0.1,(vau),0.6,,,,,,0,(vau),1.8,,1.9,(vau),0.4,,
05/02/2006 09:00,0,(vau),0.1,,,,,,0.1,(vau),0.9,,0.1,(vau),0.5,,,,,,0,(vau),3,,0.1,(vau),0.4,,
06/02/2006 09:00,0,(vau),0,,,,,,0,(vau),1,,0.2,(vau),0.2,,,,,,0,(vau),3.7,,0.1,(vau),0.6,,
07/02/2006 09:00,0,(vau),0,,,,,,0,(vau),1.6,,0.1,(vau),0.3,,,,,,0,(vau),4.8,,0.2,(vau),0.6,,
08/02/2006 09:00,0,(vau),0.1,,,,,,0,(vau),1.1,,0.1,(vau),0.6,,,,,,0,(vau),2.7,,0,(vau),0.5,,
09/02/2006 09:00,0,(vau),0,,,,,,0,(vau),0.5,,0,(vau),0.3,,,,,,0,(vau),1.5,,0,(vau),0.3,,
10/02/2006 09:00,0.7,(vau),0,,,,,,0.2,(vau),1.3,,5.8,(vau),0.4,,,,,,0,(vau),2.2,,0.8,(vau),0.4,,
11/02/2006 09:00,0,(vau),0,,,,,,0,(vau),0.4,,1.5,(vau),0.4,,,,,,0,(vau),0.9,,0,(vau),0.7,,
12/02/2006 09:00,0,(vau),0,,,,,,0.1,(vau),0.3,,0.2,(vau),0.3,,,,,,0,(vau),2.7,,0,(vau),1.1,,
13/02/2006 09:00,0,(vau),0.1,,,,,,0.2,(vau),0.6,,0.2,(vau),0.2,,,,,,0,(vau),1.8,,0.1,(vau),0.5,,
14/02/2006 09:00,0.1,(vau),0.2,,,,,,0.2,(vau),0.4,,0,(vau),0.6,,,,,,0,(vau),1.3,,0,(vau),0.9,,
15/02/2006 09:00,,,,,,,,,0.2,(vau),0.4,,0.1,(vau),0.3,,,,,,0,(vau),1.3,,0,(vau),0.7,,
16/02/2006 09:00,,,,,,,,,0.1,(vau),0.6,,0.4,(vau),0.4,,,,,,31.2,(vau),3.8,,0.1,(vau),0.5,,
17/02/2006 09:00,,,,,,,,,0.9,(vau),1.1,,2.1,(vau),0.6,,,,,,5.4,(vau),5.2,,1.7,(vau),0.6,,
18/02/2006 09:00,,,,,,,,,1.2,(vau),1.6,,0.4,(vau),0.7,,,,,,21.7,(vau),6.6,,0.4,(vau),0.3,,
19/02/2006 09:00,,,,,,,,,8.6,(vau),3.3,,9.2,(vau),2,,,,,,44.1,(vau),6.3,,6.8,(vau),2.5,,
20/02/2006 09:00,,,,,,,,,1.6,(vau),2.8,,13.4,(vau),1.3,,,,,,12.3,(vau),2.9,,12,(vau),0.8,,
21/02/2006 09:00,,,,,,,,,0.9,(vau),2.8,,4.5,(vau),0.7,,,,,,0.6,(vau),2.4,,2,(vau),0.7,,
22/02/2006 09:00,,,,,,,,,0.2,(vau),1.7,,0,(vau),0.9,,,,,,0,(vau),3.4,,0.7,(vau),1.4,,
23/02/2006 09:00,,,,,,,,,0,(vau),1.8,,1.5,(vau),1.1,,,,,,0,(vau),2,,0.4,(vau),1.1,,
24/02/2006 09:00,,,,,,,,,0.2,(vau),0.6,,4.5,(vau),0.6,,,,,,0,(vau),1.4,,4.8,(vau),0.3,,
25/02/2006 09:00,,,,,,,,,0.2,(vau),1.9,,5.3,(vau),0.7,,,,,,25.9,(vau),2.3,,0.6,(vau),0,,
26/02/2006 09:00,,,,,,,,,2,(vau),2.9,,9,(vau),1.3,,,,,,1.8,(vau),1.1,,29.7,(vau),0,,
27/02/2006 09:00,,,,,,,,,0,(vau),4.1,,0.2,(vau),1.3,,,,,,0,(vau),3.2,,0.1,(vau),1,,
28/02/2006 09:00,,,,,,,,,0.1,(vau),0.8,,0,(vau),0.3,,,,,,0,(vau),3.2,,0,(vau),0.5,,
01/03/2006 09:00,,,,,,,,,0.1,(vau),1,,0.1,(vau),0.2,,,,,,0,(vau),4.8,,0,(vau),1,,
02/03/2006 09:00,,,,,,,,,0.1,(vau),0.5,,0.1,(vau),0.4,,,,,,0,(vau),1.6,,0,(vau),0.6,,
03/03/2006 09:00,,,,,,,,,0.4,(vau),1.1,,0,(vau),0.6,,,,,,12.4,(vau),3.7,,0,(vau),0.5,,
04/03/2006 09:00,,,,,,,,,3.8,(vau),4.3,,0.5,(vau),1.4,,,,,,3.3,(vau),5.6,,0.9,(vau),2.6,,
05/03/2006 09:00,,,,,,,,,18.8,(vau),5.7,,20,(vau),1.8,,,,,,6.9,(vau),4.9,,26.8,(vau),2.6,,
06/03/2006 09:00,,,,,,,,,0,(vau),3.6,,0.1,(vau),1.2,,,,,,7.6,(vau),1,,0,(vau),1.4,,
07/03/2006 09:00,,,,,,,,,0,(vau),1.2,,0,(vau),0.5,,,,,,5.3,(vau),1.4,,0,(vau),0.7,,
08/03/2006 09:00,,,,,,,,,0.1,(vau),1.2,,0,(vau),0.5,,,,,,0,(vau),1.6,,0,(vau),1.1,,
09/03/2006 09:00,,,,,,,,,0,(vau),0.8,,0,(vau),0.5,,,,,,5.2,(vau),2.4,,0,(vau),1.2,,
10/03/2006 09:00,,,,,,,,,0,(vau),3.2,,0.2,(vau),0.8,,,,,,4.1,(vau),3.8,,0.1,(vau),2.2,,
11/03/2006 09:00,,,,,,,,,0,(vau),3.7,,0,(vau),0.8,,,,,,0.9,(vau),3.6,,0,(vau),2.1,,
12/03/2006 09:00,,,,,,,,,0.2,(vau),1.9,,0.1,(vau),0.6,,,,,,0.3,(vau),2,,0,(vau),1.6,,
13/03/2006 09:00,,,,,,,,,0.1,(vau),0.9,,0.2,(vau),0.2,,,,,,0,(vau),2.8,,0,(vau),0.5,,
14/03/2006 09:00,,,,,,,,,0.1,(vau),0.8,,0.1,(vau),0.3,,,,,,0,(vau),2.3,,0,(vau),0.4,,
15/03/2006 09:00,,,,,,,,,0.2,(vau),0.4,,0.1,(vau),0.5,,,,,,0,(vau),1.7,,0,(vau),0.8,,
16/03/2006 09:00,,,,,,,,,0,(vau),1.4,,0,(vau),1,,,,,,0,(vau),1.3,,0.1,(vau),0.9,,
17/03/2006 09:00,,,,,,,,,0.3,(vau),1.6,,4.6,(vau),1.9,,,,,,0.1,(vau),1.8,,10.2,(vau),0.9,,
18/03/2006 09:00,,,,,,,,,40.3,(vau),3.3,,26.3,(vau),1,,,,,,8.7,(vau),2,,45.1,(vau),0.1,,
19/03/2006 09:00,,,,,,,,,4.2,(vau),3,,1.5,(vau),1.1,,,,,,17.3,(vau),1.4,,13.1,(vau),0.4,,
20/03/2006 09:00,,,,,,,,,2.2,(vau),2,,3.7,(vau),0.6,,,,,,28.4,(vau),1.9,,2.2,(vau),1.5,,
21/03/2006 09:00,,,,,,,,,1.7,(vau),1.5,,6.6,(vau),0.6,,,,,,10.6,(vau),2.3,,14.3,(vau),0.5,,
22/03/2006 09:00,,,,,,,,,4.7,(vau),1.6,,1.2,(vau),0.7,,,,,,11.7,(vau),2.5,,3,(vau),0.5,,
23/03/2006 09:00,,,,,,,,,0,(vau),3.5,,0,(vau),0.9,,,,,,51.6,(vau),2.4,,0,(vau),2.2,,
24/03/2006 09:00,,,,,,,,,7.1,(vau),5.2,,3.9,(vau),1.6,,,,,,96.2,(vau),5.6,,8.4,(vau),3.5,,
25/03/2006 09:00,,,,,,,,,0.8,(vau),2.1,,0.1,(vau),0.7,,,,,,5.3,(vau),3.4,,0,(vau),1.3,,
26/03/2006 09:00,,,,,,,,,0.2,(vau),1,,0,(vau),1.1,,,,,,0.6,(vau),1.5,,0.1,(vau),0.7,,
27/03/2006 09:00,,,,,,,,,0,(vau),2.4,,0,(vau),1,,,,,,19.7,(vau),4.4,,0.1,(vau),1,,
28/03/2006 09:00,,,,,,,,,0.1,(vau),1.7,,0.2,(vau),0.6,,,,,,5.3,(vau),3.7,,0,(vau),1,,
29/03/2006 09:00,,,,,,,,,0.1,(vau),1,,0.1,(vau),0.5,,,,,,6,(vau),2.9,,0,(vau),0.7,,
30/03/2006 09:00,,,,,,,,,0,(vau),1,,0,(vau),0.4,,,,,,33.9,(vau),2.3,,0,(vau),0.7,,
31/03/2006 09:00,,,,,,,,,0.2,(vau),0.6,,0,(vau),0.4,,,,,,2.9,(vau),2.4,,0,(vau),0.6,,
01/04/2006 09:00,,,,,,,,,0,(vau),0.8,,0,(vau),0.4,,,,,,0,(vau),2,,0,(vau),0.7,,
02/04/2006 09:00,,,,,,,,,0.1,(vau),0.8,,0,(vau),0.3,,,,,,0.2,(vau),2.6,,0,(vau),0.9,,
03/04/2006 09:00,,,,,,,,,0,(vau),1.8,,0,(vau),0.4,,,,,,0,(vau),2.3,,0,(vau),1.6,,
04/04/2006 09:00,,,,,,,,,0,(vau),1.9,,0,(vau),2.2,,,,,,0,(vau),4.2,,0,(vau),2,,
05/04/2006 09:00,,,,,,,,,0.3,(vau),2.5,,0.3,(vau),1.1,,,,,,11.3,(vau),2,,1.6,(vau),2.5,,
06/04/2006 09:00,,,,,,,,,11.4,(vau),3.6,,5.7,(vau),1,,,,,,24.7,(vau),2.1,,4.4,(vau),2.5,,
07/04/2006 09:00,,,0.3,,,,,,1.8,(vau),2.5,,1.4,(vau),0.7,,,,,,5.6,(vau),1,,1.4,(vau),1.4,,
08/04/2006 09:00,0,(vau),0.2,,,,,,0.2,(vau),0.7,,0.2,(vau),0.4,,,,,,1.2,(vau),1.3,,0,(vau),0.6,,
09/04/2006 09:00,0.1,(vau),0.1,,,,,,0.1,(vau),0.6,,0.1,(vau),0.5,,,,,,0.3,(vau),1.5,,0.1,(vau),0.7,,
10/04/2006 09:00,0,(vau),0.3,,,,,,0.1,(vau),1.3,,0,(vau),0.4,,,,,,0.8,(vau),3.2,,0,(vau),0.7,,
11/04/2006 09:00,0,(vau),0.1,,,,,,0,(vau),1,,0.2,(vau),0.3,,,,,,0,(vau),4.9,,0,(vau),0.6,,
12/04/2006 09:00,0,(vau),0.1,,,,,,0.6,(vau),1.5,,0.2,(vau),0.3,,,,,,0,(vau),2,,0,(vau),0.9,,
13/04/2006 09:00,0,(vau),0.2,,,,,,0.1,(vau),1.1,,0.1,(vau),0.5,,,,,,0,(vau),3.6,,0,(vau),0.6,,
14/04/2006 09:00,0,(vau),0.2,,,,,,0,(vau),0.9,,0,(vau),0.4,,,,,,0,(vau),3,,0,(vau),1.6,,
15/04/2006 09:00,10.4,(vau),0.3,,,,,,11,(vau),2.8,,12.1,(vau),0.6,,,,,,31.4,(vau),2.6,,13,(vau),0.9,,
16/04/2006 09:00,0.5,(vau),0.2,,,,,,0.1,(vau),1.2,,0.1,(vau),0.4,,,,,,13.8,(vau),2,,0.2,(vau),1,,
17/04/2006 09:00,0.1,(vau),0.4,,,,,,0.1,(vau),2,,0.7,(vau),0.8,,,,,,2.6,(vau),1.6,,0.1,(vau),0.9,,
18/04/2006 09:00,0,(vau),0.2,,,,,,0,(vau),2.3,,0,(vau),0.8,,,,,,0,(vau),3.8,,0,(vau),1.4,,
19/04/2006 09:00,0,(vau),0.1,,,,,,0,(vau),1.2,,0.1,(vau),0.2,,,,,,0,(vau),1.4,,0,(vau),1.6,,
20/04/2006 09:00,0,(vau),0.4,,,,,,0,(vau),1.9,,0,(vau),0.6,,,,,,0,(vau),1.3,,0,(vau),1.2,,
21/04/2006 09:00,2.1,(vau),0.8,,,,,,2.9,(vau),2.6,,1.7,(vau),0.4,,,,,,19.9,(vau),3.8,,0.5,(vau),0.9,,
22/04/2006 09:00,0.5,(vau),0.7,,,,,,4.6,(vau),2.9,,7.8,(vau),0.7,,,,,,46.3,(vau),3.6,,4.1,(vau),0.8,,
23/04/2006 09:00,0.1,(vau),0.1,,,,,,5.6,(vau),1.3,,0.1,(vau),0.8,,,,,,0.1,(vau),3.6,,2.5,(vau),1,,
24/04/2006 09:00,0,(vau),0.1,,,,,,0,(vau),1.8,,0,(vau),0.3,,,,,,0,(vau),2.4,,14,(vau),1.3,,
25/04/2006 09:00,0,(vau),0.1,,,,,,0,(vau),1.4,,0,(vau),0.4,,,,,,0,(vau),2.4,,0.1,(vau),0.4,,
26/04/2006 09:00,0,(vau),0.1,,,,,,0.1,(vau),0.8,,0,(vau),0.3,,,,,,0,(vau),2.6,,0,(vau),0.3,,
27/04/2006 09:00,0,(vau),0.2,,,,,,0,(vau),1.1,,0.1,(vau),0.3,,,,,,0,(vau),2,,0.1,(vau),0.7,,
28/04/2006 09:00,0,(vau),0.3,,,,,,0,(vau),1.8,,0,(vau),0.5,,,,,,0,(vau),4.2,,0,(vau),0.9,,
29/04/2006 09:00,0,(vau),0.2,,,,,,0,(vau),1.8,,0,(vau),0.3,,,,,,0,(vau),4,,0,(vau),0.7,,
30/04/2006 09:00,0,(vau),0.1,,,,,,0,(vau),1.2,,0.2,(vau),0.4,,,,,,0,(vau),3.7,,0.1,(vau),0.7,,
01/05/2006 09:00,0,(vau),0.1,,,,,,0,(vau),0.7,,0,(vau),0.3,,,,,,0,(vau),1.5,,0,(vau),1,,
02/05/2006 09:00,0,(vau),0.2,,,,,,0,(vau),0.8,,0,(vau),0.3,,,,,,0,(vau),1.6,,0,(vau),0.9,,
03/05/2006 09:00,1.9,(vau),0.2,,,,,,0,(vau),1.5,,0,(vau),0.6,,,,,,0,(vau),1.5,,0,(vau),1.2,,
04/05/2006 09:00,2.1,(vau),0.3,,,,,,0,(vau),1.8,,0,(vau),0.7,,,,,,0,(vau),2.1,,0,(vau),1,,
05/05/2006 09:00,0,(vau),0.5,,,,,,0,(vau),2.2,,0.1,(vau),0.6,,,,,,0,(vau),1.9,,0,(vau),1.2,,
06/05/2006 09:00,0,(vau),0.3,,,,,,0,(vau),1.6,,0,(vau),0.6,,,,,,0,(vau),1.5,,0,(vau),2.4,,
07/05/2006 09:00,0,(vau),0.3,,,,,,0,(vau),1.8,,0.1,(vau),0.6,,,,,,0,(vau),2,,0,(vau),1.8,,
08/05/2006 09:00,0,(vau),0.6,,,,,,0,(vau),2.2,,0,(vau),0.7,,,,,,0.1,(vau),2.6,,0,(vau),2.2,,
09/05/2006 09:00,0,(vau),0.2,,,,,,0,(vau),1.3,,0,(vau),0.5,,,,,,0,(vau),1.7,,0,(vau),1.2,,
10/05/2006 09:00,0,(vau),0.1,,,,,,0,(vau),0.8,,0,(vau),0.3,,,,,,0,(vau),1.9,,0,(vau),0.7,,
11/05/2006 09:00,0,(vau),0.1,,,,,,0,(vau),0.8,,0,(vau),0.4,,,,,,0,(vau),1.3,,0,(vau),0.9,,
12/05/2006 09:00,0,(vau),0.4,,,,,,0,(vau),1.6,,0,(vau),0.3,,,,,,0,(vau),1.9,,0,(vau),1,,
13/05/2006 09:00,0,(vau),0.4,,,,,,0,(vau),1.5,,0,(vau),0.4,,,,,,0,(vau),1.5,,0,(vau),1.5,,
14/05/2006 09:00,0,(vau),0.1,,,,,,0,(vau),0.9,,0,(vau),0.3,,,,,,0,(vau),1.1,,0,(vau),1,,
15/05/2006 09:00,0,(vau),0.4,,,,,,0,(vau),1.2,,0,(vau),0.4,,,,,,0,(vau),1.5,,0,(vau),1.1,,
16/05/2006 09:00,0,(vau),0.2,,,,,,0,(vau),0.8,,0,(vau),0.3,,,,,,0,(vau),1.5,,0,(vau),1.2,,
17/05/2006 09:00,0,(vau),0.1,,,,,,0,(vau),0.6,,0,(vau),0.3,,,,,,0,(vau),1,,0,(vau),0.7,,
18/05/2006 09:00,0,(vau),0.5,,,,,,0,(vau),2.1,,0,(vau),0.6,,,,,,0.1,(vau),2.3,,0,(vau),2,,
19/05/2006 09:00,0,(vau),0.7,,,,,,0,(vau),3.2,,0,(vau),0.9,,,,,,0,(vau),2.5,,0,(vau),2.6,,
20/05/2006 09:00,0,(vau),0.6,,,,,,0,(vau),2.9,,0.1,(vau),0.9,,,,,,2.1,(vau),2.3,,0,(vau),2.1,,
21/05/2006 09:00,0,(vau),0.5,,,,,,0,(vau),1.8,,0,(vau),0.8,,,,,,1.3,(vau),2.6,,0,(vau),1.3,,
22/05/2006 09:00,0,(vau),1.2,,,,,,0,(vau),2.6,,0.3,(vau),0.8,,,,,,15.1,(vau),4.4,,0,(vau),1.2,,
23/05/2006 09:00,0,(vau),0.8,,,,,,0,(vau),3,,0,(vau),1.1,,,,,,2,(vau),2.1,,0,(vau),2.1,,
24/05/2006 09:00,0,(vau),0.4,,,,,,0,(vau),3,,0,(vau),1,,,,,,0,(vau),2.3,,0,(vau),2.5,,
25/05/2006 09:00,0,(vau),0.1,,,,,,0,(vau),1.5,,0,(vau),0.4,,,,,,0,(vau),1.8,,0,(vau),1.8,,
26/05/2006 09:00,0,(vau),0.2,,,,,,0,(vau),1.6,,0,(vau),0.3,,,,,,0,(vau),3.3,,0,(vau),1.1,,
27/05/2006 09:00,0,(vau),0.5,,,,,,0,(vau),2.8,,0,(vau),0.5,,,,,,0,(vau),2.7,,0,(vau),1.9,,
28/05/2006 09:00,0,(vau),0.3,,,,,,0,(vau),2,,0,(vau),0.6,,,,,,0,(vau),3.1,,0,(vau),1.9,,
29/05/2006 09:00,0,(vau),0.1,,,,,,0,(vau),1.5,,0,(vau),0.5,,,,,,8,(vau),1.7,,0,(vau),1.1,,
30/05/2006 09:00,0,(vau),0.3,,,,,,0,(vau),2.3,,0,(vau),0.9,,,,,,0,(vau),4.1,,0,(vau),1.4,,
31/05/2006 09:00,0,(vau),0.3,,,,,,0,(vau),2.9,,0.4,(vau),0.6,,,,,,0,(vau),4.7,,0,(vau),1.3,,
01/06/2006 09:00,0,(vau),0.3,,,,,,0,(vau),1.5,,0,(vau),0.3,,,,,,0,(vau),4.8,,0,(vau),0.8,,
02/06/2006 09:00,0,(vau),0.2,,,,,,0.1,(vau),1.4,,0.1,(vau),0.5,,,,,,0,(vau),3.4,,0.1,(vau),0.9,,
03/06/2006 09:00,0,(vau),0.2,,,,,,0,(vau),1.7,,0,(vau),0.5,,,,,,0,(vau),2.9,,0,(vau),1.6,,
04/06/2006 09:00,0,(vau),0.2,,,,,,0,(vau),1.6,,0,(vau),0.6,,,,,,0,(vau),4.3,,0,(vau),1.2,,
05/06/2006 09:00,0,(vau),0.2,,,,,,0,(vau),1.1,,0,(vau),0.6,,,,,,0,(vau),2.7,,0,(vau),1.4,,
06/06/2006 09:00,0,(vau),0.2,,,,,,0,(vau),1.3,,0,(vau),0.5,,,,,,0,(vau),3.1,,0,(vau),1.6,,
07/06/2006 09:00,0,(vau),0.3,,,,,,0,(vau),1.6,,0,(vau),1.1,,,,,,0,(vau),2,,0,(vau),1.7,,
08/06/2006 09:00,0,(vau),0.3,,,,,,0,(vau),2.6,,0,(vau),0.5,,,,,,0,(vau),1.6,,0,(vau),1,,
09/06/2006 09:00,0,(vau),0.4,,,,,,0,(vau),2.2,,0,(vau),0.5,,,,,,0,(vau),1.4,,0,(vau),1.1,,
10/06/2006 09:00,0.2,(vau),0.4,,,,,,0,(vau),1.7,,0,(vau),0.5,,,,,,0,(vau),1.3,,0,(vau),1.2,,
11/06/2006 09:00,0,(vau),0.2,,,,,,0,(vau),1.2,,0.1,(vau),0.5,,,,,,0,(vau),1.7,,0,(vau),1.4,,
12/06/2006 09:00,0,(vau),0.3,,,,,,0,(vau),1.7,,0,(vau),0.5,,,,,,0,(vau),1.2,,0,(vau),1,,
13/06/2006 09:00,4.7,(vau),0.5,,,,,,0.1,(vau),1.7,,0,(vau),0.8,,,,,,0.8,(vau),2.5,,0,(vau),1.9,,
14/06/2006 09:00,4.9,(vau),0.3,,,,,,12.1,(vau),2.3,,0.5,(vau),0.8,,,,,,1.6,(vau),3.7,,2.5,(vau),1.6,,
15/06/2006 09:00,5.4,(vau),0.2,,,,,,0,(vau),2.8,,2.2,(vau),1.7,,,,,,11.8,(vau),2.5,,10.3,(vau),1.7,,
16/06/2006 09:00,0.2,(vau),0.3,,,,,,2.8,(vau),2.6,,21.4,(vau),0.9,,,,,,2.2,(vau),1.6,,38.9,(vau),1,,
17/06/2006 09:00,22.8,(vau),0.1,,,,,,16.7,(vau),1.3,,8,(vau),0.2,,,,,,5.1,(vau),1.1,,2.2,(vau),0,,
18/06/2006 09:00,3.3,(vau),0.2,,,,,,1,(vau),1.4,,0.8,(vau),0.7,,,,,,4.7,(vau),1,,2.6,(vau),0,,
19/06/2006 09:00,0.3,(vau),0.1,,,,,,0,(vau),1,,0.3,(vau),0.5,,,,,,2.1,(vau),0.9,,0.2,(vau),0.6,,
20/06/2006 09:00,0.1,(vau),0.5,,,,,,0,(vau),2.9,,0.1,(vau),0.7,,,,,,0,(vau),2.3,,0,(vau),1.1,,
21/06/2006 09:00,0,(vau),0.4,,,,,,0,(vau),1.8,,0,(vau),0.6,,,,,,0,(vau),1.5,,0,(vau),1.1,,
22/06/2006 09:00,0,(vau),0.3,,,,,,0,(vau),1.1,,0,(vau),0.6,,,,,,0,(vau),1.7,,0,(vau),1.5,,
23/06/2006 09:00,0,(vau),0.3,,,,,,0,(vau),1.4,,0,(vau),0.5,,,,,,0,(vau),1.4,,0,(vau),1,,
24/06/2006 09:00,0,(vau),0.8,,,,,,0,(vau),2.9,,0,(vau),0.7,,,,,,0,(vau),1.6,,0,(vau),1.4,,
25/06/2006 09:00,0,(vau),0.9,,,,,,0,(vau),3.3,,0,(vau),1.1,,,,,,0,(vau),1.5,,0,(vau),1.1,,
26/06/2006 09:00,0,(vau),0.6,,,,,,0,(vau),2.3,,0,(vau),0.9,,,,,,0,(vau),1.8,,0,(vau),1.4,,
27/06/2006 09:00,0,(vau),0.4,,,,,,0,(vau),2.3,,0,(vau),0.8,,,,,,0,(vau),2.1,,0,(vau),1.3,,
28/06/2006 09:00,0,(vau),0.6,,,,,,0,(vau),2.5,,0,(vau),0.9,,,,,,0,(vau),1.7,,0,(vau),1.3,,
29/06/2006 09:00,0,(vau),0.4,,,,,,0,(vau),1.9,,0,(vau),0.6,,,,,,0,(vau),1.3,,0,(vau),1.2,,
30/06/2006 09:00,0,(vau),0.2,,,,,,0,(vau),1.3,,0,(vau),0.6,,,,,,0,(vau),2,,0,(vau),1.1,,
01/07/2006 09:00,0,(vau),0.3,,,,,,0,(vau),1.8,,0,(vau),0.6,,,,,,0,(vau),1.6,,0,(vau),1,,
02/07/2006 09:00,0,(vau),0.4,,,,,,0,(vau),1.9,,0,(vau),0.6,,,,,,0,(vau),1.4,,0,(vau),1.2,,
03/07/2006 09:00,0,(vau),0.6,,,,,,0,(vau),2,,0,(vau),0.6,,,,,,0,(vau),1,,0,(vau),0.9,,
