SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,SÃO VICENTE DE CHÃ (03K/03UG),,SÃO VICENTE DE CHÃ (03K/03UG),,TABUAÇO (07L/09G),,TABUAÇO (07L/09G),,TAIPAS (05G/04UG),,TAIPAS (05G/04UG),,TAMANHOS (09N/01UG),,TAMANHOS (09N/01UG),,TAMEL (04F/02UG),,TAMEL (04F/02UG),,TAROUCA (07K/08U),,TAROUCA (07K/08U),,TAVEIRO (12G/03U),,TAVEIRO (12G/03U),,
,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,
27/05/2005 09:00,0,(vau),1.1,,,,,,0,(vau),0.3,,0,(vau),1.2,,0,(vau),1.5,,,,,,,,,,
28/05/2005 09:00,0.1,(vau),1.5,,,,,,0.4,(vau),0.4,,0.1,(vau),1.1,,1.4,(vau),0.4,,,,,,,,,,
29/05/2005 09:00,0,(vau),0.9,,,,,,0,(vau),0.3,,0,(vau),0.8,,0.1,(vau),0.3,,,,,,,,,,
30/05/2005 09:00,0,(vau),1.9,,,,,,0,(vau),0.4,,0,(vau),1.1,,0,(vau),0.5,,,,,,,,,,
31/05/2005 09:00,0,(vau),1,,,,,,0,(vau),0.4,,0,(vau),1.5,,0,(vau),0.1,,,,,,,,,,
01/06/2005 09:00,0,(vau),0.7,,,,,,0,(vau),0.3,,0,(vau),1.2,,0,(vau),0.5,,,,,,,,,,
02/06/2005 09:00,0,(vau),0.5,,,,,,0,(vau),0.3,,0,(vau),1.1,,0,(vau),0.5,,,,,,,,,,
03/06/2005 09:00,0,(vau),0.6,,,,,,0,(vau),0.5,,0,(vau),0.8,,0,(vau),0.3,,,,,,,,,,
04/06/2005 09:00,0,(vau),0.9,,,,,,0,(vau),0.6,,0.1,(vau),0.9,,0,(vau),0.5,,,,,,,,,,
05/06/2005 09:00,0,(vau),0.8,,,,,,0,(vau),0.3,,0,(vau),1,,0,(vau),0.4,,,,,,,,,,
06/06/2005 09:00,0,(vau),1.1,,,,,,0,(vau),0.3,,0,(vau),1.2,,0,(vau),0.2,,,,,,,,,,
07/06/2005 09:00,0,(vau),0.8,,,,,,0,(vau),0.3,,0,(vau),1.6,,0,(vau),0.8,,,,,,,,,,
08/06/2005 09:00,0,(vau),0.2,,,,,,0,(vau),0.7,,0,(vau),1.7,,0,(vau),0.6,,,,,,,,,,
09/06/2005 09:00,0,(vau),0.1,,,,,,0,(vau),0.4,,0,(vau),1.3,,0,(vau),0.5,,,,,,,,,,
10/06/2005 09:00,0,(vau),0.2,,,,,,0,(vau),0.2,,0,(vau),0.7,,0,(vau),0.5,,,,,,,,,,
11/06/2005 09:00,0,(vau),0.4,,,,,,0,(vau),0.4,,0,(vau),0.8,,0,(vau),0.3,,,,,,,,,,
12/06/2005 09:00,0,(vau),0.7,,,,,,0,(vau),0.3,,0.1,(vau),1.3,,0,(vau),0.6,,,,,,,,,,
13/06/2005 09:00,0.8,(vau),0.8,,,,,,0.2,(vau),0.1,,0,(vau),1.4,,0,(vau),0.6,,,,,,,,,,
14/06/2005 09:00,3.3,(vau),0.6,,,,,,1.5,(vau),0.2,,0,(vau),1.2,,0,(vau),0.6,,,,,,,,,,
15/06/2005 09:00,0,(vau),0.9,,,,,,0,(vau),0.3,,0.1,(vau),0.9,,0,(vau),1.1,,,,,,,,,,
16/06/2005 09:00,0.1,(vau),0.7,,,,,,0,(vau),0.1,,0,(vau),1,,0,(vau),0.5,,,,,,,,,,
17/06/2005 09:00,0,(vau),0.9,,,,,,0,(vau),0.3,,0,(vau),1.1,,0,(vau),0.5,,,,,,,,,,
18/06/2005 09:00,0,(vau),0.3,,,,,,0,(vau),0.4,,0,(vau),0.5,,0,(vau),0.4,,,,,,,,,,
19/06/2005 09:00,0,(vau),0.5,,,,,,0,(vau),0.3,,0,(vau),0.8,,0,(vau),0.1,,,,,,,,,,
20/06/2005 09:00,0,(vau),0.4,,,,,,0,(vau),0.3,,0,(vau),1.1,,0,(vau),0.6,,,,,,,,,,
21/06/2005 09:00,0.1,(vau),0.6,,,,,,0,(vau),0.4,,0,(vau),0.9,,0,(vau),0.3,,,,,,,,,,
22/06/2005 09:00,,,,,,,,,0,(vau),0.2,,0,(vau),0.8,,0,(vau),0.1,,,,,,,,,,
23/06/2005 09:00,0,(vau),0.5,,,,,,0,(vau),0.2,,0,(vau),1.5,,0,(vau),0.6,,,,,,,,,,
24/06/2005 09:00,9.4,(vau),0.6,,,,,,0,(vau),0.3,,0,(vau),1.5,,0,(vau),0.4,,,,,,,,,,
25/06/2005 09:00,0,(vau),0.8,,,,,,0,(vau),0.2,,0,(vau),1.3,,0,(vau),0.2,,,,,,,,,,
26/06/2005 09:00,0.1,(vau),0.7,,,,,,0,(vau),0.2,,0.1,(vau),0.7,,0,(vau),0.3,,,,,,,,,,
27/06/2005 09:00,0.1,(vau),0.8,,,,,,0,(vau),0.3,,0.1,(vau),1.2,,0,(vau),0.4,,,,,,,,,,
28/06/2005 09:00,0,(vau),1.7,,,,,,0.3,(vau),0.4,,0,(vau),1.5,,0,(vau),1.3,,,,,,,,,,
29/06/2005 09:00,1.3,(vau),1.3,,,,,,6.3,(vau),0.3,,0,(vau),1.7,,0,(vau),0.9,,,,,,,,,,
30/06/2005 09:00,0.6,(vau),1,,,,,,1.3,(vau),0.2,,0.1,(vau),0.7,,0,(vau),0.3,,,,,,,,,,
01/07/2005 09:00,0,(vau),1.3,,,,,,0,(vau),0.2,,0,(vau),0.8,,0,(vau),0.6,,,,,,,,,,
02/07/2005 09:00,0,(vau),1.2,,,,,,0,(vau),0.3,,0,(vau),1,,0,(vau),0.8,,,,,,,,,,
03/07/2005 09:00,0,(vau),0.5,,,,,,0,(vau),0.4,,0,(vau),0.7,,0,(vau),0.5,,,,,,,,,,
04/07/2005 09:00,0,(vau),2.6,,,,,,0,(vau),0.5,,0.1,(vau),1.2,,0,(vau),0.4,,,,,,,,,,
05/07/2005 09:00,0,(vau),2,,,,,,0,(vau),0.8,,0,(vau),1.1,,0,(vau),0.2,,,,,,,,,,
06/07/2005 09:00,0,(vau),2.5,,,,,,0,(vau),0.3,,0,(vau),0.9,,0,(vau),0.2,,,,,,,,,,
07/07/2005 09:00,0,(vau),1.4,,,,,,0,(vau),0.4,,0.9,(vau),1.1,,0,(vau),0.4,,,,,,,,,,
08/07/2005 09:00,0,(vau),1.5,,,,,,0,(vau),0.8,,0,(vau),1.8,,0,(vau),0.2,,,,,,,,,,
09/07/2005 09:00,0,(vau),0.8,,,,,,0,(vau),0.5,,0,(vau),1.6,,0,(vau),0.3,,,,,,,,,,
10/07/2005 09:00,0,(vau),0.8,,,,,,0,(vau),0.2,,0,(vau),1.5,,0,(vau),0.6,,,,,,,,,,
11/07/2005 09:00,0,(vau),0.5,,,,,,0,(vau),0.5,,0,(vau),1.6,,0,(vau),1,,,,,,,,,,
12/07/2005 09:00,0,(vau),0.7,,,,,,0,(vau),0.2,,0,(vau),1.1,,0,(vau),0.5,,,,,,,,,,
13/07/2005 09:00,0,(vau),0.7,,,,,,0,(vau),0.1,,0,(vau),1.2,,0,(vau),0.1,,,,,,,,,,
14/07/2005 09:00,0,(vau),0.7,,,,,,0,(vau),0.3,,0,(vau),1,,0.2,(vau),0.2,,,,,,,,,,
15/07/2005 09:00,0.2,(vau),0.9,,,,,,0,(vau),0.1,,0.1,(vau),1.4,,0.1,(vau),0.3,,,,,,,,,,
16/07/2005 09:00,0.1,(vau),0.8,,,,,,0,(vau),0.6,,0,(vau),1.1,,0.1,(vau),0.5,,,,,,,,,,
17/07/2005 09:00,0,(vau),0.9,,,,,,0,(vau),0.4,,0,(vau),1.6,,0,(vau),0.7,,,,,,,,,,
18/07/2005 09:00,0,(vau),0.8,,,,,,0,(vau),0.2,,0.1,(vau),1.1,,0,(vau),1,,,,,,,,,,
19/07/2005 09:00,0,(vau),1.2,,,,,,0,(vau),0.2,,0,(vau),0.9,,0,(vau),0.5,,,,,,,,,,
20/07/2005 09:00,0,(vau),0.8,,,,,,0,(vau),0.3,,0,(vau),1.2,,0,(vau),0.4,,,,,,,,,,
21/07/2005 09:00,0,(vau),0.5,,,,,,0,(vau),0.2,,0,(vau),0.8,,0,(vau),0.4,,,,,,,,,,
22/07/2005 09:00,0,(vau),0.8,,,,,,0,(vau),0.3,,0,(vau),1.1,,0,(vau),0.4,,,,,,,,,,
23/07/2005 09:00,0.1,(vau),0.7,,,,,,0,(vau),0.2,,0,(vau),1.1,,0,(vau),0.2,,,,,,,,,,
24/07/2005 09:00,0,(vau),1.2,,,,,,0.3,(vau),0.3,,0.1,(vau),1.3,,4.2,(vau),1.1,,,,,,,,,,
25/07/2005 09:00,0,(vau),1,,,,,,0.3,(vau),0.2,,0,(vau),1.3,,0.6,(vau),0.5,,,,,,,,,,
26/07/2005 09:00,0,(vau),1.2,,,,,,0.2,(vau),0.3,,0,(vau),1.2,,0.5,(vau),1.3,,,,,,,,,,
27/07/2005 09:00,4.2,(vau),1.5,,,,,,7.3,(vau),0.4,,2.8,(vau),1.4,,12.4,(vau),1.8,,,,,,,,,,
28/07/2005 09:00,10.4,(vau),1.7,,,,,,13.3,(vau),0.6,,8.6,(vau),1.8,,12.3,(vau),1.3,,,,,,,,,,
29/07/2005 09:00,0.1,(vau),1.3,,,,,,0.8,(vau),0.3,,0.3,(vau),0.9,,4.2,(vau),0.4,,,,,,,,,,
30/07/2005 09:00,0.1,(vau),1,,,,,,0,(vau),0.3,,0.1,(vau),0.4,,0,(vau),0.3,,,,,,,,,,
31/07/2005 09:00,0,(vau),1.6,,,,,,0,(vau),0.3,,0,(vau),0.7,,0.1,(vau),0.5,,,,,,,,,,
01/08/2005 09:00,0,(vau),1.6,,,,,,0,(vau),0.2,,0,(vau),0.7,,0,(vau),0.4,,,,,,,,,,
02/08/2005 09:00,0,(vau),2,,,,,,0,(vau),0.4,,0,(vau),1.1,,0,(vau),0.4,,,,,,,,,,
03/08/2005 09:00,0,(vau),1,,,,,,0,(vau),0.3,,0,(vau),0.9,,0,(vau),0.2,,,,,,,,,,
04/08/2005 09:00,0,(vau),0.9,,,,,,0,(vau),0.4,,0,(vau),1.4,,0,(vau),0.7,,,,,,,,,,
05/08/2005 09:00,0,(vau),0.4,,,,,,0,(vau),0.5,,0,(vau),1.5,,0,(vau),0.8,,,,,,,,,,
06/08/2005 09:00,0,(vau),0.1,,,,,,0,(vau),0.1,,0,(vau),1.2,,0,(vau),0.4,,,,,,,,,,
07/08/2005 09:00,0,(vau),0.3,,,,,,0,(vau),0.2,,0,(vau),0.9,,0,(vau),0.5,,,,,,,,,,
08/08/2005 09:00,0,(vau),0.7,,,,,,0,(vau),0.4,,0,(vau),0.8,,0,(vau),0.2,,,,,,,,,,
09/08/2005 09:00,0,(vau),0.6,,,,,,0,(vau),0.1,,0,(vau),1,,0,(vau),0.1,,,,,,,,,,
10/08/2005 09:00,3.1,(vau),0.8,,,,,,0.6,(vau),0.2,,0.4,(vau),1.2,,0.1,(vau),0.3,,,,,,,,,,
11/08/2005 09:00,0.1,(vau),1,,,,,,0,(vau),0.2,,0.2,(vau),0.7,,0,(vau),0.4,,,,,,,,,,
12/08/2005 09:00,0,(vau),1,,,,,,0,(vau),0.4,,0.1,(vau),1.1,,0,(vau),0.5,,,,,,,,,,
13/08/2005 09:00,0,(vau),0.9,,,,,,0,(vau),0.4,,0,(vau),1.2,,0,(vau),0.2,,,,,,,,,,
14/08/2005 09:00,0,(vau),0.9,,,,,,0,(vau),0.3,,0,(vau),1,,0,(vau),0.3,,,,,,,,,,
15/08/2005 09:00,0,(vau),1,,,,,,0,(vau),0,,0,(vau),1.2,,0,(vau),0.4,,,,,,,,,,
16/08/2005 09:00,0,(vau),0.5,,,,,,0,(vau),0.2,,0,(vau),0.6,,0,(vau),0.7,,,,,,,,,,
17/08/2005 09:00,0,(vau),1,,,,,,0,(vau),0.3,,0,(vau),0.8,,0,(vau),0.4,,,,,,,,,,
18/08/2005 09:00,0,(vau),0.5,,,,,,0,(vau),0.4,,0,(vau),0.5,,0.1,(vau),0.1,,,,,,,,,,
19/08/2005 09:00,0,(vau),2.9,,,,,,0,(vau),0.6,,0,(vau),1.2,,0,(vau),0.3,,,,,,,,,,
20/08/2005 09:00,0,(vau),2.4,,,,,,0,(vau),0.6,,0,(vau),1.4,,0,(vau),0.4,,,,,,,,,,
21/08/2005 09:00,0,(vau),2.3,,,,,,0,(vau),0.6,,0,(vau),1.2,,0,(vau),0.3,,,,,,,,,,
22/08/2005 09:00,0,(vau),0.9,,,,,,0,(vau),0.5,,0,(vau),1.2,,0,(vau),0.2,,,,,,,,,,
23/08/2005 09:00,0,(vau),1.2,,,,,,0,(vau),0.2,,0,(vau),1,,0,(vau),0.3,,,,,,,,,,
24/08/2005 09:00,0,(vau),0.6,,,,,,0,(vau),0.2,,0,(vau),0.7,,0,(vau),0.2,,,,,,,,,,
25/08/2005 09:00,0,(vau),0.9,,,,,,0,(vau),0.3,,0,(vau),0.7,,0,(vau),0.1,,,,,,,,,,
26/08/2005 09:00,0.1,(vau),0.7,,,,,,0,(vau),0.4,,0.2,(vau),0.6,,0,(vau),0.4,,,,,,,,,,
27/08/2005 09:00,0,(vau),0.9,,,,,,0,(vau),0.4,,0,(vau),1.2,,0,(vau),0.5,,,,,,,,,,
28/08/2005 09:00,0,(vau),0.7,,,,,,0,(vau),0.5,,0.1,(vau),0.9,,0,(vau),0.3,,,,,,,,,,
29/08/2005 09:00,0,(vau),0.5,,,,,,0,(vau),0.3,,0,(vau),0.9,,0,(vau),0.6,,,,,,,,,,
30/08/2005 09:00,0,(vau),0.6,,,,,,0,(vau),0.3,,0,(vau),0.7,,0.1,(vau),0.3,,,,,,,,,,
31/08/2005 09:00,0,(vau),1.1,,,,,,0,(vau),0.4,,0,(vau),1.8,,0,(vau),0.4,,,,,,,,,,
01/09/2005 09:00,0.1,(vau),0.9,,,,,,0,(vau),0.3,,0.1,(vau),0.8,,0,(vau),0.7,,,,,,,,,,
02/09/2005 09:00,0.1,(vau),0.5,,,,,,0,(vau),0.4,,0,(vau),0.5,,0.1,(vau),0.5,,,,,,,,,,
03/09/2005 09:00,0,(vau),0.7,,,,,,0,(vau),0.5,,0,(vau),0.8,,0,(vau),0.3,,,,,,,,,,
04/09/2005 09:00,0,(vau),0.8,,,,,,0,(vau),0.3,,0,(vau),0.7,,0,(vau),0.3,,,,,,,,,,
05/09/2005 09:00,0.1,(vau),1.1,,,,,,1.9,(vau),0.4,,0,(vau),1.2,,1.4,(vau),0.8,,,,,,,,,,
06/09/2005 09:00,0.7,(vau),1.2,,,,,,4.8,(vau),0.4,,0.4,(vau),1.4,,7.3,(vau),0.5,,,,,,,,,,
07/09/2005 09:00,17.3,(vau),1.3,,,,,,16.5,(vau),0.3,,21.3,(vau),1,,11.5,(vau),0.2,,,,,,,,,,
08/09/2005 09:00,0.1,(vau),1.3,,,,,,0,(vau),0.3,,0.2,(vau),0.3,,0,(vau),0.1,,,,,,,,,,
09/09/2005 09:00,1.4,(vau),1.1,,,,,,6.7,(vau),0.3,,0,(vau),1.2,,10.1,(vau),0.3,,,,,,,,,,
10/09/2005 09:00,5.9,(vau),1.2,,,,,,5.5,(vau),0.4,,3.2,(vau),1.2,,6.1,(vau),0.7,,,,,,,,,,
11/09/2005 09:00,1.5,(vau),1.3,,,,,,4.7,(vau),0.6,,0,(vau),1.2,,4.6,(vau),1.1,,,,,,,,,,
12/09/2005 09:00,1.9,(vau),0.7,,,,,,0.9,(vau),0.3,,0.2,(vau),0.7,,2.3,(vau),0.3,,,,,,,,,,
13/09/2005 09:00,0,(vau),0.5,,,,,,0,(vau),0.3,,0,(vau),0.8,,0,(vau),0.4,,,,,,,,,,
14/09/2005 09:00,0,(vau),0.6,,,,,,0,(vau),0.3,,0,(vau),0.9,,0,(vau),0.3,,,,,,,,,,
15/09/2005 09:00,0,(vau),0.3,,,,,,0,(vau),0.2,,0,(vau),0.8,,0,(vau),0.3,,,,,,,,,,
16/09/2005 09:00,0,(vau),0.4,,,,,,0,(vau),0.2,,0,(vau),0.4,,0,(vau),0.1,,,,,,,,,,
17/09/2005 09:00,0,(vau),2.7,,,,,,0,(vau),0.4,,0,(vau),0.9,,0,(vau),0.5,,,,,,,,,,
18/09/2005 09:00,0,(vau),1.2,,,,,,0,(vau),0.9,,0,(vau),1.2,,0,(vau),0.1,,,,,,,,,,
19/09/2005 09:00,0,(vau),0.4,,,,,,0,(vau),0.4,,0,(vau),1.3,,0,(vau),0,,,,,,,,,,
20/09/2005 09:00,0,(vau),0.4,,,,,,0,(vau),0.2,,0,(vau),0.8,,0,(vau),0,,,,,,,,,,
21/09/2005 09:00,0,(vau),0.4,,,,,,0,(vau),0.2,,0,(vau),0.8,,0,(vau),0,,,,,,,,,,
22/09/2005 09:00,0,(vau),0.5,,,,,,0,(vau),0.1,,0,(vau),0.6,,0.1,(vau),0.1,,,,,,,,,,
23/09/2005 09:00,0,(vau),0.5,,,,,,0,(vau),0.4,,0,(vau),0.5,,0,(vau),0,,,,,,,,,,
24/09/2005 09:00,0.1,(vau),0.5,,,,,,0,(vau),0.2,,0.1,(vau),0.8,,0.1,(vau),0.2,,,,,,,,,,
25/09/2005 09:00,0.1,(vau),0.7,,,,,,0,(vau),0.2,,0.1,(vau),0.8,,0.2,(vau),0.1,,,,,,,,,,
26/09/2005 09:00,0,(vau),1.4,,,,,,0,(vau),0.2,,0,(vau),0.9,,0,(vau),0,,,,,,,,,,
27/09/2005 09:00,0.1,(vau),0.4,,,,,,0,(vau),0.1,,0,(vau),0.7,,0,(vau),0,,,,,,,,,,
28/09/2005 09:00,0.2,(vau),0.5,,,,,,0,(vau),0.1,,0,(vau),0.6,,0,(vau),0,,,,,,,,,,
29/09/2005 09:00,0,(vau),0.8,,,,,,0,(vau),0.1,,0,(vau),0.9,,0,(vau),0.1,,,,,,,,,,
30/09/2005 09:00,0,(vau),0.5,,,,,,0,(vau),0,,0,(vau),1.1,,0,(vau),0,,,,,,,,,,
01/10/2005 09:00,0,(vau),0.8,,,,,,0,(vau),0.3,,0,(vau),0.9,,0,(vau),0.2,,,,,,,,,,
02/10/2005 09:00,0,(vau),3.1,,,,,,0,(vau),0.4,,0,(vau),1.4,,0,(vau),0.2,,,,,,,,,,
03/10/2005 09:00,0,(vau),0.7,,,,,,0,(vau),2.3,,0,(vau),1.6,,0,(vau),0.5,,,,,,,,,,
04/10/2005 09:00,0,(vau),0.5,,,,,,0,(vau),0.7,,0,(vau),1.6,,0,(vau),0.5,,,,,,,,,,
05/10/2005 09:00,0,(vau),0.3,,,,,,0,(vau),0.1,,0,(vau),1,,0,(vau),0,,,,,,,,,,
06/10/2005 09:00,0,(vau),0.4,,,,,,0,(vau),0.1,,0,(vau),0.7,,0,(vau),0,,,,,,,,,,
07/10/2005 09:00,0,(vau),0.4,,,,,,0,(vau),0.3,,0,(vau),0.6,,0,(vau),0,,,,,,,,,,
08/10/2005 09:00,0,(vau),0.4,,,,,,0,(vau),0,,0,(vau),0.5,,0,(vau),0,,,,,,,,,,
09/10/2005 09:00,0,(vau),0.4,,,,,,0.1,(vau),0,,0,(vau),0.7,,0,(vau),0,,,,,,,,,,
10/10/2005 09:00,6.6,(vau),0.9,,,,,,9.9,(vau),0.1,,2,(vau),1.4,,11.9,(vau),0.2,,,,,,,,,,
11/10/2005 09:00,11.8,(vau),0.8,,,,,,30.1,(vau),0,,13.7,(vau),1.7,,45.2,(vau),1,,,,,,,,,,
12/10/2005 09:00,36.6,(vau),1.1,,,,,,33.1,(vau),0.3,,4.3,(vau),1.5,,32.9,(vau),1.2,,,,,,,,,,
13/10/2005 09:00,1.3,(vau),1.2,,,,,,0.3,(vau),0.3,,4.4,(vau),0.8,,0.6,(vau),0.7,,,,,,,,,,
14/10/2005 09:00,0,(vau),2.8,,,,,,0,(vau),0.2,,0.3,(vau),0.5,,0,(vau),0.5,,,,,,,,,,
15/10/2005 09:00,1,(vau),0.1,,,,,,0,(vau),0.1,,0.7,(vau),0.2,,0.5,(vau),0.5,,,,,,,,,,
16/10/2005 09:00,0,(vau),0.3,,,,,,0,(vau),0,,0,(vau),1,,0,(vau),0.6,,,,,,,,,,
17/10/2005 09:00,0.1,(vau),0.6,,,,,,1.2,(vau),0.1,,1.8,(vau),1.1,,3,(vau),0.9,,,,,,,,,,
18/10/2005 09:00,0.4,(vau),0.3,,,,,,0.5,(vau),0.1,,1.8,(vau),0.7,,1.5,(vau),0.9,,,,,,,,,,
19/10/2005 09:00,1.6,(vau),1.6,,,,,,0.9,(vau),0.2,,0,(vau),0.9,,7.1,(vau),1.6,,,,,,,,,,
20/10/2005 09:00,25.7,(vau),0.8,,,,,,30.5,(vau),0.3,,3.1,(vau),1.8,,72,(vau),1.6,,,,,,,,,,
21/10/2005 09:00,15.5,(vau),1,,,,,,26.3,(vau),0.1,,4.6,(vau),1.8,,21.1,(vau),1.4,,,,,,,,,,
22/10/2005 09:00,9.1,(vau),1.3,,,,,,14.6,(vau),0.7,,14.5,(vau),1.5,,16.8,(vau),1.7,,,,,,,,,,
23/10/2005 09:00,3,(vau),0.5,,,,,,4.3,(vau),0.3,,2.5,(vau),0.5,,8.7,(vau),0.3,,,,,,,,,,
24/10/2005 09:00,0.3,(vau),0.4,,,,,,0,(vau),0.1,,0.3,(vau),0.2,,0.2,(vau),0.2,,,,,,,,,,
25/10/2005 09:00,0,(vau),0.7,,,,,,0,(vau),0.2,,0.1,(vau),0.5,,1.1,(vau),1.2,,,,,,,,,,
26/10/2005 09:00,1,(vau),0.1,,,,,,0,(vau),0,,0,(vau),1.5,,1.1,(vau),1.1,,,,,,,,,,
27/10/2005 09:00,0,(vau),2.4,,,,,,0.6,(vau),0.7,,0,(vau),3.1,,2.4,(vau),1.9,,,,,,,,,,
28/10/2005 09:00,18.5,(vau),1.4,,,,,,8.5,(vau),0.2,,56.6,(vau),1.3,,35.3,(vau),1.2,,,,,,,,,,
29/10/2005 09:00,10.2,(vau),1.4,,,,,,14.2,(vau),0.1,,0.4,(vau),1.7,,22.7,(vau),0.9,,,,,,,,,,
30/10/2005 09:00,46.3,(vau),2.4,,,,,,24.8,(vau),0.5,,19.6,(vau),3,,55.1,(vau),2.7,,,,,,,,,,
31/10/2005 09:00,5.4,(vau),0.5,,,,,,5.1,(vau),0,,27.6,(vau),0.7,,9.6,(vau),0.7,,,,,,,,,,
01/11/2005 09:00,10.8,(vau),1,,,,,,6.2,(vau),0.3,,7.1,(vau),1.5,,4.6,(vau),0.9,,,,,,,,,,
02/11/2005 09:00,5.1,(vau),2.4,,,,,,2.3,(vau),1.6,,0,(vau),2.1,,9.9,(vau),3.4,,,,,,,,,,
03/11/2005 09:00,8.3,(vau),1.5,,,,,,6.1,(vau),0.5,,7,(vau),1.5,,11.2,(vau),1.5,,,,,,,,,,
04/11/2005 09:00,3.4,(vau),0.4,,,,,,9.8,(vau),0,,15.3,(vau),0.7,,2.8,(vau),0.1,,,,,,,,,,
05/11/2005 09:00,0.1,(vau),0.5,,,,,,2.4,(vau),0.1,,0,(vau),0.3,,1.4,(vau),0.1,,,,,,,,,,
06/11/2005 09:00,0,(vau),0.2,,,,,,0,(vau),0,,0.1,(vau),0.4,,0.3,(vau),0,,,,,,,,,,
07/11/2005 09:00,0.2,(vau),0.2,,,,,,0,(vau),0.1,,0,(vau),0.3,,0,(vau),0.1,,,,,,,,,,
08/11/2005 09:00,0.2,(vau),0.3,,,,,,0.1,(vau),0,,0,(vau),0.2,,0.2,(vau),0.4,,,,,,,,,,
09/11/2005 09:00,17.1,(vau),1.1,,,,,,30,(vau),0.2,,9,(vau),1.2,,29.2,(vau),0.7,,,,,,,,,,
10/11/2005 09:00,0.1,(vau),2.8,,,,,,0,(vau),0.2,,0.1,(vau),0.9,,0,(vau),0.1,,,,,,,,,,
11/11/2005 09:00,0.1,(vau),1.6,,,,,,0,(vau),0.1,,0,(vau),1.2,,0,(vau),0.2,,,,,,,,,,
12/11/2005 09:00,0.7,(vau),0.3,,,,,,1,(vau),0.1,,0,(vau),0.5,,2.1,(vau),0,,,,,,,,,,
13/11/2005 09:00,1.2,(vau),2.2,,,,,,0.9,(vau),0.3,,0.3,(vau),0.4,,2.8,(vau),0.2,,,,,,,,,,
14/11/2005 09:00,1.1,(vau),3.8,,,,,,0,(vau),0.2,,15.9,(vau),1.3,,0,(vau),0.6,,,,,,,,,,
15/11/2005 09:00,0,(vau),2.3,,,,,,0.1,(vau),0.2,,0.8,(vau),0.9,,0.1,(vau),0.5,,,,,,,,,,
16/11/2005 09:00,0,(vau),1.7,,,,,,0,(vau),0.2,,0.1,(vau),0.3,,0,(vau),0.4,,,,,,,,,,
17/11/2005 09:00,0.1,(vau),1.3,,,,,,0,(vau),0.2,,0.4,(vau),0.2,,0,(vau),0.2,,,,,,,,,,
18/11/2005 09:00,0,(vau),0.3,,,,,,0,(vau),0.1,,0.3,(vau),0.3,,0,(vau),0.2,,,,,,,,,,
19/11/2005 09:00,1,(vau),1.3,,,,,,7,(vau),0.7,,4.1,(vau),2,,5.3,(vau),1.5,,,,,,,,,,
20/11/2005 09:00,9,(vau),1.3,,,,,,5.3,(vau),1.1,,6,(vau),3.3,,3.6,(vau),1.3,,,,,,,,,,
21/11/2005 09:00,1.3,(vau),0.7,,,,,,0.3,(vau),1.3,,0.2,(vau),1.4,,0.5,(vau),1.2,,,,,,,,,,
22/11/2005 09:00,0.1,(vau),0.5,,,,,,0.1,(vau),0.6,,1.9,(vau),1.1,,0.7,(vau),0.7,,,,,,,,,,
23/11/2005 09:00,0,(vau),0.5,,,,,,0,(vau),0.4,,0,(vau),1.8,,0,(vau),1,,,,,,,,,,
24/11/2005 09:00,0,(vau),0.5,,,,,,0,(vau),0.7,,0,(vau),1.7,,0,(vau),0.9,,,,,,,,,,
25/11/2005 09:00,0,(vau),0.9,,,,,,0,(vau),0.2,,0,(vau),0.6,,0,(vau),0.3,,,,,,,,,,
26/11/2005 09:00,3.6,(vau),1.4,,,,,,12.2,(vau),0.1,,1.8,(vau),0.8,,12.7,(vau),0.4,,,,,,,,,,
27/11/2005 09:00,1.1,(vau),0.7,,,,,,4.6,(vau),0,,0.3,(vau),0.5,,5.8,(vau),0.4,,,,,,,,,,
28/11/2005 09:00,0.3,(vau),0.3,,,,,,5.5,(vau),0.1,,0.1,(vau),1.1,,6.7,(vau),0.6,,,,,,,,,,
29/11/2005 09:00,0.5,(vau),0.6,,,,,,3.2,(vau),0.1,,1.9,(vau),0.5,,3.9,(vau),0.4,,,,,,,,,,
30/11/2005 09:00,0.1,(vau),2,,,,,,0,(vau),0.1,,0,(vau),0.9,,0,(vau),0.4,,,,,,,,,,
01/12/2005 09:00,1.8,(vau),0.8,,,,,,1.7,(vau),0.1,,0,(vau),0.8,,2.8,(vau),1.3,,,,,,,,,,
02/12/2005 09:00,49,(vau),3.1,,,,,,75.8,(vau),1.3,,44.4,(vau),3.7,,76.9,(vau),1.7,,,,,,,,,,
03/12/2005 09:00,31.4,(vau),1.4,,,,,,9.1,(vau),0.2,,15.4,(vau),2,,9.6,(vau),0.3,,,,,,,,,,
04/12/2005 09:00,7.6,(vau),2.2,,,,,,7.4,(vau),0.6,,2.4,(vau),3.3,,4.8,(vau),0.3,,,,,,,,,,
