DATA,MINAS DE SÃO DOMINGOS (27M/02U),,MINAS DE SÃO DOMINGOS (27M/02U),,MINAS DE SÃO DOMINGOS (27M/02U),,MINAS DE SÃO DOMINGOS (27M/02U),,MINDE (16E/02G),,MINDE (16E/02G),,MINDE (16E/02G),,MINDE (16E/02G),,MIUZELA (10O/03G),,MIUZELA (10O/03G),,MIUZELA (10O/03G),,MIUZELA (10O/03G),,MOGADOURO (05Q/03UG),,MOGADOURO (05Q/03UG),,MOGADOURO (05Q/03UG),,MOGADOURO (05Q/03UG),,MOIMENTA DA RAIA (02P/01C),,MOIMENTA DA RAIA (02P/01C),,MOIMENTA DA RAIA (02P/01C),,MOIMENTA DA RAIA (02P/01C),,MOINHO DO BREJO REDONDO (FLOR BREJO) (28E/01G),,MOINHO DO BREJO REDONDO (FLOR BREJO) (28E/01G),,MOINHO DO BREJO REDONDO (FLOR BREJO) (28E/01G),,MOINHO DO BREJO REDONDO (FLOR BREJO) (28E/01G),,MOINHOLA (22F/03C),,MOINHOLA (22F/03C),,MOINHOLA (22F/03C),,MOINHOLA (22F/03C),,
,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,
21/08/2014 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,(vau),0,(vau),20.3,(vau),0.8,,
22/08/2014 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,(vau),0,(vau),20,(vau),0.8,,
23/08/2014 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,(vau),0,(vau),20.2,(vau),0.8,,
24/08/2014 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,(vau),0,(vau),19.6,(vau),0.9,,
25/08/2014 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,(vau),0,(vau),20.6,(vau),0.8,,
26/08/2014 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,(vau),0,(vau),23.7,(vau),1.3,,
27/08/2014 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,(vau),0,(vau),23.4,(vau),1.4,,
28/08/2014 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,(vau),0,(vau),24.6,(vau),1.4,,
29/08/2014 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,(vau),0,(vau),22.9,(vau),1.4,,
30/08/2014 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,(vau),0,(vau),21.1,(vau),1.4,,
31/08/2014 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,(vau),0,(vau),21.1,(vau),0.7,,
01/09/2014 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,(vau),0,(vau),20.9,(vau),0.6,,
02/09/2014 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,(vau),0,(vau),24.5,(vau),0.7,,
03/09/2014 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,(vau),0,(vau),20.7,(vau),1,,
04/09/2014 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,(vau),0.1,(vau),19.7,(vau),0.7,,
05/09/2014 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,(vau),0,(vau),20.2,(vau),0.6,,
06/09/2014 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,(vau),0.1,(vau),22.5,(vau),1.1,,
07/09/2014 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,(vau),23,(vau),21.5,(vau),1.2,,
08/09/2014 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,(vau),20.1,(vau),22.1,(vau),0.9,,
09/09/2014 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,(vau),0.2,(vau),20.4,(vau),0.7,,
10/09/2014 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,(vau),0.1,(vau),20.9,(vau),0.8,,
11/09/2014 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,(vau),10.2,(vau),19.8,(vau),1.1,,
12/09/2014 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,(vau),0.2,(vau),21.9,(vau),1.1,,
13/09/2014 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,(vau),0.1,(vau),21.3,(vau),0.8,,
14/09/2014 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,(vau),0.2,(vau),21.7,(vau),0.7,,
15/09/2014 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,(vau),0.2,(vau),21.3,(vau),1.6,,
16/09/2014 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,(vau),10.2,(vau),21.7,(vau),2.1,,
17/09/2014 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,(vau),11.7,(vau),21,(vau),1.8,,
18/09/2014 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,(vau),2.9,(vau),20.1,(vau),1.8,,
19/09/2014 09:00,,,,,,,,,,,0,(vau),,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,(vau),32.8,(vau),19.7,(vau),1.7,,
20/09/2014 09:00,,,,,,,,,,,1,(vau),,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,(vau),0.2,(vau),19.1,(vau),1,,
21/09/2014 09:00,,,,,,,,,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,(vau),0.2,(vau),19,(vau),0.7,,
22/09/2014 09:00,,,,,,,,,,,0,(vau),,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,(vau),0.1,(vau),20.1,(vau),0.5,,
23/09/2014 09:00,,,,,,,,,,,0,(vau),,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,(vau),14.5,(vau),18.1,(vau),0.3,,
24/09/2014 09:00,,,,,,,,,,,0,(vau),,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,(vau),0.2,(vau),18.9,(vau),0.4,,
25/09/2014 09:00,,,,,,,,,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,(vau),0,(vau),18.8,(vau),0.5,,
26/09/2014 09:00,,,,,,,,,,,0,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,(vau),0,(vau),19.9,(vau),0.3,,
27/09/2014 09:00,,,,,,,,,,,0,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,(vau),21.3,(vau),19.1,(vau),0.3,,
28/09/2014 09:00,,,,,,,,,,,0,(vau),,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,(vau),24.3,(vau),15.6,(vau),0.3,,
29/09/2014 09:00,,,,,,,,,,,0,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,(vau),0.2,(vau),18.1,(vau),0.2,,
30/09/2014 09:00,,,,,,,,,,,0,(vau),,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,(vau),0.1,(vau),17.8,(vau),0.7,,
01/10/2014 09:00,,,,,,,,,,,0,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,(vau),0.1,(vau),19,(vau),0.8,,
02/10/2014 09:00,,,,,,,,,,,0,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,(vau),0,(vau),22.1,(vau),0.8,,
03/10/2014 09:00,,,,,,,,,,,0,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,(vau),0,(vau),22.6,(vau),0.4,,
04/10/2014 09:00,,,,,,,,,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,(vau),0,(vau),21.4,(vau),0.3,,
05/10/2014 09:00,,,,,,,,,,,0,(vau),,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,(vau),0.2,(vau),18.5,(vau),1,,
06/10/2014 09:00,,,,,,,,,,,0,(vau),,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,(vau),0,(vau),15.9,(vau),0.9,,
07/10/2014 09:00,,,,,,,,,,,0,(vau),,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,(vau),0.9,(vau),19.2,(vau),0.6,,
08/10/2014 09:00,,,,,,,,,,,0,(vau),,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,(vau),1.6,(vau),20.1,(vau),0.9,,
09/10/2014 09:00,,,,,,,,,,,0,(vau),,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,(vau),11.4,(vau),20.3,(vau),1.5,,
10/10/2014 09:00,,,,,,,,,,,3,(vau),,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,(vau),2.4,(vau),17.8,(vau),0.3,,
11/10/2014 09:00,,,,,,,,,,,6.6,(vau),,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,(vau),0.2,(vau),16,(vau),0.3,,
12/10/2014 09:00,,,,,,,,,,,0.3,(vau),,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,(vau),13,(vau),16.1,(vau),0.8,,
13/10/2014 09:00,,,,,,,,,,,0,(vau),,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,(vau),8.5,(vau),14.3,(vau),1.1,,
14/10/2014 09:00,,,,,,,,,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,(vau),20.1,(vau),13.8,(vau),1.2,,
15/10/2014 09:00,,,,,,,,,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,(vau),2.7,(vau),17.7,(vau),1.1,,
16/10/2014 09:00,,,,,,,,,,,0,(vau),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,(vau),0,(vau),20.9,(vau),2,,
17/10/2014 09:00,,,,,,,,,,,0,(vau),,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,(vau),0.1,(vau),19.9,(vau),2,,
18/10/2014 09:00,,,,,,,,,,,0,(vau),,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,(vau),0,(vau),20.4,(vau),1.5,,
19/10/2014 09:00,,,,,,,,,,,1.3,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,(vau),0.1,(vau),19,(vau),0.6,,
20/10/2014 09:00,,,,,,,,,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,(vau),0,(vau),21.2,(vau),0.5,,
21/10/2014 09:00,,,,,,,,,,,0,(vau),,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,(vau),0.1,(vau),20.4,(vau),0.5,,
22/10/2014 09:00,,,,,,,,,,,0,(vau),,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,(vau),0.5,(vau),20.2,(vau),0.3,,
23/10/2014 09:00,,,,,,,,,,,0,(vau),,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,(vau),0.2,(vau),19.7,(vau),0.3,,
24/10/2014 09:00,,,,,,,,,,,0,(vau),,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,(vau),0,(vau),17.9,(vau),0.5,,
25/10/2014 09:00,,,,,,,,,,,0,(vau),,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,(vau),0.1,(vau),18.5,(vau),0.4,,
26/10/2014 09:00,,,,,,,,,,,0,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,(vau),0.1,(vau),17.5,(vau),0.4,,
27/10/2014 09:00,,,,,,,,,,,0,(vau),,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,(vau),0.2,(vau),17.2,(vau),0.3,,
28/10/2014 09:00,,,,,,,,,,,0,(vau),,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,(vau),0,(vau),18.9,(vau),0.3,,
29/10/2014 09:00,,,,,,,,,,,0,(vau),,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,(vau),0.1,(vau),18,(vau),0.6,,
30/10/2014 09:00,,,,,,,,,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,(vau),0,(vau),18.1,(vau),0.5,,
31/10/2014 09:00,,,,,,,,,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,(vau),0.1,(vau),18.2,(vau),0.5,,
01/11/2014 09:00,,,,,,,,,,,0,(vau),,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,(vau),0,(vau),17.7,(vau),0.5,,
02/11/2014 09:00,,,,,,,,,,,0,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,(vau),0.1,(vau),16.8,(vau),0.4,,
03/11/2014 09:00,,,,,,,,,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,(vau),0.2,(vau),13.7,(vau),0.3,,
04/11/2014 09:00,,,,,,,,,,,0,(vau),,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,(vau),9.1,(vau),16,(vau),1.7,,
05/11/2014 09:00,,,,,,,,,,,0,(vau),,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,(vau),1.7,(vau),9.8,(vau),0.6,,
06/11/2014 09:00,,,,,,,,,,,4,(vau),,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,(vau),0,(vau),11.7,(vau),0.9,,
07/11/2014 09:00,,,,,,,,,,,1.3,(vau),,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,(vau),2.9,(vau),16.1,(vau),0.9,,
08/11/2014 09:00,,,,,,,,,,,2,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,(vau),0,(vau),14.7,(vau),0.3,,
09/11/2014 09:00,,,,,,,,,,,0.1,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,(vau),4.3,(vau),12.3,(vau),0.5,,
10/11/2014 09:00,,,,,,,,,,,0,(vau),,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,(vau),0,(vau),11,(vau),0.4,,
11/11/2014 09:00,,,,,,,,,,,0.2,(vau),,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,(vau),22.9,(vau),14.1,(vau),1,,
12/11/2014 09:00,,,,,,,,,,,5.8,(vau),,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,(vau),3.7,(vau),15.3,(vau),0.6,,
13/11/2014 09:00,,,,,,,,,,,0.2,(vau),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,(vau),2.4,(vau),16.6,(vau),1.3,,
14/11/2014 09:00,,,,,,,,,,,0.4,(vau),,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,(vau),6,(vau),16.6,(vau),1.4,,
15/11/2014 09:00,,,,,,,,,,,0.4,(vau),,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,(vau),5.7,(vau),12.3,(vau),0.7,,
16/11/2014 09:00,,,,,,,,,,,0.8,(vau),,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,(vau),0.9,(vau),12,(vau),0.3,,
17/11/2014 09:00,,,,,,,,,,,0.6,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,(vau),0,(vau),13.3,(vau),0.2,,
18/11/2014 09:00,,,,,,,,,,,0.4,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,(vau),0.1,(vau),11.7,(vau),0.1,,
19/11/2014 09:00,,,,,,,,,,,0,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,(vau),12.6,(vau),15,(vau),1.6,,
20/11/2014 09:00,,,,,,,,,,,0.2,(vau),,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,(vau),16.7,(vau),16,(vau),2.3,,
21/11/2014 09:00,,,,,,,,,,,0,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,(vau),7.6,(vau),14.4,(vau),0.5,,
22/11/2014 09:00,,,,,,,,,,,0.1,(vau),,,0.2,,,,,,,,,,,,,,,,,,89,(vau),0.8,(vau),11.1,(vau),0.4,,,,,,,,,,93,(vau),0.4,(vau),15.6,(vau),0.4,,
23/11/2014 09:00,,,,,,,,,,,0.3,(vau),,,0.2,,,,,,,,,,,,,,,,,,99,(vau),5.2,(vau),10.7,(vau),0.2,,,,,,,,,,95,(vau),1,(vau),15.3,(vau),0.6,,
24/11/2014 09:00,,,,,,,,,,,0,(vau),,,0.2,,,,,,,,,,,,,,,,,,97,(vau),0.4,(vau),9.2,(vau),0.2,,,,,,,,,,100,(vau),5.5,(vau),13.6,(vau),0.8,,
25/11/2014 09:00,,,,,,,,,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,92,(vau),0,(vau),11,(vau),0.2,,,,,,,,,,93,(vau),0.1,(vau),15.1,(vau),0.3,,
26/11/2014 09:00,,,,,,,,,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,95,(vau),0,(vau),8.1,(vau),0.3,,,,,,,,,,93,(vau),0.1,(vau),10.4,(vau),0.2,,
27/11/2014 09:00,,,,,,,,,,,1,(vau),,,0.6,,,,,,,,,,,,,,,,,,93,(vau),0.1,(vau),5.7,(vau),0.4,,,,,,,,,,96,(vau),11.1,(vau),10.7,(vau),0.7,,
28/11/2014 09:00,,,,,,,,,,,1.3,(vau),,,0.7,,,,,,,,,,,,,,,,,,97,(vau),15.1,(vau),6.3,(vau),2.2,,,,,,,,,,99,(vau),26.2,(vau),11.3,(vau),0.8,,
29/11/2014 09:00,,,,,,,,,,,0,(vau),,,0.1,,,,,,,,,,,,,,,,,,96,(vau),0.7,(vau),3.7,(vau),0.8,,,,,,,,,,95,(vau),0,(vau),10.2,(vau),0.6,,
30/11/2014 09:00,,,,,,,,,,,0,(vau),,,0.7,,,,,,,,,,,,,,,,,,76,(vau),0.2,(vau),9.8,(vau),1,,,,,,,,,,86,(vau),0.2,(vau),13.2,(vau),0.9,,
01/12/2014 09:00,,,,,,,,,,,0.1,(vau),,,0,,,,,,,,,,,,,,,,,,64,(vau),0.1,(vau),10.9,(vau),1.8,,,,,,,,,,92,(vau),0.2,(vau),11.4,(vau),0.5,,
02/12/2014 09:00,,,,,,,,,,,0,(vau),,,1,,,,,,,,,,,,,,,,,,75,(vau),0,(vau),6.7,(vau),0.9,,,,,,,,,,85,(vau),0,(vau),12.7,(vau),1.2,,
03/12/2014 09:00,,,,,,,,,,,2,(vau),,,0.2,,,,,,,,,,,,,,,,,,77,(vau),0,(vau),6.5,(vau),0.8,,,,,,,,,,91,(vau),0.2,(vau),8.8,(vau),0.2,,
04/12/2014 09:00,,,,,,,,,,,0,(vau),,,0.3,,,,,,,,,,,,,,,,,,87,(vau),0,(vau),3.8,(vau),0.4,,,,,,,,,,92,(vau),0.1,(vau),8.7,(vau),0.4,,
05/12/2014 09:00,,,,,,,,,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,77,(vau),0.1,(vau),3.8,(vau),0.9,,,,,,,,,,89,(vau),0.2,(vau),9,(vau),0.5,,
06/12/2014 09:00,,,,,,,,,,,0,(vau),,,0.3,,,,,,,,,,,,,,,,,,75,(vau),0.1,(vau),2.7,(vau),0.8,,,,,,,,,,91,(vau),0.1,(vau),6.5,(vau),0.1,,
07/12/2014 09:00,,,,,,,,,,,0.8,(vau),,,0.2,,,,,,,,,,,,,,,,,,77,(vau),0.1,(vau),4.3,(vau),1.7,,,,,,,,,,88,(vau),0.2,(vau),5.6,(vau),0.5,,
08/12/2014 09:00,,,,,,,,,,,0.8,(vau),,,0.4,,,,,,,,,,,,,,,,,,86,(vau),0,(vau),2.3,(vau),0.7,,,,,,,,,,88,(vau),0.2,(vau),5.6,(vau),0.5,,
09/12/2014 09:00,,,,,,,,,,,0,(vau),,,0.8,,,,,,,,,,,,,,,,,,75,(vau),0.2,(vau),5.5,(vau),1.5,,,,,,,,,,89,(vau),0.4,(vau),6.6,(vau),0.6,,
10/12/2014 09:00,,,,,,,,,,,0,(vau),,,0.6,,,,,,,,,,,,,,,,,,86,(vau),0,(vau),2.5,(vau),0.4,,,,,,,,,,86,(vau),0,(vau),6.5,(vau),0.9,,
11/12/2014 09:00,,,,,,,,,,,0,(vau),,,0.3,,,,,,,,,,,,,,,,,,79,(vau),0.1,(vau),5.3,(vau),0.6,,,,,,,,,,89,(vau),0.3,(vau),6.2,(vau),0.3,,
12/12/2014 09:00,,,,,,,,,,,0,(vau),,,0.2,,,,,,,,,,,,,,,,,,87,(vau),0.1,(vau),5,(vau),0,,,,,,,,,,94,(vau),0.1,(vau),5.1,(vau),0.2,,
13/12/2014 09:00,,,,,,,,,,,0,(vau),,,0.6,,,,,,,,,,,,,,,,,,99,(vau),11,(vau),4.8,(vau),1.3,,,,,,,,,,95,(vau),16.5,(vau),10.3,(vau),1.4,,
14/12/2014 09:00,,,,,,,,,,,0,(vau),,,0.1,,,,,,,,,,,,22.2,(vau),,,1.4,,99,(vau),6.8,(vau),6.3,(vau),0.5,,,,,,,,,,100,(vau),8.2,(vau),9.9,(vau),1.2,,
15/12/2014 09:00,,,,,,,,,,,0,(vau),,,0.7,,,,,,,,,,,,0.1,(vau),,,0.4,,93,(vau),0,(vau),4.6,(vau),0.7,,,,,,,,,,90,(vau),0.9,(vau),10.3,(vau),1.6,,
16/12/2014 09:00,,,,,,,,,,,0.9,(vau),,,1.3,,,,,,,,,,,,2.4,(vau),,,1,,86,(vau),3.3,(vau),6.6,(vau),1.4,,,,,,,,,,88,(vau),0.4,(vau),11,(vau),0.9,,
17/12/2014 09:00,,,,,,,,,,,0,(vau),,,1.3,,,,,,,,,,,,0.1,(vau),,,0.9,,86,(vau),0.1,(vau),8.3,(vau),1.4,,,,,,,,,,91,(vau),0.3,(vau),11.9,(vau),1.5,,
18/12/2014 09:00,,,,,,,,,,,0.6,(vau),,,0.6,,,,,,,,,,,,0.1,(vau),,,0.6,,85,(vau),0,(vau),3.3,(vau),0.5,,,,,,,,,,94,(vau),0.1,(vau),9.1,(vau),0.8,,
19/12/2014 09:00,,,,,,,,,,,0.1,(vau),,,0.5,,,,,,,,,,,,0,(vau),,,0.5,,99,(vau),0.3,(vau),-0.3,(vau),0.2,,,,,,,,,,91,(vau),0.1,(vau),6.4,(vau),0.7,,
20/12/2014 09:00,,,,,,,,,,,0,(vau),,,0.4,,,,,,,,,,,,0,(vau),,,0.7,,100,(vau),0.2,(vau),-1.8,(vau),0,,,,,,,,,,97,(vau),0.3,(vau),4.6,(vau),0.8,,
21/12/2014 09:00,,,,,,,,,,,2.3,(vau),,,0.2,,,,,,,,,,,,0.1,(vau),,,0.7,,91,(vau),0.3,(vau),3.2,(vau),0.3,,,,,,,,,,96,(vau),0,(vau),5.2,(vau),0.7,,
22/12/2014 09:00,,,,,,,,,,,1.5,(vau),,,0.1,,,,,,,,,,,,0,(vau),,,1,,97,(vau),0.2,(vau),2.7,(vau),0.5,,,,,,,,,,94,(vau),0,(vau),6.5,(vau),0.1,,
23/12/2014 09:00,,,,,,,,,,,0.2,(vau),,,0.3,,,,,,,,,,,,0.1,(vau),,,0.6,,97,(vau),0.1,(vau),0.9,(vau),0.1,,,,,,,,,,93,(vau),0,(vau),9.1,(vau),0.2,,
24/12/2014 09:00,,,,,,,,,,,0,(vau),,,0.1,,,,,,,,,,,,0.1,(vau),,,0.3,,100,(vau),0.2,(vau),3,(vau),0,,,,,,,,,,93,(vau),0,(vau),9.5,(vau),0.2,,
25/12/2014 09:00,,,,,,,,,,,0,(vau),,,0.1,,,,,,,,,,,,0,(vau),,,0.3,,83,(vau),0,(vau),3.4,(vau),0,,,,,,,,,,96,(vau),0.1,(vau),7.9,(vau),0.1,,
26/12/2014 09:00,,,,,,,,,,,0,(vau),,,0.2,,,,,,,,,,,,0.2,(vau),,,0.2,,83,(vau),0,(vau),3.7,(vau),0.5,,,,,,,,,,89,(vau),0,(vau),5.1,(vau),0.6,,
27/12/2014 09:00,,,,,,,,,,,0,(vau),,,0.2,,,,,,,,,,,,0.1,(vau),,,0.3,,89,(vau),0.2,(vau),2.8,(vau),0.4,,,,,,,,,,90,(vau),0.5,(vau),6.3,(vau),0.1,,
28/12/2014 09:00,,,,,,,,,,,0,(vau),,,0.8,,,,,,,,,,,,0.1,(vau),,,1.4,,87,(vau),2.5,(vau),6.5,(vau),2.5,,,,,,,,,,96,(vau),0.1,(vau),6.8,(vau),0.2,,
29/12/2014 09:00,,,,,,,,,,,0,(vau),,,0.7,,,,,,,,,,,,0,(vau),,,1.7,,76,(vau),0,(vau),0.1,(vau),1.1,,,,,,,,,,90,(vau),0,(vau),8.8,(vau),0.9,,
