DATA,MINAS DE SÃO DOMINGOS (27M/02U),,MINAS DE SÃO DOMINGOS (27M/02U),,MINAS DE SÃO DOMINGOS (27M/02U),,MINAS DE SÃO DOMINGOS (27M/02U),,MINDE (16E/02G),,MINDE (16E/02G),,MINDE (16E/02G),,MINDE (16E/02G),,MIUZELA (10O/03G),,MIUZELA (10O/03G),,MIUZELA (10O/03G),,MIUZELA (10O/03G),,MOGADOURO (05Q/03UG),,MOGADOURO (05Q/03UG),,MOGADOURO (05Q/03UG),,MOGADOURO (05Q/03UG),,MOIMENTA DA RAIA (02P/01C),,MOIMENTA DA RAIA (02P/01C),,MOIMENTA DA RAIA (02P/01C),,MOIMENTA DA RAIA (02P/01C),,MOINHO DO BREJO REDONDO (FLOR BREJO) (28E/01G),,MOINHO DO BREJO REDONDO (FLOR BREJO) (28E/01G),,MOINHO DO BREJO REDONDO (FLOR BREJO) (28E/01G),,MOINHO DO BREJO REDONDO (FLOR BREJO) (28E/01G),,MOINHOLA (22F/03C),,MOINHOLA (22F/03C),,MOINHOLA (22F/03C),,MOINHOLA (22F/03C),,
,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,
19/12/1993 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,9.8,(vco),,,,,,,,,,,,,,,0,(vco),10.3,(vau),,,
20/12/1993 09:00,,,,,,,,,,,0,(vco),,,,,,,1,(vco),,,,,,,0,(vco),,,,,,,0.6,(vco),,,,,,,,,,,,,,,0,(vco),12.8,(vau),,,
21/12/1993 09:00,,,,,,,,,,,3,(vco),,,,,,,0,(vco),,,,,,,1.5,(vco),,,,,,,1.6,(vco),,,,,,,,,,,,,,,0,(vco),13.2,(vau),,,
22/12/1993 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),8.2,(vau),,,
23/12/1993 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
24/12/1993 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,1.8,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
25/12/1993 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
26/12/1993 09:00,,,,,,,,,,,7,(vco),,,,,,,0,(vco),,,,,,,0.7,(vco),,,,,,,0.5,(vco),,,,,,,,,,,,,,,0,(vco),13.1,(vau),,,
27/12/1993 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,2.4,(vco),,,,,,,,,,,,,,,0,(vco),12.4,(vau),,,
28/12/1993 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,1.8,(vco),,,,,,,4.9,(vco),,,,,,,,,,,,,,,0,(vco),10.8,(vau),,,
29/12/1993 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,3.5,(vco),,,,,,,,,,,,,,,0.6,(vco),14.7,(vau),,,
30/12/1993 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,1.6,(vco),,,,,,,5.5,(vco),,,,,,,,,,,,,,,0.3,(vco),,,,,
31/12/1993 09:00,,,,,,,,,,,1.6,(vco),,,,,,,0.2,(vco),,,,,,,0,(vco),,,,,,,0.5,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
01/01/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,1.8,(vco),,,,,,,5.5,(vco),,,,,,,,,,,,,,,0,(vco),14,(vau),,,
02/01/1994 09:00,,,,,,,,,,,2.2,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,2.6,(vco),,,,,,,,,,,,,,,1.8,(vco),14.1,(vau),,,
03/01/1994 09:00,,,,,,,,,,,12.5,(vco),,,,,,,2.5,(vco),,,,,,,0,(vco),,,,,,,6.6,(vco),,,,,,,,,,,,,,,2.5,(vco),14.5,(vau),,,
04/01/1994 09:00,,,,,,,,,,,14,(vco),,,,,,,4.3,(vco),,,,,,,0,(vco),,,,,,,14.5,(vco),,,,,,,,,,,,,,,17.9,(vco),10.2,(vau),,,
05/01/1994 09:00,,,,,,,,,,,1.5,(vco),,,,,,,0.5,(vco),,,,,,,0,(vco),,,,,,,8.3,(vco),,,,,,,,,,,,,,,0.7,(vco),8.9,(vau),,,
06/01/1994 09:00,,,,,,,,,,,69.5,(vco),,,,,,,20.5,(vco),,,,,,,44,(vco),,,,,,,72.8,(vco),,,,,,,,,,,,,,,47.7,(vco),9.2,(vau),,,
07/01/1994 09:00,,,,,,,,,,,16.3,(vco),,,,,,,2.5,(vco),,,,,,,12,(vco),,,,,,,2.8,(vco),,,,,,,,,,,,,,,5,(vco),9.3,(vau),,,
08/01/1994 09:00,,,,,,,,,,,3.2,(vco),,,,,,,0,(vco),,,,,,,1.5,(vco),,,,,,,6,(vco),,,,,,,,,,,,,,,0,(vco),9.4,(vau),,,
09/01/1994 09:00,,,,,,,,,,,3.9,(vco),,,,,,,0.7,(vco),,,,,,,11.5,(vco),,,,,,,39.1,(vco),,,,,,,,,,,,,,,6.2,(vco),14.4,(vau),,,
10/01/1994 09:00,,,,,,,,,,,37,(vco),,,,,,,26.7,(vco),,,,,,,29.5,(vco),,,,,,,34,(vco),,,,,,,,,,,,,,,15.9,(vco),10.5,(vau),,,
11/01/1994 09:00,,,,,,,,,,,17,(vco),,,,,,,6.5,(vco),,,,,,,11,(vco),,,,,,,15.5,(vco),,,,,,,,,,,,,,,1,(vco),9.4,(vau),,,
12/01/1994 09:00,,,,,,,,,,,4.5,(vco),,,,,,,1.5,(vco),,,,,,,0,(vco),,,,,,,14.2,(vco),,,,,,,,,,,,,,,0.8,(vco),14.1,(vau),,,
13/01/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,1.2,(vco),,,,,,,,,,,,,,,0.4,(vco),12.7,(vau),,,
14/01/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,2.9,(vco),,,,,,,,,,,,,,,0,(vco),12.5,(vau),,,
15/01/1994 09:00,,,,,,,,,,,4,(vco),,,,,,,1.1,(vco),,,,,,,0,(vco),,,,,,,6.5,(vco),,,,,,,,,,,,,,,3.1,(vco),10.2,(vau),,,
16/01/1994 09:00,,,,,,,,,,,3,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,7.3,(vco),,,,,,,,,,,,,,,0,(vco),7.7,(vau),,,
17/01/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),6.8,(vau),,,
18/01/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0.2,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),6.3,(vau),,,
19/01/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),4.5,(vau),,,
20/01/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),5.9,(vau),,,
21/01/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),6,(vau),,,
22/01/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),6.9,(vau),,,
23/01/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),6.6,(vau),,,
24/01/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),7,(vau),,,
25/01/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),7.6,(vau),,,
26/01/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),10.1,(vau),,,
27/01/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),8.8,(vau),,,
28/01/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0.2,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),9.3,(vau),,,
29/01/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),10.3,(vau),,,
30/01/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0.2,(vco),,,,,,,,,,,,,,,0,(vco),10.3,(vau),,,
31/01/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,1.9,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),8.8,(vau),,,
01/02/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),9.4,(vau),,,
02/02/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0.2,(vco),,,,,,,,,,,,,,,0,(vco),7.7,(vau),,,
03/02/1994 09:00,,,,,,,,,,,20.2,(vco),,,,,,,8,(vco),,,,,,,18.5,(vco),,,,,,,34.3,(vco),,,,,,,,,,,,,,,10.4,(vco),11.5,(vau),,,
04/02/1994 09:00,,,,,,,,,,,20.3,(vco),,,,,,,3.2,(vco),,,,,,,1.5,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,9.4,(vco),7.1,(vau),,,
05/02/1994 09:00,,,,,,,,,,,8.6,(vco),,,,,,,0.6,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,4.2,(vco),5.25,(vau),,,
06/02/1994 09:00,,,,,,,,,,,1.6,(vco),,,,,,,0.2,(vco),,,,,,,0,(vco),,,,,,,2.6,(vco),,,,,,,,,,,,,,,0,(vco),11.2,(vau),,,
07/02/1994 09:00,,,,,,,,,,,12,(vco),,,,,,,0.2,(vco),,,,,,,2.9,(vco),,,,,,,5.4,(vco),,,,,,,,,,,,,,,12.4,(vco),9.7,(vau),,,
08/02/1994 09:00,,,,,,,,,,,3,(vco),,,,,,,2.8,(vco),,,,,,,2,(vco),,,,,,,1.4,(vco),,,,,,,,,,,,,,,0.7,(vco),6.3,(vau),,,
09/02/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),7.4,(vau),,,
10/02/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),8.4,(vau),,,
11/02/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
12/02/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
13/02/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
14/02/1994 09:00,,,,,,,,,,,6,(vco),,,,,,,3.2,(vco),,,,,,,1.5,(vco),,,,,,,2.8,(vco),,,,,,,,,,,,,,,3.4,(vco),8.6,(vau),,,
15/02/1994 09:00,,,,,,,,,,,2.5,(vco),,,,,,,3.8,(vco),,,,,,,3.5,(vco),,,,,,,4.9,(vco),,,,,,,,,,,,,,,7.3,(vco),8,(vau),,,
16/02/1994 09:00,,,,,,,,,,,45.5,(vco),,,,,,,4.7,(vco),,,,,,,2.5,(vco),,,,,,,2.8,(vco),,,,,,,,,,,,,,,11.5,(vco),9.2,(vau),,,
17/02/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,2,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),7.6,(vau),,,
18/02/1994 09:00,,,,,,,,,,,2.5,(vco),,,,,,,1.3,(vco),,,,,,,0,(vco),,,,,,,4.8,(vco),,,,,,,,,,,,,,,2.2,(vco),11.3,(vau),,,
19/02/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0.2,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0.4,(vco),9.7,(vau),,,
20/02/1994 09:00,,,,,,,,,,,15,(vco),,,,,,,3,(vco),,,,,,,0,(vco),,,,,,,16.3,(vco),,,,,,,,,,,,,,,5.5,(vco),12.5,(vau),,,
21/02/1994 09:00,,,,,,,,,,,6.8,(vco),,,,,,,1.9,(vco),,,,,,,1.7,(vco),,,,,,,6.1,(vco),,,,,,,,,,,,,,,2.3,(vco),13.3,(vau),,,
22/02/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0.2,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,1.1,(vco),13.3,(vau),,,
23/02/1994 09:00,,,,,,,,,,,17,(vco),,,,,,,11,(vco),,,,,,,8.6,(vco),,,,,,,15.1,(vco),,,,,,,,,,,,,,,19.7,(vco),11.4,(vau),,,
24/02/1994 09:00,,,,,,,,,,,1,(vco),,,,,,,0.4,(vco),,,,,,,1,(vco),,,,,,,10.8,(vco),,,,,,,,,,,,,,,0,(vco),13.5,(vau),,,
25/02/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0.2,(vco),,,,,,,0,(vco),,,,,,,0.6,(vco),,,,,,,,,,,,,,,0,(vco),13.8,(vau),,,
26/02/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,14.6,(vco),,,,,,,0.4,(vco),,,,,,,6.8,(vco),,,,,,,,,,,,,,,3,(vco),12.5,(vau),,,
27/02/1994 09:00,,,,,,,,,,,14.2,(vco),,,,,,,4.1,(vco),,,,,,,10.5,(vco),,,,,,,8,(vco),,,,,,,,,,,,,,,4.2,(vco),12.9,(vau),,,
28/02/1994 09:00,,,,,,,,,,,24,(vco),,,,,,,12.4,(vco),,,,,,,5,(vco),,,,,,,10,(vco),,,,,,,,,,,,,,,37.7,(vco),12.4,(vau),,,
01/03/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,7.2,(vco),,,,,,,0.6,(vco),,,,,,,1.8,(vco),,,,,,,,,,,,,,,0.9,(vco),13.1,(vau),,,
02/03/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),11.3,(vau),,,
03/03/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0.2,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),12.9,(vau),,,
04/03/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),14.8,(vau),,,
05/03/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),15.1,(vau),,,
06/03/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,1.6,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,3.2,(vco),15.9,(vau),,,
07/03/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),14,(vau),,,
08/03/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0.2,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),14.6,(vau),,,
09/03/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),14.4,(vau),,,
10/03/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0.2,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),13.7,(vau),,,
11/03/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),12.2,(vau),,,
12/03/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,3.6,(vco),,,,,,,7.5,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),13.7,(vau),,,
13/03/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),13.2,(vau),,,
14/03/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),14,(vau),,,
15/03/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),14.5,(vau),,,
16/03/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),15.1,(vau),,,
17/03/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),13.8,(vau),,,
18/03/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),15.8,(vau),,,
19/03/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),11.2,(vau),,,
20/03/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0.2,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),11.1,(vau),,,
21/03/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),14.3,(vau),,,
22/03/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),15.3,(vau),,,
23/03/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),13.8,(vau),,,
24/03/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),18.1,(vau),,,
25/03/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
26/03/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
27/03/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
28/03/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),14.8,(vau),,,
29/03/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),14.4,(vau),,,
30/03/1994 09:00,,,,,,,,,,,24.5,(vco),,,,,,,1.2,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),14.1,(vau),,,
31/03/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),13.9,(vau),,,
01/04/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,2.6,(vco),,,,,,,,,,,,,,,1.2,(vco),16.9,(vau),,,
02/04/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),10.1,(vau),,,
03/04/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),11.4,(vau),,,
04/04/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),13.9,(vau),,,
05/04/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),12.5,(vau),,,
06/04/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),12.4,(vau),,,
07/04/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),12.8,(vau),,,
08/04/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),14.8,(vau),,,
09/04/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),11.9,(vau),,,
10/04/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0.6,(vco),,,,,,,,,,,,,,,0,(vco),13.8,(vau),,,
11/04/1994 09:00,,,,,,,,,,,1.5,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),14.2,(vau),,,
12/04/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),12.2,(vau),,,
13/04/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),13.3,(vau),,,
14/04/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),12.4,(vau),,,
15/04/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),12.9,(vau),,,
16/04/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),9.6,(vau),,,
17/04/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),9.4,(vau),,,
18/04/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),9.6,(vau),,,
19/04/1994 09:00,,,,,,,,,,,1.6,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,1.3,(vco),11.2,(vau),,,
20/04/1994 09:00,,,,,,,,,,,1,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),9.9,(vau),,,
21/04/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0.2,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,2.1,(vco),10.1,(vau),,,
22/04/1994 09:00,,,,,,,,,,,10.6,(vco),,,,,,,0.2,(vco),,,,,,,0,(vco),,,,,,,1.9,(vco),,,,,,,,,,,,,,,9.1,(vco),14.8,(vau),,,
23/04/1994 09:00,,,,,,,,,,,20,(vco),,,,,,,14,(vco),,,,,,,0,(vco),,,,,,,33.8,(vco),,,,,,,,,,,,,,,0,(vco),14.9,(vau),,,
24/04/1994 09:00,,,,,,,,,,,4.6,(vco),,,,,,,13.5,(vco),,,,,,,12.2,(vco),,,,,,,15.3,(vco),,,,,,,,,,,,,,,3.9,(vco),12.1,(vau),,,
25/04/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0.2,(vco),,,,,,,1.8,(vco),,,,,,,1.8,(vco),,,,,,,,,,,,,,,0,(vco),11.7,(vau),,,
26/04/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0.2,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),15,(vau),,,
27/04/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),18.9,(vau),,,
28/04/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),21.4,(vau),,,
29/04/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),21.7,(vau),,,
30/04/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),21,(vau),,,
01/05/1994 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),22,(vau),,,
