SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,BARRAGEM DE MEIMOA (12O/04C),,BARRAGEM DE MEIMOA (12O/04C),,BARRAGEM DE MEIMOA (12O/04C),,BARRAGEM DE MEIMOA (12O/04C),,BARRAGEM DE MIRA (28G/01C),,BARRAGEM DE MIRA (28G/01C),,BARRAGEM DE MIRA (28G/01C),,BARRAGEM DE MIRA (28G/01C),,BARRAGEM DE MONTARGIL (19H/02C),,BARRAGEM DE MONTARGIL (19H/02C),,BARRAGEM DE MONTARGIL (19H/02C),,BARRAGEM DE MONTARGIL (19H/02C),,BARRAGEM DE MONTARGIL (ANTIGA) (19H/03U),,BARRAGEM DE MONTARGIL (ANTIGA) (19H/03U),,BARRAGEM DE MONTARGIL (ANTIGA) (19H/03U),,BARRAGEM DE MONTARGIL (ANTIGA) (19H/03U),,BARRAGEM DE ODELOUCA (30G/04U),,BARRAGEM DE ODELOUCA (30G/04U),,BARRAGEM DE ODELOUCA (30G/04U),,BARRAGEM DE ODELOUCA (30G/04U),,
,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,
08/06/1987 09:00,,,0,(vco),,,,,57.5,(vco),0,(vco),16.5,(vau),,,61,(vco),0,(vco),15,(vau),,,,,,,,,,,,,,,,,,,
09/06/1987 09:00,,,0,(vco),,,,,52,(vco),0,(vco),16.1,(vau),,,61,(vco),0,(vco),14.5,(vau),,,,,,,,,,,,,,,,,,,
10/06/1987 09:00,,,0,(vco),,,,,66,(vco),0,(vco),18.8,(vau),,,61,(vco),0,(vco),15,(vau),,,,,,,,,,,,,,,,,,,
11/06/1987 09:00,,,1.2,(vco),,,,,68,(vco),0,(vco),19.9,(vau),,,80,(vco),0,(vco),19.5,(vau),,,,,,,,,,,,,,,,,,,
12/06/1987 09:00,,,0,(vco),,,,,56,(vco),0,(vco),19.5,(vau),,,80,(vco),0,(vco),18.5,(vau),,,,,,,,,,,,,,,,,,,
13/06/1987 09:00,,,5.5,(vco),,,,,90,(vco),0,(vco),17.4,(vau),,,80,(vco),0.5,(vco),19,(vau),,,,,,,,,,,,,,,,,,,
14/06/1987 09:00,,,20,(vco),,,,,64,(vco),0.4,(vco),15.8,(vau),,,69,(vco),0,(vco),15,(vau),,,,,,,,,,,,,,,,,,,
15/06/1987 09:00,,,0.2,(vco),,,,,57.5,(vco),0,(vco),16.7,(vau),,,80,(vco),0,(vco),16,(vau),,,,,,,,,,,,,,,,,,,
16/06/1987 09:00,,,0,(vco),,,,,56.5,(vco),0,(vco),19.1,(vau),,,90,(vco),0,(vco),17.5,(vau),,,,,,,,,,,,,,,,,,,
17/06/1987 09:00,,,0,(vco),,,,,52,(vco),0,(vco),21.5,(vau),,,90,(vco),0,(vco),20.5,(vau),,,,,,,,,,,,,,,,,,,
18/06/1987 09:00,,,0,(vco),,,,,59,(vco),0,(vco),18.8,(vau),,,67,(vco),0,(vco),21,(vau),,,,,,,,,,,,,,,,,,,
19/06/1987 09:00,,,0,(vco),,,,,84,(vco),0.2,(vco),18.7,(vau),,,81,(vco),0,(vco),18,(vau),,,,,,,,,,,,,,,,,,,
20/06/1987 09:00,,,0,(vco),,,,,76,(vco),0,(vco),22.6,(vau),,,80,(vco),0,(vco),20,(vau),,,,,,,,,,,,,,,,,,,
21/06/1987 09:00,,,0,(vco),,,,,66,(vco),0,(vco),24.4,(vau),,,81,(vco),0,(vco),22,(vau),,,,,,,,,,,,,,,,,,,
22/06/1987 09:00,,,0,(vco),,,,,39,(vco),0,(vco),26.2,(vau),,,40,(vco),0,(vco),25.5,(vau),,,,,,,,,,,,,,,,,,,
23/06/1987 09:00,,,0,(vco),,,,,73,(vco),0,(vco),27.1,(vau),,,60,(vco),0,(vco),27.5,(vau),,,,,,,,,,,,,,,,,,,
24/06/1987 09:00,,,0,(vco),,,,,44,(vco),0,(vco),24.4,(vau),,,60,(vco),0,(vco),27,(vau),,,,,,,,,,,,,,,,,,,
25/06/1987 09:00,,,0,(vco),,,,,57,(vco),0,(vco),24.1,(vau),,,74,(vco),0,(vco),24.5,(vau),,,,,,,,,,,,,,,,,,,
26/06/1987 09:00,,,0,(vco),,,,,66.5,(vco),0,(vco),23.7,(vau),,,80,(vco),0,(vco),25.5,(vau),,,,,,,,,,,,,,,,,,,
27/06/1987 09:00,,,0,(vco),,,,,51,(vco),0,(vco),26.3,(vau),,,64,(vco),0,(vco),27.5,(vau),,,,,,,,,,,,,,,,,,,
28/06/1987 09:00,,,0,(vco),,,,,77,(vco),0,(vco),26,(vau),,,54,(vco),0,(vco),26,(vau),,,,,,,,,,,,,,,,,,,
29/06/1987 09:00,,,0,(vco),,,,,52.5,(vco),0,(vco),26.2,(vau),,,60,(vco),0,(vco),26,(vau),,,,,,,,,,,,,,,,,,,
30/06/1987 09:00,,,3.6,(vco),,,,,58.5,(vco),0.5,(vco),26.5,(vau),,,53,(vco),0,(vco),27.5,(vau),,,,,,,,,,,,,,,,,,,
01/07/1987 09:00,,,0,(vco),,,,,55,(vco),0,(vco),26,(vau),,,33,(vco),0,(vco),27.5,(vau),,,,,,,,,,,,,,,,,,,
02/07/1987 09:00,,,0,(vco),,,,,55,(vco),0,(vco),25.6,(vau),,,61,(vco),0,(vco),28,(vau),,,,,,,,,,,,,,,,,,,
03/07/1987 09:00,,,0,(vco),,,,,67,(vco),0,(vco),25.3,(vau),,,68,(vco),0,(vco),26.5,(vau),,,,,,,,,,,,,,,,,,,
04/07/1987 09:00,,,0,(vco),,,,,68,(vco),0,(vco),24.1,(vau),,,74,(vco),0,(vco),25.5,(vau),,,,,,,,,,,,,,,,,,,
05/07/1987 09:00,,,9.2,(vco),,,,,82,(vco),0,(vco),21.8,(vau),,,75,(vco),0,(vco),24,(vau),,,,,,,,,,,,,,,,,,,
06/07/1987 09:00,,,0.8,(vco),,,,,73,(vco),0,(vco),23.2,(vau),,,75,(vco),0,(vco),24.5,(vau),,,,,,,,,,,,,,,,,,,
07/07/1987 09:00,,,0,(vco),,,,,71.5,(vco),0,(vco),25.9,(vau),,,69,(vco),0,(vco),26,(vau),,,,,,,,,,,,,,,,,,,
08/07/1987 09:00,,,0,(vco),,,,,48,(vco),0,(vco),26.8,(vau),,,75,(vco),0,(vco),27.5,(vau),,,,,,,,,,,,,,,,,,,
09/07/1987 09:00,,,0,(vco),,,,,79,(vco),0,(vco),24.5,(vau),,,63,(vco),0,(vco),27.5,(vau),,,,,,,,,,,,,,,,,,,
10/07/1987 09:00,,,0,(vco),,,,,58.5,(vco),2,(vco),25.7,(vau),,,69,(vco),0,(vco),27.5,(vau),,,,,,,,,,,,,,,,,,,
11/07/1987 09:00,,,1.1,(vco),,,,,59,(vco),0,(vco),27.4,(vau),,,69,(vco),0,(vco),26.5,(vau),,,,,,,,,,,,,,,,,,,
12/07/1987 09:00,,,0,(vco),,,,,67,(vco),0,(vco),25.5,(vau),,,61,(vco),0,(vco),27,(vau),,,,,,,,,,,,,,,,,,,
13/07/1987 09:00,,,0,(vco),,,,,91,(vco),0.8,(vco),24.1,(vau),,,73,(vco),0,(vco),23,(vau),,,,,,,,,,,,,,,,,,,
14/07/1987 09:00,,,0,(vco),,,,,69.5,(vco),0,(vco),22,(vau),,,90,(vco),0,(vco),19.5,(vau),,,,,,,,,,,,,,,,,,,
15/07/1987 09:00,,,0,(vco),,,,,76.5,(vco),0,(vco),20.6,(vau),,,81,(vco),0,(vco),20,(vau),,,,,,,,,,,,,,,,,,,
16/07/1987 09:00,,,0,(vco),,,,,86,(vco),0,(vco),20.4,(vau),,,81,(vco),0,(vco),19.5,(vau),,,,,,,,,,,,,,,,,,,
17/07/1987 09:00,,,0,(vco),,,,,95,(vco),0.5,(vco),22,(vau),,,81,(vco),2,(vco),21,(vau),,,,,,,,,,,,,,,,,,,
18/07/1987 09:00,,,0,(vco),,,,,60.5,(vco),0.2,(vco),21.5,(vau),,,80,(vco),0,(vco),20,(vau),,,,,,,,,,,,,,,,,,,
19/07/1987 09:00,,,0,(vco),,,,,64,(vco),0,(vco),21.8,(vau),,,65,(vco),0,(vco),21,(vau),,,,,,,,,,,,,,,,,,,
20/07/1987 09:00,,,0,(vco),,,,,60,(vco),0,(vco),21.7,(vau),,,64,(vco),0,(vco),22,(vau),,,,,,,,,,,,,,,,,,,
21/07/1987 09:00,,,0,(vco),,,,,65,(vco),0,(vco),21.9,(vau),,,72,(vco),0,(vco),23,(vau),,,,,,,,,,,,,,,,,,,
22/07/1987 09:00,,,0,(vco),,,,,80,(vco),0,(vco),20.2,(vau),,,90,(vco),0,(vco),22,(vau),,,,,,,,,,,,,,,,,,,
23/07/1987 09:00,,,0,(vco),,,,,73,(vco),0,(vco),20.6,(vau),,,80,(vco),0,(vco),18.5,(vau),,,,,,,,,,,,,,,,,,,
24/07/1987 09:00,,,12.5,(vco),,,,,76.5,(vco),0,(vco),21.1,(vau),,,80,(vco),0,(vco),19,(vau),,,,,,,,,,,,,,,,,,,
25/07/1987 09:00,,,0,(vco),,,,,77.5,(vco),0,(vco),22.2,(vau),,,80,(vco),0,(vco),21.5,(vau),,,,,,,,,,,,,,,,,,,
26/07/1987 09:00,,,0,(vco),,,,,59,(vco),0,(vco),25.3,(vau),,,81,(vco),0,(vco),23.5,(vau),,,,,,,,,,,,,,,,,,,
27/07/1987 09:00,,,0,(vco),,,,,81,(vco),0,(vco),27.3,(vau),,,82,(vco),0,(vco),26.5,(vau),,,,,,,,,,,,,,,,,,,
28/07/1987 09:00,,,0,(vco),,,,,85,(vco),0,(vco),25.9,(vau),,,67,(vco),0,(vco),27,(vau),,,,,,,,,,,,,,,,,,,
29/07/1987 09:00,,,0,(vco),,,,,78,(vco),0,(vco),22.4,(vau),,,81,(vco),0,(vco),25.5,(vau),,,,,,,,,,,,,,,,,,,
30/07/1987 09:00,,,6.4,(vco),,,,,81,(vco),0,(vco),22.8,(vau),,,81,(vco),0,(vco),25.5,(vau),,,,,,,,,,,,,,,,,,,
31/07/1987 09:00,,,0,(vco),,,,,65,(vco),0,(vco),26.3,(vau),,,68,(vco),0,(vco),25.5,(vau),,,,,,,,,,,,,,,,,,,
01/08/1987 09:00,,,0,(vco),,,,,56,(vco),0,(vco),28.7,(vau),,,76,(vco),0,(vco),28.5,(vau),,,,,,,,,,,,,,,,,,,
02/08/1987 09:00,,,0,(vco),,,,,81,(vco),0,(vco),29.6,(vau),,,84,(vco),0,(vco),29.5,(vau),,,,,,,,,,,,,,,,,,,
03/08/1987 09:00,,,0,(vco),,,,,64,(vco),0,(vco),29.4,(vau),,,77,(vco),0,(vco),30.5,(vau),,,,,,,,,,,,,,,,,,,
04/08/1987 09:00,,,0,(vco),,,,,82,(vco),0,(vco),24.1,(vau),,,77,(vco),0,(vco),28,(vau),,,,,,,,,,,,,,,,,,,
05/08/1987 09:00,,,0,(vco),,,,,82,(vco),0,(vco),23.6,(vau),,,82,(vco),0,(vco),23.5,(vau),,,,,,,,,,,,,,,,,,,
06/08/1987 09:00,,,0,(vco),,,,,78,(vco),0,(vco),22.5,(vau),,,81,(vco),0,(vco),22,(vau),,,,,,,,,,,,,,,,,,,
07/08/1987 09:00,,,0,(vco),,,,,74,(vco),0,(vco),22.8,(vau),,,63,(vco),0.5,(vco),21.5,(vau),,,,,,,,,,,,,,,,,,,
08/08/1987 09:00,,,0,(vco),,,,,81.5,(vco),0,(vco),22.1,(vau),,,84,(vco),0,(vco),21.5,(vau),,,,,,,,,,,,,,,,,,,
09/08/1987 09:00,,,0,(vco),,,,,81,(vco),0,(vco),21.7,(vau),,,80,(vco),0,(vco),22.5,(vau),,,,,,,,,,,,,,,,,,,
10/08/1987 09:00,,,0,(vco),,,,,68.5,(vco),0,(vco),25.7,(vau),,,78,(vco),0,(vco),22,(vau),,,,,,,,,,,,,,,,,,,
11/08/1987 09:00,,,0,(vco),,,,,59,(vco),0,(vco),25.5,(vau),,,80,(vco),0,(vco),26.5,(vau),,,,,,,,,,,,,,,,,,,
12/08/1987 09:00,,,0,(vco),,,,,75,(vco),0,(vco),25.7,(vau),,,84,(vco),0,(vco),27,(vau),,,,,,,,,,,,,,,,,,,
13/08/1987 09:00,,,0,(vco),,,,,78,(vco),0,(vco),23.8,(vau),,,82,(vco),0.4,(vco),24.5,(vau),,,,,,,,,,,,,,,,,,,
14/08/1987 09:00,,,0,(vco),,,,,100,(vco),3.9,(vco),22.3,(vau),,,90,(vco),0,(vco),22.5,(vau),,,,,,,,,,,,,,,,,,,
15/08/1987 09:00,,,0,(vco),,,,,86,(vco),0.9,(vco),23.1,(vau),,,82,(vco),0,(vco),21.5,(vau),,,,,,,,,,,,,,,,,,,
16/08/1987 09:00,,,0,(vco),,,,,86.5,(vco),0,(vco),23.3,(vau),,,84,(vco),0,(vco),25.5,(vau),,,,,,,,,,,,,,,,,,,
17/08/1987 09:00,,,0,(vco),,,,,71,(vco),0,(vco),26,(vau),,,81,(vco),0,(vco),23,(vau),,,,,,,,,,,,,,,,,,,
18/08/1987 09:00,,,0,(vco),,,,,71,(vco),0,(vco),27.3,(vau),,,82,(vco),0,(vco),26.5,(vau),,,,,,,,,,,,,,,,,,,
19/08/1987 09:00,,,0,(vco),,,,,71,(vco),0,(vco),27.4,(vau),,,81,(vco),0,(vco),26.5,(vau),,,,,,,,,,,,,,,,,,,
20/08/1987 09:00,,,0,(vco),,,,,76,(vco),0,(vco),28.4,(vau),,,83,(vco),0,(vco),27.5,(vau),,,,,,,,,,,,,,,,,,,
21/08/1987 09:00,,,0,(vco),,,,,71,(vco),0,(vco),25.7,(vau),,,81,(vco),0,(vco),24.5,(vau),,,,,,,,,,,,,,,,,,,
22/08/1987 09:00,,,0,(vco),,,,,69.5,(vco),0,(vco),23.8,(vau),,,81,(vco),0,(vco),22,(vau),,,,,,,,,,,,,,,,,,,
23/08/1987 09:00,,,0,(vco),,,,,73,(vco),0,(vco),22.3,(vau),,,82,(vco),0,(vco),22,(vau),,,,,,,,,,,,,,,,,,,
24/08/1987 09:00,,,0,(vco),,,,,60.5,(vco),0,(vco),20.8,(vau),,,80,(vco),0,(vco),21.5,(vau),,,,,,,,,,,,,,,,,,,
25/08/1987 09:00,,,0,(vco),,,,,72,(vco),0,(vco),21.1,(vau),,,80,(vco),0,(vco),21,(vau),,,,,,,,,,,,,,,,,,,
26/08/1987 09:00,,,0,(vco),,,,,51,(vco),0,(vco),23,(vau),,,84.5,(vco),0,(vco),22.5,(vau),,,,,,,,,,,,,,,,,,,
27/08/1987 09:00,,,0,(vco),,,,,73,(vco),0,(vco),22.8,(vau),,,89,(vco),0,(vco),22.5,(vau),,,,,,,,,,,,,,,,,,,
28/08/1987 09:00,,,0,(vco),,,,,63,(vco),0,(vco),21,(vau),,,76,(vco),0,(vco),23.5,(vau),,,,,,,,,,,,,,,,,,,
29/08/1987 09:00,,,0,(vco),,,,,86,(vco),3.2,(vco),23.4,(vau),,,82,(vco),8.5,(vco),21.5,(vau),,,,,,,,,,,,,,,,,,,
30/08/1987 09:00,,,1.8,(vco),,,,,86.5,(vco),3,(vco),22.9,(vau),,,75,(vco),0,(vco),20,(vau),,,,,,,,,,,,,,,,,,,
31/08/1987 09:00,,,25.6,(vco),,,,,82.5,(vco),17.4,(vco),22.4,(vau),,,82,(vco),3.5,(vco),21.5,(vau),,,,,,,,,,,,,,,,,,,
01/09/1987 09:00,,,4.4,(vco),,,,,91,(vco),2.3,(vco),23.1,(vau),,,81,(vco),0.6,(vco),22,(vau),,,,,,,,,,,,,,,,,,,
02/09/1987 09:00,,,0,(vco),,,,,95,(vco),0,(vco),23.3,(vau),,,81,(vco),0,(vco),23,(vau),,,,,,,,,,,,,,,,,,,
03/09/1987 09:00,,,0,(vco),,,,,81,(vco),0,(vco),22.8,(vau),,,81,(vco),0,(vco),23,(vau),,,,,,,,,,,,,,,,,,,
04/09/1987 09:00,,,0,(vco),,,,,81,(vco),0,(vco),21.9,(vau),,,81,(vco),0,(vco),23,(vau),,,,,,,,,,,,,,,,,,,
05/09/1987 09:00,,,0,(vco),,,,,81,(vco),0,(vco),22.7,(vau),,,85,(vco),0,(vco),21.5,(vau),,,,,,,,,,,,,,,,,,,
06/09/1987 09:00,,,0,(vco),,,,,59.5,(vco),0,(vco),26.4,(vau),,,81,(vco),0,(vco),24,(vau),,,,,,,,,,,,,,,,,,,
07/09/1987 09:00,,,0,(vco),,,,,96,(vco),0,(vco),28.5,(vau),,,82,(vco),0,(vco),28,(vau),,,,,,,,,,,,,,,,,,,
08/09/1987 09:00,,,0,(vco),,,,,64.5,(vco),0,(vco),27.7,(vau),,,82,(vco),0,(vco),29,(vau),,,,,,,,,,,,,,,,,,,
09/09/1987 09:00,,,0,(vco),,,,,66.5,(vco),0,(vco),24.5,(vau),,,90,(vco),0,(vco),24.5,(vau),,,,,,,,,,,,,,,,,,,
10/09/1987 09:00,,,0,(vco),,,,,66,(vco),0,(vco),26.5,(vau),,,81,(vco),0,(vco),25,(vau),,,,,,,,,,,,,,,,,,,
11/09/1987 09:00,,,0,(vco),,,,,56,(vco),0,(vco),26.3,(vau),,,81,(vco),0,(vco),26,(vau),,,,,,,,,,,,,,,,,,,
12/09/1987 09:00,,,0,(vco),,,,,58,(vco),0,(vco),27.8,(vau),,,91,(vco),0,(vco),27,(vau),,,,,,,,,,,,,,,,,,,
13/09/1987 09:00,,,0,(vco),,,,,77,(vco),0,(vco),28.7,(vau),,,82,(vco),0,(vco),28.5,(vau),,,,,,,,,,,,,,,,,,,
14/09/1987 09:00,,,0,(vco),,,,,44,(vco),0,(vco),27.9,(vau),,,82,(vco),0,(vco),27.5,(vau),,,,,,,,,,,,,,,,,,,
15/09/1987 09:00,,,0,(vco),,,,,55,(vco),0,(vco),27.6,(vau),,,82,(vco),0,(vco),27,(vau),,,,,,,,,,,,,,,,,,,
16/09/1987 09:00,,,0,(vco),,,,,52,(vco),0,(vco),26.8,(vau),,,82,(vco),0,(vco),27,(vau),,,,,,,,,,,,,,,,,,,
17/09/1987 09:00,,,0,(vco),,,,,52,(vco),0,(vco),28.3,(vau),,,82,(vco),0,(vco),27,(vau),,,,,,,,,,,,,,,,,,,
18/09/1987 09:00,,,0,(vco),,,,,79,(vco),0,(vco),26.6,(vau),,,82,(vco),0,(vco),26,(vau),,,,,,,,,,,,,,,,,,,
19/09/1987 09:00,,,0,(vco),,,,,55,(vco),0,(vco),25.8,(vau),,,83,(vco),0,(vco),23,(vau),,,,,,,,,,,,,,,,,,,
20/09/1987 09:00,,,4.2,(vco),,,,,68,(vco),0,(vco),24.6,(vau),,,90,(vco),1.3,(vco),23.5,(vau),,,,,,,,,,,,,,,,,,,
21/09/1987 09:00,,,7.2,(vco),,,,,86.5,(vco),2,(vco),23.2,(vau),,,80,(vco),19.9,(vco),20,(vau),,,,,,,,,,,,,,,,,,,
22/09/1987 09:00,,,0,(vco),,,,,95,(vco),0,(vco),22.8,(vau),,,90,(vco),0,(vco),19,(vau),,,,,,,,,,,,,,,,,,,
23/09/1987 09:00,,,4.2,(vco),,,,,75,(vco),0,(vco),24.5,(vau),,,91,(vco),43.5,(vco),20.5,(vau),,,,,,,,,,,,,,,,,,,
24/09/1987 09:00,,,11.3,(vco),,,,,68.5,(vco),0,(vco),24.1,(vau),,,82,(vco),0,(vco),22.5,(vau),,,,,,,,,,,,,,,,,,,
25/09/1987 09:00,,,18.9,(vco),,,,,91,(vco),8.1,(vco),22.5,(vau),,,91,(vco),11.9,(vco),21.5,(vau),,,,,,,,,,,,,,,,,,,
26/09/1987 09:00,,,18.6,(vco),,,,,73,(vco),2,(vco),21.6,(vau),,,81,(vco),2.5,(vco),19.5,(vau),,,,,,,,,,,,,,,,,,,
27/09/1987 09:00,,,22.8,(vco),,,,,78,(vco),0,(vco),22.2,(vau),,,90,(vco),4.8,(vco),19.5,(vau),,,,,,,,,,,,,,,,,,,
28/09/1987 09:00,,,0,(vco),,,,,75,(vco),0,(vco),22.1,(vau),,,90,(vco),1.5,(vco),21,(vau),,,,,,,,,,,,,,,,,,,
29/09/1987 09:00,,,0,(vco),,,,,75,(vco),0,(vco),24.4,(vau),,,90,(vco),0,(vco),22,(vau),,,,,,,,,,,,,,,,,,,
30/09/1987 09:00,,,0,(vco),,,,,91,(vco),0,(vco),23.3,(vau),,,90,(vco),0,(vco),21,(vau),,,,,,,,,,,,,,,,,,,
01/10/1987 09:00,,,0,(vco),,,,,91,(vco),0,(vco),21.8,(vau),,,90,(vco),0,(vco),20.5,(vau),,,,,,,,,,,,,,,,,,,
02/10/1987 09:00,,,0,(vco),,,,,81.5,(vco),0.5,(vco),20.3,(vau),,,80,(vco),0,(vco),17.5,(vau),,,,,,,,,,,,,,,,,,,
03/10/1987 09:00,,,0,(vco),,,,,68,(vco),0,(vco),20.1,(vau),,,79,(vco),2.8,(vco),16.5,(vau),,,,,,,,,,,,,,,,,,,
04/10/1987 09:00,,,2,(vco),,,,,80,(vco),0,(vco),18.5,(vau),,,79,(vco),0,(vco),17,(vau),,,,,,,,,,,,,,,,,,,
05/10/1987 09:00,,,18,(vco),,,,,89,(vco),10.4,(vco),17.6,(vau),,,89,(vco),5,(vco),16,(vau),,,,,,,,,,,,,,,,,,,
06/10/1987 09:00,,,11.5,(vco),,,,,85,(vco),0,(vco),18.3,(vau),,,79,(vco),1.4,(vco),15.5,(vau),,,,,,,,,,,,,,,,,,,
07/10/1987 09:00,,,0,(vco),,,,,86,(vco),0.3,(vco),18.2,(vau),,,79,(vco),0.5,(vco),16,(vau),,,,,,,,,,,,,,,,,,,
08/10/1987 09:00,,,0,(vco),,,,,95,(vco),3,(vco),18.1,(vau),,,80,(vco),2,(vco),18,(vau),,,,,,,,,,,,,,,,,,,
09/10/1987 09:00,,,0,(vco),,,,,90,(vco),0,(vco),17.7,(vau),,,89,(vco),0,(vco),16,(vau),,,,,,,,,,,,,,,,,,,
10/10/1987 09:00,,,14,(vco),,,,,84,(vco),11.3,(vco),16.4,(vau),,,89,(vco),13.8,(vco),13,(vau),,,,,,,,,,,,,,,,,,,
11/10/1987 09:00,,,0.4,(vco),,,,,68.5,(vco),0.7,(vco),14.5,(vau),,,88,(vco),0.4,(vco),14.5,(vau),,,,,,,,,,,,,,,,,,,
12/10/1987 09:00,,,0,(vco),,,,,89,(vco),0.3,(vco),15.6,(vau),,,88,(vco),3.3,(vco),14.5,(vau),,,,,,,,,,,,,,,,,,,
13/10/1987 09:00,,,0,(vco),,,,,100,(vco),0,(vco),15.9,(vau),,,89,(vco),0,(vco),15,(vau),,,,,,,,,,,,,,,,,,,
14/10/1987 09:00,,,0,(vco),,,,,94.5,(vco),0,(vco),16.8,(vau),,,89,(vco),0,(vco),14.5,(vau),,,,,,,,,,,,,,,,,,,
15/10/1987 09:00,,,11,(vco),,,,,77,(vco),0,(vco),19,(vau),,,90,(vco),0.8,(vco),16,(vau),,,,,,,,,,,,,,,,,,,
16/10/1987 09:00,,,33.7,(vco),,,,,80,(vco),10.8,(vco),17.7,(vau),,,89,(vco),15.6,(vco),15,(vau),,,,,,,,,,,,,,,,,,,
17/10/1987 09:00,,,1,(vco),,,,,83.5,(vco),0,(vco),15.9,(vau),,,88,(vco),0,(vco),14.5,(vau),,,,,,,,,,,,,,,,,,,
18/10/1987 09:00,,,0,(vco),,,,,83.5,(vco),0,(vco),15.9,(vau),,,88,(vco),0,(vco),15.5,(vau),,,,,,,,,,,,,,,,,,,
19/10/1987 09:00,,,0,(vco),,,,,90,(vco),0.5,(vco),16.3,(vau),,,80,(vco),0,(vco),15,(vau),,,,,,,,,,,,,,,,,,,
20/10/1987 09:00,,,13,(vco),,,,,94.5,(vco),13.9,(vco),16,(vau),,,88,(vco),6.8,(vco),13.5,(vau),,,,,,,,,,,,,,,,,,,
21/10/1987 09:00,,,3.4,(vco),,,,,88,(vco),0.2,(vco),13.8,(vau),,,87,(vco),0.6,(vco),12,(vau),,,,,,,,,,,,,,,,,,,
22/10/1987 09:00,,,0,(vco),,,,,94,(vco),1.6,(vco),12,(vau),,,88,(vco),0,(vco),11,(vau),,,,,,,,,,,,,,,,,,,
23/10/1987 09:00,,,0.4,(vco),,,,,100,(vco),24.3,(vco),14.9,(vau),,,87,(vco),1.2,(vco),12,(vau),,,,,,,,,,,,,,,,,,,
24/10/1987 09:00,,,17,(vco),,,,,94.5,(vco),0,(vco),16,(vau),,,89,(vco),7.2,(vco),14,(vau),,,,,,,,,,,,,,,,,,,
25/10/1987 09:00,,,5.2,(vco),,,,,95,(vco),0.4,(vco),17.8,(vau),,,89,(vco),3.2,(vco),15.5,(vau),,,,,,,,,,,,,,,,,,,
26/10/1987 09:00,,,0,(vco),,,,,95,(vco),0,(vco),17.5,(vau),,,79,(vco),0,(vco),16,(vau),,,,,,,,,,,,,,,,,,,
27/10/1987 09:00,,,17.2,(vco),,,,,90,(vco),31.5,(vco),15.6,(vau),,,89,(vco),19,(vco),15,(vau),,,,,,,,,,,,,,,,,,,
28/10/1987 09:00,,,0,(vco),,,,,88,(vco),0,(vco),12.3,(vau),,,76,(vco),0,(vco),16,(vau),,,,,,,,,,,,,,,,,,,
29/10/1987 09:00,,,0,(vco),,,,,82.5,(vco),0,(vco),13.8,(vau),,,87,(vco),0,(vco),13,(vau),,,,,,,,,,,,,,,,,,,
30/10/1987 09:00,,,1.8,(vco),,,,,80,(vco),0.7,(vco),16.1,(vau),,,79,(vco),0,(vco),15,(vau),,,,,,,,,,,,,,,,,,,
31/10/1987 09:00,,,43,(vco),,,,,95,(vco),9,(vco),16.6,(vau),,,89,(vco),43.5,(vco),16,(vau),,,,,,,,,,,,,,,,,,,
01/11/1987 09:00,,,6.4,(vco),,,,,90,(vco),2.7,(vco),19.5,(vau),,,89,(vco),16,(vco),17,(vau),,,,,,,,,,,,,,,,,,,
02/11/1987 09:00,,,0,(vco),,,,,76,(vco),0,(vco),15.7,(vau),,,79,(vco),0,(vco),15.5,(vau),,,,,,,,,,,,,,,,,,,
03/11/1987 09:00,,,0.9,(vco),,,,,94,(vco),33.3,(vco),15.9,(vau),,,89,(vco),9.5,(vco),18,(vau),,,,,,,,,,,,,,,,,,,
04/11/1987 09:00,,,1.8,(vco),,,,,90,(vco),5.8,(vco),17.6,(vau),,,90,(vco),3.2,(vco),18.5,(vau),,,,,,,,,,,,,,,,,,,
05/11/1987 09:00,,,0.4,(vco),,,,,95,(vco),5.8,(vco),16.9,(vau),,,89,(vco),0,(vco),17,(vau),,,,,,,,,,,,,,,,,,,
06/11/1987 09:00,,,0,(vco),,,,,95,(vco),0,(vco),16.4,(vau),,,90,(vco),0,(vco),16,(vau),,,,,,,,,,,,,,,,,,,
07/11/1987 09:00,,,12.8,(vco),,,,,100,(vco),32.1,(vco),16.4,(vau),,,89,(vco),12.2,(vco),15,(vau),,,,,,,,,,,,,,,,,,,
08/11/1987 09:00,,,0,(vco),,,,,100,(vco),0.6,(vco),15.8,(vau),,,88,(vco),0.4,(vco),15,(vau),,,,,,,,,,,,,,,,,,,
