SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,BARRAGEM DE MEIMOA (12O/04C),,BARRAGEM DE MEIMOA (12O/04C),,BARRAGEM DE MEIMOA (12O/04C),,BARRAGEM DE MEIMOA (12O/04C),,BARRAGEM DE MIRA (28G/01C),,BARRAGEM DE MIRA (28G/01C),,BARRAGEM DE MIRA (28G/01C),,BARRAGEM DE MIRA (28G/01C),,BARRAGEM DE MONTARGIL (19H/02C),,BARRAGEM DE MONTARGIL (19H/02C),,BARRAGEM DE MONTARGIL (19H/02C),,BARRAGEM DE MONTARGIL (19H/02C),,BARRAGEM DE MONTARGIL (ANTIGA) (19H/03U),,BARRAGEM DE MONTARGIL (ANTIGA) (19H/03U),,BARRAGEM DE MONTARGIL (ANTIGA) (19H/03U),,BARRAGEM DE MONTARGIL (ANTIGA) (19H/03U),,BARRAGEM DE ODELOUCA (30G/04U),,BARRAGEM DE ODELOUCA (30G/04U),,BARRAGEM DE ODELOUCA (30G/04U),,BARRAGEM DE ODELOUCA (30G/04U),,
,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,
01/05/1985 09:00,,,,,,,,,67,(vco),0,(vco),17.7,(vau),,,81,(vco),0,(vco),20,(vau),,,,,,,,,,,,,,,,,,,
02/05/1985 09:00,,,,,,,,,94,(vco),0.7,(vco),16,(vau),,,89,(vco),0.2,(vco),17.25,(vau),,,,,,,,,,,,,,,,,,,
03/05/1985 09:00,,,,,,,,,100,(vco),5.3,(vco),16.3,(vau),,,89,(vco),2,(vco),15.5,(vau),,,,,,,,,,,,,,,,,,,
04/05/1985 09:00,,,,,,,,,89,(vco),0,(vco),16.5,(vau),,,89,(vco),0.6,(vco),16.75,(vau),,,,,,,,,,,,,,,,,,,
05/05/1985 09:00,,,,,,,,,89,(vco),0,(vco),13.3,(vau),,,78,(vco),0,(vco),13.25,(vau),,,,,,,,,,,,,,,,,,,
06/05/1985 09:00,,,,,,,,,100,(vco),3.7,(vco),10.8,(vau),,,80.5,(vco),1.1,(vco),8.5,(vau),,,,,,,,,,,,,,,,,,,
07/05/1985 09:00,,,,,,,,,59.5,(vco),6.2,(vco),11.9,(vau),,,67,(vco),16.5,(vco),10.25,(vau),,,,,,,,,,,,,,,,,,,
08/05/1985 09:00,,,,,,,,,71.5,(vco),0,(vco),13.1,(vau),,,75,(vco),0,(vco),12.5,(vau),,,,,,,,,,,,,,,,,,,
09/05/1985 09:00,,,,,,,,,78,(vco),0,(vco),15.4,(vau),,,68,(vco),0,(vco),15.5,(vau),,,,,,,,,,,,,,,,,,,
10/05/1985 09:00,,,,,,,,,74,(vco),0,(vco),15.3,(vau),,,72.5,(vco),0,(vco),15.5,(vau),,,,,,,,,,,,,,,,,,,
11/05/1985 09:00,,,,,,,,,53,(vco),0,(vco),15,(vau),,,63,(vco),0,(vco),15.5,(vau),,,,,,,,,,,,,,,,,,,
12/05/1985 09:00,,,,,,,,,72,(vco),0,(vco),13.95,(vau),,,70,(vco),0,(vco),15.25,(vau),,,,,,,,,,,,,,,,,,,
13/05/1985 09:00,,,,,,,,,78,(vco),0,(vco),13.5,(vau),,,66,(vco),0,(vco),13,(vau),,,,,,,,,,,,,,,,,,,
14/05/1985 09:00,,,,,,,,,76,(vco),0,(vco),13,(vau),,,77,(vco),0.2,(vco),12.75,(vau),,,,,,,,,,,,,,,,,,,
15/05/1985 09:00,,,,,,,,,78,(vco),0,(vco),13.35,(vau),,,78,(vco),0,(vco),12,(vau),,,,,,,,,,,,,,,,,,,
16/05/1985 09:00,,,,,,,,,78,(vco),1.4,(vco),13,(vau),,,78,(vco),5.5,(vco),13,(vau),,,,,,,,,,,,,,,,,,,
17/05/1985 09:00,,,,,,,,,84,(vco),0.2,(vco),17.7,(vau),,,76,(vco),0,(vco),15.25,(vau),,,,,,,,,,,,,,,,,,,
18/05/1985 09:00,,,,,,,,,66,(vco),0,(vco),18,(vau),,,71,(vco),0,(vco),17.75,(vau),,,,,,,,,,,,,,,,,,,
19/05/1985 09:00,,,,,,,,,63,(vco),0,(vco),18.3,(vau),,,50,(vco),0,(vco),18.25,(vau),,,,,,,,,,,,,,,,,,,
20/05/1985 09:00,,,,,,,,,69,(vco),0,(vco),16.6,(vau),,,58,(vco),0,(vco),14.5,(vau),,,,,,,,,,,,,,,,,,,
21/05/1985 09:00,,,,,,,,,72.5,(vco),0,(vco),14.8,(vau),,,62.5,(vco),0,(vco),14.75,(vau),,,,,,,,,,,,,,,,,,,
22/05/1985 09:00,,,,,,,,,83,(vco),0,(vco),14.2,(vau),,,67.5,(vco),0,(vco),15.5,(vau),,,,,,,,,,,,,,,,,,,
23/05/1985 09:00,,,,,,,,,64,(vco),0,(vco),14.2,(vau),,,72,(vco),0,(vco),14,(vau),,,,,,,,,,,,,,,,,,,
24/05/1985 09:00,,,,,,,,,69,(vco),0,(vco),14.3,(vau),,,76,(vco),0,(vco),13,(vau),,,,,,,,,,,,,,,,,,,
25/05/1985 09:00,,,,,,,,,67,(vco),0,(vco),16.9,(vau),,,68,(vco),0,(vco),13.5,(vau),,,,,,,,,,,,,,,,,,,
26/05/1985 09:00,,,,,,,,,76,(vco),4,(vco),17.6,(vau),,,72.5,(vco),5,(vco),14.5,(vau),,,,,,,,,,,,,,,,,,,
27/05/1985 09:00,,,,,,,,,75,(vco),0.9,(vco),17.3,(vau),,,70.5,(vco),2.5,(vco),15.75,(vau),,,,,,,,,,,,,,,,,,,
28/05/1985 09:00,,,,,,,,,70,(vco),0,(vco),17.25,(vau),,,77,(vco),0,(vco),14.25,(vau),,,,,,,,,,,,,,,,,,,
29/05/1985 09:00,,,,,,,,,74,(vco),0,(vco),18.5,(vau),,,77,(vco),0.6,(vco),13.5,(vau),,,,,,,,,,,,,,,,,,,
30/05/1985 09:00,,,,,,,,,77,(vco),0,(vco),19.6,(vau),,,85,(vco),6.9,(vco),17.25,(vau),,,,,,,,,,,,,,,,,,,
31/05/1985 09:00,,,,,,,,,68,(vco),0,(vco),18,(vau),,,80,(vco),2,(vco),19.5,(vau),,,,,,,,,,,,,,,,,,,
01/06/1985 09:00,,,,,,,,,90,(vco),3.7,(vco),16.7,(vau),,,85,(vco),0.3,(vco),18.75,(vau),,,,,,,,,,,,,,,,,,,
02/06/1985 09:00,,,,,,,,,76.5,(vco),12.8,(vco),18.3,(vau),,,74.5,(vco),19.5,(vco),16.25,(vau),,,,,,,,,,,,,,,,,,,
03/06/1985 09:00,,,,,,,,,84,(vco),0,(vco),17.6,(vau),,,78.5,(vco),13.9,(vco),16.5,(vau),,,,,,,,,,,,,,,,,,,
04/06/1985 09:00,,,,,,,,,66.5,(vco),0,(vco),17.6,(vau),,,80,(vco),0,(vco),16.5,(vau),,,,,,,,,,,,,,,,,,,
05/06/1985 09:00,,,,,,,,,76,(vco),0,(vco),19,(vau),,,80,(vco),0,(vco),17.75,(vau),,,,,,,,,,,,,,,,,,,
06/06/1985 09:00,,,,,,,,,89.5,(vco),0,(vco),18.5,(vau),,,78.5,(vco),0,(vco),17.25,(vau),,,,,,,,,,,,,,,,,,,
07/06/1985 09:00,,,,,,,,,76,(vco),0,(vco),18.9,(vau),,,75.5,(vco),0,(vco),19,(vau),,,,,,,,,,,,,,,,,,,
08/06/1985 09:00,,,,,,,,,71,(vco),0,(vco),19.4,(vau),,,80,(vco),0,(vco),18,(vau),,,,,,,,,,,,,,,,,,,
09/06/1985 09:00,,,,,,,,,72,(vco),0,(vco),20.5,(vau),,,74,(vco),0,(vco),20,(vau),,,,,,,,,,,,,,,,,,,
10/06/1985 09:00,,,,,,,,,65.5,(vco),0,(vco),22.5,(vau),,,66,(vco),0,(vco),23.5,(vau),,,,,,,,,,,,,,,,,,,
11/06/1985 09:00,,,,,,,,,56,(vco),0,(vco),23.6,(vau),,,66,(vco),0,(vco),24,(vau),,,,,,,,,,,,,,,,,,,
12/06/1985 09:00,,,,,,,,,53,(vco),0,(vco),22,(vau),,,65,(vco),0,(vco),20.75,(vau),,,,,,,,,,,,,,,,,,,
13/06/1985 09:00,,,,,,,,,65,(vco),0,(vco),19.4,(vau),,,84,(vco),0,(vco),17.75,(vau),,,,,,,,,,,,,,,,,,,
14/06/1985 09:00,,,,,,,,,73,(vco),0,(vco),19.7,(vau),,,85,(vco),0,(vco),18.25,(vau),,,,,,,,,,,,,,,,,,,
15/06/1985 09:00,,,,,,,,,81,(vco),0,(vco),21.4,(vau),,,66,(vco),0,(vco),19.25,(vau),,,,,,,,,,,,,,,,,,,
16/06/1985 09:00,,,,,,,,,69.5,(vco),1,(vco),22,(vau),,,71,(vco),0,(vco),17,(vau),,,,,,,,,,,,,,,,,,,
17/06/1985 09:00,,,,,,,,,69.5,(vco),0,(vco),23.5,(vau),,,77,(vco),0,(vco),22,(vau),,,,,,,,,,,,,,,,,,,
18/06/1985 09:00,,,,,,,,,77.5,(vco),0,(vco),23.1,(vau),,,81,(vco),0,(vco),21.75,(vau),,,,,,,,,,,,,,,,,,,
19/06/1985 09:00,,,,,,,,,72,(vco),2.3,(vco),19.2,(vau),,,63,(vco),0,(vco),19,(vau),,,,,,,,,,,,,,,,,,,
20/06/1985 09:00,,,,,,,,,67.5,(vco),0,(vco),20,(vau),,,85,(vco),0,(vco),21.75,(vau),,,,,,,,,,,,,,,,,,,
21/06/1985 09:00,,,,,,,,,63.5,(vco),0,(vco),19.8,(vau),,,72,(vco),0,(vco),19.25,(vau),,,,,,,,,,,,,,,,,,,
22/06/1985 09:00,,,,,,,,,63,(vco),0,(vco),19.5,(vau),,,81,(vco),0,(vco),19.5,(vau),,,,,,,,,,,,,,,,,,,
23/06/1985 09:00,,,,,,,,,71,(vco),0,(vco),18.9,(vau),,,81,(vco),0,(vco),19.5,(vau),,,,,,,,,,,,,,,,,,,
24/06/1985 09:00,,,,,,,,,77,(vco),0,(vco),21.9,(vau),,,81,(vco),0,(vco),20.5,(vau),,,,,,,,,,,,,,,,,,,
25/06/1985 09:00,,,,,,,,,52.5,(vco),0,(vco),22.9,(vau),,,78,(vco),0,(vco),23,(vau),,,,,,,,,,,,,,,,,,,
26/06/1985 09:00,,,,,,,,,55,(vco),0,(vco),24.1,(vau),,,63.5,(vco),0,(vco),24,(vau),,,,,,,,,,,,,,,,,,,
27/06/1985 09:00,,,,,,,,,60.5,(vco),0,(vco),24.4,(vau),,,81,(vco),0,(vco),23.5,(vau),,,,,,,,,,,,,,,,,,,
28/06/1985 09:00,,,,,,,,,68.5,(vco),0,(vco),23.7,(vau),,,90,(vco),0,(vco),22.5,(vau),,,,,,,,,,,,,,,,,,,
29/06/1985 09:00,,,,,,,,,51,(vco),0,(vco),23.2,(vau),,,80,(vco),0,(vco),22,(vau),,,,,,,,,,,,,,,,,,,
30/06/1985 09:00,,,,,,,,,43.5,(vco),0,(vco),22.7,(vau),,,80,(vco),0,(vco),23,(vau),,,,,,,,,,,,,,,,,,,
01/07/1985 09:00,,,,,,,,,61,(vco),0,(vco),20.9,(vau),,,43,(vco),0,(vco),21.5,(vau),,,,,,,,,,,,,,,,,,,
02/07/1985 09:00,,,,,,,,,95,(vco),1,(vco),20,(vau),,,81,(vco),0,(vco),18,(vau),,,,,,,,,,,,,,,,,,,
03/07/1985 09:00,,,,,,,,,65,(vco),0.6,(vco),20,(vau),,,72,(vco),0.8,(vco),19,(vau),,,,,,,,,,,,,,,,,,,
04/07/1985 09:00,,,,,,,,,68.5,(vco),0,(vco),21.5,(vau),,,73,(vco),0,(vco),22,(vau),,,,,,,,,,,,,,,,,,,
05/07/1985 09:00,,,,,,,,,81,(vco),0,(vco),25,(vau),,,77,(vco),0,(vco),24.75,(vau),,,,,,,,,,,,,,,,,,,
06/07/1985 09:00,,,,,,,,,67.5,(vco),0,(vco),26.8,(vau),,,32.7,(vco),0,(vco),27.25,(vau),,,,,,,,,,,,,,,,,,,
07/07/1985 09:00,,,,,,,,,64,(vco),0,(vco),28.5,(vau),,,59,(vco),0,(vco),26.5,(vau),,,,,,,,,,,,,,,,,,,
08/07/1985 09:00,,,,,,,,,81,(vco),0,(vco),22.6,(vau),,,78,(vco),0,(vco),23.25,(vau),,,,,,,,,,,,,,,,,,,
09/07/1985 09:00,,,,,,,,,69.5,(vco),0,(vco),21.7,(vau),,,81,(vco),0,(vco),21.5,(vau),,,,,,,,,,,,,,,,,,,
10/07/1985 09:00,,,,,,,,,80,(vco),0,(vco),22.5,(vau),,,85,(vco),0,(vco),22,(vau),,,,,,,,,,,,,,,,,,,
11/07/1985 09:00,,,,,,,,,81,(vco),0,(vco),23.8,(vau),,,85,(vco),0,(vco),23.5,(vau),,,,,,,,,,,,,,,,,,,
12/07/1985 09:00,,,,,,,,,73,(vco),0,(vco),24.5,(vau),,,85,(vco),0,(vco),23,(vau),,,,,,,,,,,,,,,,,,,
13/07/1985 09:00,,,,,,,,,73,(vco),0,(vco),22.8,(vau),,,81,(vco),0,(vco),22.5,(vau),,,,,,,,,,,,,,,,,,,
14/07/1985 09:00,,,,,,,,,77,(vco),0,(vco),22.3,(vau),,,85,(vco),0,(vco),21.5,(vau),,,,,,,,,,,,,,,,,,,
15/07/1985 09:00,,,,,,,,,74,(vco),0,(vco),22.1,(vau),,,81,(vco),0,(vco),22,(vau),,,,,,,,,,,,,,,,,,,
16/07/1985 09:00,,,,,,,,,68.5,(vco),0,(vco),21.8,(vau),,,77,(vco),0,(vco),22.5,(vau),,,,,,,,,,,,,,,,,,,
17/07/1985 09:00,,,,,,,,,66,(vco),0,(vco),23.4,(vau),,,81,(vco),0,(vco),23.5,(vau),,,,,,,,,,,,,,,,,,,
18/07/1985 09:00,,,,,,,,,68.5,(vco),0,(vco),21.25,(vau),,,72,(vco),0,(vco),22,(vau),,,,,,,,,,,,,,,,,,,
19/07/1985 09:00,,,,,,,,,67,(vco),0,(vco),24.1,(vau),,,82,(vco),0,(vco),23,(vau),,,,,,,,,,,,,,,,,,,
20/07/1985 09:00,,,,,,,,,90,(vco),0,(vco),24,(vau),,,65,(vco),0,(vco),25,(vau),,,,,,,,,,,,,,,,,,,
21/07/1985 09:00,,,,,,,,,53,(vco),0,(vco),26.5,(vau),,,60,(vco),0,(vco),26,(vau),,,,,,,,,,,,,,,,,,,
22/07/1985 09:00,,,,,,,,,46,(vco),0,(vco),27.8,(vau),,,67,(vco),0,(vco),27.5,(vau),,,,,,,,,,,,,,,,,,,
23/07/1985 09:00,,,,,,,,,48,(vco),0,(vco),31,(vau),,,68,(vco),0,(vco),27,(vau),,,,,,,,,,,,,,,,,,,
24/07/1985 09:00,,,,,,,,,40,(vco),0,(vco),29.3,(vau),,,55,(vco),0,(vco),20.5,(vau),,,,,,,,,,,,,,,,,,,
25/07/1985 09:00,,,,,,,,,65,(vco),0,(vco),22.2,(vau),,,72.5,(vco),0,(vco),23,(vau),,,,,,,,,,,,,,,,,,,
26/07/1985 09:00,,,,,,,,,66,(vco),0,(vco),20.5,(vau),,,73,(vco),0,(vco),20.5,(vau),,,,,,,,,,,,,,,,,,,
27/07/1985 09:00,,,,,,,,,100,(vco),0,(vco),20.2,(vau),,,79,(vco),0,(vco),20.5,(vau),,,,,,,,,,,,,,,,,,,
28/07/1985 09:00,,,,,,,,,80,(vco),0,(vco),19.8,(vau),,,79,(vco),0,(vco),19.5,(vau),,,,,,,,,,,,,,,,,,,
29/07/1985 09:00,,,,,,,,,86,(vco),0,(vco),22.3,(vau),,,73,(vco),0.2,(vco),19.5,(vau),,,,,,,,,,,,,,,,,,,
30/07/1985 09:00,,,,,,,,,70,(vco),0,(vco),20.1,(vau),,,71,(vco),0,(vco),19.5,(vau),,,,,,,,,,,,,,,,,,,
31/07/1985 09:00,,,,,,,,,60.5,(vco),0,(vco),21.3,(vau),,,66,(vco),0,(vco),22,(vau),,,,,,,,,,,,,,,,,,,
01/08/1985 09:00,,,,,,,,,65,(vco),0,(vco),23.3,(vau),,,81,(vco),0,(vco),23.5,(vau),,,,,,,,,,,,,,,,,,,
02/08/1985 09:00,,,,,,,,,55,(vco),0,(vco),26,(vau),,,85.5,(vco),0,(vco),24.5,(vau),,,,,,,,,,,,,,,,,,,
03/08/1985 09:00,,,,,,,,,73,(vco),0,(vco),27.6,(vau),,,56,(vco),0,(vco),26.25,(vau),,,,,,,,,,,,,,,,,,,
04/08/1985 09:00,,,,,,,,,50,(vco),0,(vco),28.6,(vau),,,7,(vco),0,(vco),28,(vau),,,,,,,,,,,,,,,,,,,
05/08/1985 09:00,,,,,,,,,70,(vco),0,(vco),20.6,(vau),,,64,(vco),0,(vco),29,(vau),,,,,,,,,,,,,,,,,,,
06/08/1985 09:00,,,,,,,,,52.5,(vco),0,(vco),21.8,(vau),,,53,(vco),0,(vco),25.5,(vau),,,,,,,,,,,,,,,,,,,
07/08/1985 09:00,,,,,,,,,50,(vco),0,(vco),24,(vau),,,46.5,(vco),0,(vco),22.25,(vau),,,,,,,,,,,,,,,,,,,
08/08/1985 09:00,,,,,,,,,47.5,(vco),0,(vco),22.8,(vau),,,56,(vco),0,(vco),22.25,(vau),,,,,,,,,,,,,,,,,,,
09/08/1985 09:00,,,,,,,,,73,(vco),0,(vco),21.9,(vau),,,89,(vco),0,(vco),20,(vau),,,,,,,,,,,,,,,,,,,
10/08/1985 09:00,,,,,,,,,52.5,(vco),0,(vco),22.2,(vau),,,54,(vco),0,(vco),19.75,(vau),,,,,,,,,,,,,,,,,,,
11/08/1985 09:00,,,,,,,,,60,(vco),0,(vco),22.4,(vau),,,66,(vco),0,(vco),16.5,(vau),,,,,,,,,,,,,,,,,,,
12/08/1985 09:00,,,,,,,,,70,(vco),0,(vco),22,(vau),,,73,(vco),0,(vco),18,(vau),,,,,,,,,,,,,,,,,,,
13/08/1985 09:00,,,,,,,,,57,(vco),0,(vco),22.9,(vau),,,54,(vco),0,(vco),21.5,(vau),,,,,,,,,,,,,,,,,,,
14/08/1985 09:00,,,,,,,,,86,(vco),0,(vco),24,(vau),,,81,(vco),0,(vco),24,(vau),,,,,,,,,,,,,,,,,,,
15/08/1985 09:00,,,,,,,,,53,(vco),0,(vco),24.1,(vau),,,81,(vco),0,(vco),22.5,(vau),,,,,,,,,,,,,,,,,,,
16/08/1985 09:00,,,,,,,,,63.5,(vco),0,(vco),20.6,(vau),,,84,(vco),0,(vco),21.5,(vau),,,,,,,,,,,,,,,,,,,
17/08/1985 09:00,,,,,,,,,67.5,(vco),0,(vco),22.6,(vau),,,71,(vco),0,(vco),21.75,(vau),,,,,,,,,,,,,,,,,,,
18/08/1985 09:00,,,,,,,,,73,(vco),0,(vco),23.6,(vau),,,71,(vco),0,(vco),20.75,(vau),,,,,,,,,,,,,,,,,,,
19/08/1985 09:00,,,,,,,,,67,(vco),0,(vco),24.7,(vau),,,80.5,(vco),0,(vco),21.75,(vau),,,,,,,,,,,,,,,,,,,
20/08/1985 09:00,,,,,,,,,74.5,(vco),0,(vco),24.1,(vau),,,72,(vco),0,(vco),22.5,(vau),,,,,,,,,,,,,,,,,,,
21/08/1985 09:00,,,,,,,,,66,(vco),0,(vco),25,(vau),,,64,(vco),0,(vco),21,(vau),,,,,,,,,,,,,,,,,,,
22/08/1985 09:00,,,,,,,,,51,(vco),0,(vco),26.4,(vau),,,80,(vco),0,(vco),23.25,(vau),,,,,,,,,,,,,,,,,,,
23/08/1985 09:00,,,,,,,,,42,(vco),0,(vco),24,(vau),,,73,(vco),0,(vco),22.25,(vau),,,,,,,,,,,,,,,,,,,
24/08/1985 09:00,,,,,,,,,66,(vco),0,(vco),20.4,(vau),,,76,(vco),0,(vco),20.75,(vau),,,,,,,,,,,,,,,,,,,
25/08/1985 09:00,,,,,,,,,47,(vco),0,(vco),20.2,(vau),,,85,(vco),0,(vco),20.5,(vau),,,,,,,,,,,,,,,,,,,
26/08/1985 09:00,,,,,,,,,54,(vco),0,(vco),21.2,(vau),,,80,(vco),0,(vco),22.25,(vau),,,,,,,,,,,,,,,,,,,
27/08/1985 09:00,,,,,,,,,58,(vco),0,(vco),25.1,(vau),,,64,(vco),0,(vco),24,(vau),,,,,,,,,,,,,,,,,,,
28/08/1985 09:00,,,,,,,,,58.5,(vco),0,(vco),24.7,(vau),,,61.5,(vco),0,(vco),24.5,(vau),,,,,,,,,,,,,,,,,,,
29/08/1985 09:00,,,,,,,,,54,(vco),0,(vco),23.9,(vau),,,75,(vco),0,(vco),23,(vau),,,,,,,,,,,,,,,,,,,
30/08/1985 09:00,,,,,,,,,58.5,(vco),0,(vco),21.5,(vau),,,80,(vco),0,(vco),22.5,(vau),,,,,,,,,,,,,,,,,,,
31/08/1985 09:00,,,,,,,,,64.5,(vco),0,(vco),23.6,(vau),,,53,(vco),0,(vco),23.75,(vau),,,,,,,,,,,,,,,,,,,
01/09/1985 09:00,,,,,,,,,66.5,(vco),0,(vco),26.3,(vau),,,40,(vco),0,(vco),26,(vau),,,,,,,,,,,,,,,,,,,
02/09/1985 09:00,,,,,,,,,59,(vco),0,(vco),26.4,(vau),,,64,(vco),0,(vco),24.75,(vau),,,,,,,,,,,,,,,,,,,
03/09/1985 09:00,,,,,,,,,61,(vco),0,(vco),24.9,(vau),,,66,(vco),0,(vco),23.5,(vau),,,,,,,,,,,,,,,,,,,
04/09/1985 09:00,,,,,,,,,64.5,(vco),0,(vco),23.7,(vau),,,72,(vco),0,(vco),24.5,(vau),,,,,,,,,,,,,,,,,,,
05/09/1985 09:00,,,,,,,,,38.5,(vco),0,(vco),25.6,(vau),,,73,(vco),0,(vco),25,(vau),,,,,,,,,,,,,,,,,,,
06/09/1985 09:00,,,,,,,,,65.5,(vco),0,(vco),24.8,(vau),,,76,(vco),0,(vco),25.5,(vau),,,,,,,,,,,,,,,,,,,
07/09/1985 09:00,,,,,,,,,73.5,(vco),0,(vco),23.8,(vau),,,74,(vco),0,(vco),25.5,(vau),,,,,,,,,,,,,,,,,,,
08/09/1985 09:00,,,,,,,,,81,(vco),0,(vco),22.5,(vau),,,82,(vco),0,(vco),25.5,(vau),,,,,,,,,,,,,,,,,,,
09/09/1985 09:00,,,,,,,,,81,(vco),0,(vco),23.4,(vau),,,72,(vco),0,(vco),23.75,(vau),,,,,,,,,,,,,,,,,,,
10/09/1985 09:00,,,,,,,,,78,(vco),0,(vco),24.7,(vau),,,73,(vco),0,(vco),25,(vau),,,,,,,,,,,,,,,,,,,
11/09/1985 09:00,,,,,,,,,91,(vco),0.4,(vco),25.6,(vau),,,65,(vco),0,(vco),27,(vau),,,,,,,,,,,,,,,,,,,
12/09/1985 09:00,,,,,,,,,91,(vco),0,(vco),25.4,(vau),,,82,(vco),0,(vco),22.5,(vau),,,,,,,,,,,,,,,,,,,
13/09/1985 09:00,,,,,,,,,71,(vco),10.3,(vco),25.5,(vau),,,82,(vco),0.5,(vco),24.5,(vau),,,,,,,,,,,,,,,,,,,
14/09/1985 09:00,,,,,,,,,58,(vco),6.3,(vco),27.5,(vau),,,52,(vco),0,(vco),26.75,(vau),,,,,,,,,,,,,,,,,,,
15/09/1985 09:00,,,,,,,,,54,(vco),0,(vco),29.3,(vau),,,62,(vco),0,(vco),27.75,(vau),,,,,,,,,,,,,,,,,,,
16/09/1985 09:00,,,,,,,,,75,(vco),0,(vco),25.8,(vau),,,57,(vco),0,(vco),24.75,(vau),,,,,,,,,,,,,,,,,,,
17/09/1985 09:00,,,,,,,,,77,(vco),0,(vco),23.4,(vau),,,72,(vco),0,(vco),22,(vau),,,,,,,,,,,,,,,,,,,
18/09/1985 09:00,,,,,,,,,73,(vco),0,(vco),22.7,(vau),,,86,(vco),0,(vco),21.5,(vau),,,,,,,,,,,,,,,,,,,
19/09/1985 09:00,,,,,,,,,86,(vco),0,(vco),23,(vau),,,81,(vco),0,(vco),20.5,(vau),,,,,,,,,,,,,,,,,,,
20/09/1985 09:00,,,,,,,,,73,(vco),0.2,(vco),20.8,(vau),,,85,(vco),2.5,(vco),19.25,(vau),,,,,,,,,,,,,,,,,,,
21/09/1985 09:00,,,,,,,,,91,(vco),1.6,(vco),20.9,(vau),,,80,(vco),10.2,(vco),19.5,(vau),,,,,,,,,,,,,,,,,,,
22/09/1985 09:00,,,,,,,,,95,(vco),0.3,(vco),20.5,(vau),,,81,(vco),0,(vco),19.5,(vau),,,,,,,,,,,,,,,,,,,
23/09/1985 09:00,,,,,,,,,81,(vco),0,(vco),21.6,(vau),,,75,(vco),0,(vco),20,(vau),,,,,,,,,,,,,,,,,,,
24/09/1985 09:00,,,,,,,,,95,(vco),0,(vco),21.5,(vau),,,84,(vco),0,(vco),20,(vau),,,,,,,,,,,,,,,,,,,
25/09/1985 09:00,,,,,,,,,74,(vco),0,(vco),23.3,(vau),,,70,(vco),0,(vco),20.5,(vau),,,,,,,,,,,,,,,,,,,
26/09/1985 09:00,,,,,,,,,82,(vco),0,(vco),24.75,(vau),,,80,(vco),0,(vco),23,(vau),,,,,,,,,,,,,,,,,,,
27/09/1985 09:00,,,,,,,,,68,(vco),0,(vco),25.1,(vau),,,72,(vco),0,(vco),23.25,(vau),,,,,,,,,,,,,,,,,,,
28/09/1985 09:00,,,,,,,,,79,(vco),0,(vco),23.6,(vau),,,72,(vco),0,(vco),22.75,(vau),,,,,,,,,,,,,,,,,,,
29/09/1985 09:00,,,,,,,,,60.5,(vco),0,(vco),26.6,(vau),,,76,(vco),0,(vco),24,(vau),,,,,,,,,,,,,,,,,,,
30/09/1985 09:00,,,,,,,,,50,(vco),0,(vco),24.3,(vau),,,67,(vco),0,(vco),25,(vau),,,,,,,,,,,,,,,,,,,
01/10/1985 09:00,,,,,,,,,75,(vco),0,(vco),24.7,(vau),,,74,(vco),0,(vco),24,(vau),,,,,,,,,,,,,,,,,,,
02/10/1985 09:00,,,,,,,,,86,(vco),0,(vco),21.6,(vau),,,81,(vco),0,(vco),20.5,(vau),,,,,,,,,,,,,,,,,,,
03/10/1985 09:00,,,,,,,,,78,(vco),0,(vco),20.6,(vau),,,73,(vco),0,(vco),17,(vau),,,,,,,,,,,,,,,,,,,
04/10/1985 09:00,,,,,,,,,100,(vco),0,(vco),20.7,(vau),,,67,(vco),3.8,(vco),19.5,(vau),,,,,,,,,,,,,,,,,,,
05/10/1985 09:00,,,,,,,,,86,(vco),0,(vco),19,(vau),,,75,(vco),0,(vco),18,(vau),,,,,,,,,,,,,,,,,,,
06/10/1985 09:00,,,,,,,,,85,(vco),0,(vco),19.2,(vau),,,79,(vco),0,(vco),17.75,(vau),,,,,,,,,,,,,,,,,,,
07/10/1985 09:00,,,,,,,,,100,(vco),0,(vco),20.5,(vau),,,70,(vco),0,(vco),19,(vau),,,,,,,,,,,,,,,,,,,
08/10/1985 09:00,,,,,,,,,72,(vco),0,(vco),21.1,(vau),,,53,(vco),0,(vco),19.5,(vau),,,,,,,,,,,,,,,,,,,
09/10/1985 09:00,,,,,,,,,59.5,(vco),0,(vco),19,(vau),,,70,(vco),0,(vco),18.5,(vau),,,,,,,,,,,,,,,,,,,
10/10/1985 09:00,,,,,,,,,42,(vco),0,(vco),22.2,(vau),,,56,(vco),0,(vco),21.25,(vau),,,,,,,,,,,,,,,,,,,
