SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,PONTE SABOR (06O/02UG),,PONTE SABOR (06O/02UG),,PONTE SÔR (18I/02U),,PONTE SÔR (18I/02U),,PONTÉVEL (19E/03UG),,PONTÉVEL (19E/03UG),,PORCHES (31G/02UG),,PORCHES (31G/02UG),,PORRAIS (05Q/05G),,PORRAIS (05Q/05G),,PORTA COVA (02G/02U),,PORTA COVA (02G/02U),,PORTEL (24K/01UG),,PORTEL (24K/01UG),,
,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,
19/09/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),3.1,,
20/09/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.9,,
21/09/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.4,,
22/09/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.5,,
23/09/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.7,,
24/09/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.2,,
25/09/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.1,,
26/09/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.4,,
27/09/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.1,,
28/09/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.8,,
29/09/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.6,,
30/09/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.2,,
01/10/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.1,,
02/10/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.7,,
03/10/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.6,,
04/10/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.3,,
05/10/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.2,,
06/10/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.8,,
07/10/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1,,
08/10/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.5,,
09/10/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.9,,
10/10/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.4,,
11/10/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.5,,
12/10/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.6,,
13/10/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.1,,
14/10/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.6,,
15/10/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.5,,
16/10/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.7,,
17/10/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,4,(vau),2,,
18/10/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,5.4,(vau),1.7,,
19/10/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,1.2,(vau),1.2,,
20/10/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.7,(vau),1.4,,
21/10/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.7,(vau),1.9,,
22/10/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.2,,
23/10/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.5,,
24/10/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.7,,
25/10/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.1,(vau),0.6,,
26/10/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.1,(vau),1,,
27/10/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.7,,
28/10/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.8,,
29/10/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.6,,
30/10/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.6,,
31/10/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.7,,
01/11/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.5,,
02/11/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.9,,
03/11/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,14.1,(vau),0.9,,
04/11/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,7,(vau),1.7,,
05/11/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,3,(vau),3.8,,
06/11/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.7,,
07/11/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.7,,
08/11/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.8,,
09/11/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.3,,
10/11/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.6,,
11/11/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.5,,
12/11/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.8,,
13/11/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.9,,
14/11/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.8,,
15/11/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.5,,
16/11/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.4,,
17/11/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.3,,
18/11/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.3,,
19/11/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.4,,
20/11/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.4,,
21/11/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.6,,
22/11/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.4,,
23/11/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2,,
24/11/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,6.9,(vau),1.8,,
25/11/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.2,(vau),0.5,,
26/11/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.3,(vau),0.6,,
27/11/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.6,,
28/11/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.8,(vau),0.3,,
29/11/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,8,(vau),1,,
30/11/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.3,(vau),2.3,,
01/12/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.1,(vau),0.8,,
02/12/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.2,,
03/12/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.6,,
04/12/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.7,,
05/12/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.2,(vau),0.7,,
06/12/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.2,(vau),0.7,,
07/12/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.3,,
08/12/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.2,(vau),0.2,,
09/12/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.4,,
10/12/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.2,(vau),2.2,,
11/12/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,2.2,(vau),3.8,,
12/12/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,7,(vau),4.1,,
13/12/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,4.6,(vau),0.7,,
14/12/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,1.5,(vau),0.6,,
15/12/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.9,(vau),2.6,,
16/12/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.1,(vau),2.8,,
17/12/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.1,(vau),0.5,,
18/12/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.8,,
19/12/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.8,,
20/12/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.7,,
21/12/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.1,(vau),0.5,,
22/12/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,1.7,(vau),0.5,,
23/12/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.9,,
24/12/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.4,,
25/12/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.9,,
26/12/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.1,(vau),1.2,,
27/12/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),3.4,,
28/12/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),3.7,,
29/12/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),3.1,,
30/12/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.9,,
31/12/2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.2,,
01/01/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.6,,
02/01/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.1,(vau),0.8,,
03/01/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.1,(vau),1.2,,
04/01/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.2,,
05/01/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.4,,
06/01/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2,,
07/01/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),4.3,,
08/01/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.8,,
09/01/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,7.6,(vau),0.6,,
10/01/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,14.6,(vau),1.9,,
11/01/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,3,(vau),2,,
12/01/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,1.8,(vau),1.9,,
13/01/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,1.3,(vau),0.4,,
14/01/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,1.2,(vau),1.3,,
15/01/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,1.2,(vau),1.2,,
16/01/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.5,(vau),0.4,,
17/01/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.5,(vau),1.8,,
18/01/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.3,(vau),1.3,,
19/01/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.3,(vau),0.9,,
20/01/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.3,,
21/01/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.1,(vau),1.9,,
22/01/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.9,,
23/01/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.1,(vau),1,,
24/01/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.4,,
25/01/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.7,,
26/01/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),3.5,,
27/01/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),3.1,,
28/01/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.2,,
29/01/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.5,,
30/01/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.6,,
31/01/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.9,,
01/02/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.5,,
02/02/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),4.4,,
03/02/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.9,,
04/02/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),3.1,,
05/02/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.8,,
06/02/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.5,,
07/02/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.3,,
08/02/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.2,,
09/02/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.8,(vau),1.3,,
10/02/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.2,(vau),1.1,,
11/02/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),3,,
12/02/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,1.2,(vau),3,,
13/02/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.8,(vau),2.3,,
14/02/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.3,(vau),1.2,,
15/02/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.9,,
16/02/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.4,,
17/02/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.4,,
18/02/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.3,,
19/02/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.9,,
20/02/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.6,,
21/02/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1,,
22/02/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1,,
23/02/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.8,,
24/02/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.6,,
25/02/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.7,,
26/02/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.1,(vau),0.9,,
27/02/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.2,(vau),2.2,,
28/02/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.5,,
01/03/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.1,(vau),2.5,,
02/03/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.1,(vau),3.3,,
03/03/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,2.5,(vau),3.8,,
04/03/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,1.3,(vau),1.7,,
05/03/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.5,(vau),2.1,,
06/03/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.1,(vau),3.4,,
07/03/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.1,(vau),1.6,,
08/03/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.8,,
09/03/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.6,,
10/03/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,1.4,(vau),2.9,,
11/03/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.7,(vau),2.9,,
12/03/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.3,(vau),3.4,,
13/03/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.1,(vau),1.6,,
14/03/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.8,,
15/03/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),3.2,,
16/03/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.1,(vau),2,,
17/03/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.8,,
18/03/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.7,,
19/03/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.2,,
20/03/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.1,(vau),4.5,,
21/03/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.6,,
22/03/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.3,,
23/03/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.8,,
24/03/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),4.4,,
25/03/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),4.3,,
26/03/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),3.8,,
27/03/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.2,,
28/03/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2,,
29/03/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.9,,
30/03/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.6,,
31/03/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.9,,
01/04/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.1,,
02/04/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.1,,
03/04/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.8,,
04/04/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),3.2,,
05/04/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.1,,
06/04/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.9,,
07/04/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.4,,
08/04/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.9,,
09/04/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),3.1,,
10/04/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.8,,
11/04/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),4.3,,
12/04/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),3.5,,
13/04/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.1,,
14/04/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.6,,
15/04/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.8,,
16/04/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.8,,
17/04/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.9,,
18/04/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.7,,
19/04/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.1,(vau),0.7,,
20/04/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,1.7,(vau),0.8,,
21/04/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,1.1,(vau),1.6,,
22/04/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,1.3,(vau),1.2,,
23/04/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,1.2,(vau),0.6,,
24/04/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,1.1,(vau),0.8,,
25/04/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,1.4,(vau),1,,
26/04/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,1.1,(vau),2.2,,
27/04/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.5,(vau),2.3,,
28/04/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.3,(vau),2.5,,
29/04/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.4,(vau),2.6,,
30/04/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.2,(vau),2.2,,
01/05/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.1,(vau),2.1,,
02/05/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.2,(vau),1.7,,
03/05/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.1,(vau),1.9,,
04/05/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.1,(vau),2.1,,
05/05/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.7,,
06/05/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.8,,
07/05/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.7,,
08/05/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.5,,
09/05/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.4,,
10/05/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.4,,
11/05/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.8,,
12/05/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.7,,
13/05/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),3.6,,
14/05/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.4,,
15/05/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.1,,
16/05/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1,,
17/05/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.8,,
18/05/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.5,,
19/05/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0.1,(vau),1,,
20/05/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.8,,
21/05/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.2,,
22/05/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.5,,
23/05/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.1,,
24/05/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1,,
25/05/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.6,,
26/05/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.7,,
27/05/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),0.9,,
28/05/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.8,,
29/05/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.8,,
30/05/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.7,,
31/05/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.3,,
01/06/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.6,,
02/06/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),3.6,,
03/06/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),3,,
04/06/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.9,,
05/06/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),3.1,,
06/06/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),3.1,,
07/06/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.7,,
08/06/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.7,,
09/06/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.7,,
10/06/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.9,,
11/06/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.8,,
12/06/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),3,,
13/06/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.6,,
14/06/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.1,,
15/06/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.3,,
16/06/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),3,,
17/06/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.9,,
18/06/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.4,,
19/06/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.4,,
20/06/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.4,,
21/06/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.5,,
22/06/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.1,,
23/06/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.1,,
24/06/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),1.5,,
25/06/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2,,
26/06/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.2,,
27/06/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.7,,
28/06/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.7,,
29/06/2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),2.1,,
