SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,CANIÇO (04J/01G),,CANIÇO (04J/01G),,CANTANHEDE (11F/01UG),,CANTANHEDE (11F/01UG),,CAPINHA (12M/02UG),,CAPINHA (12M/02UG),,CARANGUEJEIRA (15E/03G),,CARANGUEJEIRA (15E/03G),,CARAPINHAL (13H/09UG),,CARAPINHAL (13H/09UG),,CARAPUÇÕES (SÃO TORCATO) (21G/03G),,CARAPUÇÕES (SÃO TORCATO) (21G/03G),,CARIA (12M/01UG),,CARIA (12M/01UG),,
,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,
06/02/2004 09:00,,,,,0.2,(vau),0.3,,0.2,(vau),0.4,,,,,,0.2,(vau),0.3,,0.1,(vau),0.4,,0.2,(vau),0.2,,
07/02/2004 09:00,,,,,0.2,(vau),0.3,,0.3,(vau),0.4,,0.1,(vau),0.3,,0.2,(vau),0.5,,0.2,(vau),0.4,,0.2,(vau),0.4,,
08/02/2004 09:00,,,,,0.1,(vau),0.3,,0.1,(vau),0.5,,0,(vau),0.1,,0.1,(vau),0.2,,0.2,(vau),0.4,,0,(vau),0.2,,
09/02/2004 09:00,,,,,0.2,(vau),0.1,,0,(vau),1.3,,0.3,(vau),0.2,,0.3,(vau),0.2,,0.2,(vau),0.4,,0.1,(vau),0.7,,
10/02/2004 09:00,,,,,0,(vau),0.4,,0,(vau),0.9,,,,,,0.3,(vau),0.5,,0.2,(vau),0.8,,0,(vau),0.5,,
11/02/2004 09:00,,,,,0.1,(vau),0.7,,0,(vau),0.9,,,,,,0.2,(vau),0.5,,0.1,(vau),0.8,,0.2,(vau),0.3,,
12/02/2004 09:00,,,,,0.1,(vau),0.3,,0,(vau),0.6,,,,,,0.1,(vau),0.3,,0,(vau),0.4,,0,(vau),0.3,,
13/02/2004 09:00,,,,,0.3,(vau),0.4,,0,(vau),1,,,,,,0.2,(vau),0.2,,0.2,(vau),0.6,,0.1,(vau),0.5,,
14/02/2004 09:00,,,,,0.2,(vau),0.1,,0.1,(vau),0.5,,0,(vau),0.2,,0.2,(vau),0.1,,0.1,(vau),0.2,,0.1,(vau),0.4,,
15/02/2004 09:00,,,,,0.1,(vau),0.3,,0.3,(vau),0.6,,0,(vau),0,,0,(vau),0.1,,0.1,(vau),0.3,,0.1,(vau),0.3,,
16/02/2004 09:00,,,,,0,(vau),0.3,,0.1,(vau),0.6,,,,,,0.1,(vau),0.3,,0.1,(vau),0.6,,0.1,(vau),0.4,,
17/02/2004 09:00,,,,,0.1,(vau),0.2,,0.1,(vau),1.2,,,,,,0.2,(vau),0.3,,0.1,(vau),0.6,,0.1,(vau),0.8,,
18/02/2004 09:00,,,,,0,(vau),0.2,,0,(vau),0.5,,,,,,0.1,(vau),0.2,,0,(vau),0.8,,0,(vau),0.3,,
19/02/2004 09:00,,,,,0,(vau),1.6,,0,(vau),2.1,,,,,,0.1,(vau),0.8,,0,(vau),1.3,,0,(vau),1.1,,
20/02/2004 09:00,,,,,0,(vau),1.6,,0,(vau),2.2,,,,,,0.1,(vau),0.9,,0,(vau),1.8,,0,(vau),1.3,,
21/02/2004 09:00,,,,,0,(vau),0.7,,0,(vau),1.9,,,,,,0,(vau),0.6,,0,(vau),1.6,,0,(vau),1,,
22/02/2004 09:00,,,,,0.7,(vau),0.7,,2.9,(vau),1.5,,1,(vau),0.5,,0.8,(vau),1.1,,9,(vau),1.4,,1,(vau),1.6,,
23/02/2004 09:00,,,,,16.8,(vau),0.6,,8.8,(vau),1,,1.5,(vau),0.8,,3.9,(vau),1.1,,9,(vau),1.1,,6.5,(vau),0.7,,
24/02/2004 09:00,,,,,4.7,(vau),1.3,,25.4,(vau),2.2,,4,(vau),1,,5.1,(vau),2.2,,10.1,(vau),1.3,,19.5,(vau),0.7,,
25/02/2004 09:00,,,,,2.2,(vau),0.8,,5.6,(vau),1.5,,,,,,0.5,(vau),0.9,,1.8,(vau),0.6,,4.7,(vau),0.6,,
26/02/2004 09:00,,,,,6.3,(vau),0.3,,4.6,(vau),1.9,,,,,,2.9,(vau),0.5,,7.5,(vau),0.8,,3.3,(vau),0.9,,
27/02/2004 09:00,,,,,5.7,(vau),1.3,,0,(vau),1.3,,4.3,(vau),0.2,,2.9,(vau),0.9,,0.2,(vau),1.6,,0.1,(vau),1.4,,
28/02/2004 09:00,,,,,1.5,(vau),1.2,,0,(vau),1.1,,1.9,(vau),0.2,,1.1,(vau),0.7,,1.3,(vau),1,,0.1,(vau),1.9,,
29/02/2004 09:00,,,,,5.5,(vau),0.4,,0,(vau),0.8,,,,,,3.5,(vau),0.3,,0.5,(vau),0.6,,0,(vau),0.8,,
01/03/2004 09:00,,,,,0.1,(vau),0.6,,0,(vau),0.8,,,,0.1,,0.2,(vau),0.3,,0.7,(vau),0.6,,0,(vau),1.4,,
02/03/2004 09:00,,,,,0,(vau),1.1,,0,(vau),2.2,,0,(vau),0.3,,0,(vau),0.5,,0,(vau),0.8,,0,(vau),1.4,,
03/03/2004 09:00,,,,,0,(vau),0.5,,0,(vau),1.2,,0.1,(vau),0.3,,0,(vau),0.6,,0,(vau),0.7,,0.2,(vau),0.8,,
04/03/2004 09:00,,,,,0,(vau),0.3,,0,(vau),0.5,,0,(vau),0.4,,0,(vau),0.5,,0,(vau),0.3,,0,(vau),0.4,,
05/03/2004 09:00,,,,,0,(vau),0.4,,0,(vau),0.7,,0,(vau),0.4,,0,(vau),0.4,,0,(vau),0.4,,0.5,(vau),0.6,,
06/03/2004 09:00,,,,,11.5,(vau),0.5,,5.4,(vau),0.7,,6.4,(vau),0.5,,8.7,(vau),1.1,,1.1,(vau),1.5,,2.9,(vau),0.9,,
07/03/2004 09:00,,,,,0.2,(vau),0.6,,0.2,(vau),0.8,,0.2,(vau),0.1,,0.2,(vau),0.2,,0.2,(vau),0.4,,0.1,(vau),0.4,,
08/03/2004 09:00,,,,,0,(vau),0.3,,0.1,(vau),0.5,,0.1,(vau),0.3,,0.2,(vau),0.5,,0,(vau),0.3,,0.1,(vau),0.6,,
09/03/2004 09:00,,,,,0,(vau),0.4,,0.1,(vau),0.7,,0.1,(vau),0.1,,0.1,(vau),0.3,,0.1,(vau),0.4,,0.1,(vau),0.5,,
10/03/2004 09:00,,,,,0.4,(vau),0.2,,,,,,1.4,(vau),0.1,,0.4,(vau),0.3,,0.1,(vau),0.6,,0,(vau),0.8,,
11/03/2004 09:00,,,,,1.7,(vau),0.5,,0.1,(vau),1.2,,4.5,(vau),0.2,,1.9,(vau),0.4,,0.5,(vau),0.7,,0,(vau),1,,
12/03/2004 09:00,,,,,27.4,(vau),1,,7.3,(vau),1.3,,,,,,11.9,(vau),2.4,,13.8,(vau),1.6,,9.6,(vau),2.1,,
13/03/2004 09:00,,,,,0.1,(vau),0.5,,0.4,(vau),0.7,,,,,,0.8,(vau),0.2,,1.9,(vau),0.3,,0,(vau),0.8,,
14/03/2004 09:00,,,,,0.1,(vau),1,,0,(vau),0.9,,0.2,(vau),0.3,,0.2,(vau),0.7,,0,(vau),1.7,,0.1,(vau),1,,
15/03/2004 09:00,,,,,0.2,(vau),0.5,,0,(vau),0.9,,0.1,(vau),0.1,,0.2,(vau),0.4,,0.1,(vau),1,,0,(vau),0.8,,
16/03/2004 09:00,,,,,0,(vau),0.4,,0,(vau),1,,0.1,(vau),0.1,,0.1,(vau),0.4,,0,(vau),0.9,,0,(vau),0.6,,
17/03/2004 09:00,,,,,0,(vau),0.4,,0,(vau),0.6,,0.1,(vau),0.4,,0.1,(vau),0.3,,0.1,(vau),0.7,,0,(vau),0.6,,
18/03/2004 09:00,,,,,0,(vau),0.5,,2.3,(vau),0.7,,0,(vau),0.4,,4.9,(vau),0.3,,0,(vau),0.5,,0.2,(vau),0.7,,
19/03/2004 09:00,,,,,0.1,(vau),1,,0,(vau),0.7,,0.1,(vau),0.2,,0.2,(vau),0.8,,0,(vau),1.6,,0.1,(vau),0.7,,
20/03/2004 09:00,,,,,0.1,(vau),0.8,,0,(vau),1.3,,,,,,0,(vau),0.8,,0,(vau),1.6,,0.1,(vau),1.2,,
21/03/2004 09:00,,,,,0.1,(vau),0.9,,0,(vau),0.6,,,,,,0.1,(vau),0.5,,0.2,(vau),1,,0.1,(vau),0.6,,
22/03/2004 09:00,,,,,0,(vau),2.1,,0,(vau),2.4,,0,(vau),0.5,,0.1,(vau),1.1,,0,(vau),3.2,,0,(vau),2.2,,
23/03/2004 09:00,,,,,0,(vau),1.7,,0,(vau),2,,0,(vau),0.5,,0.1,(vau),1.3,,,,,,0,(vau),2.2,,
24/03/2004 09:00,,,,,0.6,(vau),1.2,,0.4,(vau),0.8,,0.4,(vau),0.3,,0.3,(vau),0.8,,0,(vau),1.5,,0.1,(vau),1.4,,
25/03/2004 09:00,,,,,0,(vau),1.5,,0.1,(vau),2.2,,,,,,0,(vau),0.8,,0,(vau),1.7,,0.3,(vau),1,,
26/03/2004 09:00,,,,,0.3,(vau),1.5,,0,(vau),2.4,,,,,,0,(vau),1.1,,0,(vau),1.6,,0,(vau),1.6,,
27/03/2004 09:00,,,,,0.1,(vau),2.3,,0,(vau),2.8,,,,,,0,(vau),1.5,,0,(vau),2.6,,0,(vau),2.1,,
28/03/2004 09:00,,,,,0,(vau),2.4,,0,(vau),3,,1.8,(vau),1,,1.7,(vau),1.8,,14.1,(vau),1.7,,0,(vau),2.2,,
29/03/2004 09:00,,,,,0.1,(vau),0.7,,2.7,(vau),1.8,,0.1,(vau),0.5,,0,(vau),1.2,,0.1,(vau),1.8,,0.8,(vau),1,,
30/03/2004 09:00,,,,,1.3,(vau),0.6,,1.2,(vau),0.4,,0.5,(vau),0.2,,0.1,(vau),0.5,,0,(vau),0.9,,0.5,(vau),0.4,,
31/03/2004 09:00,,,,,5.3,(vau),0.9,,0.2,(vau),1.3,,1.4,(vau),0.4,,3.5,(vau),1.3,,0.6,(vau),0.8,,0.2,(vau),1.3,,
01/04/2004 09:00,,,,,20.3,(vau),1.3,,13.7,(vau),1.7,,13.3,(vau),1.5,,12.9,(vau),3.4,,13.9,(vau),1.9,,12.4,(vau),2.7,,
02/04/2004 09:00,,,,,12.3,(vau),0.7,,1.9,(vau),1.1,,7.7,(vau),0.6,,5.1,(vau),1.8,,5.2,(vau),0.9,,1.6,(vau),1.7,,
03/04/2004 09:00,,,,,1.3,(vau),0.7,,1.4,(vau),1.2,,1.1,(vau),0.4,,2.5,(vau),0.9,,0.9,(vau),0.9,,1,(vau),1,,
04/04/2004 09:00,,,,,0,(vau),0.5,,0.1,(vau),0.8,,0.1,(vau),0.3,,0.2,(vau),0.6,,0,(vau),0.7,,0.1,(vau),0.7,,
05/04/2004 09:00,,,,,0,(vau),0.6,,0,(vau),0.6,,0.1,(vau),0.1,,0.1,(vau),0.5,,0,(vau),0.8,,0,(vau),0.3,,
06/04/2004 09:00,,,,,0,(vau),0.5,,0,(vau),0.6,,0.2,(vau),0.2,,0.2,(vau),0.4,,0,(vau),0.6,,0,(vau),0.4,,
07/04/2004 09:00,,,,,0,(vau),0.5,,0,(vau),1,,0,(vau),0.1,,0,(vau),0.7,,0.1,(vau),0.7,,0,(vau),0.5,,
08/04/2004 09:00,,,,,0,(vau),0.6,,0,(vau),1.3,,0.2,(vau),0.2,,0.1,(vau),0.6,,0.1,(vau),0.9,,0,(vau),1,,
09/04/2004 09:00,,,,,0,(vau),1.4,,0,(vau),2.9,,0.1,(vau),0.2,,0,(vau),1.2,,0,(vau),1.3,,0,(vau),1.8,,
10/04/2004 09:00,,,,,0,(vau),1.8,,0,(vau),2.7,,0.2,(vau),0.3,,0,(vau),1.5,,0,(vau),1.8,,0,(vau),1.7,,
11/04/2004 09:00,,,,,0,(vau),1.2,,0,(vau),1.6,,0.1,(vau),0.4,,0.1,(vau),1,,0,(vau),1.3,,0,(vau),1.3,,
12/04/2004 09:00,,,,,0,(vau),0.8,,0,(vau),1.4,,0.1,(vau),0.3,,0,(vau),0.8,,0,(vau),0.9,,0,(vau),1.1,,
13/04/2004 09:00,,,,,0,(vau),0.7,,0,(vau),0.9,,0.1,(vau),0.2,,0.1,(vau),0.6,,0,(vau),0.9,,0,(vau),0.6,,
14/04/2004 09:00,,,,,0,(vau),1.2,,0,(vau),2.2,,0.1,(vau),0.3,,0,(vau),1,,0,(vau),1.4,,0,(vau),1.3,,
15/04/2004 09:00,,,,,0,(vau),0.9,,0,(vau),1.1,,0.1,(vau),0.3,,0,(vau),0.9,,0,(vau),1.2,,0,(vau),0.9,,
16/04/2004 09:00,,,,,0,(vau),1,,0,(vau),0.8,,,,,,0,(vau),0.6,,0,(vau),1.5,,0,(vau),0.5,,
17/04/2004 09:00,,,,,0.1,(vau),1.2,,0,(vau),1.7,,0.8,(vau),0.3,,0.1,(vau),0.7,,0,(vau),1.3,,0,(vau),1.6,,
18/04/2004 09:00,,,,,9,(vau),1.1,,2.7,(vau),1.8,,5.2,(vau),0.3,,4.4,(vau),1.4,,0.2,(vau),1.2,,0.2,(vau),1.5,,
19/04/2004 09:00,,,,,1.4,(vau),1.4,,0.6,(vau),1.7,,2.3,(vau),0.3,,2.7,(vau),0.8,,1,(vau),1.3,,0.1,(vau),1.8,,
20/04/2004 09:00,,,,,1.2,(vau),1,,0,(vau),1.7,,1.6,(vau),0.3,,0.6,(vau),1.5,,0,(vau),1,,0,(vau),1.9,,
21/04/2004 09:00,,,,,0.2,(vau),1,,0,(vau),0.9,,0,(vau),0.3,,0,(vau),1.5,,0,(vau),0.8,,0,(vau),1.8,,
22/04/2004 09:00,,,,,11.4,(vau),0.4,,6.3,(vau),0.6,,10.5,(vau),0.1,,7.8,(vau),0.8,,12.9,(vau),0.7,,4.2,(vau),0.7,,
23/04/2004 09:00,,,,,0,(vau),1,,0,(vau),1.2,,0.1,(vau),0.2,,0.1,(vau),1.1,,0.1,(vau),1.4,,0.1,(vau),1.2,,
24/04/2004 09:00,,,,,0,(vau),0.7,,0,(vau),1.3,,0.2,(vau),0.4,,0.2,(vau),0.9,,0,(vau),0.8,,0,(vau),0.9,,
25/04/2004 09:00,,,,,0,(vau),0.6,,0,(vau),0.9,,0,(vau),0.3,,0.1,(vau),0.6,,0,(vau),1,,0,(vau),0.5,,
26/04/2004 09:00,,,,,0,(vau),0.5,,0,(vau),0.9,,0.1,(vau),0.2,,0,(vau),0.6,,0,(vau),0.6,,0,(vau),0.5,,
27/04/2004 09:00,,,,,0,(vau),0.5,,0,(vau),0.8,,0.1,(vau),0.1,,0.1,(vau),0.6,,0,(vau),0.6,,0.7,(vau),,,
28/04/2004 09:00,,,,,0,(vau),0.6,,0,(vau),1,,0,(vau),0.1,,0,(vau),0.8,,0,(vau),0.8,,0.1,(vau),0.9,,
29/04/2004 09:00,,,,,0,(vau),1.5,,0,(vau),1.7,,0,(vau),0.2,,0.1,(vau),0.9,,0,(vau),1.2,,0,(vau),1.5,,
30/04/2004 09:00,,,,,0.1,(vau),1.9,,0.4,(vau),1.3,,0.6,(vau),0.4,,0,(vau),1.6,,0,(vau),1.9,,0,(vau),1.9,,
01/05/2004 09:00,,,,,10.2,(vau),0.8,,4.4,(vau),1.4,,8,(vau),0.3,,10.8,(vau),1.5,,4.9,(vau),1,,3.6,(vau),2.2,,
02/05/2004 09:00,,,,,0.1,(vau),0.7,,0.1,(vau),1.2,,0.2,(vau),0.2,,0.1,(vau),0.7,,0,(vau),0.6,,0.1,(vau),1.3,,
03/05/2004 09:00,,,,,0,(vau),0.6,,0,(vau),1.3,,0,(vau),0.2,,0.1,(vau),0.6,,0,(vau),1.2,,0.7,(vau),0.9,,
04/05/2004 09:00,,,,,0,(vau),1.6,,0,(vau),1.8,,0.1,(vau),0.3,,0,(vau),0.9,,0,(vau),2.1,,,,,,
05/05/2004 09:00,,,,,5.1,(vau),2.4,,2,(vau),2.9,,2.3,(vau),0.7,,3.8,(vau),1.7,,1.6,(vau),2.3,,,,,,
06/05/2004 09:00,,,,,4.3,(vau),1.4,,1.6,(vau),3.2,,3.4,(vau),0.5,,6.6,(vau),1,,1.5,(vau),1.3,,,,,,
07/05/2004 09:00,,,,,0.3,(vau),0.9,,0.1,(vau),1.3,,0,(vau),0.2,,0.5,(vau),0.8,,0,(vau),0.9,,,,,,
08/05/2004 09:00,,,,,0,(vau),0.9,,0,(vau),1.1,,0,(vau),0.2,,0.1,(vau),1,,0.1,(vau),1.4,,,,,,
09/05/2004 09:00,,,,,2.3,(vau),0.9,,1.3,(vau),1.1,,1.6,(vau),0.3,,0.9,(vau),0.9,,0,(vau),1.1,,,,,,
10/05/2004 09:00,,,,,2.6,(vau),0.7,,1.5,(vau),0.9,,2.7,(vau),0.2,,3.9,(vau),0.6,,4.5,(vau),0.7,,,,,,
11/05/2004 09:00,,,,,0,(vau),1,,0.2,(vau),2,,0,(vau),0.3,,5.6,(vau),0.6,,0,(vau),1.7,,,,,,
12/05/2004 09:00,,,,,0,(vau),1.1,,0,(vau),2,,0,(vau),0.4,,0.1,(vau),1.2,,0,(vau),1.2,,,,,,
13/05/2004 09:00,,,,,0,(vau),1.1,,0,(vau),2.3,,0.1,(vau),0.2,,0.6,(vau),0.8,,0,(vau),1,,,,,,
14/05/2004 09:00,,,,,0,(vau),1.1,,0,(vau),2.2,,0,(vau),0.3,,0.1,(vau),1.2,,0,(vau),1.2,,0,(vau),2.8,,
15/05/2004 09:00,,,,,0,(vau),0.8,,0,(vau),2.1,,0.1,(vau),0.3,,0,(vau),1.3,,0,(vau),1.4,,0,(vau),2.4,,
16/05/2004 09:00,,,,,0,(vau),0.8,,0,(vau),1.5,,0,(vau),0.6,,0,(vau),0.8,,0,(vau),0.9,,0,(vau),0.7,,
17/05/2004 09:00,,,,,0,(vau),0.9,,0,(vau),1.5,,0,(vau),0.8,,0,(vau),0.9,,0,(vau),1.4,,0,(vau),0.6,,
18/05/2004 09:00,,,,,0.1,(vau),0.6,,0,(vau),1.1,,0,(vau),0.3,,1.2,(vau),0.5,,0,(vau),1.2,,0,(vau),1,,
19/05/2004 09:00,,,,,0,(vau),0.7,,0,(vau),1.6,,0,(vau),0.7,,0.1,(vau),0.7,,0,(vau),0.9,,0,(vau),1.1,,
20/05/2004 09:00,,,,,0,(vau),0.9,,0,(vau),2.4,,0,(vau),0.8,,0,(vau),1.1,,0,(vau),1.1,,0,(vau),1.5,,
21/05/2004 09:00,,,,,0.6,(vau),0.7,,1.8,(vau),1.8,,2.3,(vau),0.7,,2.7,(vau),1.3,,3.4,(vau),1,,2.1,(vau),1.6,,
22/05/2004 09:00,,,,,22.2,(vau),0.4,,4,(vau),0.4,,0.2,(vau),0.2,,7.7,(vau),0.3,,0.2,(vau),0.5,,5.5,(vau),0.7,,
23/05/2004 09:00,,,,,0,(vau),0.6,,0,(vau),1.1,,0,(vau),0.2,,2.7,(vau),0.6,,3.2,(vau),0.6,,0.3,(vau),0.8,,
24/05/2004 09:00,,,,,0.5,(vau),0.5,,2.4,(vau),1,,8.4,(vau),0.2,,8.7,(vau),0.4,,2,(vau),0.5,,1.3,(vau),1.2,,
25/05/2004 09:00,,,,,4.3,(vau),0.4,,0.3,(vau),0.8,,1.1,(vau),0.1,,16.5,(vau),0.3,,0,(vau),0.4,,5,(vau),0.9,,
26/05/2004 09:00,,,,,0,(vau),0.4,,0.1,(vau),1,,0.1,(vau),0.2,,0.1,(vau),0.3,,0,(vau),0.7,,0,(vau),0.9,,
27/05/2004 09:00,,,,,0,(vau),0.9,,0,(vau),1,,0,(vau),0.2,,0,(vau),0.9,,0.1,(vau),1.1,,0.1,(vau),0.8,,
28/05/2004 09:00,,,,,0,(vau),0.5,,0,(vau),1,,0,(vau),0.2,,0,(vau),0.5,,0,(vau),1,,0,(vau),0.8,,
29/05/2004 09:00,,,,,0.2,(vau),0.7,,0,(vau),0.9,,0.5,(vau),0.2,,0,(vau),0.9,,0,(vau),1.2,,0.1,(vau),0.8,,
30/05/2004 09:00,,,,,0,(vau),0.5,,0,(vau),1.1,,0,(vau),0.1,,0,(vau),0.8,,0,(vau),1.3,,0,(vau),1,,
31/05/2004 09:00,,,,,0,(vau),0.9,,0,(vau),1,,0,(vau),0.3,,0,(vau),0.9,,0,(vau),1.5,,0,(vau),1.6,,
01/06/2004 09:00,,,,,0,(vau),1.7,,0,(vau),1.1,,0,(vau),0.4,,0,(vau),1.5,,0,(vau),1.7,,0,(vau),2.3,,
02/06/2004 09:00,,,,,0,(vau),1.1,,0,(vau),1.1,,0,(vau),0.4,,0,(vau),1,,0,(vau),1.6,,0,(vau),2,,
03/06/2004 09:00,,,,,0.1,(vau),0.5,,0,(vau),1.4,,0.1,(vau),0.2,,0,(vau),0.8,,0,(vau),0.7,,0,(vau),1.6,,
04/06/2004 09:00,,,,,0,(vau),0.6,,0,(vau),2,,0.1,(vau),0.2,,0.1,(vau),1.1,,0,(vau),0.6,,0,(vau),2.7,,
05/06/2004 09:00,,,,,0,(vau),0.7,,0,(vau),1.1,,0,(vau),0.2,,0,(vau),1,,0,(vau),0.7,,0,(vau),1.5,,
06/06/2004 09:00,,,,,0,(vau),0.5,,0,(vau),1.3,,0,(vau),0.2,,0,(vau),0.9,,0,(vau),0.8,,0,(vau),0.9,,
07/06/2004 09:00,,,,,0,(vau),0.7,,0,(vau),1.4,,0,(vau),0.3,,0,(vau),0.8,,0,(vau),1,,0.5,(vau),1.1,,
08/06/2004 09:00,,,,,0,(vau),0.8,,0,(vau),0.9,,0,(vau),0.3,,0,(vau),0.8,,0,(vau),0.8,,0,(vau),1.2,,
09/06/2004 09:00,,,,,0,(vau),0.7,,0,(vau),0.8,,0,(vau),0.3,,0,(vau),0.7,,0,(vau),1,,0,(vau),1,,
10/06/2004 09:00,,,,,0,(vau),1,,0,(vau),1.1,,0,(vau),0.3,,0,(vau),0.9,,0,(vau),0.9,,0,(vau),0.9,,
11/06/2004 09:00,,,,,0,(vau),1.1,,0,(vau),1.1,,0,(vau),0.4,,0,(vau),1,,0,(vau),1.3,,0,(vau),0.9,,
12/06/2004 09:00,,,,,0,(vau),1,,0,(vau),1.1,,0,(vau),0.4,,0,(vau),0.8,,0,(vau),1.4,,0,(vau),0.8,,
13/06/2004 09:00,,,,,0,(vau),0.6,,0,(vau),1.7,,0,(vau),0.3,,0,(vau),0.9,,0,(vau),0.9,,0,(vau),1.5,,
14/06/2004 09:00,,,,,0.1,(vau),1,,0,(vau),2.5,,0.1,(vau),0.3,,0,(vau),1.5,,0,(vau),1.1,,0,(vau),3.2,,
15/06/2004 09:00,,,,,0,(vau),1.4,,0,(vau),2.5,,0,(vau),0.6,,0,(vau),1.4,,,,,,0,(vau),3.7,,
16/06/2004 09:00,,,,,0,(vau),0.9,,0,(vau),1.7,,0,(vau),0.7,,0,(vau),0.9,,0,(vau),1,,0,(vau),1.9,,
17/06/2004 09:00,,,,,0,(vau),0.8,,0,(vau),1.1,,0,(vau),0.3,,0,(vau),1,,0,(vau),0.8,,0,(vau),1.5,,
18/06/2004 09:00,,,,,0,(vau),1,,0,(vau),0.9,,0,(vau),0.4,,0,(vau),0.8,,0,(vau),1.2,,0,(vau),1,,
19/06/2004 09:00,,,,,0,(vau),1,,0,(vau),1.7,,0,(vau),0.6,,0,(vau),0.9,,0,(vau),1.9,,0,(vau),1.2,,
20/06/2004 09:00,,,,,0,(vau),1.3,,0,(vau),1.5,,0,(vau),0.6,,0,(vau),1.3,,0,(vau),1.8,,0,(vau),3.3,,
21/06/2004 09:00,,,,,0,(vau),0.8,,0,(vau),1,,0,(vau),0.4,,0,(vau),1,,0,(vau),1.3,,0,(vau),1.9,,
22/06/2004 09:00,,,,,0,(vau),0.7,,0,(vau),1,,0,(vau),0.4,,0,(vau),0.8,,0,(vau),0.7,,0,(vau),1,,
23/06/2004 09:00,,,,,3.3,(vau),0.9,,0,(vau),1.9,,3.6,(vau),0.6,,2.2,(vau),1.6,,0,(vau),0.9,,0,(vau),1.6,,
24/06/2004 09:00,,,,,2.9,(vau),0.5,,0,(vau),1.4,,0.8,(vau),0.3,,3,(vau),0.6,,0,(vau),1,,0,(vau),1.2,,
25/06/2004 09:00,,,,,0.2,(vau),0.7,,0,(vau),1.1,,0.4,(vau),0.3,,0.1,(vau),0.8,,0.1,(vau),1.4,,0,(vau),1.2,,
26/06/2004 09:00,,,,,0,(vau),0.6,,0,(vau),1,,0.2,(vau),0.3,,0,(vau),0.8,,0,(vau),1.1,,0,(vau),0.7,,
27/06/2004 09:00,,,,,0,(vau),1,,0,(vau),1.3,,0,(vau),0.5,,0,(vau),1,,0,(vau),1.5,,0,(vau),0.7,,
28/06/2004 09:00,,,,,0.1,(vau),1.2,,0,(vau),1,,0,(vau),0.5,,0,(vau),1.1,,0,(vau),1.8,,0,(vau),1.8,,
29/06/2004 09:00,,,,,0.2,(vau),0.8,,0,(vau),1,,0.1,(vau),0.4,,0.1,(vau),1,,0,(vau),1.2,,0,(vau),1.4,,
30/06/2004 09:00,,,,,0,(vau),1.2,,0,(vau),1.2,,0,(vau),0.5,,0,(vau),1.1,,0,(vau),1.6,,0,(vau),1.2,,
01/07/2004 09:00,,,,,0,(vau),1.7,,0,(vau),1.1,,0,(vau),0.7,,0,(vau),1.1,,0,(vau),2.1,,0,(vau),2.6,,
02/07/2004 09:00,,,,,0,(vau),1.6,,0,(vau),2,,0,(vau),0.7,,0,(vau),1.2,,0,(vau),2,,0,(vau),3.7,,
03/07/2004 09:00,,,,,0.1,(vau),1.4,,0,(vau),1.6,,0,(vau),0.6,,0,(vau),1.1,,0,(vau),2.5,,0,(vau),3,,
04/07/2004 09:00,,,,,0,(vau),1.3,,0,(vau),1,,0,(vau),0.6,,0,(vau),1,,0,(vau),1.6,,0,(vau),1.3,,
05/07/2004 09:00,,,,,0,(vau),1.5,,0,(vau),1.3,,0,(vau),0.6,,0,(vau),1,,0,(vau),1.5,,0,(vau),0.9,,
06/07/2004 09:00,,,,,0,(vau),0.9,,0,(vau),1.1,,0,(vau),0.6,,0,(vau),1,,0,(vau),2.1,,0,(vau),1.2,,
07/07/2004 09:00,,,,,0,(vau),1.5,,0,(vau),1.9,,0.7,(vau),0.8,,0,(vau),1,,0,(vau),1.9,,0,(vau),2.3,,
08/07/2004 09:00,,,,,3,(vau),0.9,,0,(vau),1.9,,0.5,(vau),0.5,,0.1,(vau),1,,0,(vau),1.2,,0,(vau),2.3,,
09/07/2004 09:00,,,,,0.1,(vau),1.1,,0,(vau),1,,0.1,(vau),0.6,,0,(vau),1.1,,0,(vau),2,,0,(vau),2.3,,
10/07/2004 09:00,,,,,1.3,(vau),0.8,,0,(vau),1.1,,0,(vau),0.4,,0,(vau),0.8,,0,(vau),1.6,,0,(vau),1.3,,
11/07/2004 09:00,,,,,0.1,(vau),1.1,,0,(vau),1.7,,0,(vau),0.5,,0,(vau),1.1,,0,(vau),1.7,,0,(vau),2.1,,
12/07/2004 09:00,,,,,0,(vau),1.3,,0,(vau),1.9,,0.1,(vau),0.4,,0,(vau),1.2,,0,(vau),1.9,,0,(vau),3.1,,
13/07/2004 09:00,,,,,0,(vau),1,,0,(vau),2,,0.1,(vau),0.3,,0,(vau),1.2,,0,(vau),1.4,,0,(vau),2.3,,
