SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,MARIANOS (18G/03UC),,MARIANOS (18G/03UC),,MARIANOS (18G/03UC),,MARIANOS (18G/03UC),,MARMELETE (30E/02UG),,MARMELETE (30E/02UG),,MARMELETE (30E/02UG),,MARMELETE (30E/02UG),,MARTIM LONGO (29K/01C),,MARTIM LONGO (29K/01C),,MARTIM LONGO (29K/01C),,MARTIM LONGO (29K/01C),,MATA (14M/02UG),,MATA (14M/02UG),,MATA (14M/02UG),,MATA (14M/02UG),,
,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,
06/06/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
07/06/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
08/06/1988 09:00,,,2.9,(vco),,,,,,,1.8,(vco),,,,,,,0,(vco),,,,,,,0.1,(vco),,,,,
09/06/1988 09:00,,,1.5,(vco),,,,,,,1.2,(vco),,,,,,,0.6,(vco),,,,,,,2.5,(vco),,,,,
10/06/1988 09:00,,,10.7,(vco),,,,,,,14,(vco),,,,,,,3.4,(vco),,,,,,,8.8,(vco),,,,,
11/06/1988 09:00,,,7.8,(vco),,,,,,,22.5,(vco),,,,,,,0,(vco),,,,,,,9.2,(vco),,,,,
12/06/1988 09:00,,,6.5,(vco),,,,,,,4.6,(vco),,,,,,,0,(vco),,,,,,,8.5,(vco),,,,,
13/06/1988 09:00,,,28.9,(vco),,,,,,,18.7,(vco),,,,,,,5.6,(vco),,,,,,,17.2,(vco),,,,,
14/06/1988 09:00,,,2,(vco),,,,,,,8.5,(vco),,,,,,,14.2,(vco),,,,,,,9,(vco),,,,,
15/06/1988 09:00,,,4.8,(vco),,,,,,,2.5,(vco),,,,,,,4.2,(vco),,,,,,,1.6,(vco),,,,,
16/06/1988 09:00,,,7.8,(vco),,,,,,,1.4,(vco),,,,,,,0,(vco),,,,,,,11.3,(vco),,,,,
17/06/1988 09:00,,,2.2,(vco),,,,,,,4.5,(vco),,,,,,,0.4,(vco),,,,,,,1.8,(vco),,,,,
18/06/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,2,(vco),,,,,
19/06/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
20/06/1988 09:00,,,1.9,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
21/06/1988 09:00,,,1,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,7,(vco),,,,,
22/06/1988 09:00,,,0.6,(vco),,,,,,,16,(vco),,,,,,,4.5,(vco),,,,,,,0,(vco),,,,,
23/06/1988 09:00,,,15.1,(vco),,,,,,,21.5,(vco),,,,,,,20.2,(vco),,,,,,,1,(vco),,,,,
24/06/1988 09:00,,,7.7,(vco),,,,,,,0,(vco),,,,,,,18.8,(vco),,,,,,,0.3,(vco),,,,,
25/06/1988 09:00,,,0.1,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0.6,(vco),,,,,
26/06/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
27/06/1988 09:00,,,0.3,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
28/06/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
29/06/1988 09:00,,,6.5,(vco),,,,,,,6.3,(vco),,,,,,,0,(vco),,,,,,,15.6,(vco),,,,,
30/06/1988 09:00,,,18.7,(vco),,,,,,,7.2,(vco),,,,,,,0,(vco),,,,,,,1.8,(vco),,,,,
01/07/1988 09:00,,,0,(vco),,,,,,,3.2,(vco),,,,,,,0,(vco),,,,,,,2,(vco),,,,,
02/07/1988 09:00,,,1.5,(vco),,,,,,,2.6,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
03/07/1988 09:00,,,1,(vco),,,,,,,10.7,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
04/07/1988 09:00,,,31.3,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,16.1,(vco),,,,,
05/07/1988 09:00,,,11,(vco),,,,,,,0,(vco),,,,,,,3.1,(vco),,,,,,,24,(vco),,,,,
06/07/1988 09:00,,,1,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,5.6,(vco),,,,,
07/07/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,1.2,(vco),,,,,
08/07/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
09/07/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
10/07/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
11/07/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
12/07/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
13/07/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
14/07/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
15/07/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
16/07/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
17/07/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
18/07/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0.1,(vco),,,,,
19/07/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
20/07/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
21/07/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
22/07/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
23/07/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
24/07/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
25/07/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
26/07/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
27/07/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
28/07/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
29/07/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
30/07/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
31/07/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
01/08/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
02/08/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
03/08/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
04/08/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
05/08/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
06/08/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
07/08/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
08/08/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
09/08/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
10/08/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
11/08/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
12/08/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
13/08/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
14/08/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
15/08/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
16/08/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
17/08/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
18/08/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
19/08/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
20/08/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
21/08/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
22/08/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
23/08/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
24/08/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
25/08/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
26/08/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
27/08/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
28/08/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
29/08/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
30/08/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
31/08/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
01/09/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
02/09/1988 09:00,,,3.5,(vco),,,,,,,5.4,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
03/09/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
04/09/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
05/09/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
06/09/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
07/09/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
08/09/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
09/09/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
10/09/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
11/09/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
12/09/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
13/09/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
14/09/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
15/09/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
16/09/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
17/09/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
18/09/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
19/09/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
20/09/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
21/09/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
22/09/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
23/09/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
24/09/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
25/09/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
26/09/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
27/09/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
28/09/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
29/09/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
30/09/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
01/10/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
02/10/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
03/10/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
04/10/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
05/10/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
06/10/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
07/10/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
08/10/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
09/10/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
10/10/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
11/10/1988 09:00,,,12.5,(vco),,,,,,,10.5,(vco),,,,,,,0,(vco),,,,,,,5.6,(vco),,,,,
12/10/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,1.4,(vco),,,,,,,0,(vco),,,,,
13/10/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,1.6,(vco),,,,,
14/10/1988 09:00,,,57.5,(vco),,,,,,,24,(vco),,,,,,,11.2,(vco),,,,,,,107.6,(vco),,,,,
15/10/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0.4,(vco),,,,,
16/10/1988 09:00,,,1,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0.6,(vco),,,,,
17/10/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,8.5,(vco),,,,,
18/10/1988 09:00,,,22,(vco),,,,,,,1,(vco),,,,,,,0.6,(vco),,,,,,,5,(vco),,,,,
19/10/1988 09:00,,,18.3,(vco),,,,,,,31.5,(vco),,,,,,,17.8,(vco),,,,,,,16.4,(vco),,,,,
20/10/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0.6,(vco),,,,,,,0,(vco),,,,,
21/10/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
22/10/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
23/10/1988 09:00,,,5,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,5.3,(vco),,,,,
24/10/1988 09:00,,,0,(vco),,,,,,,1.2,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
25/10/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,5.3,(vco),,,,,
26/10/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
27/10/1988 09:00,,,0,(vco),,,,,,,1.3,(vco),,,,,,,0,(vco),,,,,,,24.3,(vco),,,,,
28/10/1988 09:00,,,0.7,(vco),,,,,,,11.5,(vco),,,,,,,0,(vco),,,,,,,6.8,(vco),,,,,
29/10/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
30/10/1988 09:00,,,0.8,(vco),,,,,,,22.5,(vco),,,,,,,1.6,(vco),,,,,,,7.3,(vco),,,,,
31/10/1988 09:00,,,0,(vco),,,,,,,2,(vco),,,,,,,10.6,(vco),,,,,,,12.4,(vco),,,,,
01/11/1988 09:00,,,6.6,(vco),,,,,,,6.1,(vco),,,,,,,0,(vco),,,,,,,4,(vco),,,,,
02/11/1988 09:00,,,4.5,(vco),,,,,,,11.4,(vco),,,,,,,12.4,(vco),,,,,,,0,(vco),,,,,
03/11/1988 09:00,,,4.7,(vco),,,,,,,5.5,(vco),,,,,,,1.4,(vco),,,,,,,5.2,(vco),,,,,
04/11/1988 09:00,,,0,(vco),,,,,,,47.2,(vco),,,,,,,1.8,(vco),,,,,,,0.8,(vco),,,,,
05/11/1988 09:00,,,3,(vco),,,,,,,18.3,(vco),,,,,,,19.2,(vco),,,,,,,1.5,(vco),,,,,
06/11/1988 09:00,,,5,(vco),,,,,,,21,(vco),,,,,,,13.6,(vco),,,,,,,6.2,(vco),,,,,
07/11/1988 09:00,,,19,(vco),,,,,,,36.8,(vco),,,,,,,113.8,(vco),,,,,,,24.6,(vco),,,,,
08/11/1988 09:00,,,7.8,(vco),,,,,,,64.2,(vco),,,,,,,52.6,(vco),,,,,,,23.1,(vco),,,,,
09/11/1988 09:00,,,23.3,(vco),,,,,,,17.4,(vco),,,,,,,9.8,(vco),,,,,,,29.4,(vco),,,,,
10/11/1988 09:00,,,0,(vco),,,,,,,1,(vco),,,,,,,0,(vco),,,,,,,0.3,(vco),,,,,
11/11/1988 09:00,,,1.7,(vco),,,,,,,35,(vco),,,,,,,5.6,(vco),,,,,,,0.6,(vco),,,,,
12/11/1988 09:00,,,0,(vco),,,,,,,1.2,(vco),,,,,,,0.4,(vco),,,,,,,1.5,(vco),,,,,
13/11/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0.9,(vco),,,,,
14/11/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
15/11/1988 09:00,,,0,(vco),,,,,,,5.1,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
16/11/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
17/11/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
18/11/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
19/11/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
20/11/1988 09:00,,,0.5,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
21/11/1988 09:00,,,0,(vco),,,,,,,16.6,(vco),,,,,,,2.4,(vco),,,,,,,6.5,(vco),,,,,
22/11/1988 09:00,,,0,(vco),,,,,,,2,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
23/11/1988 09:00,,,0.2,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
24/11/1988 09:00,,,0,(vco),,,,,,,68.6,(vco),,,,,,,14.2,(vco),,,,,,,0,(vco),,,,,
25/11/1988 09:00,,,5.7,(vco),,,,,,,25.7,(vco),,,,,,,0.8,(vco),,,,,,,0,(vco),,,,,
26/11/1988 09:00,,,12.2,(vco),,,,,,,29.8,(vco),,,,,,,21.8,(vco),,,,,,,34.8,(vco),,,,,
27/11/1988 09:00,,,0,(vco),,,,,,,1,(vco),,,,,,,5.8,(vco),,,,,,,0,(vco),,,,,
28/11/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
29/11/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
30/11/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
01/12/1988 09:00,,,13.1,(vco),,,,,,,21.3,(vco),,,,,,,2.2,(vco),,,,,,,0,(vco),,,,,
02/12/1988 09:00,,,0,(vco),,,,,,,1.2,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
03/12/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
04/12/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
05/12/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
06/12/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
07/12/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
08/12/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
09/12/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
10/12/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
11/12/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
12/12/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
13/12/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
14/12/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
15/12/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
16/12/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
17/12/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
18/12/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
19/12/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
20/12/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
21/12/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
22/12/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
23/12/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
24/12/1988 09:00,,,0,(vco),,,,,,,3.5,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
25/12/1988 09:00,,,6.8,(vco),,,,,,,2.6,(vco),,,,,,,0,(vco),,,,,,,1,(vco),,,,,
26/12/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0.2,(vco),,,,,
27/12/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
28/12/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
29/12/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
30/12/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
31/12/1988 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
01/01/1989 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
02/01/1989 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
03/01/1989 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
04/01/1989 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
05/01/1989 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
06/01/1989 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
07/01/1989 09:00,,,7.8,(vco),,,,,,,18.2,(vco),,,,,,,3.2,(vco),,,,,,,1.6,(vco),,,,,
08/01/1989 09:00,,,0,(vco),,,,,,,3.8,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
09/01/1989 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
