SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,MARIANOS (18G/03UC),,MARIANOS (18G/03UC),,MARIANOS (18G/03UC),,MARIANOS (18G/03UC),,MARMELETE (30E/02UG),,MARMELETE (30E/02UG),,MARMELETE (30E/02UG),,MARMELETE (30E/02UG),,MARTIM LONGO (29K/01C),,MARTIM LONGO (29K/01C),,MARTIM LONGO (29K/01C),,MARTIM LONGO (29K/01C),,MATA (14M/02UG),,MATA (14M/02UG),,MATA (14M/02UG),,MATA (14M/02UG),,
,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,
20/04/2019 09:00,,,0,(vau),,,0.1,,,,0.4,(vau),,,1.3,,88,(vau),0.3,(vau),11.9,(vau),0.5,,,,0.5,(vau),,,1.2,,
21/04/2019 09:00,,,0,(vau),,,0.6,,,,0,(vau),,,1.5,,75,(vau),0.1,(vau),12.8,(vau),1,,,,0.1,(vau),,,1,,
22/04/2019 09:00,,,0,(vau),,,0.5,,,,0,(vau),,,1.5,,61,(vau),0,(vau),15.7,(vau),0.7,,,,0,(vau),,,1.6,,
23/04/2019 09:00,,,0,(vau),,,0.9,,,,11,(vau),,,1.7,,68,(vau),0,(vau),14.4,(vau),1.3,,,,0,(vau),,,1.1,,
24/04/2019 09:00,,,0,(vau),,,1.1,,,,7.1,(vau),,,1.7,,75,(vau),0,(vau),11.1,(vau),1.2,,,,0,(vau),,,0.8,,
25/04/2019 09:00,,,0,(vau),,,0.9,,,,9.2,(vau),,,1.7,,88,(vau),0,(vau),13.5,(vau),1.2,,,,0.1,(vau),,,1.5,,
26/04/2019 09:00,,,0,(vau),,,1,,,,0.8,(vau),,,1.6,,74,(vau),0,(vau),11.7,(vau),1,,,,0,(vau),,,0.8,,
27/04/2019 09:00,,,0,(vau),,,0.7,,,,0,(vau),,,1.5,,64,(vau),0,(vau),13.8,(vau),1.1,,,,0,(vau),,,2.2,,
28/04/2019 09:00,,,0,(vau),,,0.6,,,,0,(vau),,,1,,48,(vau),0,(vau),19.1,(vau),0.6,,,,0,(vau),,,1.7,,
29/04/2019 09:00,,,0,(vau),,,0.4,,,,0,(vau),,,1.1,,49,(vau),0,(vau),20.2,(vau),0.5,,,,0,(vau),,,1.4,,
30/04/2019 09:00,,,0,(vau),,,0.6,,,,0,(vau),,,1.8,,54,(vau),0,(vau),19.8,(vau),0.6,,,,0,(vau),,,1.5,,
01/05/2019 09:00,,,0,(vau),,,0.5,,,,0,(vau),,,1.7,,61,(vau),0,(vau),19.7,(vau),0.7,,,,0,(vau),,,1.2,,
02/05/2019 09:00,,,0,(vau),,,0.6,,,,0,(vau),,,1.7,,58,(vau),0,(vau),19.8,(vau),0.9,,,,0,(vau),,,2.5,,
03/05/2019 09:00,,,0,(vau),,,0.5,,,,0,(vau),,,1.3,,46,(vau),0,(vau),21.6,(vau),0.4,,,,0,(vau),,,2.9,,
04/05/2019 09:00,,,0,(vau),,,0.6,,,,0,(vau),,,1.3,,52,(vau),0,(vau),20.8,(vau),0.8,,,,0,(vau),,,2.4,,
05/05/2019 09:00,,,0,(vau),,,0.5,,,,0.1,(vau),,,1.5,,71,(vau),0,(vau),17.7,(vau),0.4,,,,0,(vau),,,1.1,,
06/05/2019 09:00,,,0,(vau),,,0.6,,,,0,(vau),,,1.9,,71,(vau),0,(vau),16.9,(vau),0.8,,,,0,(vau),,,0.8,,
07/05/2019 09:00,,,0,(vau),,,0.5,,,,0,(vau),,,1.5,,72,(vau),0,(vau),15.6,(vau),0.7,,,,0,(vau),,,0.9,,
08/05/2019 09:00,,,0,(vau),,,1.1,,,,0,(vau),,,1.1,,71,(vau),0,(vau),18.3,(vau),0.9,,,,0,(vau),,,1.6,,
09/05/2019 09:00,,,0,(vau),,,0.5,,,,2.1,(vau),,,1.2,,68,(vau),0,(vau),19,(vau),1.1,,,,0,(vau),,,0.7,,
10/05/2019 09:00,,,0,(vau),,,0.8,,,,1,(vau),,,0.8,,78,(vau),0,(vau),17.5,(vau),0.9,,,,0.6,(vau),,,1.4,,
11/05/2019 09:00,,,0,(vau),,,0.8,,,,0,(vau),,,1.8,,74,(vau),0,(vau),17.4,(vau),1,,,,1.4,(vau),,,1.5,,
12/05/2019 09:00,,,0,(vau),,,0.6,,,,0,(vau),,,1.7,,27,(vau),0,(vau),23.8,(vau),0.7,,,,0.4,(vau),,,2.7,,
13/05/2019 09:00,,,0,(vau),,,0.8,,,,0,(vau),,,1.4,,38,(vau),0,(vau),24.6,(vau),0.6,,,,0,(vau),,,2.4,,
14/05/2019 09:00,,,0,(vau),,,0.5,,,,0,(vau),,,2.1,,38,(vau),0,(vau),25.3,(vau),0.8,,,,0,(vau),,,2.6,,
15/05/2019 09:00,,,0,(vau),,,0.5,,,,0,(vau),,,1.9,,36,(vau),0.2,(vau),23.5,(vau),0.5,,,,0,(vau),,,0.7,,
16/05/2019 09:00,,,0,(vau),,,0.6,,,,0,(vau),,,1.6,,41,(vau),0,(vau),23.5,(vau),1.2,,,,0,(vau),,,0.8,,
17/05/2019 09:00,,,0,(vau),,,1.1,,,,0,(vau),,,2.8,,55,(vau),0,(vau),17.1,(vau),1.6,,,,0,(vau),,,1.9,,
18/05/2019 09:00,,,0,(vau),,,0.9,,,,0,(vau),,,2.4,,53,(vau),0,(vau),15,(vau),1.6,,,,0,(vau),,,2.8,,
19/05/2019 09:00,,,0,(vau),,,0.8,,,,0.1,(vau),,,1.9,,60,(vau),0,(vau),15.1,(vau),1.5,,,,0,(vau),,,1.5,,
20/05/2019 09:00,,,0,(vau),,,0.6,,,,0,(vau),,,1.6,,61,(vau),0,(vau),16.5,(vau),1,,,,0,(vau),,,1.4,,
21/05/2019 09:00,,,0,(vau),,,0.7,,,,0,(vau),,,2.1,,62,(vau),0,(vau),17.1,(vau),1.3,,,,0,(vau),,,1.2,,
22/05/2019 09:00,,,0,(vau),,,0.5,,,,0,(vau),,,1.8,,68,(vau),0,(vau),17.2,(vau),1.2,,,,0,(vau),,,0.9,,
23/05/2019 09:00,,,0,(vau),,,0.6,,,,0,(vau),,,1.9,,56,(vau),0,(vau),20.3,(vau),0.8,,,,0,(vau),,,0.6,,
24/05/2019 09:00,,,0,(vau),,,0.9,,,,0,(vau),,,2.6,,55,(vau),0,(vau),19.6,(vau),1.9,,,,0,(vau),,,1.4,,
25/05/2019 09:00,,,0,(vau),,,0.1,,,,0,(vau),,,2.1,,46,(vau),0,(vau),20.3,(vau),1.6,,,,0,(vau),,,3.7,,
26/05/2019 09:00,,,0,(vau),,,0.7,,,,0,(vau),,,1.2,,36,(vau),0,(vau),23,(vau),0.9,,,,0,(vau),,,2.8,,
27/05/2019 09:00,,,0,(vau),,,0.9,,,,0,(vau),,,1.6,,36,(vau),0,(vau),24.5,(vau),1.5,,,,0,(vau),,,2.4,,
28/05/2019 09:00,,,0,(vau),,,1,,,,0,(vau),,,2.6,,52,(vau),0,(vau),22.4,(vau),1.4,,,,0,(vau),,,2.9,,
29/05/2019 09:00,,,0,(vau),,,0.9,,,,0,(vau),,,1.4,,31,(vau),0,(vau),25.4,(vau),1.1,,,,0,(vau),,,3.4,,
30/05/2019 09:00,,,0,(vau),,,0.7,,,,0,(vau),,,1.3,,39,(vau),0,(vau),25.2,(vau),0.4,,,,0,(vau),,,2.3,,
31/05/2019 09:00,,,0,(vau),,,0.6,,,,0,(vau),,,1.3,,38,(vau),0,(vau),23.4,(vau),0.7,,,,0,(vau),,,1.3,,
01/06/2019 09:00,,,0,(vau),,,0.4,,,,0,(vau),,,1.5,,30,(vau),0,(vau),25.4,(vau),0.7,,,,0,(vau),,,1.3,,
02/06/2019 09:00,,,0,(vau),,,0.5,,,,0,(vau),,,0.9,,26,(vau),0,(vau),26,(vau),0.5,,,,0,(vau),,,1.3,,
03/06/2019 09:00,,,0,(vau),,,0.6,,,,0,(vau),,,1.7,,28,(vau),0,(vau),26.1,(vau),0.7,,,,0,(vau),,,0.5,,
04/06/2019 09:00,,,0,(vau),,,0.7,,,,0,(vau),,,1.6,,51,(vau),0,(vau),23.1,(vau),1.1,,,,0,(vau),,,0.9,,
05/06/2019 09:00,,,1.2,(vau),,,0.7,,,,1.4,(vau),,,1.6,,63,(vau),0,(vau),17.7,(vau),1.6,,,,0,(vau),,,0.9,,
06/06/2019 09:00,,,0,(vau),,,0.8,,,,0,(vau),,,1.8,,54,(vau),0,(vau),15.9,(vau),1.2,,,,0,(vau),,,1.1,,
07/06/2019 09:00,,,2.7,(vau),,,0.8,,,,4.3,(vau),,,1.6,,63,(vau),0.3,(vau),16.9,(vau),1.1,,,,3.6,(vau),,,1.4,,
08/06/2019 09:00,,,0,(vau),,,0.7,,,,0,(vau),,,1.8,,49,(vau),0,(vau),16.6,(vau),1.5,,,,0,(vau),,,2.5,,
09/06/2019 09:00,,,0,(vau),,,0.7,,,,0,(vau),,,2.3,,45,(vau),0,(vau),18.3,(vau),1.3,,,,0,(vau),,,0.7,,
10/06/2019 09:00,,,0,(vau),,,0.8,,,,0,(vau),,,1.9,,61,(vau),0,(vau),17.9,(vau),1.5,,,,0,(vau),,,1.5,,
11/06/2019 09:00,,,0,(vau),,,1,,,,0,(vau),,,2.4,,53,(vau),0,(vau),18.2,(vau),1.5,,,,0,(vau),,,1.5,,
12/06/2019 09:00,,,0,(vau),,,1,,,,0,(vau),,,1.9,,44,(vau),0,(vau),19.2,(vau),1.6,,,,0,(vau),,,3.5,,
13/06/2019 09:00,,,0,(vau),,,0.8,,,,0,(vau),,,2.3,,44,(vau),0,(vau),18.9,(vau),1.2,,,,0,(vau),,,0.9,,
14/06/2019 09:00,,,0,(vau),,,0.8,,,,0,(vau),,,1.9,,54,(vau),0,(vau),16.6,(vau),1.2,,,,0,(vau),,,0.7,,
15/06/2019 09:00,,,0,(vau),,,0.6,,,,0.1,(vau),,,1.5,,58,(vau),0,(vau),16.1,(vau),1.1,,,,0,(vau),,,0.9,,
16/06/2019 09:00,,,0,(vau),,,0.6,,,,0,(vau),,,1.7,,49,(vau),0,(vau),18.3,(vau),1.2,,,,0,(vau),,,1.2,,
17/06/2019 09:00,,,0,(vau),,,0.6,,,,0,(vau),,,1.5,,50,(vau),0,(vau),19.5,(vau),0.7,,,,0,(vau),,,0.7,,
18/06/2019 09:00,,,0.5,(vau),,,0.6,,,,2.1,(vau),,,1.2,,47,(vau),0,(vau),20.8,(vau),0.6,,,,0,(vau),,,0.6,,
19/06/2019 09:00,,,0.9,(vau),,,1,,,,0,(vau),,,1.2,,77,(vau),0.3,(vau),18.7,(vau),0.6,,,,1,(vau),,,1.4,,
20/06/2019 09:00,,,0,(vau),,,0.7,,,,1.2,(vau),,,1,,68,(vau),0,(vau),19.4,(vau),1,,,,0,(vau),,,0.8,,
21/06/2019 09:00,,,0,(vau),,,0.9,,,,0,(vau),,,2.2,,62,(vau),0,(vau),18.4,(vau),1.7,,,,0,(vau),,,1,,
22/06/2019 09:00,,,0,(vau),,,0.6,,,,0,(vau),,,1.7,,49,(vau),0,(vau),20.4,(vau),1.3,,,,0,(vau),,,1.1,,
23/06/2019 09:00,,,0,(vau),,,0.5,,,,0,(vau),,,1.3,,39,(vau),0,(vau),22.4,(vau),0.7,,,,0,(vau),,,1,,
24/06/2019 09:00,,,0,(vau),,,0.6,,,,0.3,(vau),,,0.8,,62,(vau),0,(vau),23,(vau),0.8,,,,2.9,(vau),,,0.6,,
25/06/2019 09:00,,,0.4,(vau),,,0.2,,,,0.1,(vau),,,1.2,,55,(vau),0,(vau),21.7,(vau),0.7,,,,4.3,(vau),,,0.9,,
26/06/2019 09:00,,,1,(vau),,,0.6,,,,0.1,(vau),,,1,,59,(vau),0,(vau),23.5,(vau),0.6,,,,0,(vau),,,0.7,,
27/06/2019 09:00,,,0.5,(vau),,,0.5,,,,0.1,(vau),,,1.3,,67,(vau),0,(vau),20.3,(vau),1,,,,0,(vau),,,0.7,,
28/06/2019 09:00,,,0,(vau),,,0.6,,,,0,(vau),,,1.9,,55,(vau),0,(vau),21.6,(vau),1.3,,,,0,(vau),,,1.3,,
29/06/2019 09:00,,,0,(vau),,,0.6,,,,0,(vau),,,1.5,,49,(vau),0,(vau),24.9,(vau),0.6,,,,0,(vau),,,0.7,,
30/06/2019 09:00,,,0,(vau),,,0.7,,,,0,(vau),,,1.6,,51,(vau),0,(vau),24.7,(vau),0.9,,,,0,(vau),,,0.8,,
01/07/2019 09:00,,,0,(vau),,,0.7,,,,0,(vau),,,2.2,,58,(vau),0,(vau),22.7,(vau),1.2,,,,0,(vau),,,1.1,,
02/07/2019 09:00,,,0,(vau),,,0.9,,,,0,(vau),,,2.4,,58,(vau),0,(vau),21.2,(vau),1.4,,,,0,(vau),,,1,,
03/07/2019 09:00,,,0,(vau),,,0.6,,,,0,(vau),,,1.9,,62,(vau),0,(vau),21.2,(vau),1,,,,0,(vau),,,0.9,,
04/07/2019 09:00,,,0,(vau),,,0.7,,,,0,(vau),,,1.1,,63,(vau),0,(vau),20.3,(vau),0.8,,,,0,(vau),,,1,,
05/07/2019 09:00,,,0,(vau),,,0.5,,,,0.2,(vau),,,0.5,,58,(vau),0,(vau),19.8,(vau),0.7,,,,0,(vau),,,0.7,,
06/07/2019 09:00,,,,,,,,,,,0.1,(vau),,,1.4,,60,(vau),0,(vau),21.5,(vau),0.9,,,,0,(vau),,,0.8,,
07/07/2019 09:00,,,,,,,,,,,0,(vau),,,1.4,,62,(vau),0,(vau),21.3,(vau),1.2,,,,0,(vau),,,0.9,,
08/07/2019 09:00,,,,,,,,,,,0,(vau),,,1.3,,66,(vau),0,(vau),20.2,(vau),1.1,,,,0,(vau),,,0.9,,
09/07/2019 09:00,,,,,,,,,,,0,(vau),,,1.6,,65,(vau),0,(vau),20.1,(vau),1.3,,,,0,(vau),,,1.4,,
10/07/2019 09:00,,,,,,,,,,,0,(vau),,,1.5,,61,(vau),0,(vau),22,(vau),1,,,,0,(vau),,,2.1,,
11/07/2019 09:00,,,,,,,,,,,0,(vau),,,1.6,,36,(vau),0,(vau),27.6,(vau),0.6,,,,0,(vau),,,1.9,,
12/07/2019 09:00,,,,,,,,,,,0,(vau),,,1.2,,45,(vau),0,(vau),27.7,(vau),0.6,,,,0,(vau),,,1.1,,
13/07/2019 09:00,,,,,,,,,,,0,(vau),,,0.9,,63,(vau),0,(vau),23.5,(vau),0.4,,,,0,(vau),,,1,,
14/07/2019 09:00,,,,,,,,,,,0,(vau),,,1.4,,63,(vau),0,(vau),22.5,(vau),1.2,,,,0,(vau),,,0.9,,
15/07/2019 09:00,,,,,,,,,,,0,(vau),,,2.3,,68,(vau),0,(vau),22.1,(vau),1.6,,,,0,(vau),,,0.8,,
16/07/2019 09:00,,,,,,,,,,,0,(vau),,,2.2,,64,(vau),0,(vau),22.8,(vau),1.6,,,,0,(vau),,,0.7,,
17/07/2019 09:00,,,,,,,,,,,0,(vau),,,2,,63,(vau),0,(vau),22.3,(vau),1.4,,,,0,(vau),,,1.2,,
18/07/2019 09:00,,,,,,,,,,,0,(vau),,,2,,66,(vau),0,(vau),21.1,(vau),1.5,,,,0,(vau),,,1.6,,
19/07/2019 09:00,,,,,,,,,,,0,(vau),,,1.8,,49,(vau),0,(vau),25.5,(vau),1,,,,0,(vau),,,1.7,,
20/07/2019 09:00,,,,,,,,,,,0,(vau),,,1.9,,46,(vau),0,(vau),27,(vau),1.1,,,,0,(vau),,,1.9,,
21/07/2019 09:00,,,,,,,,,,,0,(vau),,,2.1,,49,(vau),0,(vau),25.6,(vau),1.5,,,,0,(vau),,,1.5,,
22/07/2019 09:00,,,,,,,,,,,0,(vau),,,1.4,,37,(vau),0,(vau),27.9,(vau),0.6,,,,0,(vau),,,0.7,,
23/07/2019 09:00,,,,,,,,,,,0,(vau),,,1.1,,51,(vau),0,(vau),28.2,(vau),0.6,,,,0,(vau),,,1.4,,
24/07/2019 09:00,,,,,,,,,,,0,(vau),,,1.5,,54,(vau),0,(vau),25.7,(vau),0.9,,,,0,(vau),,,0.9,,
25/07/2019 09:00,,,,,,,,,,,0.1,(vau),,,1.7,,58,(vau),0,(vau),25.7,(vau),0.8,,,,0,(vau),,,0.9,,
26/07/2019 09:00,,,,,,,,,,,0,(vau),,,2.3,,64,(vau),0,(vau),23,(vau),1.7,,,,0,(vau),,,1.7,,
27/07/2019 09:00,,,,,,,,,,,0.1,(vau),,,1.9,,59,(vau),0,(vau),21.1,(vau),1.7,,,,0,(vau),,,1.4,,
28/07/2019 09:00,,,,,,,,,,,0.2,(vau),,,1.4,,74,(vau),0,(vau),20,(vau),1.4,,,,0,(vau),,,1.7,,
29/07/2019 09:00,,,,,,,,,,,0,(vau),,,2.3,,63,(vau),0,(vau),21.5,(vau),1.6,,,,0,(vau),,,0.8,,
30/07/2019 09:00,,,,,,,,,,,0,(vau),,,3.2,,54,(vau),0,(vau),21.2,(vau),2,,,,0,(vau),,,2.8,,
31/07/2019 09:00,,,,,,,,,,,0,(vau),,,2.2,,42,(vau),0,(vau),22,(vau),1.5,,,,0,(vau),,,3.6,,
01/08/2019 09:00,,,,,,,,,,,0,(vau),,,1.8,,42,(vau),0,(vau),24.6,(vau),0.9,,,,0,(vau),,,1.5,,
02/08/2019 09:00,,,,,,,,,,,0,(vau),,,2,,51,(vau),0,(vau),23.3,(vau),1.2,,,,0,(vau),,,0.8,,
03/08/2019 09:00,,,,,,,,,,,0,(vau),,,2.1,,55,(vau),0,(vau),22.8,(vau),1.3,,,,0,(vau),,,0.7,,
04/08/2019 09:00,,,,,,,,,,,0,(vau),,,2.1,,57,(vau),0,(vau),24,(vau),1.2,,,,0,(vau),,,0.7,,
05/08/2019 09:00,,,,,,,,,,,0,(vau),,,2.2,,56,(vau),0,(vau),22.8,(vau),1.3,,,,0,(vau),,,0.9,,
06/08/2019 09:00,,,,,,,,,,,0,(vau),,,1.9,,53,(vau),0,(vau),24.1,(vau),1,,,,0,(vau),,,0.7,,
07/08/2019 09:00,,,,,,,,,,,0,(vau),,,2,,62,(vau),0,(vau),23.9,(vau),1.2,,,,0,(vau),,,1,,
08/08/2019 09:00,,,,,,,,,,,0,(vau),,,1.2,,62,(vau),0,(vau),23.2,(vau),0.9,,,,0,(vau),,,0.8,,
09/08/2019 09:00,,,,,,,,,,,0.1,(vau),,,1.1,,65,(vau),0,(vau),25.5,(vau),0.9,,,,0,(vau),,,1.5,,
10/08/2019 09:00,,,,,,,,,,,0.1,(vau),,,1.8,,68,(vau),0,(vau),23,(vau),1.3,,,,0.5,(vau),,,1,,
11/08/2019 09:00,,,,,,,,,,,0,(vau),,,2.7,,51,(vau),0,(vau),21.7,(vau),1.9,,,,0.1,(vau),,,0.8,,
12/08/2019 09:00,,,,,,,,,,,0,(vau),,,3.4,,50,(vau),0,(vau),20.3,(vau),2,,,,0,(vau),,,2.7,,
13/08/2019 09:00,,,,,,,,,,,0,(vau),,,1.9,,42,(vau),0,(vau),22,(vau),1.6,,,,0,(vau),,,3.3,,
14/08/2019 09:00,,,,,,,,,,,0,(vau),,,1.9,,36,(vau),0,(vau),24,(vau),1.3,,,,0,(vau),,,2.3,,
15/08/2019 09:00,,,,,,,,,,,0,(vau),,,1.6,,46,(vau),0,(vau),26.4,(vau),0.9,,,,0,(vau),,,2,,
16/08/2019 09:00,,,,,,,,,,,0,(vau),,,1.9,,45,(vau),0,(vau),27.5,(vau),0.9,,,,0,(vau),,,2,,
17/08/2019 09:00,,,,,,,,,,,0,(vau),,,2,,50,(vau),0,(vau),25.7,(vau),1.1,,,,0,(vau),,,1.3,,
18/08/2019 09:00,,,,,,,,,,,0,(vau),,,2,,56,(vau),0,(vau),25.4,(vau),1,,,,0,(vau),,,0.6,,
19/08/2019 09:00,,,,,,,,,,,0,(vau),,,2.2,,59,(vau),0,(vau),23.6,(vau),1.5,,,,0,(vau),,,1.3,,
20/08/2019 09:00,,,,,,,,,,,0,(vau),,,2.4,,49,(vau),0,(vau),21.9,(vau),1.3,,,,0,(vau),,,1.8,,
21/08/2019 09:00,,,,,,,,,,,0,(vau),,,1.6,,44,(vau),0,(vau),24.1,(vau),0.7,,,,0,(vau),,,2.8,,
22/08/2019 09:00,,,,,,,,,,,0,(vau),,,1.4,,44,(vau),0,(vau),26.7,(vau),0.5,,,,,,,,,,
23/08/2019 09:00,,,,,,,,,,,0,(vau),,,1.1,,46,(vau),0,(vau),27.7,(vau),0.4,,,,,,,,,,
24/08/2019 09:00,,,,,,,,,,,0,(vau),,,1.2,,36,(vau),0,(vau),27.8,(vau),0.5,,,,,,,,,,
25/08/2019 09:00,,,,,,,,,,,0,(vau),,,1.3,,35,(vau),0,(vau),27.3,(vau),0.6,,,,,,,,,,
26/08/2019 09:00,,,,,,,,,,,0.1,(vau),,,1.5,,51,(vau),0,(vau),23.7,(vau),0.6,,,,,,,,,,
27/08/2019 09:00,,,,,,,,,,,0,(vau),,,1.4,,65,(vau),0,(vau),21.9,(vau),0.6,,,,,,,,,,
28/08/2019 09:00,,,,,,,,,,,0,(vau),,,1.6,,58,(vau),0,(vau),23.2,(vau),0.9,,,,,,,,,,
29/08/2019 09:00,,,,,,,,,,,0,(vau),,,1.6,,48,(vau),0,(vau),25.1,(vau),0.6,,,,,,,,,,
30/08/2019 09:00,,,,,,,,,,,0,(vau),,,1.1,,34,(vau),0,(vau),27.3,(vau),0.3,,,,,,,,,,
31/08/2019 09:00,,,,,,,,,,,0,(vau),,,1.3,,35,(vau),0,(vau),27.2,(vau),0.6,,,,,,,,,,
01/09/2019 09:00,,,,,,,,,,,0,(vau),,,1.5,,46,(vau),0,(vau),26,(vau),0.7,,,,,,,,,,
02/09/2019 09:00,,,,,,,,,,,0,(vau),,,1.3,,45,(vau),0,(vau),25.5,(vau),0.4,,,,,,,,,,
03/09/2019 09:00,,,,,,,,,,,0,(vau),,,1,,36,(vau),0,(vau),26.7,(vau),0.4,,,,,,,,,,
04/09/2019 09:00,,,,,,,,,,,0,(vau),,,1.2,,35,(vau),0,(vau),27.9,(vau),0.6,,,,,,,,,,
05/09/2019 09:00,,,,,,,,,,,0,(vau),,,1.1,,41,(vau),3.1,(vau),27,(vau),0.6,,,,,,,,,,
06/09/2019 09:00,,,,,,,,,,,0,(vau),,,1.1,,40,(vau),0,(vau),27.6,(vau),0.3,,,,,,,,,,
07/09/2019 09:00,,,,,,,,,,,0,(vau),,,1.7,,44,(vau),0,(vau),26.3,(vau),0.6,,,,,,,,,,
08/09/2019 09:00,,,,,,,,,,,0,(vau),,,1.8,,53,(vau),0,(vau),25.4,(vau),0.5,,,,,,,,,,
09/09/2019 09:00,,,,,,,,,,,0,(vau),,,1.1,,59,(vau),0,(vau),23.3,(vau),0.4,,,,,,,,,,
10/09/2019 09:00,,,,,,,,,,,0,(vau),,,1.9,,55,(vau),0,(vau),21.6,(vau),1.3,,,,,,,,,,
11/09/2019 09:00,,,,,,,,,,,0,(vau),,,1.8,,49,(vau),0,(vau),18.4,(vau),1.4,,,,,,,,,,
12/09/2019 09:00,,,,,,,,,,,0,(vau),,,1.2,,31,(vau),0,(vau),22.7,(vau),0.9,,,,,,,,,,
13/09/2019 09:00,,,,,,,,,,,0,(vau),,,1.3,,44,(vau),0,(vau),23.4,(vau),0.6,,,,,,,,,,
14/09/2019 09:00,,,,,,,,,,,0,(vau),,,0.9,,51,(vau),0,(vau),21.6,(vau),0.5,,,,,,,,,,
15/09/2019 09:00,,,,,,,,,,,0,(vau),,,0.7,,61,(vau),0,(vau),21.8,(vau),0.3,,,,,,,,,,
16/09/2019 09:00,,,,,,,,,,,0,(vau),,,1,,54,(vau),0,(vau),23.1,(vau),0.4,,,,,,,,,,
17/09/2019 09:00,,,,,,,,,,,0,(vau),,,0.9,,58,(vau),0,(vau),22.5,(vau),0.5,,,,,,,,,,
18/09/2019 09:00,,,,,,,,,,,0.1,(vau),,,1.2,,65,(vau),0,(vau),21.4,(vau),0.7,,,,,,,,,,
19/09/2019 09:00,,,,,,,,,,,0.1,(vau),,,1.2,,67,(vau),0,(vau),20,(vau),0.8,,,,,,,,,,
20/09/2019 09:00,,,,,,,,,,,0,(vau),,,1.4,,71,(vau),0,(vau),19.9,(vau),0.8,,,,,,,,,,
21/09/2019 09:00,,,,,,,,,,,0,(vau),,,1,,72,(vau),0.3,(vau),20.2,(vau),0.2,,,,,,,,,,
22/09/2019 09:00,,,,,,,,,,,0.1,(vau),,,1.4,,88,(vau),0.8,(vau),18.4,(vau),0.9,,,,,,,,,,
23/09/2019 09:00,,,,,,,,,,,0,(vau),,,1.1,,73,(vau),0.5,(vau),17.4,(vau),0.8,,,,,,,,,,
24/09/2019 09:00,,,,,,,,,,,0,(vau),,,1.8,,64,(vau),0.2,(vau),19.3,(vau),0.9,,,,,,,,,,
25/09/2019 09:00,,,,,,,,,,,0,(vau),,,2,,71,(vau),0.1,(vau),20.9,(vau),1.7,,,,,,,,,,
26/09/2019 09:00,,,,,,,,,,,0,(vau),,,2,,62,(vau),0.3,(vau),19,(vau),1.2,,,,,,,,,,
27/09/2019 09:00,,,,,,,,,,,0,(vau),,,1.7,,58,(vau),0,(vau),20.7,(vau),1,,,,,,,,,,
28/09/2019 09:00,,,,,,,,,,,0,(vau),,,1.8,,58,(vau),0,(vau),21.1,(vau),0.9,,,,,,,,,,
29/09/2019 09:00,,,,,,,,,,,0,(vau),,,1.7,,53,(vau),0,(vau),21.6,(vau),0.7,,,,,,,,,,
30/09/2019 09:00,,,,,,,,,,,0,(vau),,,1.2,,50,(vau),0,(vau),22.2,(vau),0.4,,,,,,,,,,
01/10/2019 09:00,,,,,,,,,,,0,(vau),,,1.9,,52,(vau),0,(vau),22.8,(vau),1,,,,,,,,,,
02/10/2019 09:00,,,,,,,,,,,0,(vau),,,2.4,,69,(vau),0,(vau),19.6,(vau),1.5,,,,,,,,,,
03/10/2019 09:00,,,,,,,,,,,0.3,(vau),,,2.2,,65,(vau),0,(vau),17.8,(vau),1.2,,,,,,,,,,
04/10/2019 09:00,,,,,,,,,,,0.2,(vau),,,2,,64,(vau),0,(vau),20.6,(vau),1.2,,,,,,,,,,
05/10/2019 09:00,,,,,,,,,,,0,(vau),,,2.2,,72,(vau),0,(vau),18.5,(vau),1.1,,,,,,,,,,
06/10/2019 09:00,,,,,,,,,,,0,(vau),,,2.2,,65,(vau),0,(vau),17.6,(vau),1,,,,,,,,,,
07/10/2019 09:00,,,,,,,,,,,0,(vau),,,1.8,,58,(vau),0,(vau),20.6,(vau),0.8,,,,,,,,,,
08/10/2019 09:00,,,,,,,,,,,0,(vau),,,1.5,,36,(vau),0,(vau),23.9,(vau),0.8,,,,,,,,,,
09/10/2019 09:00,,,,,,,,,,,0,(vau),,,1.8,,55,(vau),0,(vau),23.4,(vau),0.9,,,,,,,,,,
10/10/2019 09:00,,,,,,,,,,,0,(vau),,,1.9,,51,(vau),0,(vau),19.6,(vau),1,,,,,,,,,,
11/10/2019 09:00,,,,,,,,,,,0,(vau),,,1.8,,58,(vau),0,(vau),22,(vau),0.4,,,,,,,,,,
12/10/2019 09:00,,,,,,,,,,,0,(vau),,,2.5,,74,(vau),0,(vau),20.9,(vau),0.9,,,,,,,,,,
