SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,PORTELA DO HOMEM (03I/01G),,PORTELA DO HOMEM (03I/01G),,PORTELA DO VADE (03G/03UG),,PORTELA DO VADE (03G/03UG),,PORTELINHA (01H/02G),,PORTELINHA (01H/02G),,PORTO CARRO (16D/02U),,PORTO CARRO (16D/02U),,PORTO CHÃO (02H/06U),,PORTO CHÃO (02H/06U),,PORTO DE MÓS (16E/03UG),,PORTO DE MÓS (16E/03UG),,POÇO DE BOLIQUEIME (31I/03U),,POÇO DE BOLIQUEIME (31I/03U),,
,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,
04/01/1991 09:00,27,(vco),,,,,,,21,(vco),,,,,,,,,,,8,(vco),,,,,,,
05/01/1991 09:00,3.5,(vco),,,,,,,5,(vco),,,,,,,,,,,0,(vco),,,,,,,
06/01/1991 09:00,42,(vco),,,,,,,16,(vco),,,,,,,,,,,0,(vco),,,,,,,
07/01/1991 09:00,78,(vco),,,,,,,49,(vco),,,,,,,,,,,8.5,(vco),,,,,,,
08/01/1991 09:00,0.5,(vco),,,,,,,9,(vco),,,,,,,,,,,0,(vco),,,,,,,
09/01/1991 09:00,24,(vco),,,,,,,29,(vco),,,,,,,,,,,6.5,(vco),,,,,,,
10/01/1991 09:00,70,(vco),,,,,,,34,(vco),,,,,,,,,,,5.3,(vco),,,,,,,
11/01/1991 09:00,74,(vco),,,,,,,3,(vco),,,,,,,,,,,15,(vco),,,,,,,
12/01/1991 09:00,0,(vco),,,,,,,9,(vco),,,,,,,,,,,9.7,(vco),,,,,,,
13/01/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
14/01/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
15/01/1991 09:00,0,(vco),,,,,,,9,(vco),,,,,,,,,,,0,(vco),,,,,,,
16/01/1991 09:00,7,(vco),,,,,,,13,(vco),,,,,,,,,,,0,(vco),,,,,,,
17/01/1991 09:00,35.5,(vco),,,,,,,16,(vco),,,,,,,,,,,3,(vco),,,,,,,
18/01/1991 09:00,14,(vco),,,,,,,16,(vco),,,,,,,,,,,4.2,(vco),,,,,,,
19/01/1991 09:00,1,(vco),,,,,,,13,(vco),,,,,,,,,,,0,(vco),,,,,,,
20/01/1991 09:00,0,(vco),,,,,,,9,(vco),,,,,,,,,,,0,(vco),,,,,,,
21/01/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
22/01/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
23/01/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
24/01/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
25/01/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
26/01/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
27/01/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
28/01/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
29/01/1991 09:00,3,(vco),,,,,,,0,(vco),,,,,,,,,,,11.5,(vco),,,,,,,
30/01/1991 09:00,10,(vco),,,,,,,10,(vco),,,,,,,,,,,13.5,(vco),,,,,,,
31/01/1991 09:00,0,(vco),,,,,,,10,(vco),,,,,,,,,,,1.4,(vco),,,,,,,
01/02/1991 09:00,13,(vco),,,,,,,18,(vco),,,,,,,,,,,20.1,(vco),,,,,,,
02/02/1991 09:00,9,(vco),,,,,,,20,(vco),,,,,,,,,,,7,(vco),,,,,,,
03/02/1991 09:00,17,(vco),,,,,,,10,(vco),,,,,,,,,,,0,(vco),,,,,,,
04/02/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
05/02/1991 09:00,17.5,(vco),,,,,,,3,(vco),,,,,,,,,,,0,(vco),,,,,,,
06/02/1991 09:00,31.5,(vco),,,,,,,7,(vco),,,,,,,,,,,5,(vco),,,,,,,
07/02/1991 09:00,25,(vco),,,,,,,22,(vco),,,,,,,,,,,3,(vco),,,,,,,
08/02/1991 09:00,40,(vco),,,,,,,17,(vco),,,,,,,,,,,7,(vco),,,,,,,
09/02/1991 09:00,56,(vco),,,,,,,45,(vco),,,,,,,,,,,9,(vco),,,,,,,
10/02/1991 09:00,5.5,(vco),,,,,,,9,(vco),,,,,,,,,,,10,(vco),,,,,,,
11/02/1991 09:00,0,(vco),,,,,,,5,(vco),,,,,,,,,,,0,(vco),,,,,,,
12/02/1991 09:00,0,(vco),,,,,,,5,(vco),,,,,,,,,,,25,(vco),,,,,,,
13/02/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,6.3,(vco),,,,,,,
14/02/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
15/02/1991 09:00,0,(vco),,,,,,,5,(vco),,,,,,,,,,,0,(vco),,,,,,,
16/02/1991 09:00,19.5,(vco),,,,,,,0,(vco),,,,,,,,,,,9,(vco),,,,,,,
17/02/1991 09:00,1.5,(vco),,,,,,,25,(vco),,,,,,,,,,,12.5,(vco),,,,,,,
18/02/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
19/02/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,2.4,(vco),,,,,,,
20/02/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
21/02/1991 09:00,13,(vco),,,,,,,0,(vco),,,,,,,,,,,1,(vco),,,,,,,
22/02/1991 09:00,0,(vco),,,,,,,15,(vco),,,,,,,,,,,0,(vco),,,,,,,
23/02/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
24/02/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
25/02/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
26/02/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
27/02/1991 09:00,8.5,(vco),,,,,,,5,(vco),,,,,,,,,,,3.6,(vco),,,,,,,
28/02/1991 09:00,55.5,(vco),,,,,,,29,(vco),,,,,,,,,,,47.5,(vco),,,,,,,
01/03/1991 09:00,31.5,(vco),,,,,,,9,(vco),,,,,,,,,,,2.7,(vco),,,,,,,
02/03/1991 09:00,0,(vco),,,,,,,9,(vco),,,,,,,,,,,0,(vco),,,,,,,
03/03/1991 09:00,2.5,(vco),,,,,,,15,(vco),,,,,,,,,,,1.1,(vco),,,,,,,
04/03/1991 09:00,5.5,(vco),,,,,,,5,(vco),,,,,,,,,,,2,(vco),,,,,,,
05/03/1991 09:00,31.5,(vco),,,,,,,15,(vco),,,,,,,,,,,22.5,(vco),,,,,,,
06/03/1991 09:00,57,(vco),,,,,,,26,(vco),,,,,,,,,,,35,(vco),,,,,,,
07/03/1991 09:00,26,(vco),,,,,,,9,(vco),,,,,,,,,,,25.5,(vco),,,,,,,
08/03/1991 09:00,30,(vco),,,,,,,18,(vco),,,,,,,,,,,20.5,(vco),,,,,,,
09/03/1991 09:00,28,(vco),,,,,,,21,(vco),,,,,,,,,,,24,(vco),,,,,,,
10/03/1991 09:00,38,(vco),,,,,,,16,(vco),,,,,,,,,,,11.5,(vco),,,,,,,
11/03/1991 09:00,2.5,(vco),,,,,,,9,(vco),,,,,,,,,,,0,(vco),,,,,,,
12/03/1991 09:00,84,(vco),,,,,,,15,(vco),,,,,,,,,,,9,(vco),,,,,,,
13/03/1991 09:00,6,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
14/03/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
15/03/1991 09:00,30,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
16/03/1991 09:00,48,(vco),,,,,,,9,(vco),,,,,,,,,,,11.5,(vco),,,,,,,
17/03/1991 09:00,0,(vco),,,,,,,47,(vco),,,,,,,,,,,6,(vco),,,,,,,
18/03/1991 09:00,9,(vco),,,,,,,9,(vco),,,,,,,,,,,0,(vco),,,,,,,
19/03/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
20/03/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
21/03/1991 09:00,5.5,(vco),,,,,,,7,(vco),,,,,,,,,,,0,(vco),,,,,,,
22/03/1991 09:00,18.5,(vco),,,,,,,27,(vco),,,,,,,,,,,11,(vco),,,,,,,
23/03/1991 09:00,0.5,(vco),,,,,,,29,(vco),,,,,,,,,,,1.5,(vco),,,,,,,
24/03/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
25/03/1991 09:00,0,(vco),,,,,,,7,(vco),,,,,,,,,,,0,(vco),,,,,,,
26/03/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
27/03/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
28/03/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
29/03/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
30/03/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
31/03/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
01/04/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
02/04/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
03/04/1991 09:00,7,(vco),,,,,,,0,(vco),,,,,,,,,,,3.8,(vco),,,,,,,
04/04/1991 09:00,5.5,(vco),,,,,,,6,(vco),,,,,,,,,,,0,(vco),,,,,,,
05/04/1991 09:00,58.5,(vco),,,,,,,10,(vco),,,,,,,,,,,5,(vco),,,,,,,
06/04/1991 09:00,3,(vco),,,,,,,8,(vco),,,,,,,,,,,0,(vco),,,,,,,
07/04/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
08/04/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
09/04/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
10/04/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
11/04/1991 09:00,0,(vco),,,,,,,2,(vco),,,,,,,,,,,0,(vco),,,,,,,
12/04/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
13/04/1991 09:00,5,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
14/04/1991 09:00,0,(vco),,,,,,,14,(vco),,,,,,,,,,,0,(vco),,,,,,,
15/04/1991 09:00,14,(vco),,,,,,,0,(vco),,,,,,,,,,,8.2,(vco),,,,,,,
16/04/1991 09:00,9.5,(vco),,,,,,,0,(vco),,,,,,,,,,,5.4,(vco),,,,,,,
17/04/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
18/04/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
19/04/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
20/04/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
21/04/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
22/04/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
23/04/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
24/04/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
25/04/1991 09:00,0,(vco),,,,,,,9,(vco),,,,,,,,,,,2.4,(vco),,,,,,,
26/04/1991 09:00,11.5,(vco),,,,,,,12,(vco),,,,,,,,,,,2,(vco),,,,,,,
27/04/1991 09:00,2.5,(vco),,,,,,,3,(vco),,,,,,,,,,,0,(vco),,,,,,,
28/04/1991 09:00,5.5,(vco),,,,,,,0,(vco),,,,,,,,,,,2.6,(vco),,,,,,,
29/04/1991 09:00,0,(vco),,,,,,,11,(vco),,,,,,,,,,,0,(vco),,,,,,,
30/04/1991 09:00,0,(vco),,,,,,,1,(vco),,,,,,,,,,,0,(vco),,,,,,,
01/05/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
02/05/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
03/05/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
04/05/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
05/05/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
06/05/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
07/05/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
08/05/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
09/05/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
10/05/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
11/05/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
12/05/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
13/05/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
14/05/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
15/05/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
16/05/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
17/05/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
18/05/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
19/05/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
20/05/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
21/05/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
22/05/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
23/05/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
24/05/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
25/05/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
26/05/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
27/05/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
28/05/1991 09:00,2,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
29/05/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
30/05/1991 09:00,10,(vco),,,,,,,16,(vco),,,,,,,,,,,0,(vco),,,,,,,
31/05/1991 09:00,2.5,(vco),,,,,,,7,(vco),,,,,,,,,,,5.5,(vco),,,,,,,
01/06/1991 09:00,3,(vco),,,,,,,9,(vco),,,,,,,,,,,0,(vco),,,,,,,
02/06/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
03/06/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
04/06/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
05/06/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
06/06/1991 09:00,15.5,(vco),,,,,,,8,(vco),,,,,,,,,,,6.5,(vco),,,,,,,
07/06/1991 09:00,41,(vco),,,,,,,19,(vco),,,,,,,,,,,5,(vco),,,,,,,
08/06/1991 09:00,2,(vco),,,,,,,29,(vco),,,,,,,,,,,3.3,(vco),,,,,,,
09/06/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
10/06/1991 09:00,2,(vco),,,,,,,2,(vco),,,,,,,,,,,0,(vco),,,,,,,
11/06/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
12/06/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
13/06/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
14/06/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
15/06/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
16/06/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
17/06/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
18/06/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
19/06/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
20/06/1991 09:00,0,(vco),,,,,,,10,(vco),,,,,,,,,,,0,(vco),,,,,,,
21/06/1991 09:00,1.5,(vco),,,,,,,9,(vco),,,,,,,,,,,0,(vco),,,,,,,
22/06/1991 09:00,1,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
23/06/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
24/06/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
25/06/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
26/06/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
27/06/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
28/06/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
29/06/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
30/06/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
01/07/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
02/07/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
03/07/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
04/07/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
05/07/1991 09:00,8.5,(vco),,,,,,,9,(vco),,,,,,,,,,,0,(vco),,,,,,,
06/07/1991 09:00,20,(vco),,,,,,,10,(vco),,,,,,,,,,,0,(vco),,,,,,,
07/07/1991 09:00,24,(vco),,,,,,,9,(vco),,,,,,,,,,,0,(vco),,,,,,,
08/07/1991 09:00,15,(vco),,,,,,,6,(vco),,,,,,,,,,,0,(vco),,,,,,,
09/07/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
10/07/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
11/07/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
12/07/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
13/07/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
14/07/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
15/07/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
16/07/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
17/07/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
18/07/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
19/07/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
20/07/1991 09:00,0,(vco),,,,,,,10,(vco),,,,,,,,,,,0,(vco),,,,,,,
21/07/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
22/07/1991 09:00,2.5,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
23/07/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
24/07/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
25/07/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
26/07/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
27/07/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
28/07/1991 09:00,9,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
29/07/1991 09:00,12,(vco),,,,,,,9,(vco),,,,,,,,,,,2,(vco),,,,,,,
30/07/1991 09:00,30.5,(vco),,,,,,,2,(vco),,,,,,,,,,,1.5,(vco),,,,,,,
31/07/1991 09:00,0.5,(vco),,,,,,,18,(vco),,,,,,,,,,,0,(vco),,,,,,,
01/08/1991 09:00,0,(vco),,,,,,,7,(vco),,,,,,,,,,,0,(vco),,,,,,,
02/08/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
03/08/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
04/08/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
05/08/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
06/08/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
07/08/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
08/08/1991 09:00,0,(vco),,,,,,,1,(vco),,,,,,,,,,,0,(vco),,,,,,,
09/08/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
10/08/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
11/08/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
12/08/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
13/08/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
14/08/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
15/08/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
16/08/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
17/08/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
18/08/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
19/08/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,3,(vco),,,,,,,
20/08/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
21/08/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
22/08/1991 09:00,14,(vco),,,,,,,2,(vco),,,,,,,,,,,0,(vco),,,,,,,
23/08/1991 09:00,0,(vco),,,,,,,4,(vco),,,,,,,,,,,2.5,(vco),,,,,,,
24/08/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
25/08/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
26/08/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
27/08/1991 09:00,3,(vco),,,,,,,0,(vco),,,,,,,,,,,1,(vco),,,,,,,
28/08/1991 09:00,0,(vco),,,,,,,0.5,(vco),,,,,,,,,,,18,(vco),,,,,,,
29/08/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,7.8,(vco),,,,,,,
30/08/1991 09:00,35,(vco),,,,,,,4,(vco),,,,,,,,,,,0,(vco),,,,,,,
31/08/1991 09:00,20,(vco),,,,,,,15,(vco),,,,,,,,,,,1.1,(vco),,,,,,,
01/09/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
02/09/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
03/09/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
04/09/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
05/09/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
06/09/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
07/09/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
08/09/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
09/09/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
10/09/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
11/09/1991 09:00,0,(vco),,,,,,,1,(vco),,,,,,,,,,,2.1,(vco),,,,,,,
12/09/1991 09:00,71,(vco),,,,,,,35,(vco),,,,,,,,,,,1.8,(vco),,,,,,,
13/09/1991 09:00,1,(vco),,,,,,,5,(vco),,,,,,,,,,,0,(vco),,,,,,,
14/09/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
15/09/1991 09:00,0,(vco),,,,,,,0,(vco),,,,,,,,,,,0,(vco),,,,,,,
