SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,PORTELA DO HOMEM (03I/01G),,PORTELA DO HOMEM (03I/01G),,PORTELA DO VADE (03G/03UG),,PORTELA DO VADE (03G/03UG),,PORTELINHA (01H/02G),,PORTELINHA (01H/02G),,PORTO CARRO (16D/02U),,PORTO CARRO (16D/02U),,PORTO CHÃO (02H/06U),,PORTO CHÃO (02H/06U),,PORTO DE MÓS (16E/03UG),,PORTO DE MÓS (16E/03UG),,POÇO DE BOLIQUEIME (31I/03U),,POÇO DE BOLIQUEIME (31I/03U),,
,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,
18/07/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.6,,,,,,
19/07/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.5,,,,,,
20/07/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.5,,,,,,
21/07/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.6,,,,,,
22/07/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.6,,,,,,
23/07/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),1,,,,,,
24/07/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.7,,,,,,
25/07/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.5,,,,,,
26/07/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.5,,,,,,
27/07/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),1.1,,,,,,
28/07/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.8,,,,,,
29/07/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.7,,,,,,
30/07/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),1.5,,,,,,
31/07/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),1.5,,,,,,
01/08/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),1.1,,,,,,
02/08/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.8,,,,,,
03/08/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.9,,,,,,
04/08/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.6,,,,,,
05/08/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.6,,,,,,
06/08/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),1,,,,,,
07/08/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),1.1,,,,,,
08/08/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.5,,,,,,
09/08/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.7,,,,,,
10/08/2002 09:00,,,,,,,,,,,,,,,,,,,,,1.9,(vau),1.6,,,,,,
11/08/2002 09:00,,,,,,,,,,,,,,,,,,,,,1.9,(vau),1.1,,,,,,
12/08/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.6,,,,,,
13/08/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.4,,,,,,
14/08/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.4,,,,,,
15/08/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.9,,,,,,
16/08/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),1.1,,,,,,
17/08/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.7,,,,,,
18/08/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.6,,,,,,
19/08/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.5,,,,,,
20/08/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.5,,,,,,
21/08/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),1,,,,,,
22/08/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.9,,,,,,
23/08/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),1.7,,,,,,
24/08/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),1,,,,,,
25/08/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.5,,,,,,
26/08/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.6,,,,,,
27/08/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),1.2,,,,,,
28/08/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.7,,,,,,
29/08/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.5,,,,,,
30/08/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.5,,,,,,
31/08/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.6,,,,,,
01/09/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.4,,,,,,
02/09/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.4,,,,,,
03/09/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.5,,,,,,
04/09/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.8,,,,,,
05/09/2002 09:00,,,,,,,,,,,,,,,,,,,,,0.1,(vau),0.6,,,,,,
06/09/2002 09:00,,,,,,,,,,,,,,,,,,,,,0.1,(vau),0.9,,,,,,
07/09/2002 09:00,,,,,,,,,,,,,,,,,,,,,0.1,(vau),0.6,,,,,,
08/09/2002 09:00,,,,,,,,,,,,,,,,,,,,,1.6,(vau),0.6,,,,,,
09/09/2002 09:00,,,,,,,,,,,,,,,,,,,,,9.1,(vau),0.5,,,,,,
10/09/2002 09:00,,,,,,,,,,,,,,,,,,,,,0.1,(vau),0.3,,,,,,
11/09/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.4,,,,,,
12/09/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.4,,,,,,
13/09/2002 09:00,,,,,,,,,,,,,,,,,,,,,0.1,(vau),0.3,,,,,,
14/09/2002 09:00,,,,,,,,,,,,,,,,,,,,,0.2,(vau),0.6,,,,,,
15/09/2002 09:00,,,,,,,,,,,,,,,,,,,,,10.1,(vau),1.5,,,,,,
16/09/2002 09:00,,,,,,,,,,,,,,,,,,,,,11.9,(vau),2.4,,,,,,
17/09/2002 09:00,,,,,,,,,,,,,,,,,,,,,16,(vau),2.2,,,,,,
18/09/2002 09:00,,,,,,,,,,,,,,,,,,,,,24.3,(vau),2.2,,,,,,
19/09/2002 09:00,,,,,,,,,,,,,,,,,,,,,1.7,(vau),1.1,,,,,,
20/09/2002 09:00,,,,,,,,,,,,,,,,,,,,,3.8,(vau),1.5,,,,,,
21/09/2002 09:00,,,,,,,,,,,,,,,,,,,,,13.4,(vau),1.5,,,,,,
22/09/2002 09:00,,,,,,,,,,,,,,,,,,,,,9.3,(vau),0.8,,,,,,
23/09/2002 09:00,,,,,,,,,,,,,,,,,,,,,9.2,(vau),0.3,,,,,,
24/09/2002 09:00,,,,,,,,,,,,,,,,,,,,,0.1,(vau),0.3,,,,,,
25/09/2002 09:00,,,,,,,,,,,,,,,,,,,,,1.8,(vau),0.6,,,,,,
26/09/2002 09:00,,,,,,,,,,,,,,,,,,,,,5.7,(vau),1.6,,,,,,
27/09/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.6,,,,,,
28/09/2002 09:00,,,,,,,,,,,,,,,,,,,,,0.1,(vau),0.7,,,,,,
29/09/2002 09:00,,,,,,,,,,,,,,,,,,,,,0.1,(vau),0.7,,,,,,
30/09/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.5,,,,,,
01/10/2002 09:00,,,,,,,,,,,,,,,,,,,,,22,(vau),0.5,,,,,,
02/10/2002 09:00,,,,,,,,,,,,,,,,,,,,,0.1,(vau),0.5,,,,,,
03/10/2002 09:00,,,,,,,,,,,,,,,,,,,,,0.1,(vau),0.3,,,,,,
04/10/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.2,,,,,,
05/10/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.4,,,,,,
06/10/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.5,,,,,,
07/10/2002 09:00,,,,,,,,,,,,,,,,,,,,,0.1,(vau),0.3,,,,,,
08/10/2002 09:00,,,,,,,,,,,,,,,,,,,,,1.7,(vau),0.6,,,,,,
09/10/2002 09:00,,,,,,,,,,,,,,,,,,,,,9.4,(vau),0.4,,,,,,
10/10/2002 09:00,,,,,,,,,,,,,,,,,,,,,19.4,(vau),0.3,,,,,,
11/10/2002 09:00,,,,,,,,,,,,,,,,,,,,,0.1,(vau),0.3,,,,,,
12/10/2002 09:00,,,,,,,,,,,,,,,,,,,,,4.7,(vau),0.4,,,,,,
13/10/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.3,,,,,,
14/10/2002 09:00,,,,,,,,,,,,,,,,,,,,,0.5,(vau),1.2,,,,,,
15/10/2002 09:00,,,,,,,,,,,,,,,,,,,,,1.2,(vau),1.8,,,,,,
16/10/2002 09:00,,,,,,,,,,,,,,,,,,,,,6.8,(vau),2.5,,,,,,
17/10/2002 09:00,,,,,,,,,,,,,,,,,,,,,9,(vau),0.6,,,,,,
18/10/2002 09:00,,,,,,,,,,,,,,,,,,,,,0.1,(vau),0.3,,,,,,
19/10/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),2.2,,,,,,
20/10/2002 09:00,,,,,,,,,,,,,,,,,,,,,11,(vau),4.5,,,,,,
21/10/2002 09:00,,,,,,,,,,,,,,,,,,,,,8.5,(vau),3.6,,,,,,
22/10/2002 09:00,,,,,,,,,,,,,,,,,,,,,3.4,(vau),2.1,,,,,,
23/10/2002 09:00,,,,,,,,,,,,,,,,,,,,,5,(vau),0.5,,,,,,
24/10/2002 09:00,,,,,,,,,,,,,,,,,,,,,0.1,(vau),0.4,,,,,,
25/10/2002 09:00,,,,,,,,,,,,,,,,,,,,,0.6,(vau),1.1,,,,,,
26/10/2002 09:00,,,,,,,,,,,,,,,,,,,,,0.1,(vau),0.2,,,,,,
27/10/2002 09:00,,,,,,,,,,,,,,,,,,,,,0.2,(vau),0.1,,,,,,
28/10/2002 09:00,,,,,,,,,,,,,,,,,,,,,0.1,(vau),0.6,,,,,,
29/10/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),2.5,,,,,,
30/10/2002 09:00,,,,,,,,,,,,,,,,,,,,,8.6,(vau),2.1,,,,,,
31/10/2002 09:00,,,,,,,,,,,,,,,,,,,,,10.7,(vau),0.2,,,,,,
01/11/2002 09:00,,,,,,,,,,,,,,,,,,,,,1.2,(vau),0.5,,,,,,
02/11/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.4,,,,,,
03/11/2002 09:00,,,,,,,,,,,,,,,,,,,,,0.6,(vau),1,,,,,,
04/11/2002 09:00,,,,,,,,,,,,,,,,,,,,,2.9,(vau),0.2,,,,,,
05/11/2002 09:00,,,,,,,,,,,,,,,,,,,,,0.1,(vau),0.3,,,,,,
06/11/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.5,,,,,,
07/11/2002 09:00,,,,,,,,,,,,,,,,,,,,,0.1,(vau),0.6,,,,,,
08/11/2002 09:00,,,,,,,,,,,,,,,,,,,,,0.2,(vau),0.3,,,,,,
09/11/2002 09:00,,,,,,,,,,,,,,,,,,,,,0.1,(vau),0.1,,,,,,
10/11/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.3,,,,,,
11/11/2002 09:00,,,,,,,,,,,,,,,,,,,,,1.1,(vau),0.4,,,,,,
12/11/2002 09:00,,,,,,,,,,,,,,,,,,,,,0.1,(vau),0.1,,,,,,
13/11/2002 09:00,,,,,,,,,,,,,,,,,,,,,3.9,(vau),1.9,,,,,,
14/11/2002 09:00,,,,,,,,,,,,,,,,,,,,,18.7,(vau),1.5,,,,,,
15/11/2002 09:00,,,,,,,,,,,,,,,,,,,,,10.5,(vau),0.5,,,,,,
16/11/2002 09:00,,,,,,,,,,,,,,,,,,,,,16,(vau),0.2,,,,,,
17/11/2002 09:00,,,,,,,,,,,,,,,,,,,,,12,(vau),0.2,,,,,,
18/11/2002 09:00,,,,,,,,,,,,,,,,,,,,,0.5,(vau),0.8,,,,,,
19/11/2002 09:00,,,,,,,,,,,,,,,,,,,,,24.3,(vau),1.3,,,,,,
20/11/2002 09:00,,,,,,,,,,,,,,,,,,,,,3.6,(vau),0.7,,,,,,
21/11/2002 09:00,,,,,,,,,,,,,,,,,,,,,12.6,(vau),2.2,,,,,,
22/11/2002 09:00,,,,,,,,,,,,,,,,,,,,,11,(vau),1.1,,,,,,
23/11/2002 09:00,,,,,,,,,,,,,,,,,,,,,14.4,(vau),1.3,,,,,,
24/11/2002 09:00,,,,,,,,,,,,,,,,,,,,,7.6,(vau),0.9,,,,,,
25/11/2002 09:00,,,,,,,,,,,,,,,,,,,,,3.1,(vau),0.2,,,,,,
26/11/2002 09:00,,,,,,,,,,,,,,,,,,,,,0.1,(vau),1.3,,,,,,
27/11/2002 09:00,,,,,,,,,,,,,,,,,,,,,0.2,(vau),2.5,,,,,,
28/11/2002 09:00,,,,,,,,,,,,,,,,,,,,,1.3,(vau),1,,,,,,
29/11/2002 09:00,,,,,,,,,,,,,,,,,,,,,0.1,(vau),0.3,,,,,,
30/11/2002 09:00,,,,,,,,,,,,,,,,,,,,,0.2,(vau),0.6,,,,,,
01/12/2002 09:00,,,,,,,,,,,,,,,,,,,,,0.2,(vau),0.3,,,,,,
02/12/2002 09:00,,,,,,,,,,,,,,,,,,,,,7.3,(vau),0.7,,,,,,
03/12/2002 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.6,,,,,,
08/02/2003 09:00,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
09/02/2003 09:00,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
10/02/2003 09:00,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
02/03/2003 09:00,,,,,,,,,,,,,,,,,,,,,6.4,(vau),0.7,,,,,,
03/03/2003 09:00,,,,,,,,,,,,,,,,,,,,,1.4,(vau),1,,,,,,
04/03/2003 09:00,,,,,,,,,,,,,,,,,,,,,0.1,(vau),0.3,,,,,,
05/03/2003 09:00,,,,,,,,,,,,,,,,,,,,,0.1,(vau),0.4,,,,,,
06/03/2003 09:00,,,,,,,,,,,,,,,,,,,,,0.6,(vau),0.4,,,,,,
07/03/2003 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.3,,,,,,
08/03/2003 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.3,,,,,,
09/03/2003 09:00,,,,,,,,,,,,,,,,,,,,,0.1,(vau),0.3,,,,,,
10/03/2003 09:00,,,,,,,,,,,,,,,,,,,,,0.1,(vau),0.5,,,,,,
11/03/2003 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),0.7,,,,,,
12/03/2003 09:00,,,,,,,,,,,,,,,,,,,,,0.1,(vau),1.4,,,,,,
13/03/2003 09:00,,,,,,,,,,,,,,,,,,,,,0,(vau),1.1,,,,,,
14/03/2003 09:00,,,,,,,,,,,,,,,,,,,,,0.3,(vau),0.4,,,,,,
15/03/2003 09:00,,,,,,,,,0,(vau),0.9,,,,,,,,,,0,(vau),0.4,,,,,,
16/03/2003 09:00,,,,,,,,,0,(vau),1.3,,,,,,,,,,0.1,(vau),0.4,,,,,,
17/03/2003 09:00,,,,,,,,,0,(vau),3.5,,,,,,,,,,0,(vau),1.4,,,,,,
18/03/2003 09:00,,,,,,,,,0,(vau),3.9,,,,,,,,,,0.4,(vau),1.4,,,,,,
19/03/2003 09:00,,,,,,,,,0,(vau),1.5,,,,,,,,,,0,(vau),0.4,,,,,,
20/03/2003 09:00,,,,,,,,,0,(vau),2.4,,,,,,,,,,0.3,(vau),0.3,,,,,,
21/03/2003 09:00,,,,,,,,,0,(vau),1.4,,,,,,,,,,0.1,(vau),0.3,,,,,,
22/03/2003 09:00,,,,,,,,,0,(vau),1.2,,,,,,,,,,0,(vau),0.4,,,,,,
23/03/2003 09:00,,,,,,,,,0,(vau),2,,,,,,,,,,0,(vau),1,,,,,,
24/03/2003 09:00,,,,,,,,,4.2,(vau),3.3,,,,,,,,,,0,(vau),2.1,,,,,,
25/03/2003 09:00,,,,,,,,,18.8,(vau),3.1,,,,,,,,,,11.9,(vau),1.5,,,,,,
26/03/2003 09:00,,,,,,,,,3.2,(vau),0.9,,,,,,,,,,0.5,(vau),0.8,,,,,,
27/03/2003 09:00,,,,,,,,,18.8,(vau),0,,,,,,,,,,10.1,(vau),2.8,,,,,,
28/03/2003 09:00,,,,,,,,,11.2,(vau),0,,,,,,,,,,4.9,(vau),0.6,,,,,,
29/03/2003 09:00,,,,,,,,,5.4,(vau),0,,,,,,,,,,0.8,(vau),0.5,,,,,,
30/03/2003 09:00,,,,,,,,,6.1,(vau),0.4,,,,,,,,,,19.3,(vau),0.9,,,,,,
31/03/2003 09:00,,,,,,,,,26.4,(vau),0,,,,,,,,,,0,(vau),0.4,,,,,,
01/04/2003 09:00,,,,,,,,,0,(vau),0.1,,,,,,,,,,0.1,(vau),0.3,,,,,,
02/04/2003 09:00,,,,,,,,,0,(vau),2,,,,,,,,,,0,(vau),0.5,,,,,,
03/04/2003 09:00,,,,,,,,,0.1,(vau),7.2,,,,,,,,,,0.1,(vau),1.1,,,,,,
04/04/2003 09:00,0,(vau),2.2,,,,,,0,(vau),2.6,,,,,,,,,,0,(vau),0.4,,,,,,
05/04/2003 09:00,0,(vau),1.1,,,,,,0,(vau),2,,,,,,,,,,0,(vau),0.6,,,,,,
06/04/2003 09:00,0,(vau),1,,,,,,0,(vau),1.1,,,,,,,,,,0.1,(vau),0.5,,,,,,
07/04/2003 09:00,0,(vau),1,,,,,,0,(vau),0,,,,,,,,,,0,(vau),0.4,,,,,,
08/04/2003 09:00,0,(vau),1,,,,,,0,(vau),0.4,,,,,,,,,,0,(vau),0.4,,,,,,
09/04/2003 09:00,0,(vau),1.5,,,,,,0,(vau),0.4,,,,,,,,,,0.1,(vau),0.3,,,,,,
10/04/2003 09:00,0,(vau),1.1,,,,,,0,(vau),0,,,,,,,,,,0,(vau),1.1,,,,,,
11/04/2003 09:00,34.2,(vau),2.2,,,,,,28.9,(vau),0,,,,,,,,,,8.2,(vau),0.7,,,,,,
12/04/2003 09:00,13,(vau),3.2,,,,,,11.9,(vau),0,,,,,,,,,,1.9,(vau),1.7,,,,,,
13/04/2003 09:00,25.6,(vau),5.5,,,,,,10.9,(vau),0,,,,,,,,,,7.8,(vau),3.7,,,,,,
14/04/2003 09:00,30.3,(vau),4.2,,,,,,25.3,(vau),0,,,,,,,,,,6.5,(vau),3,,,,,,
15/04/2003 09:00,0.9,(vau),2,,,,,,0.9,(vau),0,,,,,,,,,,0.4,(vau),1.4,,,,,,
16/04/2003 09:00,0,(vau),1,,,,,,0,(vau),0.1,,,,,,,,,,0,(vau),0.4,,,,,,
17/04/2003 09:00,0,(vau),1.8,,,,,,0,(vau),0.4,,,,,,,,,,0.1,(vau),0.4,,,,,,
18/04/2003 09:00,22.2,(vau),0.8,,,,,,21.5,(vau),0,,,,,,,,,,0.6,(vau),0.8,,,,,,
19/04/2003 09:00,9.4,(vau),0.7,,,,,,6.7,(vau),0,,,,,,,,,,1.1,(vau),0.6,,,,,,
20/04/2003 09:00,20.9,(vau),1.8,,,,,,21,(vau),0,,,,,,,,,,16.2,(vau),0.6,,,,,,
21/04/2003 09:00,13.9,(vau),2.6,,,,,,10.8,(vau),1,,,,,,,,,,0.1,(vau),0.9,,,,,,
22/04/2003 09:00,0,(vau),1.8,,,,,,0,(vau),0.2,,,,,,,,,,7.7,(vau),1.3,,,,,,
23/04/2003 09:00,1.4,(vau),2.1,,,,,,0.7,(vau),0,,,,,,,,,,0.1,(vau),0.8,,,,,,
24/04/2003 09:00,8.4,(vau),2.7,,,,,,6.5,(vau),0,,,,,,,,,,0.4,(vau),0.7,,,,,,
25/04/2003 09:00,20.2,(vau),4.4,,,,,,13.5,(vau),0,,,,,,,,,,2.9,(vau),1.9,,,,,,
26/04/2003 09:00,40.4,(vau),3.7,,,,,,12.1,(vau),0,,,,,,,,,,12.8,(vau),1.1,,,,,,
27/04/2003 09:00,0.1,(vau),2.5,,,,,,0,(vau),0,,,,,,,,,,0.1,(vau),0.6,,,,,,
28/04/2003 09:00,7.9,(vau),4.8,,,,,,11.1,(vau),0,,,,,,,,,,0.9,(vau),1.8,,,,,,
29/04/2003 09:00,15.8,(vau),4.3,,,,,,39,(vau),0,,,,,,,,,,2.1,(vau),1.2,,,,,,
30/04/2003 09:00,43.4,(vau),2.5,,,,,,28.9,(vau),0,,,,,,,,,,3.3,(vau),1.1,,,,,,
01/05/2003 09:00,0.3,(vau),1.8,,,,,,1,(vau),0,,,,,,,,,,0,(vau),0.4,,,,,,
02/05/2003 09:00,14.5,(vau),2.4,,,,,,10,(vau),0,,,,,,,,,,0.7,(vau),0.6,,,,,,
03/05/2003 09:00,0.1,(vau),1.1,,,,,,0.4,(vau),0,,,,,,,,,,0.1,(vau),0.7,,,,,,
04/05/2003 09:00,0,(vau),2,,,,,,0.1,(vau),0,,,,,,,,,,0.1,(vau),0.3,,,,,,
05/05/2003 09:00,10.7,(vau),1.9,,,,,,11.3,(vau),0.3,,,,,,,,,,1.3,(vau),0.5,,,,,,
06/05/2003 09:00,0.2,(vau),2.3,,,,,,2.3,(vau),2.5,,,,,,,,,,0,(vau),2,,,,,,
07/05/2003 09:00,0,(vau),3.5,,,,,,0,(vau),4,,,,,,,,,,0,(vau),1.2,,,,,,
08/05/2003 09:00,0,(vau),1.8,,,,,,0,(vau),0.7,,,,,,,,,,0,(vau),0.6,,,,,,
09/05/2003 09:00,0,(vau),0.6,,,,,,0,(vau),0,,,,,,,,,,0,(vau),0.6,,,,,,
10/05/2003 09:00,0,(vau),0.8,,,,,,0,(vau),0,,,,,,,,,,0,(vau),0.6,,,,,,
11/05/2003 09:00,0,(vau),0.9,,,,,,0,(vau),0,,,,,,,,,,0,(vau),0.8,,,,,,
12/05/2003 09:00,0,(vau),0.9,,,,,,0,(vau),0,,,,,,,,,,0,(vau),0.9,,,,,,
13/05/2003 09:00,0,(vau),1.2,,,,,,0,(vau),0,,,,,,,,,,0,(vau),1.3,,,,,,
14/05/2003 09:00,0,(vau),1.3,,,,,,0,(vau),0,,,,,,,,,,0,(vau),0.6,,,,,,
15/05/2003 09:00,0,(vau),1,,,,,,0,(vau),0,,,,,,,,,,0.2,(vau),0.4,,,,,,
16/05/2003 09:00,0,(vau),1.3,,,,,,0,(vau),0.1,,,,,,,,,,0,(vau),1.1,,,,,,
17/05/2003 09:00,0,(vau),1.3,,,,,,0,(vau),0,,,,,,,,,,0,(vau),1.2,,,,,,
18/05/2003 09:00,4.7,(vau),1.1,,,,,,4.5,(vau),0,,,,,,,,,,0,(vau),0.6,,,,,,
19/05/2003 09:00,6.2,(vau),1.8,,,,,,4.5,(vau),0,,,,,,,,,,0.1,(vau),0.6,,,,,,
20/05/2003 09:00,0,(vau),0.6,,,,,,0,(vau),0,,,,,,,,,,0.1,(vau),0.8,,,,,,
21/05/2003 09:00,0,(vau),1.3,,,,,,0,(vau),0,,,,,,,,,,0.1,(vau),0.6,,,,,,
22/05/2003 09:00,0,(vau),0.7,,,,,,0,(vau),0,,,,,,,,,,0,(vau),0.4,,,,,,
23/05/2003 09:00,0,(vau),0.5,,,,,,0,(vau),0,,,,,,,,,,0,(vau),0.5,,,,,,
24/05/2003 09:00,0.6,(vau),1.1,,,,,,2.2,(vau),0,,,,,,,,,,0.1,(vau),0.7,,,,,,
25/05/2003 09:00,0,(vau),1.9,,,,,,1.1,(vau),0,,,,,,,,,,0,(vau),1.4,,,,,,
26/05/2003 09:00,0,(vau),1.5,,,,,,0,(vau),0,,,,,,,,,,0.2,(vau),0.8,,,,,,
27/05/2003 09:00,0,(vau),1.2,,,,,,0,(vau),0,,,,,,,,,,0,(vau),0.5,,,,,,
28/05/2003 09:00,0,(vau),0.5,,,,,,0,(vau),0,,,,,,,,,,0,(vau),0.4,,,,,,
29/05/2003 09:00,0,(vau),0.6,,,,,,0,(vau),0,,,,,,,,,,0,(vau),0.5,,,,,,
30/05/2003 09:00,0,(vau),0.6,,,,,,0,(vau),0,,,,,,,,,,0,(vau),0.5,,,,,,
31/05/2003 09:00,0.1,(vau),1.4,,,,,,0,(vau),0,,,,,,,,,,1.6,(vau),0.2,,,,,,
01/06/2003 09:00,0,(vau),1.8,,,,,,0,(vau),0,,,,,,,,,,0,(vau),0.6,,,,,,
02/06/2003 09:00,6.6,(vau),1.2,,5.8,(vau),0.2,,5.4,(vau),0,,,,,,,,,,1.7,(vau),0.4,,,,,,
03/06/2003 09:00,11.7,(vau),2.4,,13.5,(vau),0.5,,1.1,(vau),0,,,,,,,,,,1.8,(vau),0.6,,,,,,
04/06/2003 09:00,29.3,(vau),2.8,,11.3,(vau),0.4,,10.8,(vau),0,,,,,,,,,,6.2,(vau),0.6,,,,,,
05/06/2003 09:00,0.1,(vau),0.5,,8.4,(vau),0.5,,0,(vau),0,,,,,,,,,,0.3,(vau),0.6,,,,,,
06/06/2003 09:00,0,(vau),0.5,,1.7,(vau),0.6,,0,(vau),0,,,,,,,,,,0,(vau),0.7,,,,,,
07/06/2003 09:00,0,(vau),0.6,,0.3,(vau),0.6,,0,(vau),0,,,,,,,,,,0,(vau),0.5,,,,,,
08/06/2003 09:00,0,(vau),0.9,,0,(vau),0.6,,0,(vau),0,,,,,,,,,,0,(vau),0.9,,,,,,
09/06/2003 09:00,0,(vau),1.2,,0,(vau),0.3,,0,(vau),0,,,,,,,,,,0,(vau),0.6,,,,,,
10/06/2003 09:00,0,(vau),1.7,,0,(vau),0.3,,0,(vau),0,,,,,,,,,,0.1,(vau),0.3,,,,,,
11/06/2003 09:00,0,(vau),1.1,,0,(vau),0.2,,0,(vau),0,,,,,,,,,,0,(vau),0.4,,,,,,
12/06/2003 09:00,0,(vau),1,,0.7,(vau),0.8,,0,(vau),0,,,,,,,,,,0,(vau),0.4,,,,,,
13/06/2003 09:00,0,(vau),2.2,,0,(vau),0.4,,0.5,(vau),2,,,,,,,,,,0,(vau),0.4,,,,,,
14/06/2003 09:00,0,(vau),1.3,,0,(vau),0.3,,0,(vau),2.1,,,,,,,,,,0,(vau),1.4,,,,,,
15/06/2003 09:00,0,(vau),1,,0,(vau),0.5,,0,(vau),1.4,,,,,,,,,,0,(vau),0.7,,,,,,
16/06/2003 09:00,0,(vau),1,,0.1,(vau),0.3,,0,(vau),1.3,,,,,,,,,,0,(vau),0.9,,,,,,
17/06/2003 09:00,0,(vau),0.7,,0,(vau),0.8,,0,(vau),1.7,,,,,,,,,,0,(vau),1.1,,,,,,
18/06/2003 09:00,0,(vau),1.7,,0,(vau),1.5,,0,(vau),2.1,,,,,,,,,,0,(vau),0.9,,,,,,
19/06/2003 09:00,0,(vau),1.6,,0,(vau),0.6,,0,(vau),2.2,,,,,,,,,,0,(vau),0.5,,,,,,
