SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,BOUÇÃ (PESSEGUEIRO DO VOUGA) (09G/03UG),,BOUÇÃ (PESSEGUEIRO DO VOUGA) (09G/03UG),,BOUÇÃ DOS HOMENS (02H/01UG),,BOUÇÃ DOS HOMENS (02H/01UG),,BRANCELHE (04I/02UG),,BRANCELHE (04I/02UG),,BRITELO (02H/07UG),,BRITELO (02H/07UG),,BROTAS (20I/02UG),,BROTAS (20I/02UG),,BRUFE (BARREIROS) (09K/03UG),,BRUFE (BARREIROS) (09K/03UG),,BUSTELO (SERRA DE PIAS) (07G/01G),,BUSTELO (SERRA DE PIAS) (07G/01G),,
,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,
14/06/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.5,,0.5,(vau),0.3,,,,,,
15/06/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.7,,0,(vau),0.3,,,,,,
16/06/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.8,,0,(vau),0.3,,,,,,
17/06/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.6,,0,(vau),0.4,,,,,,
18/06/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.9,,0.1,(vau),0.5,,,,,,
19/06/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),1.1,,1,(vau),0.3,,,,,,
20/06/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),1.3,,0.1,(vau),0.4,,,,,,
21/06/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.7,,0.1,(vau),0.3,,,,,,
22/06/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.6,,0.1,(vau),0.3,,,,,,
23/06/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),1.1,,0.1,(vau),0.4,,,,,,
24/06/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),1.8,,0,(vau),0.5,,,,,,
25/06/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.5,,0.4,(vau),0.9,,,,,,
26/06/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.5,,4.9,(vau),0.6,,,,,,
27/06/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.5,,6.5,(vau),0.4,,,,,,
28/06/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.7,,0,(vau),0.3,,,,,,
29/06/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),1,,0,(vau),0.3,,,,,,
30/06/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),1,,0,(vau),0.3,,,,,,
01/07/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),1.2,,0,(vau),0.6,,,,,,
02/07/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),1.3,,0,(vau),0.4,,,,,,
03/07/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),1.3,,0,(vau),0.3,,,,,,
04/07/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),1.4,,0.1,(vau),0.3,,,,,,
05/07/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),1.2,,0,(vau),0.3,,,,,,
06/07/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),1.9,,0,(vau),0.5,,,,,,
07/07/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),1.1,,0,(vau),0.3,,,,,,
08/07/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),1,,0.2,(vau),0.3,,,,,,
09/07/2002 09:00,,,,,,,,,6,(vco),,,,,,,0,(vau),1.9,,1,(vau),0.4,,,,,,
10/07/2002 09:00,,,,,,,,,10,(vco),,,,,,,0.2,(vau),0.9,,5.4,(vau),0.5,,,,,,
11/07/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),1.1,,0.1,(vau),0.3,,,,,,
12/07/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),1.3,,0.1,(vau),0.3,,,,,,
13/07/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),1.8,,0.1,(vau),0.3,,,,,,
14/07/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),1.3,,0,(vau),0.7,,,,,,
15/07/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.7,,0,(vau),0.6,,,,,,
16/07/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.6,,0,(vau),0.5,,,,,,
17/07/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.6,,0,(vau),0.5,,,,,,
18/07/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.5,,0,(vau),0.6,,,,,,
19/07/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.6,,0,(vau),0.4,,,,,,
20/07/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.6,,0,(vau),0.4,,,,,,
21/07/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.5,,0,(vau),0.4,,,,,,
22/07/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.7,,0.1,(vau),0.5,,,,,,
23/07/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.8,,0.1,(vau),0.2,,,,,,
24/07/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.8,,0,(vau),0.3,,,,,,
25/07/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.8,,0,(vau),0.5,,,,,,
26/07/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.8,,0,(vau),0.4,,,,,,
27/07/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),1,,0,(vau),0.3,,,,,,
28/07/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),1,,0,(vau),0.3,,,,,,
29/07/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.9,,0,(vau),0.4,,,,,,
30/07/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),1.7,,0.1,(vau),0.4,,,,,,
31/07/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),1.9,,0,(vau),0.6,,,,,,
01/08/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),1.4,,0,(vau),0.7,,,,,,
02/08/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),1,,0,(vau),0.3,,,,,,
03/08/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),1.4,,0.1,(vau),0.3,,,,,,
04/08/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.9,,0.1,(vau),0.3,,,,,,
05/08/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.7,,0.1,(vau),0.3,,,,,,
06/08/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),1.2,,0.1,(vau),0.3,,,,,,
07/08/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),1.1,,0,(vau),0.3,,,,,,
08/08/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.7,,0,(vau),0.5,,,,,,
09/08/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),1.2,,0,(vau),0.3,,,,,,
10/08/2002 09:00,,,,,,,,,11.5,(vco),,,,,,,0.1,(vau),1.9,,3.2,(vau),0.5,,,,,,
11/08/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),1.4,,1.4,(vau),0.2,,,,,,
12/08/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.6,,0,(vau),0.3,,,,,,
13/08/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.6,,0,(vau),0.4,,,,,,
14/08/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.7,,0,(vau),0.3,,,,,,
15/08/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.7,,0.1,(vau),0.4,,,,,,
16/08/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),1.3,,0,(vau),0.4,,,,,,
17/08/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),1.1,,0,(vau),0.3,,,,,,
18/08/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),1.2,,0,(vau),0.3,,,,,,
19/08/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),1.2,,0.2,(vau),0.3,,,,,,
20/08/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.8,,0.1,(vau),0.2,,,,,,
21/08/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),1.2,,0.1,(vau),0.3,,,,,,
22/08/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),1.5,,0,(vau),0.4,,,,,,
23/08/2002 09:00,,,,,,,,,10,(vco),,,,,,,0,(vau),1.4,,0.1,(vau),0.3,,,,,,
24/08/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),1.2,,0.6,(vau),0.3,,,,,,
25/08/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.4,,6.4,(vau),0.3,,,,,,
26/08/2002 09:00,,,,,,,,,0,(vco),,,,,,,8.9,(vau),0.7,,3,(vau),0.3,,,,,,
27/08/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.7,,4.3,(vau),0.3,,,,,,
28/08/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.6,,0,(vau),0.4,,,,,,
29/08/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.4,,0,(vau),0.4,,,,,,
30/08/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.4,,0,(vau),0.4,,,,,,
31/08/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.6,,0,(vau),0.4,,,,,,
01/09/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.4,,0,(vau),0.6,,,,,,
02/09/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.3,,0,(vau),0.3,,,,,,
03/09/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.5,,0,(vau),0.3,,,,,,
04/09/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),1.2,,0,(vau),0.2,,,,,,
05/09/2002 09:00,,,,,,,,,0.2,(vco),,,,,,,0,(vau),1.3,,0.1,(vau),0.3,,,,,,
06/09/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),1.2,,0.2,(vau),0.3,,,,,,
07/09/2002 09:00,,,,,,,,,4.2,(vco),,,,,,,0,(vau),0.8,,0.1,(vau),0.3,,,,,,
08/09/2002 09:00,,,,,,,,,24,(vco),,,,,,,0,(vau),0.7,,0.2,(vau),0.1,,,,,,
09/09/2002 09:00,,,,,,,,,3,(vco),,,,,,,6.8,(vau),0.4,,0.6,(vau),0.3,,,,,,
10/09/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.3,,0.1,(vau),0.2,,,,,,
11/09/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.3,,0.1,(vau),0.3,,,,,,
12/09/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.7,,0,(vau),0.2,,,,,,
13/09/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.6,,0.1,(vau),0.2,,,,,,
14/09/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.7,,0,(vau),0.3,,,,,,
15/09/2002 09:00,,,,,,,,,0,(vco),,,,,,,5.6,(vau),0.7,,0.1,(vau),0.3,,,,,,
16/09/2002 09:00,,,,,,,,,2,(vco),,,,,,,23.8,(vau),0.9,,0,(vau),0.5,,,,,,
17/09/2002 09:00,,,,,,,,,21,(vco),,,,,,,9.6,(vau),0.6,,0,(vau),0.3,,,,,,
18/09/2002 09:00,,,,,,,,,18,(vco),,,,,,,2.6,(vau),0.7,,,,,,,,,,
19/09/2002 09:00,,,,,,,,,2,(vco),,,,,,,0,(vau),0.4,,,,,,,,,,
20/09/2002 09:00,,,,,,,,,11,(vco),,,,,,,1.2,(vau),0.3,,,,,,,,,,
21/09/2002 09:00,,,,,,,,,17.2,(vco),,,,,,,7.8,(vau),0.4,,,,,,,,,,
22/09/2002 09:00,,,,,,,,,2,(vco),,,,,,,12.7,(vau),0.2,,,,,,,,,,
23/09/2002 09:00,,,,,,,,,0,(vco),,,,,,,1.1,(vau),0.6,,,,,,,,,,
24/09/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.4,,,,,,,,,,
25/09/2002 09:00,,,,,,,,,0,(vco),,,,,,,3.2,(vau),0.1,,,,,,,,,,
26/09/2002 09:00,,,,,,,,,0,(vco),,,,,,,0.6,(vau),0.1,,,,,,,,,,
27/09/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.1,,,,,,,,,,
28/09/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.2,,,,,,,,,,
29/09/2002 09:00,,,,,,,,,0,(vco),,,,,,,0.1,(vau),0.1,,,,,,,,,,
30/09/2002 09:00,,,,,,,,,0,(vco),,,,,,,0,(vau),0.3,,,,,,,,,,
01/10/2002 09:00,33.2,(vco),,,,,,,18,(vco),,,,,,,4,(vau),0.1,,,,,,,,,,
02/10/2002 09:00,1.1,(vco),,,,,,,0,(vco),,,,,,,0.2,(vau),0.2,,,,,,,,,,
03/10/2002 09:00,0,(vco),,,,,,,0,(vco),,,,,,,0,(vau),0.2,,,,,,,,,,
04/10/2002 09:00,0,(vco),,,,,,,0,(vco),,,,,,,0,(vau),0.1,,,,,,,,,,
05/10/2002 09:00,0,(vco),,,,,,,0,(vco),,,,,,,0,(vau),0.2,,,,,,,,,,
06/10/2002 09:00,0,(vco),,,,,,,0,(vco),,,,,,,0,(vau),0.2,,,,,,,,,,
07/10/2002 09:00,0,(vco),,,,,,,0,(vco),,,,,,,0,(vau),0.3,,,,,,,,,,
08/10/2002 09:00,0,(vco),,,,,,,0,(vco),,,,,,,0.4,(vau),0.2,,,,,,,,,,
09/10/2002 09:00,61,(vco),,,,,,,4,(vco),,,,,,,10.5,(vau),0.6,,,,,,,,,,
10/10/2002 09:00,7.2,(vco),,,,,,,5,(vco),,,,,,,5.8,(vau),0.5,,,,,,,,,,
11/10/2002 09:00,0,(vco),,,,,,,0.2,(vco),,,,,,,0.2,(vau),0.4,,,,,,,,,,
12/10/2002 09:00,13.2,(vco),,,,,,,6,(vco),,,,,,,0.5,(vau),0.4,,,,,,,,,,
13/10/2002 09:00,5.5,(vco),,,,,,,12.2,(vco),,,,,,,0,(vau),0.5,,,,,,,,,,
14/10/2002 09:00,0,(vco),,,,,,,12,(vco),,,,,,,0.7,(vau),0.2,,,,,,,,,,
15/10/2002 09:00,18.5,(vco),,,,,,,18,(vco),,,,,,,0,(vau),0.3,,,,,,,,,,
16/10/2002 09:00,4,(vco),,,,,,,35,(vco),,,,,,,5.8,(vau),0.1,,,,,,,,,,
17/10/2002 09:00,19,(vco),,,,,,,32,(vco),,,,,,,1.8,(vau),0.5,,,,,,,,,,
18/10/2002 09:00,0,(vco),,,,,,,0,(vco),,,,,,,0.1,(vau),0.3,,,,,,,,,,
19/10/2002 09:00,0,(vco),,,,,,,0,(vco),,,,,,,0,(vau),0.3,,,,,,,,,,
20/10/2002 09:00,0,(vco),,,,,,,12,(vco),,,,,,,3.7,(vau),2.2,,,,,,,,,,
21/10/2002 09:00,31.3,(vco),,,,,,,24,(vco),,,,,,,30.7,(vau),0.4,,,,,,,,,,
22/10/2002 09:00,19.6,(vco),,,,,,,35.2,(vco),,,,,,,9.7,(vau),0.4,,,,,,,,,,
23/10/2002 09:00,8,(vco),,,,,,,12,(vco),,,,,,,31.3,(vau),0.6,,,,,,,,,,
24/10/2002 09:00,1,(vco),,,,,,,25.2,(vco),,,,,,,0,(vau),0.4,,,,,,,,,,
25/10/2002 09:00,15.2,(vco),,,,,,,23,(vco),,,,,,,0.1,(vau),0.2,,,,,,,,,,
26/10/2002 09:00,0.3,(vco),,,,,,,0,(vco),,,,,,,0.1,(vau),0.2,,,,,,,,,,
27/10/2002 09:00,0,(vco),,,,,,,0,(vco),,,,,,,0.1,(vau),0.1,,,,,,,,,,
28/10/2002 09:00,0,(vco),,,,,,,0,(vco),,,,,,,0.1,(vau),0.2,,,,,,,,,,
29/10/2002 09:00,0,(vco),,,,,,,0,(vco),,,,,,,0.1,(vau),0.2,,,,,,,,,,
30/10/2002 09:00,56.7,(vco),,,,,,,20.4,(vco),,,,,,,19.7,(vau),0.3,,,,,,,,,,
31/10/2002 09:00,5.8,(vco),,,,,,,0,(vco),,,,,,,0.1,(vau),0.4,,,,,,,,,,
01/11/2002 09:00,3.8,(vco),,,,,,,,,,,,,,,0.1,(vau),0.1,,,,,,,,,,
02/11/2002 09:00,0.5,(vco),,,,,,,,,,,,,,,1.2,(vau),0.1,,,,,,,,,,
03/11/2002 09:00,31,(vco),,,,,,,,,,,,,,,0.6,(vau),0.1,,,,,,,,,,
04/11/2002 09:00,0,(vco),,,,,,,,,,,,,,,2,(vau),0.2,,,,,,,,,,
05/11/2002 09:00,0,(vco),,,,,,,,,,,,,,,0.1,(vau),0.3,,,,,,,,,,
06/11/2002 09:00,0,(vco),,,,,,,,,,,,,,,0.1,(vau),0.3,,,,,,,,,,
07/11/2002 09:00,0,(vco),,,,,,,,,,,,,,,0.2,(vau),0.5,,,,,,,,,,
08/11/2002 09:00,0,(vco),,,,,,,,,,,,,,,0,(vau),0.1,,,,,,,,,,
09/11/2002 09:00,0,(vco),,,,,,,,,,,,,,,0.3,(vau),0.1,,,,,,,,,,
10/11/2002 09:00,0,(vco),,,,,,,,,,,,,,,0.2,(vau),0.2,,,,,,,,,,
11/11/2002 09:00,11.4,(vco),,,,,,,,,,,,,,,0,(vau),0.1,,,,,,,,,,
12/11/2002 09:00,0,(vco),,,,,,,,,,,,,,,1.5,(vau),0.1,,,,,,,,,,
13/11/2002 09:00,16.5,(vco),,,,,,,,,,,,,,,0.6,(vau),0.2,,,,,,,,,,
14/11/2002 09:00,28.8,(vco),,,,,,,,,,,,,,,28.4,(vau),0.6,,,,,,,,,,
15/11/2002 09:00,16,(vco),,,,,,,,,,,,,,,1.7,(vau),0.1,,,,,,,,,,
16/11/2002 09:00,20,(vco),,,,,,,,,,,,,,,1.3,(vau),0.2,,,,,,,,,,
17/11/2002 09:00,17,(vco),,,,,,,,,,,,,,,4,(vau),0.2,,,,,,,,,,
18/11/2002 09:00,16.5,(vco),,,,,,,,,,,,,,,0.1,(vau),0.3,,,,,,,,,,
19/11/2002 09:00,73,(vco),,,,,,,,,,,,,,,15.4,(vau),0.1,,,,,,,,,,
20/11/2002 09:00,7,(vco),,,,,,,,,,,,,,,3.4,(vau),0.1,,,,,,,,,,
21/11/2002 09:00,26.5,(vco),,,,,,,,,,,,,,,2.2,(vau),0.6,,,,,,,,,,
22/11/2002 09:00,17,(vco),,,,,,,,,,,,,,,10.8,(vau),0.5,,,,,,,,,,
23/11/2002 09:00,34,(vco),,,,,,,,,,,,,,,27.3,(vau),0.2,,,,,,,,,,
24/11/2002 09:00,19.2,(vco),,,,,,,,,,,,,,,7.8,(vau),0.2,,,,,,,,,,
25/11/2002 09:00,5.1,(vco),,,,,,,,,,,,,,,1.4,(vau),0.3,,,,,,,,,,
26/11/2002 09:00,1.1,(vco),,,,,,,,,,,,,,,0.7,(vau),0.4,,,,,,,,,,
27/11/2002 09:00,5,(vco),,,,,,,,,,,,,,,1.6,(vau),0.2,,,,,,,,,,
28/11/2002 09:00,17,(vco),,,,,,,,,,,,,,,1.4,(vau),0.1,,,,,,,,,,
29/11/2002 09:00,5.5,(vco),,,,,,,,,,,,,,,0.1,(vau),0.5,,,,,,,,,,
30/11/2002 09:00,17.9,(vco),,,,,,,,,,,,,,,0.1,(vau),0.7,,,,,,,,,,
01/12/2002 09:00,1.9,(vco),,,,,,,,,,,,,,,0,(vau),0.3,,,,,,,,,,
02/12/2002 09:00,35.8,(vco),,,,,,,,,,,,,,,3.1,(vau),0.5,,9.9,(vau),0.4,,,,,,
03/12/2002 09:00,0,(vco),,,,,,,,,,,,,,,0.1,(vau),0.8,,0,(vau),0.3,,,,,,
04/12/2002 09:00,2.5,(vco),,,,,,,,,,,,,,,0,(vau),0.3,,0.6,(vau),0.1,,,,,,
05/12/2002 09:00,0,(vco),,,,,,,,,,,,,,,0.2,(vau),0.3,,0.2,(vau),0.2,,,,,,
06/12/2002 09:00,0,(vco),,,,,,,,,,,,,,,0.1,(vau),0.3,,0,(vau),0.3,,,,,,
07/12/2002 09:00,0,(vco),,,,,,,,,,,,,,,0.1,(vau),0.2,,0,(vau),0.2,,,,,,
08/12/2002 09:00,0,(vco),,,,,,,,,,,,,,,0.2,(vau),0.1,,0,(vau),0.3,,,,,,
09/12/2002 09:00,3.5,(vco),,,,,,,,,,,,,,,1.4,(vau),0,,1.5,(vau),0.2,,,,,,
10/12/2002 09:00,38.4,(vco),,,,,,,,,,,,,,,11.6,(vau),0.3,,36.5,(vau),1.1,,,,,,
11/12/2002 09:00,8,(vco),,,,,,,,,,,,,,,8.7,(vau),0.1,,7.1,(vau),0.4,,,,,,
12/12/2002 09:00,4,(vco),,,,,,,,,,,,,,,0.1,(vau),0.1,,2.5,(vau),0.2,,,,,,
13/12/2002 09:00,0.2,(vco),,,,,,,,,,,,,,,0.1,(vau),0.2,,0.1,(vau),0.2,,,,,,
14/12/2002 09:00,11,(vco),,,,,,,,,,,,,,,16.6,(vau),1,,13.8,(vau),1.2,,,,,,
15/12/2002 09:00,0.6,(vco),,,,,,,,,,,,,,,0.5,(vau),0.2,,1.3,(vau),0.7,,,,,,
16/12/2002 09:00,0,(vco),,,,,,,,,,,,,,,0.1,(vau),0.1,,0.1,(vau),0.3,,,,,,
17/12/2002 09:00,7.7,(vco),,,,,,,,,,,,,,,7.8,(vau),1.6,,11.9,(vau),0.5,,,,,,
18/12/2002 09:00,14.5,(vco),,,,,,,,,,,,,,,9.7,(vau),0.8,,9.9,(vau),0.6,,,,,,
19/12/2002 09:00,0.5,(vco),,,,,,,,,,,,,,,0.1,(vau),0.2,,0.1,(vau),0.3,,,,,,
20/12/2002 09:00,8.3,(vco),,,,,,,,,,,,,,,0.1,(vau),0.1,,3.6,(vau),0.1,,,,,,
21/12/2002 09:00,0.3,(vco),,,,,,,,,,,,,,,0,(vau),0,,0,(vau),0.1,,,,,,
22/12/2002 09:00,0,(vco),,,,,,,,,,,,,,,0.1,(vau),0.1,,0.4,(vau),0.1,,,,,,
23/12/2002 09:00,3,(vco),,,,,,,,,,,,,,,2.7,(vau),0.8,,2.8,(vau),0.6,,,,,,
24/12/2002 09:00,25.2,(vco),,,,,,,,,,,,,,,0.8,(vau),0.2,,10.3,(vau),1.3,,,,,,
25/12/2002 09:00,0.2,(vco),,,,,,,,,,,,,,,8.7,(vau),0.3,,3.4,(vau),1,,,,,,
26/12/2002 09:00,43.8,(vco),,,,,,,,,,,,,,,0.1,(vau),0.5,,18.8,(vau),2.6,,,,,,
27/12/2002 09:00,78,(vco),,,,,,,,,,,,,,,18.6,(vau),0.7,,39.6,(vau),2.5,,,,,,
28/12/2002 09:00,48,(vco),,,,,,,,,,,,,,,3.3,(vau),0.9,,19.1,(vau),0.5,,,,,,
29/12/2002 09:00,0.2,(vco),,,,,,,,,,,,,,,0.1,(vau),0.3,,0.2,(vau),0.2,,,,,,
30/12/2002 09:00,14,(vco),,,,,,,,,,,,,,,5,(vau),0.2,,4.4,(vau),0.8,,,,,,
31/12/2002 09:00,7.5,(vco),,,,,,,,,,,,,,,4.3,(vau),0.5,,9.4,(vau),0.3,,,,,,
01/01/2003 09:00,22,(vco),,,,,,,,,,,,,,,0,(vau),0.1,,9.3,(vau),0.9,,,,,,
02/01/2003 09:00,49,(vco),,,,,,,,,,,,,,,2.6,(vau),0.2,,19.2,(vau),2,,,,,,
03/01/2003 09:00,55.5,(vco),,,,,,,,,,,,,,,6.7,(vau),0.3,,54.7,(vau),1,,,,,,
04/01/2003 09:00,21.3,(vco),,,,,,,,,,,,,,,0.2,(vau),0.1,,10.4,(vau),0.3,,,,,,
05/01/2003 09:00,9,(vco),,,,,,,,,,,,,,,0,(vau),0.1,,1.9,(vau),0.3,,,,,,
06/01/2003 09:00,0.5,(vco),,,,,,,,,,,,,,,5.6,(vau),0.5,,23.2,(vau),0.6,,,,,,
07/01/2003 09:00,22.3,(vco),,,,,,,,,,,,,,,0.9,(vau),0.4,,11,(vau),0.5,,,,,,
08/01/2003 09:00,45.8,(vco),,,,,,,,,,,,,,,9.3,(vau),0.3,,17.3,(vau),0.5,,,,,,
09/01/2003 09:00,0.3,(vco),,,,,,,,,,,,,,,12.9,(vau),0.2,,19.9,(vau),0.1,,,,,,
10/01/2003 09:00,0,(vco),,,,,,,,,,,,,,,6.9,(vau),1.4,,0,(vau),0.7,,,,,,
11/01/2003 09:00,0,(vco),,,,,,,,,,,,,,,0,(vau),0.5,,0,(vau),0.1,,,,,,
12/01/2003 09:00,0,(vco),,,,,,,,,,,,,,,0.2,(vau),0.1,,0,(vau),0.2,,,,,,
13/01/2003 09:00,0,(vco),,,,,,,,,,,,,,,0.2,(vau),0.2,,0,(vau),0.4,,,,,,
14/01/2003 09:00,0,(vco),,,,,,,,,,,,,,,0.2,(vau),0.1,,0,(vau),0.3,,,,,,
15/01/2003 09:00,0,(vco),,,,,,,,,,,,,,,0.1,(vau),0.1,,0,(vau),0.2,,,,,,
16/01/2003 09:00,0,(vco),,,,,,,,,,,,,,,0.1,(vau),0.1,,0,(vau),0.2,,,,,,
17/01/2003 09:00,0,(vco),,,,,,,,,,,,,,,0.2,(vau),0.1,,0,(vau),0.2,,,,,,
18/01/2003 09:00,13.8,(vco),,,,,,,,,,,,,,,0.1,(vau),0,,6,(vau),0.4,,,,,,
19/01/2003 09:00,73.6,(vco),,,,,,,,,,,,,,,19.2,(vau),0.4,,50,(vau),1.6,,,,,,
20/01/2003 09:00,8,(vco),,,,,,,,,,,,,,,1,(vau),0.3,,4.6,(vau),1.3,,,,,,
21/01/2003 09:00,55.2,(vco),,,,,,,,,,,,,,,24.3,(vau),0.4,,27.1,(vau),1.8,,,,,,
22/01/2003 09:00,19,(vco),,,,,,,,,,,,,,,0.7,(vau),0.6,,12.8,(vau),1,,,,,,
23/01/2003 09:00,2.3,(vco),,,,,,,,,,,,,,,0.8,(vau),0.8,,3.4,(vau),0.7,,,,,,
24/01/2003 09:00,0,(vco),,,,,,,,,,,,,,,0,(vau),0.1,,0,(vau),0.2,,,,,,
25/01/2003 09:00,0,(vco),,,,,,,,,,,,,,,0.2,(vau),0.1,,0.1,(vau),0.1,,,,,,
26/01/2003 09:00,0,(vco),,,,,,,,,,,,,,,0.1,(vau),0.1,,0,(vau),0.2,,,,,,
27/01/2003 09:00,0,(vco),,,,,,,,,,,,,,,0.2,(vau),0.1,,0,(vau),0.3,,,,,,
28/01/2003 09:00,0,(vco),,,,,,,,,,,,,,,0.1,(vau),0.2,,0,(vau),0.3,,,,,,
