SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,BOUÇÃ (PESSEGUEIRO DO VOUGA) (09G/03UG),,BOUÇÃ (PESSEGUEIRO DO VOUGA) (09G/03UG),,BOUÇÃ DOS HOMENS (02H/01UG),,BOUÇÃ DOS HOMENS (02H/01UG),,BRANCELHE (04I/02UG),,BRANCELHE (04I/02UG),,BRITELO (02H/07UG),,BRITELO (02H/07UG),,BROTAS (20I/02UG),,BROTAS (20I/02UG),,BRUFE (BARREIROS) (09K/03UG),,BRUFE (BARREIROS) (09K/03UG),,BUSTELO (SERRA DE PIAS) (07G/01G),,BUSTELO (SERRA DE PIAS) (07G/01G),,
,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,
01/07/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
02/07/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
03/07/1990 09:00,0,(vco),,,2.1,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
04/07/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
05/07/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
06/07/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
07/07/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
08/07/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
09/07/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
10/07/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
11/07/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
12/07/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
13/07/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
14/07/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
15/07/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
16/07/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
17/07/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
18/07/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
19/07/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
20/07/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
21/07/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
22/07/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
23/07/1990 09:00,0,(vco),,,0,(vco),,,5.2,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
24/07/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,3,(vco),,,,,,,
25/07/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
26/07/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
27/07/1990 09:00,2.5,(vco),,,0,(vco),,,4.5,(vco),,,5.6,(vco),,,0,(vco),,,0,(vco),,,,,,,
28/07/1990 09:00,7.8,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,8,(vco),,,,,,,
29/07/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
30/07/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
31/07/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
01/08/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
02/08/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
03/08/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
04/08/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
05/08/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
06/08/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
07/08/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
08/08/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
09/08/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
10/08/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
11/08/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
12/08/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
13/08/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
14/08/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
15/08/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
16/08/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
17/08/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
18/08/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
19/08/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
20/08/1990 09:00,15,(vco),,,0,(vco),,,0,(vco),,,7.6,(vco),,,0,(vco),,,0,(vco),,,,,,,
21/08/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,1.2,(vco),,,0,(vco),,,30,(vco),,,,,,,
22/08/1990 09:00,10,(vco),,,2,(vco),,,7.2,(vco),,,4,(vco),,,0,(vco),,,4,(vco),,,,,,,
23/08/1990 09:00,4.8,(vco),,,3,(vco),,,0,(vco),,,3.1,(vco),,,0,(vco),,,3,(vco),,,,,,,
24/08/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
25/08/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
26/08/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
27/08/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
28/08/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
29/08/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
30/08/1990 09:00,0,(vco),,,0.1,(vco),,,0,(vco),,,0.4,(vco),,,0,(vco),,,0,(vco),,,,,,,
31/08/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
01/09/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
02/09/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
03/09/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
04/09/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
05/09/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
06/09/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
07/09/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
08/09/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
09/09/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
10/09/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
11/09/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
12/09/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
13/09/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
14/09/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
15/09/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
16/09/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
17/09/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
18/09/1990 09:00,2,(vco),,,10,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
19/09/1990 09:00,1.2,(vco),,,0,(vco),,,3,(vco),,,0,(vco),,,14.4,(vco),,,0,(vco),,,,,,,
20/09/1990 09:00,12.2,(vco),,,0,(vco),,,3.5,(vco),,,5.9,(vco),,,0,(vco),,,7,(vco),,,,,,,
21/09/1990 09:00,0,(vco),,,3.2,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,13,(vco),,,,,,,
22/09/1990 09:00,0,(vco),,,0,(vco),,,0.2,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
23/09/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0.2,(vco),,,0,(vco),,,0,(vco),,,,,,,
24/09/1990 09:00,0,(vco),,,0,(vco),,,1.5,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
25/09/1990 09:00,0,(vco),,,4,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
26/09/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
27/09/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
28/09/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
29/09/1990 09:00,9.5,(vco),,,6,(vco),,,5.5,(vco),,,9.1,(vco),,,1.2,(vco),,,8,(vco),,,,,,,
30/09/1990 09:00,15.2,(vco),,,8.3,(vco),,,30,(vco),,,25.5,(vco),,,0,(vco),,,15,(vco),,,,,,,
01/10/1990 09:00,0,(vco),,,0,(vco),,,3.5,(vco),,,8,(vco),,,0,(vco),,,0,(vco),,,,,,,
02/10/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
03/10/1990 09:00,6.8,(vco),,,0,(vco),,,10,(vco),,,2,(vco),,,0,(vco),,,8,(vco),,,,,,,
04/10/1990 09:00,12.5,(vco),,,6.3,(vco),,,0,(vco),,,12.4,(vco),,,9.9,(vco),,,0,(vco),,,,,,,
05/10/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
06/10/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
07/10/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
08/10/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
09/10/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
10/10/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
11/10/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
12/10/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
13/10/1990 09:00,5.4,(vco),,,0,(vco),,,17.5,(vco),,,3.4,(vco),,,1.6,(vco),,,7,(vco),,,,,,,
14/10/1990 09:00,20.2,(vco),,,49.6,(vco),,,18.5,(vco),,,12,(vco),,,2,(vco),,,25,(vco),,,,,,,
15/10/1990 09:00,39.2,(vco),,,57.5,(vco),,,20.2,(vco),,,93.1,(vco),,,10.2,(vco),,,20,(vco),,,,,,,
16/10/1990 09:00,11.3,(vco),,,18.3,(vco),,,7,(vco),,,1.3,(vco),,,0,(vco),,,11,(vco),,,,,,,
17/10/1990 09:00,22.5,(vco),,,28.4,(vco),,,30.2,(vco),,,23,(vco),,,21.5,(vco),,,35,(vco),,,,,,,
18/10/1990 09:00,17.3,(vco),,,42.1,(vco),,,30.5,(vco),,,30.3,(vco),,,22,(vco),,,10,(vco),,,,,,,
19/10/1990 09:00,1,(vco),,,6,(vco),,,0.2,(vco),,,1,(vco),,,9.5,(vco),,,5,(vco),,,,,,,
20/10/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
21/10/1990 09:00,26,(vco),,,14.8,(vco),,,14,(vco),,,15,(vco),,,4.9,(vco),,,10,(vco),,,,,,,
22/10/1990 09:00,28.1,(vco),,,53.6,(vco),,,13.3,(vco),,,16.5,(vco),,,14.3,(vco),,,21,(vco),,,,,,,
23/10/1990 09:00,35.2,(vco),,,8,(vco),,,40,(vco),,,29.3,(vco),,,5.2,(vco),,,35,(vco),,,,,,,
24/10/1990 09:00,15.3,(vco),,,10.2,(vco),,,13.5,(vco),,,8.4,(vco),,,11,(vco),,,37,(vco),,,,,,,
25/10/1990 09:00,10,(vco),,,15.9,(vco),,,37.2,(vco),,,19.9,(vco),,,0.2,(vco),,,10,(vco),,,,,,,
26/10/1990 09:00,15.2,(vco),,,63.2,(vco),,,25.2,(vco),,,17.7,(vco),,,4.9,(vco),,,11,(vco),,,,,,,
27/10/1990 09:00,5.8,(vco),,,9.7,(vco),,,2,(vco),,,3.2,(vco),,,0.2,(vco),,,0,(vco),,,,,,,
28/10/1990 09:00,8.2,(vco),,,17.5,(vco),,,40.2,(vco),,,17.6,(vco),,,0,(vco),,,5,(vco),,,,,,,
29/10/1990 09:00,45.2,(vco),,,22.3,(vco),,,27,(vco),,,16.5,(vco),,,0.2,(vco),,,9,(vco),,,,,,,
30/10/1990 09:00,29.5,(vco),,,15,(vco),,,30.8,(vco),,,12.1,(vco),,,1.2,(vco),,,7,(vco),,,,,,,
31/10/1990 09:00,25.8,(vco),,,27.4,(vco),,,27,(vco),,,16.2,(vco),,,9.5,(vco),,,11,(vco),,,,,,,
01/11/1990 09:00,0,(vco),,,2,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
02/11/1990 09:00,0,(vco),,,4,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
03/11/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
04/11/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
05/11/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
06/11/1990 09:00,0,(vco),,,0,(vco),,,1.3,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
07/11/1990 09:00,4.9,(vco),,,5,(vco),,,2.3,(vco),,,3.4,(vco),,,17.5,(vco),,,3,(vco),,,,,,,
08/11/1990 09:00,33.8,(vco),,,9.4,(vco),,,19.5,(vco),,,4.3,(vco),,,21.5,(vco),,,18,(vco),,,,,,,
09/11/1990 09:00,6.3,(vco),,,6.2,(vco),,,10,(vco),,,4.6,(vco),,,10.2,(vco),,,22,(vco),,,,,,,
10/11/1990 09:00,11,(vco),,,4,(vco),,,10.5,(vco),,,10.7,(vco),,,0.2,(vco),,,3,(vco),,,,,,,
11/11/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
12/11/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
13/11/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
14/11/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
15/11/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
16/11/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
17/11/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
18/11/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
19/11/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
20/11/1990 09:00,0,(vco),,,10,(vco),,,2.2,(vco),,,0,(vco),,,0,(vco),,,5,(vco),,,,,,,
21/11/1990 09:00,11,(vco),,,5,(vco),,,19.2,(vco),,,18.1,(vco),,,5.4,(vco),,,0,(vco),,,,,,,
22/11/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,5.5,(vco),,,0.9,(vco),,,0,(vco),,,,,,,
23/11/1990 09:00,20,(vco),,,9,(vco),,,10,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
24/11/1990 09:00,22.2,(vco),,,25.8,(vco),,,20.2,(vco),,,29.5,(vco),,,4.2,(vco),,,20,(vco),,,,,,,
25/11/1990 09:00,18,(vco),,,8,(vco),,,10.2,(vco),,,16.6,(vco),,,11,(vco),,,23,(vco),,,,,,,
26/11/1990 09:00,7.8,(vco),,,0,(vco),,,7.5,(vco),,,25.7,(vco),,,3.8,(vco),,,7,(vco),,,,,,,
27/11/1990 09:00,15,(vco),,,0,(vco),,,0,(vco),,,3.8,(vco),,,1,(vco),,,0,(vco),,,,,,,
28/11/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
29/11/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
30/11/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
01/12/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
02/12/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
03/12/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
04/12/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,8,(vco),,,0,(vco),,,,,,,
05/12/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0.2,(vco),,,0,(vco),,,,,,,
06/12/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0.4,(vco),,,0,(vco),,,,,,,
07/12/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0.1,(vco),,,0,(vco),,,,,,,
08/12/1990 09:00,7,(vco),,,17.9,(vco),,,0,(vco),,,8.6,(vco),,,13.2,(vco),,,0,(vco),,,,,,,
09/12/1990 09:00,2.2,(vco),,,0,(vco),,,0,(vco),,,0.8,(vco),,,2.5,(vco),,,9,(vco),,,,,,,
10/12/1990 09:00,12.2,(vco),,,6.8,(vco),,,14.5,(vco),,,0,(vco),,,0.2,(vco),,,7,(vco),,,,,,,
11/12/1990 09:00,0,(vco),,,3.5,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
12/12/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
13/12/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
14/12/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
15/12/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
16/12/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
17/12/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
18/12/1990 09:00,0.4,(vco),,,0,(vco),,,2.5,(vco),,,0,(vco),,,0.5,(vco),,,0,(vco),,,,,,,
19/12/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,15.9,(vco),,,0,(vco),,,,,,,
20/12/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0.1,(vco),,,0,(vco),,,,,,,
21/12/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
22/12/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
23/12/1990 09:00,0,(vco),,,0,(vco),,,12.2,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
24/12/1990 09:00,5.4,(vco),,,0,(vco),,,13.3,(vco),,,16,(vco),,,0,(vco),,,3,(vco),,,,,,,
25/12/1990 09:00,16.5,(vco),,,4.5,(vco),,,10.3,(vco),,,23.1,(vco),,,0,(vco),,,0,(vco),,,,,,,
26/12/1990 09:00,30.2,(vco),,,29.8,(vco),,,33,(vco),,,14.3,(vco),,,2.7,(vco),,,5,(vco),,,,,,,
27/12/1990 09:00,18.6,(vco),,,34,(vco),,,7,(vco),,,21.7,(vco),,,0,(vco),,,0,(vco),,,,,,,
28/12/1990 09:00,13.5,(vco),,,13.5,(vco),,,40.2,(vco),,,4.5,(vco),,,0.3,(vco),,,5.5,(vco),,,,,,,
29/12/1990 09:00,15.7,(vco),,,16,(vco),,,25.2,(vco),,,13.1,(vco),,,0.3,(vco),,,5,(vco),,,,,,,
30/12/1990 09:00,17.4,(vco),,,5,(vco),,,22,(vco),,,3.1,(vco),,,0.7,(vco),,,4,(vco),,,,,,,
31/12/1990 09:00,14.2,(vco),,,43.2,(vco),,,40.3,(vco),,,25.7,(vco),,,3.5,(vco),,,15,(vco),,,,,,,
01/01/1991 09:00,4.6,(vco),,,0,(vco),,,0,(vco),,,0.4,(vco),,,0,(vco),,,9,(vco),,,,,,,
02/01/1991 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
03/01/1991 09:00,0,(vco),,,0,(vco),,,107,(vco),,,17.1,(vco),,,0,(vco),,,0,(vco),,,,,,,
04/01/1991 09:00,12.2,(vco),,,23.7,(vco),,,29.2,(vco),,,9,(vco),,,0,(vco),,,0,(vco),,,,,,,
05/01/1991 09:00,1.1,(vco),,,65.5,(vco),,,30,(vco),,,26.8,(vco),,,1.1,(vco),,,0,(vco),,,,,,,
06/01/1991 09:00,8.1,(vco),,,68.2,(vco),,,40.5,(vco),,,25.7,(vco),,,0,(vco),,,5.5,(vco),,,,,,,
07/01/1991 09:00,33.4,(vco),,,110.4,(vco),,,17.2,(vco),,,2.5,(vco),,,2.8,(vco),,,23,(vco),,,,,,,
08/01/1991 09:00,2.5,(vco),,,25.2,(vco),,,36.5,(vco),,,19.1,(vco),,,23.5,(vco),,,0,(vco),,,,,,,
09/01/1991 09:00,20.5,(vco),,,18.9,(vco),,,40.2,(vco),,,13.2,(vco),,,0.1,(vco),,,11.5,(vco),,,,,,,
10/01/1991 09:00,15.7,(vco),,,65,(vco),,,40.5,(vco),,,46,(vco),,,1.1,(vco),,,18,(vco),,,,,,,
11/01/1991 09:00,42,(vco),,,75.3,(vco),,,2,(vco),,,5.6,(vco),,,8,(vco),,,36,(vco),,,,,,,
12/01/1991 09:00,3.2,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,23.5,(vco),,,0,(vco),,,,,,,
13/01/1991 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
14/01/1991 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,
15/01/1991 09:00,0,(vco),,,0,(vco),,,10,(vco),,,2.1,(vco),,,0,(vco),,,0,(vco),,,,,,,
16/01/1991 09:00,2,(vco),,,2.5,(vco),,,25.5,(vco),,,1.4,(vco),,,0,(vco),,,0,(vco),,,,,,,
17/01/1991 09:00,27.7,(vco),,,58.7,(vco),,,12.5,(vco),,,14.1,(vco),,,0,(vco),,,10,(vco),,,,,,,
