SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,CRESPOS (16E/01UG),,CRESPOS (16E/01UG),,CUBA (24J/03UG),,CUBA (24J/03UG),,CUBALHÃO (01H/05G),,CUBALHÃO (01H/05G),,CUMEEIRA (06K/03U),,CUMEEIRA (06K/03U),,CUMIEIRA (14G/04UG),,CUMIEIRA (14G/04UG),,CÔJA (12J/01UG),,CÔJA (12J/01UG),,DEGOLADOS (19O/03UG),,DEGOLADOS (19O/03UG),,
,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,
29/01/2015 09:00,4,(vau),2,,0,(vau),0.9,,,,,,,,,,1.4,(vau),,,,,,,0,(vau),1.9,,
30/01/2015 09:00,31.3,(vau),3.6,,0.5,(vau),1.8,,,,,,,,,,12.8,(vau),,,,,,,0.2,(vau),4.9,,
31/01/2015 09:00,49.9,(vau),5,,2.9,(vau),2.5,,,,,,,,,,36.2,(vau),,,,,,,2.6,(vau),6.8,,
01/02/2015 09:00,3.6,(vau),1.3,,0.1,(vau),2,,,,,,,,,,4.9,(vau),,,,,,,0,(vau),2.6,,
02/02/2015 09:00,3.6,(vau),1.3,,0,(vau),0.7,,,,,,,,,,3.1,(vau),,,,,,,0.4,(vau),2,,
03/02/2015 09:00,8.5,(vau),3.5,,0.5,(vau),1.3,,,,,,,,,,11.2,(vau),,,,,,,2.3,(vau),4.5,,
04/02/2015 09:00,4.4,(vau),2.5,,0,(vau),1.9,,,,,,,,,,3.7,(vau),,,,,,,2,(vau),3.5,,
05/02/2015 09:00,0,(vau),1.6,,0,(vau),1.3,,,,,,,,,,0,(vau),,,,,,,0,(vau),2,,
06/02/2015 09:00,0,(vau),1.4,,0,(vau),0.9,,,,,,,,,,0,(vau),,,,,,,0,(vau),1.2,,
07/02/2015 09:00,1.6,(vau),0.5,,0.2,(vau),0.6,,,,,,,,,,0.2,(vau),,,,,,,0.8,(vau),1.4,,
08/02/2015 09:00,0.3,(vau),0.7,,0,(vau),0.5,,,,,,,,,,0.1,(vau),,,0.1,(vau),0.1,,0,(vau),1.7,,
09/02/2015 09:00,0.1,(vau),1.4,,0,(vau),0.6,,,,,,,,,,0,(vau),,,0,(vau),0.5,,0,(vau),2.1,,
10/02/2015 09:00,0,(vau),1.7,,0,(vau),0.3,,,,,,,,,,0,(vau),,,0.2,(vau),0.2,,0,(vau),2.1,,
11/02/2015 09:00,4.3,(vau),1.3,,0.6,(vau),0.1,,,,,,,,,,2.3,(vau),,,0,(vau),0.1,,0,(vau),1.2,,
12/02/2015 09:00,0.1,(vau),0.6,,0,(vau),0.3,,,,,,,,,,0,(vau),,,0,(vau),0,,0,(vau),0.6,,
13/02/2015 09:00,0.1,(vau),0.4,,0.1,(vau),0.5,,,,,,,,,,0.1,(vau),,,0.2,(vau),0,,0.1,(vau),0.4,,
14/02/2015 09:00,3,(vau),1.7,,0.1,(vau),1,,,,,,,,,,1.8,(vau),,,3.7,(vau),0.1,,0.6,(vau),2.7,,
15/02/2015 09:00,13.7,(vau),3.4,,1,(vau),1.8,,,,,,,,,,15.9,(vau),,,12.6,(vau),0.1,,3.6,(vau),4,,
16/02/2015 09:00,0.3,(vau),1.4,,0,(vau),1.5,,,,,,,,,,0.3,(vau),,,0.3,(vau),0.1,,1.1,(vau),2.1,,
17/02/2015 09:00,0.3,(vau),2.2,,0,(vau),1.9,,,,,,,,,,0,(vau),,,0,(vau),0.1,,0,(vau),2.2,,
18/02/2015 09:00,0,(vau),1.9,,0,(vau),1.8,,,,,,,,,,0,(vau),,,0,(vau),0.9,,0,(vau),4.2,,
19/02/2015 09:00,3.6,(vau),1.2,,0,(vau),0.7,,,,,,,,,,0,(vau),,,0,(vau),0.4,,0,(vau),2.7,,
20/02/2015 09:00,0,(vau),0.9,,0,(vau),0.5,,,,,,,,,,0,(vau),,,0,(vau),0,,0,(vau),1.2,,
21/02/2015 09:00,11.9,(vau),1.9,,1.3,(vau),0.6,,,,,,,,,,9.1,(vau),,,1.6,(vau),0,,1.2,(vau),1.3,,
22/02/2015 09:00,0,(vau),1.9,,0.1,(vau),2.2,,,,,,,,,,0,(vau),,,0,(vau),0.5,,0,(vau),1.8,,
23/02/2015 09:00,3.5,(vau),2.1,,0,(vau),1.4,,,,,,,,,,1.4,(vau),,,0.9,(vau),0.1,,0,(vau),2.6,,
24/02/2015 09:00,4.1,(vau),2,,0,(vau),1.2,,,,,,,,,,3.8,(vau),,,3.3,(vau),0.5,,0,(vau),2.8,,
25/02/2015 09:00,0,(vau),1.6,,0,(vau),1.1,,,,,,,,,,0.7,(vau),,,0.1,(vau),0.4,,0,(vau),1.5,,
26/02/2015 09:00,0.1,(vau),1.9,,0,(vau),1.1,,,,,,,,,,0,(vau),,,0,(vau),0.2,,0,(vau),1.3,,
27/02/2015 09:00,3.7,(vau),1.7,,0,(vau),2,,,,,,,,,,1.6,(vau),,,0,(vau),0.2,,0,(vau),2.2,,
28/02/2015 09:00,0.7,(vau),1.9,,0,(vau),1.9,,,,,,,,,,0.9,(vau),,,0,(vau),0.2,,0,(vau),2.4,,
01/03/2015 09:00,2,(vau),1.5,,0,(vau),1.4,,,,,,,,,,1.4,(vau),,,0.7,(vau),0.2,,0.1,(vau),2.3,,
02/03/2015 09:00,2.2,(vau),1.3,,0,(vau),1,,,,,,,,,,1,(vau),,,0.7,(vau),0,,0,(vau),2.7,,
03/03/2015 09:00,0.3,(vau),1,,0,(vau),0.5,,,,,,,,,,0.2,(vau),,,0,(vau),0.2,,0.1,(vau),1.5,,
04/03/2015 09:00,0.2,(vau),1.2,,0,(vau),0.9,,0,(vau),1.5,,,,,,0.1,(vau),,,0,(vau),0.3,,0.2,(vau),0.8,,
05/03/2015 09:00,0.1,(vau),1.9,,0,(vau),1.3,,0,(vau),1.7,,,,,,0,(vau),,,0,(vau),0.6,,0,(vau),2.8,,
06/03/2015 09:00,0.1,(vau),1.1,,0,(vau),0.6,,0,(vau),0.9,,,,,,0,(vau),,,0,(vau),0.6,,0,(vau),1.4,,
07/03/2015 09:00,0,(vau),0.8,,0,(vau),0.2,,0,(vau),0.9,,,,,,0,(vau),,,0,(vau),0.2,,0,(vau),1.1,,
08/03/2015 09:00,0,(vau),0.9,,0,(vau),0.3,,0,(vau),0.8,,,,,,0,(vau),,,0,(vau),0.2,,0,(vau),0.7,,
09/03/2015 09:00,0,(vau),1.4,,0,(vau),0.4,,0,(vau),0.9,,,,,,0,(vau),,,0,(vau),0.2,,0,(vau),0.7,,
10/03/2015 09:00,0.1,(vau),1.1,,0,(vau),0.5,,0,(vau),0.8,,,,,,0,(vau),,,0,(vau),0.1,,0,(vau),0.5,,
11/03/2015 09:00,0.1,(vau),1.3,,0,(vau),0.4,,0,(vau),0.6,,,,,,0,(vau),,,0,(vau),0.2,,0,(vau),0.7,,
12/03/2015 09:00,0.1,(vau),1.5,,0,(vau),0.5,,0,(vau),0.3,,,,,,0,(vau),,,0,(vau),0.2,,0.1,(vau),1,,
13/03/2015 09:00,0,(vau),2.1,,0,(vau),1.2,,0,(vau),1.6,,,,,,0,(vau),,,0,(vau),0.1,,0,(vau),1.9,,
14/03/2015 09:00,0,(vau),1.8,,0,(vau),0.8,,0,(vau),1.2,,,,,,0,(vau),,,0,(vau),0.6,,0,(vau),1.7,,
15/03/2015 09:00,0.1,(vau),1.2,,0,(vau),0.6,,0,(vau),1.4,,,,,,0,(vau),,,0,(vau),0.5,,0,(vau),1.8,,
16/03/2015 09:00,0.1,(vau),1.1,,0,(vau),0.5,,0,(vau),1.4,,,,,,0,(vau),,,0,(vau),0.3,,0,(vau),0.9,,
17/03/2015 09:00,1.5,(vau),1.2,,0.6,(vau),1,,0,(vau),1.1,,,,,,0.1,(vau),,,0,(vau),0.4,,0,(vau),1.2,,
18/03/2015 09:00,5.4,(vau),1.6,,0.9,(vau),0,,0,(vau),1.9,,,,,,0.9,(vau),,,0.4,(vau),0.3,,7.1,(vau),1.2,,
19/03/2015 09:00,0,(vau),1.1,,5.4,(vau),0.3,,0,(vau),2.5,,,,,,0.1,(vau),,,0,(vau),0.2,,1.8,(vau),2.1,,
20/03/2015 09:00,0,(vau),1.5,,0,(vau),0.6,,0,(vau),3.2,,,,,,0,(vau),,,0,(vau),0.7,,2.9,(vau),2.8,,
21/03/2015 09:00,1.4,(vau),1.6,,0,(vau),0.5,,0,(vau),1.9,,,,,,0.4,(vau),,,0,(vau),0.3,,0.5,(vau),1.9,,
22/03/2015 09:00,0.2,(vau),1,,0.3,(vau),0.2,,0,(vau),3.2,,,,,,0.1,(vau),,,0.4,(vau),0.4,,1.2,(vau),1,,
23/03/2015 09:00,0.1,(vau),1,,0.3,(vau),0.2,,0,(vau),1.4,,,,,,0,(vau),,,0,(vau),0.6,,0.1,(vau),1.2,,
24/03/2015 09:00,1.3,(vau),2.6,,0.4,(vau),1.8,,0,(vau),2.3,,,,,,2.1,(vau),,,4.3,(vau),0.5,,2,(vau),2.7,,
25/03/2015 09:00,0,(vau),2.1,,0,(vau),1.3,,0,(vau),1.1,,,,,,0,(vau),,,0,(vau),0.5,,0.3,(vau),2.2,,
26/03/2015 09:00,0,(vau),2,,0,(vau),1.3,,0,(vau),0.3,,,,,,0,(vau),,,0,(vau),0.8,,0,(vau),1.7,,
27/03/2015 09:00,0.8,(vau),1.6,,0,(vau),1.3,,0,(vau),0.3,,,,,,0.4,(vau),,,0.3,(vau),0,,0.4,(vau),1.7,,
28/03/2015 09:00,0.2,(vau),2,,0,(vau),0.8,,0,(vau),0.6,,,,,,0,(vau),,,0,(vau),0,,0.1,(vau),1.1,,
29/03/2015 09:00,0.1,(vau),2.1,,0,(vau),1,,0,(vau),0.5,,,,,,0,(vau),,,0,(vau),0.1,,0.1,(vau),2.1,,
30/03/2015 09:00,0,(vau),2,,0,(vau),1.3,,0,(vau),0.6,,,,,,0,(vau),,,0,(vau),0.3,,0,(vau),1.9,,
31/03/2015 09:00,0,(vau),2.2,,0,(vau),0.9,,0,(vau),0.7,,,,,,0,(vau),,,0,(vau),0.2,,0,(vau),1.4,,
01/04/2015 09:00,0.2,(vau),1.8,,0,(vau),0.6,,0,(vau),1.1,,,,,,0,(vau),,,0.1,(vau),0.1,,0,(vau),1,,
02/04/2015 09:00,0,(vau),1,,0,(vau),0.4,,0,(vau),1.6,,,,,,0,(vau),,,0,(vau),0.4,,0,(vau),1.3,,
03/04/2015 09:00,0,(vau),0.8,,0,(vau),0.3,,0,(vau),1.3,,,,,,0,(vau),,,0,(vau),0.2,,0,(vau),0.8,,
04/04/2015 09:00,0,(vau),0.9,,0,(vau),0.5,,0,(vau),1.3,,,,,,0,(vau),,,0,(vau),0,,0,(vau),0.6,,
05/04/2015 09:00,0,(vau),0.8,,0,(vau),0.7,,0,(vau),2.3,,,,,,0,(vau),,,0,(vau),0.4,,0,(vau),0.8,,
06/04/2015 09:00,0,(vau),1,,0,(vau),0.8,,0,(vau),1.2,,,,,,0,(vau),,,1.4,(vau),0.4,,0,(vau),1.2,,
07/04/2015 09:00,0.5,(vau),1.4,,0.7,(vau),0.3,,0,(vau),0.9,,,,,,1.9,(vau),,,0,(vau),0.3,,0.1,(vau),1.2,,
08/04/2015 09:00,0.1,(vau),2.4,,0,(vau),0.7,,0,(vau),1.8,,,,,,0,(vau),,,0,(vau),1.1,,0,(vau),2.1,,
09/04/2015 09:00,6.7,(vau),1.9,,0.4,(vau),0.3,,0,(vau),0.7,,,,,,1.2,(vau),,,1.3,(vau),0.3,,6.3,(vau),1.3,,
10/04/2015 09:00,1,(vau),1,,0.1,(vau),0.8,,0,(vau),0.2,,,,,,0,(vau),,,0.2,(vau),0.2,,13.8,(vau),1,,
11/04/2015 09:00,0.1,(vau),1.1,,0,(vau),0.5,,0,(vau),0.6,,,,,,0,(vau),,,6.1,(vau),0.1,,4.6,(vau),0.3,,
12/04/2015 09:00,0,(vau),1.3,,0,(vau),0.3,,0,(vau),1.6,,,,,,0,(vau),,,0,(vau),0.4,,0.1,(vau),0.9,,
13/04/2015 09:00,0,(vau),1.5,,0,(vau),0.3,,0,(vau),3.3,,,,,,0,(vau),,,0,(vau),0.5,,0,(vau),1.3,,
14/04/2015 09:00,0,(vau),1.4,,0,(vau),0.3,,0,(vau),2.2,,,,,,0,(vau),,,0,(vau),0.5,,0,(vau),1.3,,
15/04/2015 09:00,0.1,(vau),1.1,,0,(vau),0.9,,0,(vau),1,,,,,,4.4,(vau),,,3.6,(vau),0.3,,0,(vau),1.2,,
16/04/2015 09:00,3.1,(vau),0.7,,0,(vau),0.6,,0,(vau),0.6,,,,,,1.2,(vau),,,4.9,(vau),0.1,,1.2,(vau),1.1,,
17/04/2015 09:00,0.1,(vau),1.3,,0,(vau),0.7,,0,(vau),1,,,,,,0.1,(vau),,,1.2,(vau),0.1,,0.1,(vau),1.3,,
18/04/2015 09:00,0.1,(vau),1.1,,0,(vau),0.7,,0,(vau),1.3,,,,,,0.1,(vau),,,0.1,(vau),0.3,,0,(vau),1.2,,
19/04/2015 09:00,3.4,(vau),1.3,,0,(vau),0.9,,0,(vau),0.4,,,,,,0.2,(vau),,,6.4,(vau),0.3,,0,(vau),1.5,,
20/04/2015 09:00,0.1,(vau),1,,0,(vau),0.8,,0,(vau),0.5,,,,,,0,(vau),,,0,(vau),0.3,,0.2,(vau),0.8,,
21/04/2015 09:00,0.1,(vau),1.2,,0,(vau),0.6,,0,(vau),1.2,,,,,,0,(vau),,,0,(vau),0.3,,0,(vau),0.6,,
22/04/2015 09:00,0,(vau),1.2,,0,(vau),0.8,,0,(vau),0.5,,,,,,0,(vau),,,0.7,(vau),0.2,,0,(vau),1.1,,
23/04/2015 09:00,0.1,(vau),1.1,,0,(vau),0.8,,0,(vau),0.6,,,,,,0,(vau),,,0,(vau),0.2,,0,(vau),1.1,,
24/04/2015 09:00,2.2,(vau),0.9,,0,(vau),0.8,,0,(vau),1.1,,,,,,0.8,(vau),,,0.4,(vau),0.3,,0,(vau),0.8,,
25/04/2015 09:00,3.9,(vau),0.7,,0.1,(vau),0.8,,0,(vau),2,,,,,,6.2,(vau),,,6.5,(vau),0,,2.3,(vau),0.6,,
26/04/2015 09:00,21,(vau),0.9,,0.1,(vau),1.6,,0,(vau),0.7,,,,,,20,(vau),,,20.6,(vau),0.2,,14.3,(vau),2.3,,
27/04/2015 09:00,8.5,(vau),1.5,,0,(vau),1.5,,0,(vau),0.3,,,,,,4.9,(vau),,,7.8,(vau),0.1,,5,(vau),1.9,,
28/04/2015 09:00,0,(vau),1.3,,0,(vau),1,,0,(vau),0.4,,,,,,2.1,(vau),,,2.9,(vau),0.2,,0.4,(vau),1.3,,
29/04/2015 09:00,0,(vau),1.2,,0,(vau),0.9,,0,(vau),0.4,,,,,,0,(vau),,,0,(vau),0.2,,0.1,(vau),1.5,,
30/04/2015 09:00,0,(vau),1.1,,0,(vau),1.1,,0,(vau),1.1,,,,,,0.2,(vau),,,0,(vau),0.2,,0.1,(vau),1.4,,
01/05/2015 09:00,0,(vau),1.3,,0,(vau),1,,0,(vau),1.7,,,,,,0,(vau),,,0.1,(vau),0.3,,0,(vau),1.2,,
02/05/2015 09:00,0,(vau),1,,0,(vau),0.9,,,,3.3,,,,,,3.1,(vau),,,1,(vau),0,,0,(vau),1.1,,
03/05/2015 09:00,1.6,(vau),1,,0,(vau),0.9,,0,(vau),3.5,,,,,,1.6,(vau),,,1.3,(vau),0.3,,0,(vau),1.3,,
04/05/2015 09:00,15.5,(vau),0.8,,0,(vau),0.4,,0,(vau),5.2,,,,,,29.6,(vau),,,35.4,(vau),0.2,,0,(vau),0.6,,
05/05/2015 09:00,13.9,(vau),1.8,,0,(vau),1.4,,0,(vau),0.9,,,,,,4.8,(vau),,,4.4,(vau),0.6,,0.4,(vau),2.8,,
06/05/2015 09:00,0.2,(vau),1.2,,0,(vau),0.8,,0,(vau),0.5,,,,,,0,(vau),,,0,(vau),0.3,,0,(vau),1,,
07/05/2015 09:00,0,(vau),0.7,,0,(vau),0.5,,0,(vau),3.1,,,,,,0,(vau),,,0,(vau),0.3,,0,(vau),0.4,,
08/05/2015 09:00,0.4,(vau),1.3,,0,(vau),1.2,,0,(vau),1.3,,,,,,0.3,(vau),,,0.3,(vau),0.3,,0,(vau),2.3,,
09/05/2015 09:00,0,(vau),1,,0,(vau),0.9,,0,(vau),0.5,,,,,,0,(vau),,,0,(vau),0.3,,0,(vau),1.1,,
10/05/2015 09:00,0.2,(vau),1,,0,(vau),0.3,,0,(vau),0.9,,,,,,0,(vau),,,0,(vau),0.2,,0,(vau),0.4,,
11/05/2015 09:00,0,(vau),1.1,,0,(vau),0.5,,0,(vau),0.6,,,,,,0,(vau),,,0,(vau),0.3,,0,(vau),0.7,,
12/05/2015 09:00,0,(vau),0.8,,0,(vau),0.8,,0,(vau),0.9,,,,,,0,(vau),,,0,(vau),0.2,,,,,,
13/05/2015 09:00,0,(vau),1,,0,(vau),0.8,,0,(vau),0.9,,,,,,0,(vau),,,0,(vau),0.2,,,,,,
14/05/2015 09:00,0,(vau),1.7,,0,(vau),0.9,,0,(vau),0.8,,,,,,0,(vau),,,0,(vau),0.2,,,,1.4,,
15/05/2015 09:00,0,(vau),2.5,,0,(vau),2,,0,(vau),0.8,,,,,,0,(vau),,,0,(vau),0.6,,0,(vau),2.4,,
16/05/2015 09:00,0,(vau),1.6,,0,(vau),1,,0,(vau),1.4,,,,,,0,(vau),,,0,(vau),0.5,,0,(vau),1.5,,
17/05/2015 09:00,0,(vau),1.1,,0,(vau),0.6,,0,(vau),0.7,,,,,,0,(vau),,,0,(vau),0.6,,0,(vau),1.2,,
18/05/2015 09:00,0,(vau),1.1,,0,(vau),0.4,,0,(vau),1.1,,,,,,0,(vau),,,0,(vau),0.4,,0,(vau),0.7,,
19/05/2015 09:00,0,(vau),2.6,,0,(vau),1.7,,0,(vau),1.6,,,,,,0,(vau),,,0.1,(vau),0.5,,0,(vau),2.2,,
20/05/2015 09:00,0,(vau),2.2,,0,(vau),2,,0,(vau),1.3,,,,,,0,(vau),,,0,(vau),0.7,,0,(vau),1.8,,
21/05/2015 09:00,0,(vau),1.8,,0,(vau),1.2,,0,(vau),2,,,,,,0,(vau),,,0,(vau),0.6,,0,(vau),1.7,,
22/05/2015 09:00,0,(vau),1.4,,0,(vau),0.7,,0,(vau),0.9,,,,,,0,(vau),,,0,(vau),0.7,,0,(vau),1.4,,
23/05/2015 09:00,0,(vau),1.4,,0,(vau),0.9,,0,(vau),0.9,,,,,,0,(vau),,,0,(vau),0.9,,0,(vau),1.5,,
24/05/2015 09:00,0,(vau),1.3,,0,(vau),0.6,,0,(vau),1.5,,,,,,0,(vau),,,0,(vau),0.6,,0,(vau),1,,
25/05/2015 09:00,0,(vau),1.4,,0,(vau),1,,0,(vau),1.4,,,,,,0,(vau),,,0,(vau),0.8,,0,(vau),1,,
26/05/2015 09:00,0,(vau),1,,0,(vau),0.7,,0,(vau),0.8,,,,,,0,(vau),,,0,(vau),0.4,,0,(vau),0.7,,
27/05/2015 09:00,0,(vau),1.2,,0,(vau),0.9,,0,(vau),0.7,,,,,,0,(vau),,,0,(vau),0.5,,0,(vau),1.3,,
28/05/2015 09:00,0,(vau),1.1,,0,(vau),0.7,,,,,,,,,,0,(vau),,,0,(vau),0.4,,0,(vau),0.6,,
29/05/2015 09:00,0,(vau),1.6,,0,(vau),1,,0.4,(vau),0.8,,,,,,0,(vau),,,0,(vau),0.4,,0,(vau),1.2,,
30/05/2015 09:00,0.1,(vau),2.1,,0,(vau),1.1,,0,(vau),0.9,,,,,,0,(vau),,,0,(vau),0.4,,0,(vau),1.9,,
31/05/2015 09:00,0,(vau),2.2,,0,(vau),1.4,,0,(vau),0.5,,,,,,0,(vau),,,0,(vau),0.4,,0,(vau),2.1,,
01/06/2015 09:00,0.5,(vau),2.1,,0,(vau),1.6,,0.5,(vau),0.3,,,,,,0,(vau),,,0,(vau),0.4,,0,(vau),2.3,,
02/06/2015 09:00,0.2,(vau),2,,0,(vau),1.1,,0,(vau),0.5,,,,,,0,(vau),,,0,(vau),0.3,,0,(vau),2,,
03/06/2015 09:00,0,(vau),2.1,,0,(vau),0.9,,0,(vau),0.6,,,,,,0,(vau),,,0,(vau),0.4,,0,(vau),1.1,,
04/06/2015 09:00,0,(vau),1.7,,0,(vau),0.8,,0,(vau),0.3,,,,,,0,(vau),,,0,(vau),0.3,,0,(vau),1,,
05/06/2015 09:00,0,(vau),2.1,,0,(vau),0.9,,0,(vau),0.6,,,,,,0,(vau),,,0,(vau),0.2,,0,(vau),0.9,,
06/06/2015 09:00,0,(vau),1.9,,0,(vau),0.7,,0.1,(vau),0.4,,,,,,0,(vau),,,3.1,(vau),0.2,,0,(vau),0.9,,
07/06/2015 09:00,0,(vau),1.2,,0,(vau),0.6,,0,(vau),1.3,,,,,,0,(vau),,,0,(vau),0.2,,0,(vau),0.8,,
08/06/2015 09:00,6.2,(vau),1.2,,0,(vau),0.7,,1.2,(vau),0.9,,,,,,1.1,(vau),,,1.3,(vau),0.2,,0,(vau),1.1,,
09/06/2015 09:00,0.1,(vau),0.7,,0.1,(vau),0.8,,4.8,(vau),1.2,,,,,,0.3,(vau),,,0,(vau),0.2,,0,(vau),1.5,,
10/06/2015 09:00,0.5,(vau),0.9,,0,(vau),1,,0,(vau),0.4,,,,,,0,(vau),,,0,(vau),0.2,,0.1,(vau),1.4,,
11/06/2015 09:00,5.9,(vau),1.4,,0,(vau),1.3,,0,(vau),0.4,,,,,,0,(vau),,,0.2,(vau),0.5,,0.2,(vau),2.5,,
12/06/2015 09:00,0.1,(vau),1,,0,(vau),1.2,,0,(vau),0.4,,,,,,0.1,(vau),,,0.4,(vau),0.3,,0.1,(vau),1.8,,
13/06/2015 09:00,0.2,(vau),1.2,,,,,,0.2,(vau),0.7,,,,,,0,(vau),,,0,(vau),0.4,,0,(vau),1.9,,
14/06/2015 09:00,4.1,(vau),1.1,,,,,,6,(vau),1.4,,,,,,0,(vau),,,8.5,(vau),0.1,,6.1,(vau),2.1,,
15/06/2015 09:00,8.8,(vau),1,,,,,,3.9,(vau),0.2,,,,,,0,(vau),,,0.8,(vau),0.3,,4.9,(vau),1,,
16/06/2015 09:00,0,(vau),2,,,,,,0,(vau),0.7,,,,,,0,(vau),,,0,(vau),0.5,,0.2,(vau),0.9,,
17/06/2015 09:00,0,(vau),1.3,,,,,,0,(vau),0.6,,,,,,0,(vau),,,0,(vau),0.4,,0,(vau),0.6,,
18/06/2015 09:00,0,(vau),1.2,,,,,,0,(vau),0.9,,,,,,0,(vau),,,0,(vau),0.6,,0,(vau),1.2,,
19/06/2015 09:00,0,(vau),0.9,,,,,,0,(vau),1,,,,,,0.2,(vau),,,0,(vau),0.6,,0.3,(vau),0.8,,
20/06/2015 09:00,0,(vau),1.2,,,,,,0,(vau),1.2,,,,,,0,(vau),,,0,(vau),0.4,,0,(vau),1,,
21/06/2015 09:00,0,(vau),0.9,,,,,,0,(vau),1,,,,,,0,(vau),,,0,(vau),0.4,,0,(vau),1,,
22/06/2015 09:00,0,(vau),0.9,,,,,,0,(vau),0.7,,,,,,0.1,(vau),,,0,(vau),0.4,,0,(vau),1.9,,
23/06/2015 09:00,0,(vau),2.1,,,,,,0.4,(vau),0.2,,,,,,0,(vau),,,0,(vau),0.4,,0,(vau),2.9,,
24/06/2015 09:00,0.1,(vau),1.5,,,,,,0.1,(vau),0.1,,,,,,0,(vau),,,0,(vau),0.5,,0,(vau),2.8,,
25/06/2015 09:00,0.1,(vau),1.4,,,,,,0.1,(vau),0.3,,,,,,0,(vau),,,0,(vau),0.5,,0,(vau),1.1,,
26/06/2015 09:00,0.1,(vau),1.5,,,,,,0,(vau),0.7,,,,,,0,(vau),,,0,(vau),0.5,,0,(vau),1.1,,
27/06/2015 09:00,0,(vau),1.6,,,,,,0,(vau),0.7,,,,,,0,(vau),,,0,(vau),0.4,,0,(vau),0.9,,
28/06/2015 09:00,0,(vau),1.5,,,,,,0,(vau),0.7,,,,,,0,(vau),,,0,(vau),0.4,,0,(vau),0.9,,
29/06/2015 09:00,0,(vau),1.7,,,,,,0,(vau),0.7,,,,,,0,(vau),,,0,(vau),0.4,,0,(vau),1.1,,
30/06/2015 09:00,0,(vau),1.2,,,,,,0,(vau),0.7,,,,,,0.1,(vau),,,0,(vau),0.4,,0,(vau),1.4,,
01/07/2015 09:00,0,(vau),1.5,,,,,,0.2,(vau),0.5,,,,,,0,(vau),,,0,(vau),0.5,,0,(vau),2.9,,
02/07/2015 09:00,0.9,(vau),1.3,,0,(vau),1,,7.6,(vau),0.3,,,,,,0.6,(vau),,,0,(vau),0.5,,0,(vau),2.5,,
03/07/2015 09:00,0.1,(vau),1.4,,0,(vau),0.9,,0.1,(vau),0.4,,,,,,0,(vau),,,0,(vau),0.5,,0,(vau),1.4,,
04/07/2015 09:00,0,(vau),1.4,,0,(vau),0.9,,0.1,(vau),0.7,,,,,,0,(vau),,,0,(vau),0.6,,0,(vau),1.6,,
05/07/2015 09:00,0,(vau),1.7,,0,(vau),1.1,,0,(vau),0.2,,,,,,0,(vau),,,0,(vau),0.6,,0,(vau),1.9,,
06/07/2015 09:00,0.1,(vau),2.2,,0,(vau),0.8,,0,(vau),0.5,,,,,,0,(vau),,,0,(vau),0.5,,0,(vau),2,,
07/07/2015 09:00,0,(vau),1.8,,0,(vau),0.8,,0,(vau),0.5,,,,,,0,(vau),,,0,(vau),0.5,,0,(vau),2,,
08/07/2015 09:00,0,(vau),2.5,,0,(vau),1.2,,0.1,(vau),0.5,,,,,,0,(vau),,,0,(vau),0.5,,0,(vau),2.6,,
09/07/2015 09:00,0.2,(vau),1.7,,0,(vau),1,,0,(vau),1.1,,,,,,0,(vau),,,0,(vau),0.4,,0,(vau),1.7,,
10/07/2015 09:00,0,(vau),2.2,,0,(vau),1.2,,0,(vau),0.5,,,,,,0,(vau),,,0.1,(vau),0.4,,0,(vau),2.8,,
11/07/2015 09:00,0,(vau),2.4,,0,(vau),1.3,,0.1,(vau),0.5,,,,,,0,(vau),,,0,(vau),0.5,,0,(vau),3.3,,
12/07/2015 09:00,0,(vau),2.7,,0,(vau),1.2,,0,(vau),0.5,,,,,,0,(vau),,,0,(vau),0.5,,0,(vau),2.9,,
13/07/2015 09:00,0,(vau),2.8,,0,(vau),1,,0,(vau),0.6,,,,,,0,(vau),,,0,(vau),0.5,,0,(vau),2.3,,
14/07/2015 09:00,0.2,(vau),2.5,,0,(vau),1,,0,(vau),0.6,,,,,,0,(vau),,,0,(vau),0.4,,0,(vau),2,,
15/07/2015 09:00,0.1,(vau),2.5,,0,(vau),1,,0,(vau),0.6,,,,,,0,(vau),,,0,(vau),0.4,,0,(vau),2.4,,
16/07/2015 09:00,0,(vau),2.4,,0,(vau),1,,0.1,(vau),0.4,,,,,,0,(vau),,,0,(vau),0.5,,0,(vau),2.6,,
17/07/2015 09:00,0,(vau),1.8,,0,(vau),1,,0,(vau),0.5,,,,,,0,(vau),,,0,(vau),0.5,,0,(vau),1.8,,
18/07/2015 09:00,0,(vau),1.9,,0,(vau),1.2,,0,(vau),0.5,,,,,,0,(vau),,,0,(vau),0.3,,0,(vau),2.5,,
