SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,CRESPOS (16E/01UG),,CRESPOS (16E/01UG),,CUBA (24J/03UG),,CUBA (24J/03UG),,CUBALHÃO (01H/05G),,CUBALHÃO (01H/05G),,CUMEEIRA (06K/03U),,CUMEEIRA (06K/03U),,CUMIEIRA (14G/04UG),,CUMIEIRA (14G/04UG),,CÔJA (12J/01UG),,CÔJA (12J/01UG),,DEGOLADOS (19O/03UG),,DEGOLADOS (19O/03UG),,
,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,
30/07/2002 09:00,0,(vau),2.2,,0,(vau),1.8,,,,,,,,,,0,(vau),0.6,,0,(vau),0.5,,0,(vau),3,,
31/07/2002 09:00,0.2,(vau),2.1,,0,(vau),1.7,,,,,,,,,,0,(vau),0.5,,0,(vau),0.4,,0,(vau),2.6,,
01/08/2002 09:00,0.1,(vau),1.8,,0,(vau),1,,,,,,,,,,0.1,(vau),0.5,,0,(vau),0.5,,0,(vau),1.2,,
02/08/2002 09:00,0.1,(vau),1.7,,0,(vau),0.9,,,,,,,,,,0.1,(vau),0.4,,0,(vau),0.5,,0,(vau),1.1,,
03/08/2002 09:00,0,(vau),1.7,,0,(vau),1,,,,,,,,,,0,(vau),0.4,,0,(vau),0.6,,0,(vau),2.4,,
04/08/2002 09:00,0.1,(vau),1.1,,0,(vau),0.9,,,,,,,,,,0.1,(vau),0.3,,0,(vau),0.5,,0,(vau),1.9,,
05/08/2002 09:00,0,(vau),1.3,,0,(vau),0.9,,,,,,,,,,0,(vau),0.3,,0,(vau),0.5,,0,(vau),1.7,,
06/08/2002 09:00,0,(vau),1.8,,0,(vau),1,,,,,,,,,,0,(vau),0.4,,0,(vau),0.4,,0,(vau),2.3,,
07/08/2002 09:00,0,(vau),2.2,,0,(vau),1.1,,,,,,,,,,0,(vau),0.4,,0,(vau),0.5,,0,(vau),1.7,,
08/08/2002 09:00,0,(vau),1.8,,0,(vau),0.9,,,,,,,,,,0.1,(vau),0.3,,0,(vau),0.4,,0,(vau),1.6,,
09/08/2002 09:00,0.1,(vau),1.9,,0,(vau),1.3,,,,,,,,,,0,(vau),0.4,,0,(vau),0.5,,0,(vau),1.7,,
10/08/2002 09:00,7.4,(vau),2.5,,0,(vau),1.8,,,,,,,,,,2.1,(vau),0.7,,1.7,(vau),0.6,,0,(vau),3.5,,
11/08/2002 09:00,7.7,(vau),1.4,,0,(vau),1.5,,,,,,,,,,2.6,(vau),0.4,,0.1,(vau),0.3,,0,(vau),2.7,,
12/08/2002 09:00,0.3,(vau),1.5,,0,(vau),0.4,,,,,,,,,,0.1,(vau),0.3,,0,(vau),0.3,,0,(vau),1,,
13/08/2002 09:00,0,(vau),1.1,,0,(vau),0.5,,,,,,,,,,0,(vau),0.2,,0,(vau),0.4,,0,(vau),0.5,,
14/08/2002 09:00,0,(vau),0.9,,0,(vau),0.8,,,,,,,,,,0,(vau),0.2,,0,(vau),0.4,,0,(vau),0.7,,
15/08/2002 09:00,0,(vau),2.1,,0,(vau),0.9,,,,,,,,,,0,(vau),0.5,,0,(vau),0.5,,0,(vau),2.3,,
16/08/2002 09:00,0,(vau),2.1,,0,(vau),1.2,,,,,,,,,,0,(vau),0.5,,0,(vau),0.4,,0,(vau),2.4,,
17/08/2002 09:00,0.1,(vau),1.5,,0,(vau),1,,,,,,,,,,0.1,(vau),0.4,,0,(vau),0.5,,0,(vau),1.7,,
18/08/2002 09:00,0.1,(vau),1.6,,0,(vau),1.2,,,,,,,,,,0,(vau),0.4,,0,(vau),0.5,,0,(vau),2.4,,
19/08/2002 09:00,0.1,(vau),1.2,,0,(vau),1,,,,,,,,,,0,(vau),0.3,,0,(vau),0.6,,0,(vau),2.1,,
20/08/2002 09:00,0.2,(vau),1.1,,0,(vau),0.8,,,,,,,,,,0.1,(vau),0.3,,0,(vau),0.5,,0,(vau),1.8,,
21/08/2002 09:00,0,(vau),2,,0,(vau),1.1,,,,,,,,,,0,(vau),0.4,,0,(vau),0.4,,0,(vau),2.1,,
22/08/2002 09:00,0.1,(vau),1.6,,0,(vau),1.1,,,,,,,,,,0.1,(vau),0.3,,0,(vau),0.5,,0,(vau),2.3,,
23/08/2002 09:00,0.1,(vau),2.2,,0,(vau),1.5,,,,,,,,,,0,(vau),0.5,,0,(vau),0.5,,0,(vau),2.4,,
24/08/2002 09:00,0,(vau),2.3,,0,(vau),1.2,,,,,,,,,,0,(vau),0.4,,0,(vau),0.4,,0,(vau),2.3,,
25/08/2002 09:00,0.1,(vau),0.7,,0,(vau),0.5,,,,,,,,,,3.4,(vau),0.1,,26.1,(vau),0.2,,0,(vau),1.4,,
26/08/2002 09:00,0.1,(vau),1.5,,0,(vau),0.8,,,,,,,,,,0.2,(vau),0.1,,4.7,(vau),0.1,,0,(vau),1.5,,
27/08/2002 09:00,0,(vau),1.9,,0,(vau),1,,,,,,,,,,0,(vau),0.4,,0,(vau),0.3,,0,(vau),2,,
28/08/2002 09:00,0,(vau),1.3,,0,(vau),0.3,,,,,,,,,,0,(vau),0.3,,0,(vau),0.4,,0,(vau),1.2,,
29/08/2002 09:00,0,(vau),1.2,,0,(vau),0.3,,,,,,,,,,0,(vau),0.2,,0,(vau),0.2,,0,(vau),0.7,,
30/08/2002 09:00,0,(vau),0.9,,0,(vau),0.4,,,,,,,,,,0,(vau),0.3,,0,(vau),0.3,,0,(vau),0.5,,
31/08/2002 09:00,0.1,(vau),1.7,,0,(vau),0.8,,,,,,,,,,0,(vau),0.3,,0,(vau),0.4,,0,(vau),1.5,,
01/09/2002 09:00,0.1,(vau),0.9,,0,(vau),0.7,,,,,,,,,,0,(vau),0.2,,0,(vau),0.3,,0,(vau),0.9,,
02/09/2002 09:00,0,(vau),0.9,,0,(vau),0.4,,,,,,,,,,0.8,(vau),0.3,,2.8,(vau),0.3,,0,(vau),1.2,,
03/09/2002 09:00,0.2,(vau),0.8,,0,(vau),0.7,,,,,,,,,,0.1,(vau),0.4,,0.1,(vau),0.2,,0,(vau),1.6,,
04/09/2002 09:00,0,(vau),1.7,,0,(vau),1,,,,,,,,,,0,(vau),0.4,,0,(vau),0.2,,0,(vau),2.6,,
05/09/2002 09:00,0.5,(vau),1.4,,0,(vau),1.2,,,,,,,,,,0.2,(vau),0.3,,0.1,(vau),0.4,,0,(vau),2.2,,
06/09/2002 09:00,0,(vau),1.9,,0,(vau),1,,,,,,,,,,0,(vau),0.3,,0,(vau),0.4,,0,(vau),1.8,,
07/09/2002 09:00,0.1,(vau),1.7,,0,(vau),0.8,,,,,,,,,,0.1,(vau),0.3,,0.6,(vau),0.4,,0,(vau),1.9,,
08/09/2002 09:00,3.5,(vau),0.9,,0,(vau),0.9,,,,,,,,,,2.8,(vau),0.2,,6.1,(vau),0.1,,0,(vau),2,,
09/09/2002 09:00,11.7,(vau),0.9,,3.1,(vau),0.8,,,,,,,,,,10.2,(vau),0.3,,26.3,(vau),0,,3.2,(vau),1.8,,
10/09/2002 09:00,0.2,(vau),0.5,,0,(vau),0.4,,,,,,,,,,0.2,(vau),0.1,,0.2,(vau),0.2,,0,(vau),0.6,,
11/09/2002 09:00,0,(vau),0.8,,0,(vau),0.6,,,,,,,,,,0,(vau),0.3,,0,(vau),0.2,,0,(vau),0.8,,
12/09/2002 09:00,0.1,(vau),1.1,,0,(vau),0.9,,,,,,,,,,0,(vau),0.2,,0,(vau),0.3,,0,(vau),1.5,,
13/09/2002 09:00,0,(vau),1.1,,0,(vau),0.9,,,,,,,,,,0,(vau),0.2,,0,(vau),0.3,,0,(vau),2.4,,
14/09/2002 09:00,0.3,(vau),0.9,,0,(vau),0.6,,,,,,,,,,0.1,(vau),0.3,,0.5,(vau),0.3,,0,(vau),1.4,,
15/09/2002 09:00,22.3,(vau),1.6,,6.7,(vau),1.5,,,,,,,,,,3.8,(vau),1.4,,0.7,(vau),0.1,,0.1,(vau),1.8,,
16/09/2002 09:00,37.8,(vau),1.7,,49.9,(vau),1.3,,,,,,,,,,20.4,(vau),1.4,,6.1,(vau),0.4,,6.8,(vau),1.9,,
17/09/2002 09:00,28.3,(vau),1.3,,11,(vau),1.3,,,,,,,,,,9.5,(vau),1.3,,2.8,(vau),0.1,,6.9,(vau),2.1,,
18/09/2002 09:00,48,(vau),1,,8,(vau),1.1,,,,,,,,,,39.7,(vau),1.6,,25,(vau),0.3,,6.2,(vau),3.2,,
19/09/2002 09:00,1.7,(vau),0.6,,0.5,(vau),0.7,,,,,,,,,,5.4,(vau),0.4,,10.8,(vau),0.1,,1.8,(vau),1.8,,
20/09/2002 09:00,6.1,(vau),1.1,,0.1,(vau),0.7,,,,,,,,,,13.9,(vau),1,,4,(vau),0.2,,0.1,(vau),1,,
21/09/2002 09:00,20.7,(vau),0.6,,0.4,(vau),0.6,,,,,,,,,,10.6,(vau),0.9,,13.2,(vau),0.1,,3.2,(vau),1.6,,
22/09/2002 09:00,8,(vau),0.9,,1.2,(vau),0.8,,,,,,,,,,3.9,(vau),0.2,,20.5,(vau),0,,25.4,(vau),1.7,,
23/09/2002 09:00,10.9,(vau),1.1,,0,(vau),0.7,,,,,,,,,,2.4,(vau),0.2,,7.7,(vau),0.1,,0,(vau),2.8,,
24/09/2002 09:00,1.8,(vau),0.7,,0,(vau),0.6,,,,,,,,,,0.1,(vau),0.1,,0,(vau),0.1,,0,(vau),1.8,,
25/09/2002 09:00,4.1,(vau),0.7,,0.8,(vau),0.2,,,,,,,,,,1.5,(vau),0.4,,0,(vau),0.1,,0,(vau),0.4,,
26/09/2002 09:00,16.5,(vau),1.4,,0.8,(vau),0.4,,,,,,,,,,4.2,(vau),0.4,,0.4,(vau),0.1,,3.6,(vau),0.5,,
27/09/2002 09:00,0.3,(vau),0.7,,1.5,(vau),0.2,,,,,,,,,,0,(vau),0.3,,0.1,(vau),0.1,,0.2,(vau),0.3,,
28/09/2002 09:00,0.2,(vau),0.6,,0,(vau),0.2,,,,,,,,,,0.1,(vau),0.4,,0.1,(vau),0.1,,0,(vau),0.3,,
29/09/2002 09:00,0.3,(vau),0.5,,0.2,(vau),0.2,,,,,,,,,,0.1,(vau),0.4,,33.4,(vau),0.1,,0.1,(vau),0.5,,
30/09/2002 09:00,0.3,(vau),0.5,,0,(vau),0.3,,,,,,,,,,0.3,(vau),0.3,,0.6,(vau),0.1,,0,(vau),0.5,,
01/10/2002 09:00,23.9,(vau),0.7,,0.9,(vau),0.4,,,,,,,,,,14.1,(vau),0.3,,82.8,(vau),0.1,,3.3,(vau),0.6,,
02/10/2002 09:00,0.2,(vau),1,,10.7,(vau),0.3,,,,,,,,,,0.2,(vau),0.3,,0.2,(vau),0,,1.8,(vau),0.6,,
03/10/2002 09:00,0.2,(vau),0.7,,0.3,(vau),0,,,,,,,,,,0.1,(vau),0.1,,0.1,(vau),0,,0,(vau),0.6,,
04/10/2002 09:00,0.1,(vau),0.8,,0,(vau),0.1,,,,,,,,,,0.2,(vau),0.2,,0.1,(vau),0,,0,(vau),0.6,,
05/10/2002 09:00,0.2,(vau),0.8,,0,(vau),0.1,,,,,,,,,,0,(vau),0.4,,0.2,(vau),0.1,,0,(vau),0.6,,
06/10/2002 09:00,0,(vau),0.8,,6,(vau),0.3,,,,,,,,,,0,(vau),0.3,,0.1,(vau),0.1,,0,(vau),0.5,,
07/10/2002 09:00,0.2,(vau),0.8,,,,0.3,,,,,,,,,,0.1,(vau),0.2,,0.1,(vau),0.1,,0,(vau),1,,
08/10/2002 09:00,0.1,(vau),0.3,,0,(vau),0.1,,,,,,,,,,1.3,(vau),0.5,,0,(vau),0.2,,0.3,(vau),0.6,,
09/10/2002 09:00,18.6,(vau),1.3,,4.7,(vau),0.7,,,,,,,,,,18.5,(vau),0.3,,20.3,(vau),0.1,,17.1,(vau),1.8,,
10/10/2002 09:00,18.1,(vau),1,,,,0.4,,,,,,,,,,9.9,(vau),0,,2.6,(vau),0.1,,1.1,(vau),2.6,,
11/10/2002 09:00,0.3,(vau),0.6,,,,0.2,,,,,,,,,,0.2,(vau),0.1,,0.2,(vau),0.2,,0.2,(vau),1.3,,
12/10/2002 09:00,7.8,(vau),1.4,,,,0.2,,,,,,,,,,3.9,(vau),0,,5.6,(vau),0,,0,(vau),1.9,,
13/10/2002 09:00,0.8,(vau),0.8,,,,0.4,,,,,,,,,,0.9,(vau),0.1,,0.4,(vau),0.1,,0.3,(vau),1.5,,
14/10/2002 09:00,2.9,(vau),0.7,,,,0.1,,,,,,,,,,0.3,(vau),0.5,,0.2,(vau),0.1,,0,(vau),0.9,,
15/10/2002 09:00,4.7,(vau),0.6,,,,0.3,,,,,,,,,,3.2,(vau),1,,3,(vau),0.3,,0,(vau),1.7,,
16/10/2002 09:00,10.5,(vau),0.8,,,,0.3,,,,,,,,,,6.6,(vau),0.9,,6.9,(vau),0.1,,1,(vau),1.4,,
17/10/2002 09:00,9.3,(vau),1,,0,(vau),0.4,,,,,,,,,,2.2,(vau),0.3,,8.5,(vau),0.1,,2.3,(vau),2,,
18/10/2002 09:00,0.2,(vau),0.6,,0,(vau),0.1,,,,,,,,,,0.1,(vau),0.1,,0.1,(vau),0.1,,0.1,(vau),0.6,,
19/10/2002 09:00,0,(vau),1.7,,0,(vau),0.1,,,,,,,,,,0,(vau),1.1,,0.1,(vau),0.4,,0,(vau),0.6,,
20/10/2002 09:00,18.9,(vau),2.5,,0.3,(vau),2,,,,,,,,,,6.9,(vau),2.6,,7.7,(vau),2.2,,0.3,(vau),2.1,,
21/10/2002 09:00,11.6,(vau),1.2,,,,0.7,,,,,,,,,,8.6,(vau),1.7,,10,(vau),0.7,,9,(vau),3.3,,
22/10/2002 09:00,7.1,(vau),1.9,,1.5,(vau),0.6,,,,,,,,,,9.5,(vau),0.7,,12.1,(vau),0.4,,6.6,(vau),4,,
23/10/2002 09:00,8,(vau),2,,1.6,(vau),0.4,,,,,,,,,,4.1,(vau),0.2,,15.2,(vau),0.1,,1,(vau),3.5,,
24/10/2002 09:00,0.3,(vau),0.6,,,,0.1,,,,,,,,,,0.2,(vau),0.3,,0.1,(vau),0.1,,0.1,(vau),0.8,,
25/10/2002 09:00,1.8,(vau),0.4,,,,0,,,,,,,,,,1.4,(vau),0.5,,0.7,(vau),0.1,,0.1,(vau),0.5,,
26/10/2002 09:00,0.2,(vau),0.5,,,,0,,,,,,,,,,0.2,(vau),0.2,,0,(vau),0.1,,0,(vau),0.4,,
27/10/2002 09:00,0.4,(vau),0.3,,,,0,,,,,,,,,,0.3,(vau),0.2,,0.1,(vau),0.1,,0,(vau),0.2,,
28/10/2002 09:00,0.2,(vau),0.9,,0,(vau),0,,,,,,,,,,0.2,(vau),0.3,,0.3,(vau),0.1,,0,(vau),0.6,,
29/10/2002 09:00,0,(vau),1.5,,,,0.2,,,,,,,,,,0,(vau),1.1,,0.1,(vau),0.1,,0,(vau),0.4,,
30/10/2002 09:00,10,(vau),1.1,,1.2,(vau),0.6,,,,,,,,,,8.5,(vau),1,,8.8,(vau),0.4,,0,(vau),1.8,,
31/10/2002 09:00,6.3,(vau),0.9,,,,0.3,,,,,,,,,,0.4,(vau),0.1,,2.4,(vau),0,,0,(vau),2,,
01/11/2002 09:00,3.5,(vau),0.3,,,,0.1,,,,,,,,,,1.4,(vau),0.2,,1.5,(vau),0,,0,(vau),0.8,,
02/11/2002 09:00,1.1,(vau),0.2,,,,0.1,,,,,,,,,,0.8,(vau),0.3,,0.9,(vau),0.1,,0,(vau),0.2,,
03/11/2002 09:00,0.4,(vau),0.9,,,,0.1,,,,,,,,,,2.6,(vau),0.2,,1.1,(vau),0,,0,(vau),0.8,,
04/11/2002 09:00,2.6,(vau),0.9,,0.1,(vau),0.2,,,,,,,,,,0.8,(vau),0.1,,0.4,(vau),0.1,,0,(vau),1.7,,
05/11/2002 09:00,0.3,(vau),0.9,,,,0.1,,,,,,,,,,0.1,(vau),0.1,,0.1,(vau),0,,0,(vau),0.4,,
06/11/2002 09:00,0,(vau),1.3,,,,0.1,,,,,,,,,,0,(vau),0.1,,0.1,(vau),0,,0,(vau),0.4,,
07/11/2002 09:00,0,(vau),1.2,,0.2,(vau),0.3,,,,,,,,,,0,(vau),0.1,,0.2,(vau),0,,0,(vau),1,,
08/11/2002 09:00,0.4,(vau),0.6,,,,0.1,,,,,,,,,,0.1,(vau),0.1,,0.2,(vau),0,,0.1,(vau),0.7,,
09/11/2002 09:00,0.1,(vau),0.7,,0,(vau),0.2,,,,,,,,,,0,(vau),0,,0,(vau),0,,0,(vau),0.4,,
10/11/2002 09:00,0.2,(vau),0.8,,0.4,(vau),0.4,,,,,,,,,,0.1,(vau),0.1,,0.1,(vau),0.1,,0.2,(vau),1.8,,
11/11/2002 09:00,2.1,(vau),1,,0.1,(vau),0.1,,,,,,,,,,4.1,(vau),0.1,,4.3,(vau),0,,1.2,(vau),1,,
12/11/2002 09:00,0.3,(vau),0.4,,0,(vau),0.1,,,,,,,,,,0.4,(vau),0.1,,1.5,(vau),0,,0.5,(vau),1,,
13/11/2002 09:00,10.2,(vau),1,,0.2,(vau),0.4,,,,,,,,,,11.5,(vau),1,,6.3,(vau),0.3,,0,(vau),1.9,,
14/11/2002 09:00,31.4,(vau),1.4,,23,(vau),1.2,,,,,,,,,,20.7,(vau),0.8,,20.6,(vau),0.4,,6.8,(vau),3.2,,
15/11/2002 09:00,23.3,(vau),0.4,,5.3,(vau),0.3,,,,,,,,,,11.7,(vau),0.3,,16.2,(vau),0,,8.3,(vau),1,,
16/11/2002 09:00,21.6,(vau),0.3,,,,0.2,,,,,,,,,,5.7,(vau),0.2,,4.7,(vau),0,,4,(vau),0.9,,
17/11/2002 09:00,21.3,(vau),0.9,,,,0.2,,,,,,,,,,12.1,(vau),0.2,,8.4,(vau),0.1,,1.5,(vau),2.3,,
18/11/2002 09:00,0.8,(vau),0.6,,,,0.1,,,,,,,,,,3.8,(vau),0.3,,1.5,(vau),0,,0.5,(vau),1.1,,
19/11/2002 09:00,25.5,(vau),0.3,,,,0,,,,,,,,,,23,(vau),0.7,,30.7,(vau),0,,7.1,(vau),2.9,,
20/11/2002 09:00,9.6,(vau),0.5,,,,0.2,,,,,,,,,,5.7,(vau),0.3,,6.9,(vau),0,,4.7,(vau),1.3,,
21/11/2002 09:00,25.9,(vau),2.2,,,,0,,,,,,,,,,13.1,(vau),1.1,,13.7,(vau),0.6,,1.7,(vau),3.3,,
22/11/2002 09:00,15.1,(vau),1.8,,,,0.2,,,,,,,,,,11.1,(vau),0.4,,6.1,(vau),0.2,,3.4,(vau),3,,
23/11/2002 09:00,16.1,(vau),0.8,,,,0.1,,,,,,,,,,17.7,(vau),0.4,,16.4,(vau),0.2,,7,(vau),2.4,,
24/11/2002 09:00,20.5,(vau),0.7,,,,0.1,,,,,,,,,,8.8,(vau),0.4,,1.2,(vau),0.2,,7.4,(vau),1.6,,
25/11/2002 09:00,5.7,(vau),0.8,,,,0.1,,,,,,,,,,4.8,(vau),0.1,,6.6,(vau),0.1,,6,(vau),2.6,,
26/11/2002 09:00,1.8,(vau),0.6,,,,0.2,,,,,,,,,,1.4,(vau),0.6,,0,(vau),0.1,,0.2,(vau),1,,
27/11/2002 09:00,1.5,(vau),0.5,,,,0,,,,,,,,,,0.5,(vau),1.3,,1.1,(vau),0.3,,6.5,(vau),0.7,,
28/11/2002 09:00,2,(vau),1.3,,,,0,,,,,,,,,,5.7,(vau),0.4,,2.8,(vau),0.2,,0.9,(vau),1.3,,
29/11/2002 09:00,0.7,(vau),1.5,,,,0.1,,,,,,,,,,4.5,(vau),0.2,,0.3,(vau),0.1,,0.3,(vau),1.2,,
30/11/2002 09:00,1,(vau),1.8,,,,0.2,,,,,,,,,,4.8,(vau),0.6,,3.3,(vau),0.1,,0.4,(vau),2.5,,
01/12/2002 09:00,0.1,(vau),1.1,,,,0.2,,,,,,,,,,0.3,(vau),0.2,,0.6,(vau),0.1,,0.1,(vau),1.5,,
02/12/2002 09:00,24.2,(vau),2.1,,,,0.2,,,,,,,,,,13.4,(vau),0.5,,9.7,(vau),0.1,,1,(vau),1.9,,
03/12/2002 09:00,0.1,(vau),1.1,,,,0.3,,,,,,,,,,0,(vau),0.2,,0,(vau),0.1,,0.1,(vau),1,,
04/12/2002 09:00,4,(vau),0.6,,,,0.2,,,,,,,,,,1.1,(vau),0.1,,0.5,(vau),0,,0,(vau),1.6,,
05/12/2002 09:00,0,(vau),1.2,,,,0,,,,,,,,,,0,(vau),0.2,,0.2,(vau),0.1,,0.2,(vau),0.5,,
06/12/2002 09:00,0.1,(vau),0.6,,,,0.1,,,,,,,,,,0.2,(vau),0.1,,0.1,(vau),0.2,,0.1,(vau),1.6,,
07/12/2002 09:00,0.3,(vau),0.4,,,,0.1,,,,,,,,,,0.1,(vau),0.1,,0.1,(vau),0.1,,0,(vau),1.2,,
08/12/2002 09:00,0.5,(vau),0.3,,0.1,(vau),0.1,,,,,,,,,,0.2,(vau),0.1,,0.2,(vau),0,,0,(vau),0.8,,
09/12/2002 09:00,5.7,(vau),0.3,,1.5,(vau),0,,,,,,,,,,1.9,(vau),0.6,,0.8,(vau),0.1,,0.4,(vau),0.2,,
10/12/2002 09:00,32.7,(vau),1.6,,7.4,(vau),0.7,,,,,,,,,,49.2,(vau),1.3,,16.1,(vau),0.5,,11,(vau),2.8,,
11/12/2002 09:00,12.9,(vau),0.6,,,,0.4,,,,,,,,,,10.5,(vau),0.2,,8.3,(vau),0,,2.6,(vau),2.3,,
12/12/2002 09:00,0.9,(vau),0.2,,,,0,,,,,,,,,,3.2,(vau),0.2,,1.2,(vau),0,,0.2,(vau),0.1,,
13/12/2002 09:00,0.6,(vau),1.1,,,,0,,,,,,,,,,0.2,(vau),0.9,,0.3,(vau),0.1,,0.2,(vau),0.9,,
14/12/2002 09:00,35.2,(vau),2.7,,,,0.3,,,,,,,,,,13.7,(vau),1.9,,6.7,(vau),1.6,,10.2,(vau),3,,
15/12/2002 09:00,0.7,(vau),1,,,,0.2,,,,,,,,,,1.5,(vau),0.6,,0.8,(vau),0.2,,0.4,(vau),1.6,,
16/12/2002 09:00,0,(vau),1.8,,,,0,,,,,,,,,,0.1,(vau),1,,0,(vau),0.4,,0.2,(vau),0.7,,
17/12/2002 09:00,40,(vau),2.2,,,,0.5,,,,,,,,,,16.6,(vau),2.1,,6.3,(vau),2.2,,8,(vau),2.8,,
18/12/2002 09:00,28.4,(vau),1.3,,,,0.1,,,,,,,,,,12.8,(vau),1.9,,8.4,(vau),0.5,,4.8,(vau),3.6,,
19/12/2002 09:00,3.9,(vau),0.7,,,,0,,,,,,,,,,4.5,(vau),1.1,,0.8,(vau),0.2,,21.4,(vau),0.9,,
20/12/2002 09:00,0.6,(vau),0.3,,,,0,,,,,,,,,,0.7,(vau),0.4,,0.7,(vau),0.1,,0.4,(vau),0.2,,
21/12/2002 09:00,0.1,(vau),0.7,,,,0,,,,,,,,,,0.1,(vau),0.8,,0.1,(vau),0.1,,0.1,(vau),0.2,,
22/12/2002 09:00,0.3,(vau),1.2,,,,0,,,,,,,,,,0,(vau),1.2,,0.1,(vau),0.2,,0.2,(vau),0.3,,
23/12/2002 09:00,2.3,(vau),2,,,,0.2,,,,,,,,,,1.1,(vau),2,,0.8,(vau),1.5,,0.3,(vau),0.9,,
24/12/2002 09:00,10.9,(vau),0.9,,,,0,,,,,,,,,,4.9,(vau),0.9,,9,(vau),0.3,,0.1,(vau),1.3,,
25/12/2002 09:00,4,(vau),1,,,,0,,,,,,,,,,3.2,(vau),0.6,,8.6,(vau),0.1,,7,(vau),2.4,,
26/12/2002 09:00,1.2,(vau),0.8,,,,0.1,,,,,,,,,,1.6,(vau),2,,0.7,(vau),0.8,,0,(vau),2.5,,
27/12/2002 09:00,44.8,(vau),2.3,,,,1.3,,,,,,,,,,26.5,(vau),2.6,,13.1,(vau),1.5,,9.7,(vau),4.5,,
28/12/2002 09:00,21.5,(vau),2.6,,,,0.6,,,,,,,,,,11.3,(vau),0.9,,11.9,(vau),0.4,,2.7,(vau),3.9,,
29/12/2002 09:00,0.3,(vau),0.5,,,,0.1,,,,,,,,,,0.3,(vau),0.3,,0.1,(vau),0.1,,0.2,(vau),0.7,,
30/12/2002 09:00,3.7,(vau),0.6,,,,0,,,,,,,,,,5.9,(vau),1.2,,2.2,(vau),0.2,,3.1,(vau),0.8,,
31/12/2002 09:00,2.7,(vau),1.6,,,,0.3,,,,,,,,,,14.8,(vau),0.4,,2.3,(vau),0.2,,1,(vau),1.8,,
01/01/2003 09:00,10.4,(vau),0.4,,,,0.1,,,,,,,,,,9.4,(vau),1,,12.5,(vau),0.2,,0.8,(vau),0.9,,
02/01/2003 09:00,10.9,(vau),0.8,,0,(vau),0.5,,,,,,,,,,5.9,(vau),1.2,,2.3,(vau),0.3,,0.4,(vau),2.2,,
03/01/2003 09:00,14.9,(vau),1.9,,,,0.9,,,,,,,,,,14.3,(vau),1.1,,26.1,(vau),0.2,,2,(vau),2.7,,
04/01/2003 09:00,1,(vau),0.7,,,,0,,,,,,,,,,1.4,(vau),0.3,,6.8,(vau),0.1,,0.4,(vau),1,,
05/01/2003 09:00,0.3,(vau),0.3,,,,0,,,,,,,,,,0.4,(vau),0.4,,0.1,(vau),0,,0.2,(vau),0.5,,
06/01/2003 09:00,25.6,(vau),2.1,,,,0.3,,,,,,,,,,16.9,(vau),0.6,,19.6,(vau),0.2,,5,(vau),2.8,,
07/01/2003 09:00,13,(vau),0.4,,,,0.1,,,,,,,,,,9.6,(vau),0.5,,4.4,(vau),0.2,,0.1,(vau),1.4,,
08/01/2003 09:00,16.7,(vau),2.3,,,,0.1,,,,,,,,,,10.3,(vau),0.2,,16.2,(vau),0.1,,6,(vau),2.8,,
09/01/2003 09:00,50.4,(vau),2.2,,,,0.3,,,,,,,,,,26.6,(vau),0.1,,26.5,(vau),0.1,,3.5,(vau),2.1,,
10/01/2003 09:00,4.7,(vau),1.6,,,,1.1,,,,,,,,,,1.4,(vau),0.5,,1.3,(vau),0.3,,1.2,(vau),2.5,,
11/01/2003 09:00,0.1,(vau),0.6,,,,0.1,,,,,,,,,,0,(vau),0.1,,0.1,(vau),0.2,,0,(vau),1.8,,
12/01/2003 09:00,0.1,(vau),0.6,,,,0,,,,,,,,,,0.1,(vau),0.1,,0.2,(vau),0.2,,0,(vau),0.8,,
13/01/2003 09:00,0.1,(vau),0.6,,,,0.1,,,,,,,,,,0.1,(vau),0.1,,0.1,(vau),0.4,,0,(vau),1.2,,
14/01/2003 09:00,0.1,(vau),0.5,,38.7,(vau),0.2,,,,,,,,,,0,(vau),0.1,,0.1,(vau),0.1,,0,(vau),0.7,,
15/01/2003 09:00,0.1,(vau),0.3,,0,(vau),0.1,,,,,,,,,,0.1,(vau),0.2,,0.1,(vau),0,,0.1,(vau),0.2,,
16/01/2003 09:00,0.3,(vau),0.3,,0,(vau),0.1,,,,,,,,,,0,(vau),0,,0.1,(vau),0,,0.2,(vau),0.2,,
17/01/2003 09:00,0.4,(vau),0.4,,0.1,(vau),0,,,,,,,,,,0.1,(vau),0,,0.1,(vau),0,,0.1,(vau),0.2,,
18/01/2003 09:00,3.5,(vau),0.4,,0,(vau),0,,,,,,,,,,3.3,(vau),0.6,,2.7,(vau),0,,0.2,(vau),0.8,,
