DATA,BARRAGEM CABEÇO MONTEIRO (14N/01C),,BARRAGEM CABEÇO MONTEIRO (14N/01C),,BARRAGEM CABEÇO MONTEIRO (14N/01C),,BARRAGEM CABEÇO MONTEIRO (14N/01C),,BARRAGEM DA BOUÇÃ (14H/02C),,BARRAGEM DA BOUÇÃ (14H/02C),,BARRAGEM DA BOUÇÃ (14H/02C),,BARRAGEM DA BOUÇÃ (14H/02C),,BARRAGEM DA BRAVURA (30E/03C),,BARRAGEM DA BRAVURA (30E/03C),,BARRAGEM DA BRAVURA (30E/03C),,BARRAGEM DA BRAVURA (30E/03C),,BARRAGEM DA PRACANA (16K/02U),,BARRAGEM DA PRACANA (16K/02U),,BARRAGEM DA PRACANA (16K/02U),,BARRAGEM DA PRACANA (16K/02U),,BARRAGEM DE CAMPILHAS (26F/02C),,BARRAGEM DE CAMPILHAS (26F/02C),,BARRAGEM DE CAMPILHAS (26F/02C),,BARRAGEM DE CAMPILHAS (26F/02C),,BARRAGEM DE CASTELO BURGÃES (08G/01C),,BARRAGEM DE CASTELO BURGÃES (08G/01C),,BARRAGEM DE CASTELO BURGÃES (08G/01C),,BARRAGEM DE CASTELO BURGÃES (08G/01C),,BARRAGEM DE CASTELO DE BODE (16H/01C),,BARRAGEM DE CASTELO DE BODE (16H/01C),,BARRAGEM DE CASTELO DE BODE (16H/01C),,BARRAGEM DE CASTELO DE BODE (16H/01C),,
,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,
15/09/1988 09:00,,,0,(vco),,,,,,,,,,,,,66,(vco),0,(vco),23.05,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
16/09/1988 09:00,,,0,(vco),,,,,,,,,,,,,29,(vco),0,(vco),20.9,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
17/09/1988 09:00,,,0,(vco),,,,,,,,,,,,,27,(vco),0,(vco),23.15,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
18/09/1988 09:00,,,0,(vco),,,,,,,,,,,,,33,(vco),0,(vco),24,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
19/09/1988 09:00,,,0,(vco),,,,,,,,,,,,,43,(vco),0,(vco),21,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
20/09/1988 09:00,,,0,(vco),,,,,,,,,,,,,48,(vco),0,(vco),21.1,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
21/09/1988 09:00,,,0,(vco),,,,,,,,,,,,,58,(vco),0,(vco),21.5,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
22/09/1988 09:00,,,0,(vco),,,,,,,,,,,,,75,(vco),0,(vco),18.8,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
23/09/1988 09:00,,,0,(vco),,,,,,,,,,,,,66,(vco),0,(vco),19.8,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
24/09/1988 09:00,,,0,(vco),,,,,,,,,,,,,61,(vco),0,(vco),22.3,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
25/09/1988 09:00,,,0,(vco),,,,,,,,,,,,,41,(vco),0,(vco),22.5,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
26/09/1988 09:00,,,0,(vco),,,,,,,,,,,,,42,(vco),0,(vco),23.1,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
27/09/1988 09:00,,,0,(vco),,,,,,,,,,,,,41,(vco),0,(vco),25.5,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
28/09/1988 09:00,,,0,(vco),,,,,,,,,,,,,28,(vco),0,(vco),25.1,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
29/09/1988 09:00,,,0,(vco),,,,,,,,,,,,,21,(vco),0,(vco),23.7,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
30/09/1988 09:00,,,0,(vco),,,,,,,,,,,,,64,(vco),0,(vco),18.75,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
01/10/1988 09:00,,,,,,,,,,,,,,,,,45,(vco),0,(vco),22.75,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
02/10/1988 09:00,,,,,,,,,,,,,,,,,41,(vco),0,(vco),23.1,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
03/10/1988 09:00,,,,,,,,,,,,,,,,,45,(vco),0,(vco),25.25,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
04/10/1988 09:00,,,,,,,,,,,,,,,,,58,(vco),0,(vco),22.65,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
05/10/1988 09:00,,,,,,,,,,,,,,,,,52,(vco),0,(vco),23.15,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
06/10/1988 09:00,,,,,,,,,,,,,,,,,49,(vco),0,(vco),21.1,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
07/10/1988 09:00,,,,,,,,,,,,,,,,,50,(vco),0,(vco),20.65,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
08/10/1988 09:00,,,,,,,,,,,,,,,,,42,(vco),0,(vco),22,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
09/10/1988 09:00,,,,,,,,,,,,,,,,,54,(vco),0.4,(vco),23,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
10/10/1988 09:00,,,,,,,,,,,,,,,,,69,(vco),0,(vco),20,(vau),,,,,,,,,,,,,0,(vco),,,,,,,2.7,(vco),,,,,,,0.2,(vco),,,,,
11/10/1988 09:00,,,,,,,,,,,,,,,,,95,(vco),6,(vco),18.7,(vau),,,,,,,,,,,,,6.8,(vco),,,,,,,7.1,(vco),,,,,,,4,(vco),,,,,
12/10/1988 09:00,,,,,,,,,,,,,,,,,58,(vco),0,(vco),16.35,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0.3,(vco),,,,,,,0,(vco),,,,,
13/10/1988 09:00,,,,,,,,,,,,,,,,,85,(vco),1.5,(vco),15.8,(vau),,,,,,,,,,,,,0,(vco),,,,,,,4.5,(vco),,,,,,,0,(vco),,,,,
14/10/1988 09:00,,,,,,,,,,,,,,,,,69,(vco),23.4,(vco),16.15,(vau),,,,,,,,,,,,,15.2,(vco),,,,,,,48.5,(vco),,,,,,,73,(vco),,,,,
15/10/1988 09:00,,,,,,,,,,,,,,,,,69,(vco),0,(vco),16.5,(vau),,,,,,,,,,,,,0,(vco),,,,,,,1.4,(vco),,,,,,,,,,,,,
16/10/1988 09:00,,,,,,,,,,,,,,,,,54,(vco),0,(vco),17.85,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
17/10/1988 09:00,,,,,,,,,,,,,,,,,76,(vco),0,(vco),16.25,(vau),,,,,,,,,,,,,0,(vco),,,,,,,4.4,(vco),,,,,,,9.4,(vco),,,,,
18/10/1988 09:00,,,,,,,,,,,,,,,,,95,(vco),0,(vco),17.9,(vau),,,,,,,,,,,,,4.1,(vco),,,,,,,8.4,(vco),,,,,,,9.3,(vco),,,,,
19/10/1988 09:00,,,,,,,,,,,,,,,,,80,(vco),26.5,(vco),16.75,(vau),,,,,,,,,,,,,15.6,(vco),,,,,,,18.3,(vco),,,,,,,13.6,(vco),,,,,
20/10/1988 09:00,,,,,,,,,,,,,,,,,89,(vco),2.8,(vco),16.1,(vau),,,,,,,,,,,,,0,(vco),,,,,,,5.3,(vco),,,,,,,0,(vco),,,,,
21/10/1988 09:00,,,,,,,,,,,,,,,,,71,(vco),0,(vco),16.5,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
22/10/1988 09:00,,,,,,,,,,,,,,,,,85,(vco),0,(vco),17.15,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
23/10/1988 09:00,,,,,,,,,,,,,,,,,95,(vco),0,(vco),21.25,(vau),,,,,,,,,,,,,3.3,(vco),,,,,,,36.2,(vco),,,,,,,,,,,,,
24/10/1988 09:00,,,,,,,,,,,,,,,,,70,(vco),0,(vco),20.25,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,4,(vco),,,,,
25/10/1988 09:00,,,,,,,,,,,,,,,,,66,(vco),0,(vco),21.95,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
26/10/1988 09:00,,,,,,,,,,,,,,,,,78,(vco),0,(vco),20.85,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
27/10/1988 09:00,,,,,,,,,,,,,,,,,95,(vco),1.6,(vco),19.7,(vau),,,,,,,,,,,,,2.2,(vco),,,,,,,12.2,(vco),,,,,,,0,(vco),,,,,
28/10/1988 09:00,,,,,,,,,,,,,,,,,90,(vco),1.4,(vco),20.05,(vau),,,,,,,,,,,,,17.5,(vco),,,,,,,0,(vco),,,,,,,4,(vco),,,,,
29/10/1988 09:00,,,,,,,,,,,,,,,,,65,(vco),0,(vco),21,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
30/10/1988 09:00,,,,,,,,,,,,,,,,,95,(vco),14.7,(vco),19.65,(vau),,,,,,,,,,,,,0,(vco),,,,,,,9.9,(vco),,,,,,,,,,,,,
31/10/1988 09:00,,,,,,,,,,,,,,,,,95,(vco),4.2,(vco),18.1,(vau),,,,,,,,,,,,,17.5,(vco),,,,,,,9.7,(vco),,,,,,,8.1,(vco),,,,,
01/11/1988 09:00,,,,,,,,,,,,,,,,,85,(vco),5.2,(vco),19.25,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
02/11/1988 09:00,,,,,,,,,,,,,,,,,95,(vco),12.6,(vco),18.75,(vau),,,,,,,,,,,,,13,(vco),,,,,,,0.2,(vco),,,,,,,12.4,(vco),,,,,
03/11/1988 09:00,,,,,,,,,,,,,,,,,80,(vco),6.6,(vco),19.85,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0.9,(vco),,,,,
04/11/1988 09:00,,,,,,,,,,,,,,,,,95,(vco),27.9,(vco),15.95,(vau),,,,,,,,,,,,,13.5,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
05/11/1988 09:00,,,,,,,,,,,,,,,,,90,(vco),15.5,(vco),17.95,(vau),,,,,,,,,,,,,0,(vco),,,,,,,4.8,(vco),,,,,,,,,,,,,
06/11/1988 09:00,,,,,,,,,,,,,,,,,95,(vco),22,(vco),18.8,(vau),,,,,,,,,,,,,0,(vco),,,,,,,1.9,(vco),,,,,,,,,,,,,
07/11/1988 09:00,,,,,,,,,,,,,,,,,95,(vco),36.2,(vco),19,(vau),,,,,,,,,,,,,60,(vco),,,,,,,11.2,(vco),,,,,,,34.8,(vco),,,,,
08/11/1988 09:00,,,,,,,,,,,,,,,,,95,(vco),42.4,(vco),18.65,(vau),,,,,,,,,,,,,14.5,(vco),,,,,,,23.3,(vco),,,,,,,14.8,(vco),,,,,
09/11/1988 09:00,,,,,,,,,,,,,,,,,90,(vco),12,(vco),18,(vau),,,,,,,,,,,,,1.5,(vco),,,,,,,1.3,(vco),,,,,,,7.9,(vco),,,,,
10/11/1988 09:00,,,,,,,,,,,,,,,,,90,(vco),0.7,(vco),18.5,(vau),,,,,,,,,,,,,5,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
11/11/1988 09:00,,,,,,,,,,,,,,,,,95,(vco),37.1,(vco),16.8,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,1.6,(vco),,,,,
12/11/1988 09:00,,,,,,,,,,,,,,,,,85,(vco),0.9,(vco),17.35,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
13/11/1988 09:00,,,,,,,,,,,,,,,,,95,(vco),0,(vco),18.25,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
14/11/1988 09:00,,,,,,,,,,,,,,,,,95,(vco),0,(vco),16.95,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,2.4,(vco),,,,,
15/11/1988 09:00,,,,,,,,,,,,,,,,,95,(vco),0,(vco),17.65,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
16/11/1988 09:00,,,,,,,,,,,,,,,,,84,(vco),0,(vco),16.6,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
17/11/1988 09:00,,,,,,,,,,,,,,,,,79,(vco),0,(vco),16.35,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
18/11/1988 09:00,,,,,,,,,,,,,,,,,94,(vco),0,(vco),17.15,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
19/11/1988 09:00,,,,,,,,,,,,,,,,,94,(vco),0,(vco),17.05,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
20/11/1988 09:00,,,,,,,,,,,,,,,,,95,(vco),0,(vco),16.6,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
21/11/1988 09:00,,,,,,,,,,,,,,,,,95,(vco),12.6,(vco),15.65,(vau),,,,,,,,,,,,,4,(vco),,,,,,,2.1,(vco),,,,,,,2.2,(vco),,,,,
22/11/1988 09:00,,,,,,,,,,,,,,,,,89,(vco),1.6,(vco),14.35,(vau),,,,,,,,,,,,,2,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
23/11/1988 09:00,,,,,,,,,,,,,,,,,77,(vco),0,(vco),12.75,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
24/11/1988 09:00,,,,,,,,,,,,,,,,,88,(vco),87.5,(vco),14.15,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
25/11/1988 09:00,,,,,,,,,,,,,,,,,88,(vco),59.2,(vco),14.4,(vau),,,,,,,,,,,,,48,(vco),,,,,,,0,(vco),,,,,,,1.6,(vco),,,,,
26/11/1988 09:00,,,,,,,,,,,,,,,,,88,(vco),15.4,(vco),13.15,(vau),,,,,,,,,,,,,18,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
27/11/1988 09:00,,,,,,,,,,,,,,,,,77,(vco),0,(vco),15,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
28/11/1988 09:00,,,,,,,,,,,,,,,,,78,(vco),0,(vco),14.65,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,15.2,(vco),,,,,
29/11/1988 09:00,,,,,,,,,,,,,,,,,93,(vco),0,(vco),13.9,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
30/11/1988 09:00,,,,,,,,,,,,,,,,,94,(vco),0,(vco),13.15,(vau),,,,,,,,,,,,,0,(vco),,,,,,,31.5,(vco),,,,,,,0,(vco),,,,,
01/12/1988 09:00,,,,,,,,,,,,,,,,,84,(vco),15.5,(vco),14.25,(vau),,,,,,,,,,,,,0,(vco),,,,,,,11.9,(vco),,,,,,,,,,,,,
02/12/1988 09:00,,,,,,,,,,,,,,,,,89,(vco),0.3,(vco),14.65,(vau),,,,,,,,,,,,,15,(vco),,,,,,,4.1,(vco),,,,,,,9.1,(vco),,,,,
03/12/1988 09:00,,,,,,,,,,,,,,,,,78,(vco),0,(vco),14.1,(vau),,,,,,,,,,,,,0,(vco),,,,,,,6.3,(vco),,,,,,,,,,,,,
04/12/1988 09:00,,,,,,,,,,,,,,,,,77,(vco),0,(vco),13,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0.3,(vco),,,,,,,,,,,,,
05/12/1988 09:00,,,,,,,,,,,,,,,,,77,(vco),0,(vco),13.5,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0.2,(vco),,,,,,,1.2,(vco),,,,,
06/12/1988 09:00,,,,,,,,,,,,,,,,,63,(vco),0,(vco),15,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
07/12/1988 09:00,,,,,,,,,,,,,,,,,45,(vco),0,(vco),12,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
08/12/1988 09:00,,,,,,,,,,,,,,,,,58,(vco),0,(vco),13.35,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
09/12/1988 09:00,,,,,,,,,,,,,,,,,54,(vco),0,(vco),12.25,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
10/12/1988 09:00,,,,,,,,,,,,,,,,,68,(vco),0,(vco),11.45,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
11/12/1988 09:00,,,,,,,,,,,,,,,,,68,(vco),0,(vco),11.75,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
12/12/1988 09:00,,,,,,,,,,,,,,,,,79,(vco),0,(vco),13.45,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
13/12/1988 09:00,,,,,,,,,,,,,,,,,48,(vco),0,(vco),12.75,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
14/12/1988 09:00,,,,,,,,,,,,,,,,,71,(vco),0,(vco),10.8,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
15/12/1988 09:00,,,,,,,,,,,,,,,,,70,(vco),0,(vco),10.4,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
16/12/1988 09:00,,,,,,,,,,,,,,,,,80,(vco),0,(vco),10.25,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
17/12/1988 09:00,,,,,,,,,,,,,,,,,75,(vco),0,(vco),10.45,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
18/12/1988 09:00,,,,,,,,,,,,,,,,,57,(vco),0,(vco),11.8,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
19/12/1988 09:00,,,,,,,,,,,,,,,,,85,(vco),0,(vco),12.25,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
20/12/1988 09:00,,,,,,,,,,,,,,,,,73,(vco),0,(vco),11.3,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
21/12/1988 09:00,,,,,,,,,,,,,,,,,60,(vco),0,(vco),13.95,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
22/12/1988 09:00,,,,,,,,,,,,,,,,,59,(vco),0,(vco),13.1,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
23/12/1988 09:00,,,,,,,,,,,,,,,,,83,(vco),0,(vco),14.45,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
24/12/1988 09:00,,,,,,,,,,,,,,,,,94,(vco),4.5,(vco),14.9,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
25/12/1988 09:00,,,,,,,,,,,,,,,,,94,(vco),5.2,(vco),14.6,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
26/12/1988 09:00,,,,,,,,,,,,,,,,,88,(vco),0,(vco),12.25,(vau),,,,,,,,,,,,,0,(vco),,,,,,,1.4,(vco),,,,,,,8,(vco),,,,,
27/12/1988 09:00,,,,,,,,,,,,,,,,,71,(vco),0,(vco),13.3,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
28/12/1988 09:00,,,,,,,,,,,,,,,,,62,(vco),0,(vco),13.25,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
29/12/1988 09:00,,,,,,,,,,,,,,,,,70,(vco),0,(vco),14.15,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
30/12/1988 09:00,,,,,,,,,,,,,,,,,66,(vco),0,(vco),14.65,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
31/12/1988 09:00,,,,,,,,,,,,,,,,,67,(vco),0,(vco),14.25,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
01/01/1989 09:00,,,,,,,,,,,,,,,,,86,(vco),0,(vco),11.25,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
02/01/1989 09:00,,,,,,,,,,,,,,,,,86,(vco),0,(vco),11.2,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
03/01/1989 09:00,,,,,,,,,,,,,,,,,93,(vco),0,(vco),10.85,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
04/01/1989 09:00,,,,,,,,,,,,,,,,,79,(vco),0,(vco),11,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
05/01/1989 09:00,,,,,,,,,,,,,,,,,74,(vco),0,(vco),12,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
06/01/1989 09:00,,,,,,,,,,,,,,,,,88,(vco),0,(vco),13.25,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
07/01/1989 09:00,,,,,,,,,,,,,,,,,62,(vco),10.4,(vco),10.5,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
08/01/1989 09:00,,,,,,,,,,,,,,,,,66,(vco),1.4,(vco),12.25,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0.5,(vco),,,,,,,,,,,,,
09/01/1989 09:00,,,,,,,,,,,,,,,,,88,(vco),0,(vco),15,(vau),,,,,,,,,,,,,12.5,(vco),,,,,,,30.5,(vco),,,,,,,10.6,(vco),,,,,
10/01/1989 09:00,,,,,,,,,,,,,,,,,94,(vco),36.5,(vco),14.25,(vau),,,,,,,,,,,,,5,(vco),,,,,,,0,(vco),,,,,,,1.6,(vco),,,,,
11/01/1989 09:00,,,,,,,,,,,,,,,,,65,(vco),9.7,(vco),12.25,(vau),,,,,,,,,,,,,9,(vco),,,,,,,0,(vco),,,,,,,13.8,(vco),,,,,
12/01/1989 09:00,,,,,,,,,,,,,,,,,88,(vco),21.6,(vco),12.75,(vau),,,,,,,,,,,,,3.2,(vco),,,,,,,0,(vco),,,,,,,7.6,(vco),,,,,
13/01/1989 09:00,,,,,,,,,,,,,,,,,76,(vco),0,(vco),12,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0.9,(vco),,,,,,,0,(vco),,,,,
14/01/1989 09:00,,,,,,,,,,,,,,,,,93,(vco),0,(vco),12.25,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
15/01/1989 09:00,,,,,,,,,,,,,,,,,72,(vco),0,(vco),11.5,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
16/01/1989 09:00,,,,,,,,,,,,,,,,,86,(vco),0,(vco),12.25,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
17/01/1989 09:00,,,,,,,,,,,,,,,,,86,(vco),0,(vco),12.25,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
18/01/1989 09:00,,,,,,,,,,,,,,,,,86,(vco),0,(vco),11.4,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
19/01/1989 09:00,,,,,,,,,,,,,,,,,87,(vco),0,(vco),11.5,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
20/01/1989 09:00,,,,,,,,,,,,,,,,,86,(vco),0,(vco),11.5,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
21/01/1989 09:00,,,,,,,,,,,,,,,,,86,(vco),0,(vco),11.5,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
22/01/1989 09:00,,,,,,,,,,,,,,,,,86,(vco),0,(vco),11.5,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
23/01/1989 09:00,,,,,,,,,,,,,,,,,78,(vco),0,(vco),10.5,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
24/01/1989 09:00,,,,,,,,,,,,,,,,,70,(vco),0,(vco),10.75,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
25/01/1989 09:00,,,,,,,,,,,,,,,,,82,(vco),0,(vco),12.25,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
26/01/1989 09:00,,,,,,,,,,,,,,,,,87,(vco),3.9,(vco),10.5,(vau),,,,,,,,,,,,,26.2,(vco),,,,,,,11.2,(vco),,,,,,,11.9,(vco),,,,,
