DATA,BARRAGEM CABEÇO MONTEIRO (14N/01C),,BARRAGEM CABEÇO MONTEIRO (14N/01C),,BARRAGEM CABEÇO MONTEIRO (14N/01C),,BARRAGEM CABEÇO MONTEIRO (14N/01C),,BARRAGEM DA BOUÇÃ (14H/02C),,BARRAGEM DA BOUÇÃ (14H/02C),,BARRAGEM DA BOUÇÃ (14H/02C),,BARRAGEM DA BOUÇÃ (14H/02C),,BARRAGEM DA BRAVURA (30E/03C),,BARRAGEM DA BRAVURA (30E/03C),,BARRAGEM DA BRAVURA (30E/03C),,BARRAGEM DA BRAVURA (30E/03C),,BARRAGEM DA PRACANA (16K/02U),,BARRAGEM DA PRACANA (16K/02U),,BARRAGEM DA PRACANA (16K/02U),,BARRAGEM DA PRACANA (16K/02U),,BARRAGEM DE CAMPILHAS (26F/02C),,BARRAGEM DE CAMPILHAS (26F/02C),,BARRAGEM DE CAMPILHAS (26F/02C),,BARRAGEM DE CAMPILHAS (26F/02C),,BARRAGEM DE CASTELO BURGÃES (08G/01C),,BARRAGEM DE CASTELO BURGÃES (08G/01C),,BARRAGEM DE CASTELO BURGÃES (08G/01C),,BARRAGEM DE CASTELO BURGÃES (08G/01C),,BARRAGEM DE CASTELO DE BODE (16H/01C),,BARRAGEM DE CASTELO DE BODE (16H/01C),,BARRAGEM DE CASTELO DE BODE (16H/01C),,BARRAGEM DE CASTELO DE BODE (16H/01C),,
,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,
17/01/2021 09:00,,,,,,,,,,,,,,,,,71,(vau),0,(vau),8.9,(vau),,,,,,,,,,,88,(vau),0,(vau),3.9,(vau),,,74,(vau),0,(vau),5.8,(vau),0.3,,,,,,,,,,
18/01/2021 09:00,,,,,,,,,,,,,,,,,77,(vau),0.1,(vau),8.4,(vau),,,,,,,,,,,79,(vau),0.1,(vau),5.6,(vau),,,72,(vau),0,(vau),7.8,(vau),0.2,,,,,,,,,,
19/01/2021 09:00,,,,,,,,,,,,,,,,,82,(vau),0.2,(vau),10.4,(vau),,,,,,,,,,,81,(vau),0,(vau),6.5,(vau),,,72,(vau),0,(vau),9.3,(vau),0.2,,,,,,,,,,
20/01/2021 09:00,,,,,,,,,,,,,,,,,77,(vau),2.8,(vau),13.5,(vau),,,,,,,,,,,82,(vau),0.3,(vau),11.7,(vau),,,81,(vau),19,(vau),10.7,(vau),4.4,,,,,,,,,,
21/01/2021 09:00,,,,,,,,,,,,,,,,,81,(vau),1.7,(vau),14.2,(vau),,,,,,,,,,,85,(vau),0.1,(vau),14.1,(vau),,,100,(vau),27.1,(vau),11,(vau),3.2,,,,,,,,,,
22/01/2021 09:00,,,,,,,,,,,,,,,,,85,(vau),3.5,(vau),15.3,(vau),,,,,,,,,,,87,(vau),0.2,(vau),15,(vau),,,99,(vau),28.9,(vau),11.4,(vau),4.1,,,,,,,,,,
23/01/2021 09:00,,,,,,,,,,,,,,,,,86,(vau),2.9,(vau),12.8,(vau),,,,,,,,,,,84,(vau),0,(vau),12.8,(vau),,,98,(vau),11.5,(vau),8.6,(vau),1.5,,,,,,,,,,
24/01/2021 09:00,,,,,,,,,,,,,,,,,90,(vau),4.1,(vau),14.8,(vau),,,,,,,,,,,93,(vau),0.1,(vau),14,(vau),,,100,(vau),47.2,(vau),10.7,(vau),2.3,,,,,,,,,,
25/01/2021 09:00,,,,,,,,,,,,,,,,,88,(vau),4.1,(vau),14.8,(vau),,,,,,,,,,,89,(vau),0.7,(vau),14.6,(vau),,,100,(vau),32.5,(vau),11.4,(vau),2.1,,,,,,,,,,
26/01/2021 09:00,,,,,,,,,,,,,,,,,90,(vau),1.7,(vau),15.6,(vau),,,,,,,,,,,94,(vau),2.6,(vau),15.2,(vau),,,100,(vau),35.5,(vau),12.8,(vau),1.1,,,,,,,,,,
27/01/2021 09:00,,,,,,,,,,,,,,,,,96,(vau),1,(vau),15,(vau),,,,,,,,,,,98,(vau),0.8,(vau),15.1,(vau),,,100,(vau),12,(vau),13,(vau),0.2,,,,,,,,,,
28/01/2021 09:00,,,,,,,,,,,,,,,,,93,(vau),0.3,(vau),14.2,(vau),,,,,,,,,,,94,(vau),0.1,(vau),14,(vau),,,100,(vau),0.2,(vau),11.7,(vau),0.4,,,,,,,,,,
29/01/2021 09:00,,,,,,,,,,,,,,,,,94,(vau),0.3,(vau),13.4,(vau),,,,,,,,,,,97,(vau),0,(vau),12.6,(vau),,,100,(vau),1,(vau),12.2,(vau),0.3,,,,,,,,,,
30/01/2021 09:00,,,,,,,,,,,,,,,,,97,(vau),1.1,(vau),13.1,(vau),,,,,,,,,,,95,(vau),1,(vau),13,(vau),,,100,(vau),13.8,(vau),11.7,(vau),2.3,,,,,,,,,,
31/01/2021 09:00,,,,,,,,,,,,,,,,,83,(vau),0.8,(vau),14,(vau),,,,,,,,,,,83,(vau),0,(vau),13.9,(vau),,,99,(vau),20.5,(vau),10.3,(vau),2.1,,,,,,,,,,
01/02/2021 09:00,,,,,,,,,,,,,,,,,89,(vau),1.1,(vau),14.7,(vau),,,,,,,,,,,93,(vau),2.8,(vau),14.3,(vau),,,100,(vau),24.5,(vau),12.1,(vau),2,,,,,,,,,,
02/02/2021 09:00,,,,,,,,,,,,,,,,,90,(vau),0.7,(vau),14.7,(vau),,,,,,,,,,,92,(vau),0.9,(vau),14,(vau),,,100,(vau),8.6,(vau),11.5,(vau),1.2,,,,,,,,,,
03/02/2021 09:00,,,,,,,,,,,,,,,,,78,(vau),0.1,(vau),14.8,(vau),,,,,,,,,,,81,(vau),4.1,(vau),14.4,(vau),,,100,(vau),20,(vau),12.1,(vau),3.9,,,,,,,,,,
04/02/2021 09:00,,,,,,,,,,,,,,,,,95,(vau),17.5,(vau),13.3,(vau),,,,,,,,,,,95,(vau),4.7,(vau),13.1,(vau),,,95,(vau),3.5,(vau),11.2,(vau),1.4,,,,,,,,,,
05/02/2021 09:00,,,,,,,,,,,,,,,,,94,(vau),5.9,(vau),12,(vau),,,,,,,,,,,93,(vau),4.5,(vau),11.6,(vau),,,89,(vau),0,(vau),9.1,(vau),0.5,,,,,,,,,,
06/02/2021 09:00,,,,,,,,,,,,,,,,,87,(vau),13.5,(vau),11.4,(vau),,,,,,,,,,,87,(vau),1,(vau),11.2,(vau),,,98,(vau),6.9,(vau),8.2,(vau),0.8,,,,,,,,,,
07/02/2021 09:00,,,,,,,,,,,,,,,,,79,(vau),6.5,(vau),10.9,(vau),,,,,,,,,,,78,(vau),0,(vau),10.8,(vau),,,96,(vau),0.2,(vau),5.9,(vau),0.2,,,,,,,,,,
08/02/2021 09:00,,,,,,,,,,,,,,,,,82,(vau),4.5,(vau),12.8,(vau),,,,,,,,,,,83,(vau),0,(vau),12.5,(vau),,,98,(vau),26.1,(vau),8.7,(vau),1.9,,,,,,,,,,
09/02/2021 09:00,,,,,,,,,,,,,,,,,84,(vau),0.9,(vau),12.9,(vau),,,,,,,,,,,85,(vau),0.1,(vau),13.3,(vau),,,99,(vau),51.1,(vau),9.6,(vau),3.3,,,,,,,,,,
10/02/2021 09:00,,,,,,,,,,,,,,,,,88,(vau),3.1,(vau),14.5,(vau),,,,,,,,,,,88,(vau),1.3,(vau),14.4,(vau),,,100,(vau),18.7,(vau),9.1,(vau),2.8,,,,,,,,,,
11/02/2021 09:00,,,,,,,,,,,,,,,,,94,(vau),1.2,(vau),14.6,(vau),,,,,,,,,,,95,(vau),6.5,(vau),14.6,(vau),,,92,(vau),3.3,(vau),11.9,(vau),1.4,,,,,,,,,,
12/02/2021 09:00,,,,,,,,,,,,,,,,,92,(vau),0.7,(vau),14.8,(vau),,,,,,,,,,,91,(vau),2.4,(vau),14.6,(vau),,,100,(vau),24.1,(vau),12.2,(vau),2.5,,,,,,,,,,
13/02/2021 09:00,,,,,,,,,,,,,,,,,82,(vau),0.1,(vau),12.1,(vau),,,,,,,,,,,86,(vau),0,(vau),11,(vau),,,94,(vau),0.1,(vau),10.5,(vau),0.3,,,,,,,,,,
14/02/2021 09:00,,,,,,,,,,,,,,,,,75,(vau),0.1,(vau),11.7,(vau),,,,,,,,,,,86,(vau),0,(vau),10.2,(vau),,,89,(vau),0,(vau),11.9,(vau),0.3,,,,,,,,,,
15/02/2021 09:00,,,,,,,,,,,,,,,,,60,(vau),0,(vau),15.5,(vau),,,,,,,,,,,77,(vau),0.1,(vau),11.9,(vau),,,52,(vau),0,(vau),15.5,(vau),1,,,,,,,,,,
16/02/2021 09:00,,,,,,,,,,,,,,,,,81,(vau),0,(vau),14.7,(vau),,,,,,,,,,,70,(vau),0,(vau),14.4,(vau),,,61,(vau),0,(vau),15.3,(vau),2.5,,,,,,,,,,
17/02/2021 09:00,,,,,,,,,,,,,,,,,88,(vau),0.2,(vau),12.4,(vau),,,,,,,,,,,87,(vau),0,(vau),13.6,(vau),,,100,(vau),6.5,(vau),10.9,(vau),0.9,,,,,,,,,,
18/02/2021 09:00,,,,,,,,,,,,,,,,,89,(vau),0.3,(vau),12,(vau),,,,,,,,,,,92,(vau),0,(vau),12.4,(vau),,,96,(vau),22.7,(vau),12.5,(vau),2.3,,,,,,,,,,
19/02/2021 09:00,,,,,,,,,,,,,,,,,91,(vau),0.2,(vau),13.5,(vau),,,,,,,,,,,85,(vau),0,(vau),12.1,(vau),,,99,(vau),1.7,(vau),11.3,(vau),1.9,,,,,,,,,,
20/02/2021 09:00,,,,,,,,,,,,,,,,,82,(vau),0,(vau),14.8,(vau),,,,,,,,,,,81,(vau),0,(vau),13.7,(vau),,,81,(vau),1.6,(vau),13.3,(vau),5.3,,,,,,,,,,
21/02/2021 09:00,,,,,,,,,,,,,,,,,83,(vau),7.9,(vau),13.4,(vau),,,,,,,,,,,85,(vau),0,(vau),12.5,(vau),,,100,(vau),56.1,(vau),8.7,(vau),1.8,,,,,,,,,,
22/02/2021 09:00,,,,,,,,,,,,,,,,,86,(vau),3.1,(vau),9.3,(vau),,,,,,,,,,,82,(vau),0,(vau),9.1,(vau),,,91,(vau),0.1,(vau),6.7,(vau),0.5,,,,,,,,,,
23/02/2021 09:00,,,,,,,,,,,,,,,,,88,(vau),2.7,(vau),13.2,(vau),,,,,,,,,,,79,(vau),0,(vau),13.4,(vau),,,65,(vau),0.1,(vau),11.6,(vau),1,,,,,,,,,,
24/02/2021 09:00,,,,,,,,,,,,,,,,,73,(vau),0.1,(vau),13.5,(vau),,,,,,,,,,,74,(vau),0,(vau),11.6,(vau),,,52,(vau),0,(vau),13.8,(vau),2.6,,,,,,,,,,
25/02/2021 09:00,,,,,,,,,,,,,,,,,82,(vau),0,(vau),14.7,(vau),,,,,,,,,,,78,(vau),0,(vau),13.9,(vau),,,77,(vau),15.7,(vau),12.6,(vau),1.1,,,,,,,,,,
26/02/2021 09:00,,,,,,,,,,,,,,,,,84,(vau),2,(vau),13.1,(vau),,,,,,,,,,,88,(vau),3.5,(vau),12.2,(vau),,,97,(vau),0.8,(vau),9.7,(vau),0.2,,,,,,,,,,
27/02/2021 09:00,,,,,,,,,,,,,,,,,88,(vau),0.1,(vau),12.4,(vau),,,,,,,,,,,92,(vau),1.9,(vau),11.7,(vau),,,72,(vau),0,(vau),13.7,(vau),0.4,,,,,,,,,,
28/02/2021 09:00,,,,,,,,,,,,,,,,,82,(vau),0.2,(vau),12.9,(vau),,,,,,,,,,,86,(vau),0.1,(vau),12.8,(vau),,,66,(vau),0,(vau),13.2,(vau),0.1,,,,,,,,,,
01/03/2021 09:00,,,,,,,,,,,,,,,,,77,(vau),0,(vau),13.6,(vau),,,,,,,,,,,83,(vau),0,(vau),12.8,(vau),,,74,(vau),0,(vau),12.5,(vau),0.3,,,,,,,,,,
02/03/2021 09:00,,,,,,,,,,,,,,,,,81,(vau),1,(vau),13.7,(vau),,,,,,,,,,,84,(vau),0,(vau),13,(vau),,,89,(vau),0,(vau),11.7,(vau),0.9,,,,,,,,,,
03/03/2021 09:00,,,,,,,,,,,,,,,,,74,(vau),0,(vau),13.6,(vau),,,,,,,,,,,77,(vau),0,(vau),12.6,(vau),,,87,(vau),0,(vau),9.9,(vau),0.5,,,,,,,,,,
04/03/2021 09:00,,,,,,,,,,,,,,,,,77,(vau),0,(vau),15,(vau),,,,,,,,,,,79,(vau),0,(vau),14.4,(vau),,,77,(vau),0,(vau),14,(vau),0.7,,,,,,,,,,
05/03/2021 09:00,,,,,,,,,,,,,,,,,90,(vau),4.2,(vau),12.8,(vau),,,,,,,,,,,86,(vau),0,(vau),13.4,(vau),,,78,(vau),0,(vau),12.5,(vau),0.7,,,,,,,,,,
06/03/2021 09:00,,,,,,,,,,,,,,,,,85,(vau),2.4,(vau),12.6,(vau),,,,,,,,,,,93,(vau),7.5,(vau),11.2,(vau),,,72,(vau),0,(vau),12.8,(vau),0.4,,,,,,,,,,
07/03/2021 09:00,,,,,,,,,,,,,,,,,81,(vau),1.1,(vau),14.3,(vau),,,,,,,,,,,79,(vau),0.1,(vau),13.7,(vau),,,76,(vau),0,(vau),11.5,(vau),0.3,,,,,,,,,,
08/03/2021 09:00,,,,,,,,,,,,,,,,,74,(vau),0,(vau),12.9,(vau),,,,,,,,,,,76,(vau),0,(vau),12.6,(vau),,,89,(vau),0,(vau),9.7,(vau),0.7,,,,,,,,,,
09/03/2021 09:00,,,,,,,,,,,,,,,,,72,(vau),0,(vau),11.3,(vau),,,,,,,,,,,74,(vau),0,(vau),11,(vau),,,62,(vau),0,(vau),10.4,(vau),1,,,,,,,,,,
10/03/2021 09:00,,,,,,,,,,,,,,,,,65,(vau),0,(vau),12.5,(vau),,,,,,,,,,,69,(vau),0,(vau),10.8,(vau),,,70,(vau),0,(vau),8.7,(vau),0.5,,,,,,,,,,
11/03/2021 09:00,,,,,,,,,,,,,,,,,74,(vau),0,(vau),13,(vau),,,,,,,,,,,80,(vau),0,(vau),11.6,(vau),,,90,(vau),1.8,(vau),11.5,(vau),0.7,,,,,,,,,,
12/03/2021 09:00,,,,,,,,,,,,,,,,,79,(vau),0.1,(vau),14.1,(vau),,,,,,,,,,,89,(vau),0,(vau),12.4,(vau),,,98,(vau),7.5,(vau),10.4,(vau),0.8,,,,,,,,,,
13/03/2021 09:00,,,,,,,,,,,,,,,,,73,(vau),0,(vau),12.8,(vau),,,,,,,,,,,74,(vau),0,(vau),12.3,(vau),,,87,(vau),0.1,(vau),8,(vau),0.4,,,,,,,,,,
14/03/2021 09:00,,,,,,,,,,,,,,,,,65,(vau),0,(vau),12.5,(vau),,,,,,,,,,,67,(vau),0,(vau),12,(vau),,,85,(vau),0.1,(vau),8.9,(vau),0.6,,,,,,,,,,
15/03/2021 09:00,,,,,,,,,,,,,,,,,55,(vau),0,(vau),15.3,(vau),,,,,,,,,,,71,(vau),0,(vau),12.9,(vau),,,73,(vau),0,(vau),11.7,(vau),0.7,,,,,,,,,,
16/03/2021 09:00,,,,,,,,,,,,,,,,,52,(vau),0,(vau),16.6,(vau),,,,,,,,,,,64,(vau),0,(vau),14.5,(vau),,,46,(vau),0,(vau),15.1,(vau),0.5,,,,,,,,,,
17/03/2021 09:00,,,,,,,,,,,,,,,,,62,(vau),0,(vau),15.8,(vau),,,,,,,,,,,59,(vau),0,(vau),15,(vau),,,36,(vau),0,(vau),16.8,(vau),1.3,,,,,,,,,,
18/03/2021 09:00,,,,,,,,,,,,,,,,,59,(vau),0,(vau),16,(vau),,,,,,,,,,,53,(vau),0,(vau),16.2,(vau),,,32,(vau),0,(vau),16.4,(vau),1.8,,,,,,,,,,
19/03/2021 09:00,,,,,,,,,,,,,,,,,39,(vau),0,(vau),15.3,(vau),,,,,,,,,,,44,(vau),0,(vau),13.4,(vau),,,43,(vau),0,(vau),11.7,(vau),1.3,,,,,,,,,,
20/03/2021 09:00,,,,,,,,,,,,,,,,,59,(vau),0,(vau),13.4,(vau),,,,,,,,,,,62,(vau),0,(vau),11.9,(vau),,,51,(vau),0,(vau),11.4,(vau),1.5,,,,,,,,,,
21/03/2021 09:00,,,,,,,,,,,,,,,,,48,(vau),0,(vau),10.7,(vau),,,,,,,,,,,56,(vau),0,(vau),9.4,(vau),,,42,(vau),0,(vau),10.3,(vau),1.3,,,,,,,,,,
22/03/2021 09:00,,,,,,,,,,,,,,,,,57,(vau),0,(vau),12.7,(vau),,,,,,,,,,,66,(vau),0,(vau),10.4,(vau),,,50,(vau),0,(vau),11.3,(vau),0.8,,,,,,,,,,
23/03/2021 09:00,,,,,,,,,,,,,,,,,65,(vau),0,(vau),13.4,(vau),,,,,,,,,,,,,,,,,,,60,(vau),0,(vau),12.4,(vau),0.4,,,,,,,,,,
24/03/2021 09:00,,,,,,,,,,,,,,,,,71,(vau),0,(vau),14.3,(vau),,,,,,,,,,,,,,,,,,,82,(vau),0,(vau),10.6,(vau),0.7,,,,,,,,,,
25/03/2021 09:00,,,,,,,,,,,,,,,,,75,(vau),0.1,(vau),13,(vau),,,,,,,,,,,,,,,,,,,81,(vau),0,(vau),9.2,(vau),0.4,,,,,,,,,,
26/03/2021 09:00,,,,,,,,,,,,,,,,,73,(vau),0,(vau),13.9,(vau),,,,,,,,,,,,,,,,,,,85,(vau),0.1,(vau),10,(vau),0.6,,,,,,,,,,
27/03/2021 09:00,,,,,,,,,,,,,,,,,63,(vau),0,(vau),16.4,(vau),,,,,,,,,,,,,,,,,,,75,(vau),0,(vau),10.9,(vau),0.5,,,,,,,,,,
28/03/2021 09:00,,,,,,,,,,,,,,,,,53,(vau),0,(vau),17.8,(vau),,,,,,,,,,,,,,,,,,,59,(vau),0,(vau),13.6,(vau),0.6,,,,,,,,,,
29/03/2021 09:00,,,,,,,,,,,,,,,,,64,(vau),0,(vau),17.8,(vau),,,,,,,,,,,,,,,,,,,46,(vau),0,(vau),18.1,(vau),0.4,,,,,,,,,,
30/03/2021 09:00,,,,,,,,,,,,,,,,,68,(vau),1.1,(vau),17.7,(vau),,,,,,,,,,,,,,,,,,,55,(vau),0,(vau),16.6,(vau),0.3,,,,,,,,,,
31/03/2021 09:00,,,,,,,,,,,,,,,,,54,(vau),0,(vau),18.9,(vau),,,,,,,,,,,,,,,,,,,43,(vau),0,(vau),20.1,(vau),0.6,,,,,,,,,,
01/04/2021 09:00,,,,,,,,,,,,,,,,,78,(vau),0,(vau),17.3,(vau),,,,,,,,,,,,,,,,,,,42,(vau),0,(vau),21.2,(vau),2,,,,,,,,,,
02/04/2021 09:00,,,,,,,,,,,,,,,,,85,(vau),1.1,(vau),15.5,(vau),,,,,,,,,,,,,,,,,,,94,(vau),23.5,(vau),13.6,(vau),0.3,,,,,,,,,,
03/04/2021 09:00,,,,,,,,,,,,,,,,,75,(vau),0,(vau),15.3,(vau),,,,,,,,,,,,,,,,,,,98,(vau),0.9,(vau),12.3,(vau),0.2,,,,,,,,,,
04/04/2021 09:00,,,,,,,,,,,,,,,,,79,(vau),0,(vau),15,(vau),,,,,,,,,,,,,,,,,,,79,(vau),0,(vau),14.8,(vau),0.6,,,,,,,,,,
05/04/2021 09:00,,,,,,,,,,,,,,,,,81,(vau),0,(vau),14.5,(vau),,,,,,,,,,,,,,,,,,,51,(vau),0,(vau),15.3,(vau),0.6,,,,,,,,,,
06/04/2021 09:00,,,,,,,,,,,,,,,,,80,(vau),0.2,(vau),15.7,(vau),,,,,,,,,,,,,,,,,,,47,(vau),0,(vau),15.1,(vau),0,,,,,,,,,,
07/04/2021 09:00,,,,,,,,,,,,,,,,,59,(vau),0,(vau),17.7,(vau),,,,,,,,,,,,,,,,,,,51,(vau),0,(vau),14.3,(vau),0.6,,,,,,,,,,
08/04/2021 09:00,,,,,,,,,,,,,,,,,67,(vau),0,(vau),17,(vau),,,,,,,,,,,,,,,,,,,65,(vau),0,(vau),14.9,(vau),0.4,,,,,,,,,,
09/04/2021 09:00,,,,,,,,,,,,,,,,,83,(vau),0,(vau),15.7,(vau),,,,,,,,,,,,,,,,,,,80,(vau),3.5,(vau),14.3,(vau),0.6,,,,,,,,,,
10/04/2021 09:00,,,,,,,,,,,,,,,,,85,(vau),1.3,(vau),16.3,(vau),,,,,,,,,,,,,,,,,,,98,(vau),14.3,(vau),12.5,(vau),0.5,,,,,,,,,,
11/04/2021 09:00,,,,,,,,,,,,,,,,,83,(vau),2.4,(vau),16.3,(vau),,,,,,,,,,,,,,,,,,,99,(vau),15,(vau),12.4,(vau),0.3,,,,,,,,,,
12/04/2021 09:00,,,,,,,,,,,,,,,,,76,(vau),0,(vau),14.8,(vau),,,,,,,,,,,,,,,,,,,72,(vau),0,(vau),13.5,(vau),1.1,,,,,,,,,,
13/04/2021 09:00,,,,,,,,,,,,,,,,,73,(vau),0.1,(vau),16.6,(vau),,,,,,,,,,,,,,,,,,,66,(vau),6,(vau),14.8,(vau),0.9,,,,,,,,,,
14/04/2021 09:00,,,,,,,,,,,,,,,,,76,(vau),0,(vau),17.2,(vau),,,,,,,,,,,,,,,,,,,99,(vau),7.5,(vau),13.8,(vau),0.4,,,,,,,,,,
15/04/2021 09:00,,,,,,,,,,,,,,,,,91,(vau),1.8,(vau),15.1,(vau),,,,,,,,,,,,,,,,,,,74,(vau),0.1,(vau),16.5,(vau),0.6,,,,,,,,,,
16/04/2021 09:00,,,,,,,,,,,,,,,,,85,(vau),0.9,(vau),16.5,(vau),,,,,,,,,,,,,,,,,,,77,(vau),0,(vau),14.8,(vau),0.2,,,,,,,,,,
17/04/2021 09:00,,,,,,,,,,,,,,,,,82,(vau),0.2,(vau),16,(vau),,,,,,,,,,,,,,,,,,,56,(vau),0,(vau),15.7,(vau),0.4,,,,,,,,,,
18/04/2021 09:00,,,,,,,,,,,,,,,,,72,(vau),0,(vau),16.8,(vau),,,,,,,,,,,,,,,,,,,49,(vau),0,(vau),15,(vau),0.1,,,,,,,,,,
19/04/2021 09:00,,,,,,,,,,,,,,,,,64,(vau),0,(vau),17.9,(vau),,,,,,,,,,,,,,,,,,,64,(vau),0.1,(vau),15.8,(vau),0.4,,,,,,,,,,
20/04/2021 09:00,,,,,,,,,,,,,,,,,72,(vau),0,(vau),16.6,(vau),,,,,,,,,,,,,,,,,,,76,(vau),9,(vau),14.1,(vau),0.3,,,,,,,,,,
21/04/2021 09:00,,,,,,,,,,,,,,,,,74,(vau),0.1,(vau),15.8,(vau),,,,,,,,,,,,,,,,,,,97,(vau),0.8,(vau),11.8,(vau),0.1,,,,,,,,,,
22/04/2021 09:00,,,,,,,,,,,,,,,,,83,(vau),1.2,(vau),16,(vau),,,,,,,,,,,,,,,,,,,100,(vau),36.1,(vau),12.1,(vau),0.3,,,,,,,,,,
23/04/2021 09:00,,,,,,,,,,,,,,,,,73,(vau),0.1,(vau),16.9,(vau),,,,,,,,,,,,,,,,,,,83,(vau),3,(vau),14.8,(vau),0.5,,,,,,,,,,
24/04/2021 09:00,,,,,,,,,,,,,,,,,83,(vau),0,(vau),17.8,(vau),,,,,,,,,,,,,,,,,,,89,(vau),5.1,(vau),15.5,(vau),2,,,,,,,,,,
25/04/2021 09:00,,,,,,,,,,,,,,,,,83,(vau),0.2,(vau),17.6,(vau),,,,,,,,,,,,,,,,,,,89,(vau),35.2,(vau),15.1,(vau),0.9,,,,,,,,,,
26/04/2021 09:00,,,,,,,,,,,,,,,,,81,(vau),3,(vau),17.3,(vau),,,,,,,,,,,,,,,,,,,95,(vau),3.8,(vau),13,(vau),0.4,,,,,,,,,,
27/04/2021 09:00,,,,,,,,,,,,,,,,,86,(vau),1.7,(vau),16.2,(vau),,,,,,,,,,,,,,,,,,,89,(vau),2.8,(vau),14.5,(vau),0.1,,,,,,,,,,
28/04/2021 09:00,,,,,,,,,,,,,,,,,78,(vau),0.8,(vau),15.8,(vau),,,,,,,,,,,,,,,,,,,92,(vau),0,(vau),13.6,(vau),0.5,,,,,,,,,,
29/04/2021 09:00,,,,,,,,,,,,,,,,,76,(vau),0.6,(vau),14.7,(vau),,,,,,,,,,,,,,,,,,,96,(vau),4.5,(vau),11.3,(vau),0,,,,,,,,,,
30/04/2021 09:00,,,,,,,,,,,,,,,,,63,(vau),0,(vau),14.2,(vau),,,,,,,,,,,,,,,,,,,80,(vau),0,(vau),10,(vau),0.4,,,,,,,,,,
01/05/2021 09:00,,,,,,,,,,,,,,,,,62,(vau),0,(vau),14,(vau),,,,,,,,,,,,,,,,,,,78,(vau),0.1,(vau),10.1,(vau),0.3,,,,,,,,,,
02/05/2021 09:00,,,,,,,,,,,,,,,,,58,(vau),0,(vau),13.6,(vau),,,,,,,,,,,68,(vau),0,(vau),12,(vau),,,75,(vau),0,(vau),9.6,(vau),0.1,,,,,,,,,,
03/05/2021 09:00,,,,,,,,,,,,,,,,,55,(vau),0,(vau),15,(vau),,,,,,,,,,,65,(vau),0,(vau),13.2,(vau),,,64,(vau),0,(vau),11.6,(vau),0.2,,,,,,,,,,
04/05/2021 09:00,,,,,,,,,,,,,,,,,61,(vau),0,(vau),16.8,(vau),,,,,,,,,,,52,(vau),0,(vau),16.5,(vau),,,55,(vau),0,(vau),13.3,(vau),0,,,,,,,,,,
05/05/2021 09:00,,,,,,,,,,,,,,,,,47,(vau),0,(vau),18.7,(vau),,,,,,,,,,,56,(vau),0,(vau),16.9,(vau),,,73,(vau),0,(vau),13.3,(vau),0.2,,,,,,,,,,
06/05/2021 09:00,,,,,,,,,,,,,,,,,66,(vau),0,(vau),17.8,(vau),,,,,,,,,,,69,(vau),0,(vau),16.6,(vau),,,80,(vau),0.1,(vau),14.1,(vau),0.2,,,,,,,,,,
07/05/2021 09:00,,,,,,,,,,,,,,,,,67,(vau),0,(vau),17.8,(vau),,,,,,,,,,,78,(vau),0.1,(vau),15.5,(vau),,,83,(vau),0.1,(vau),14.3,(vau),0.2,,,,,,,,,,
08/05/2021 09:00,,,,,,,,,,,,,,,,,71,(vau),0.1,(vau),18.1,(vau),,,,,,,,,,,79,(vau),0.1,(vau),16.4,(vau),,,83,(vau),0.1,(vau),14.7,(vau),0.2,,,,,,,,,,
09/05/2021 09:00,,,,,,,,,,,,,,,,,73,(vau),3.4,(vau),17.2,(vau),,,,,,,,,,,79,(vau),2.8,(vau),16.3,(vau),,,82,(vau),24.2,(vau),15,(vau),1.1,,,,,,,,,,
10/05/2021 09:00,,,,,,,,,,,,,,,,,76,(vau),1.1,(vau),15,(vau),,,,,,,,,,,77,(vau),1,(vau),14.3,(vau),,,97,(vau),15.2,(vau),10.8,(vau),0.7,,,,,,,,,,
11/05/2021 09:00,,,,,,,,,,,,,,,,,73,(vau),1.4,(vau),13.9,(vau),,,,,,,,,,,74,(vau),1.1,(vau),13.3,(vau),,,95,(vau),7.4,(vau),9.5,(vau),0.6,,,,,,,,,,
12/05/2021 09:00,,,,,,,,,,,,,,,,,67,(vau),0,(vau),15,(vau),,,,,,,,,,,70,(vau),1.4,(vau),14.6,(vau),,,85,(vau),11.4,(vau),12.3,(vau),1.9,,,,,,,,,,
