SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,ALGÉS (21B/06G),,ALGÉS (21B/06G),,ALHASTROS (CARAPINHEIRA) (12F/04U),,ALHASTROS (CARAPINHEIRA) (12F/04U),,ALJEZUR (30E/01UG),,ALJEZUR (30E/01UG),,ALJUBARROTA (16D/01UG),,ALJUBARROTA (16D/01UG),,ALJUSTREL (26I/03UG),,ALJUSTREL (26I/03UG),,ALMACEDA (14K/01U),,ALMACEDA (14K/01U),,ALMAÇA (11H/01UG),,ALMAÇA (11H/01UG),,
,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,
08/04/2005 09:00,,,,,,,,,0,(vau),0.7,,0,(vau),1.4,,0,(vau),3.5,,,,,,0,(vau),0.2,,
09/04/2005 09:00,,,,,,,,,0,(vau),0.9,,0,(vau),1.8,,0,(vau),3.7,,,,,,0,(vau),0.6,,
10/04/2005 09:00,,,,,,,,,0.1,(vau),0.8,,0.1,(vau),1,,0,(vau),2.9,,,,,,0,(vau),0.6,,
11/04/2005 09:00,,,,,,,,,0,(vau),0.8,,0,(vau),0.8,,0,(vau),2.3,,,,,,0.1,(vau),0.4,,
12/04/2005 09:00,,,,,,,,,0.1,(vau),0.6,,0.1,(vau),0.9,,0,(vau),2.2,,,,,,0,(vau),0.4,,
13/04/2005 09:00,,,,,,,,,0,(vau),0.5,,0,(vau),0.8,,0,(vau),1.9,,,,,,0.1,(vau),0.4,,
14/04/2005 09:00,,,,,,,,,0,(vau),0.8,,0,(vau),1,,0,(vau),3.6,,,,,,0,(vau),0.4,,
15/04/2005 09:00,,,,,,,,,0,(vau),0.9,,2.4,(vau),1.1,,0,(vau),3.8,,,,,,0.7,(vau),0.3,,
16/04/2005 09:00,,,,,,,,,0,(vau),1.1,,1.4,(vau),1.3,,0,(vau),3.9,,,,,,0.7,(vau),0.3,,
17/04/2005 09:00,,,,,,,,,0.2,(vau),1,,1.5,(vau),1.4,,0,(vau),3.7,,,,,,0.1,(vau),0.2,,
18/04/2005 09:00,,,,,,,,,0.8,(vau),0.7,,4.4,(vau),1.6,,0.7,(vau),4.5,,,,,,0,(vau),0.3,,
19/04/2005 09:00,,,,,,,,,0.2,(vau),0.5,,0.1,(vau),1.3,,0,(vau),3.2,,,,,,0.1,(vau),0.3,,
20/04/2005 09:00,,,,,,,,,0,(vau),0.7,,0.4,(vau),0.9,,0.1,(vau),2.9,,,,,,0,(vau),0.2,,
21/04/2005 09:00,,,,,,,,,0.1,(vau),0.8,,0.1,(vau),0.8,,0,(vau),2.6,,,,,,0,(vau),0.1,,
22/04/2005 09:00,,,,,,,,,0,(vau),0.7,,0,(vau),0.9,,0,(vau),3,,,,,,0,(vau),0.1,,
23/04/2005 09:00,,,,,,,,,0,(vau),0.6,,1.1,(vau),0.8,,0.2,(vau),3.3,,,,,,0.1,(vau),0.2,,
24/04/2005 09:00,,,,,,,,,0,(vau),0.6,,3,(vau),0.8,,0,(vau),3.9,,,,,,0,(vau),0.1,,
25/04/2005 09:00,,,,,,,,,0.1,(vau),0.8,,0.2,(vau),0.9,,0,(vau),3.5,,,,,,0.1,(vau),0.2,,
26/04/2005 09:00,,,,,,,,,0.3,(vau),0.7,,0,(vau),0.8,,0,(vau),2.7,,,,,,0,(vau),0.1,,
27/04/2005 09:00,,,,,,,,,0,(vau),0.7,,0,(vau),1.2,,0,(vau),2.1,,,,,,0,(vau),0.2,,
28/04/2005 09:00,,,,,,,,,0,(vau),0.5,,0.1,(vau),0.8,,0,(vau),2.1,,,,,,0,(vau),0.2,,
29/04/2005 09:00,,,,,,,,,0,(vau),0.5,,0,(vau),0.8,,0,(vau),2.1,,,,,,0,(vau),0.2,,
30/04/2005 09:00,,,,,,,,,0,(vau),0.7,,0.1,(vau),0.6,,0,(vau),2.8,,,,,,0,(vau),0.2,,
01/05/2005 09:00,,,,,,,,,0,(vau),0.9,,0,(vau),1.1,,0,(vau),3.2,,,,,,0,(vau),0.4,,
02/05/2005 09:00,,,,,,,,,0.5,(vau),0.7,,0,(vau),1.6,,0,(vau),3.8,,,,,,0,(vau),0.5,,
03/05/2005 09:00,,,,,,,,,0.1,(vau),0.8,,0.3,(vau),1.2,,0.2,(vau),3.1,,,,,,0,(vau),0.5,,
04/05/2005 09:00,,,,,,,,,0,(vau),1,,0,(vau),1.2,,0,(vau),3.3,,,,,,0,(vau),0.2,,
05/05/2005 09:00,,,,,,,,,0,(vau),0.8,,0,(vau),1.2,,0,(vau),2.9,,,,,,0,(vau),0.4,,
06/05/2005 09:00,,,,,,,,,0,(vau),0.8,,0,(vau),1.4,,0,(vau),2.3,,,,,,0,(vau),0.7,,
07/05/2005 09:00,,,,,,,,,0,(vau),1,,0,(vau),1.1,,0,(vau),2.7,,,,,,0,(vau),0.3,,
08/05/2005 09:00,,,,,,,,,0,(vau),0.7,,0,(vau),1.1,,0,(vau),3.9,,,,,,0,(vau),0.3,,
09/05/2005 09:00,,,,,,,,,0.5,(vau),0.6,,0,(vau),0.8,,0.2,(vau),3.1,,,,,,0,(vau),0.2,,
10/05/2005 09:00,,,,,,,,,1.1,(vau),0.7,,0,(vau),1.2,,0.4,(vau),4.1,,,,,,0.8,(vau),0.3,,
11/05/2005 09:00,,,,,,,,,0.6,(vau),0.9,,0.6,(vau),1,,0,(vau),3.1,,,,,,0.1,(vau),0.4,,
12/05/2005 09:00,,,,,,,,,9.6,(vau),1.1,,14,(vau),0.5,,22.3,(vau),2,,,,,,0.4,(vau),0.1,,
13/05/2005 09:00,,,,,,,,,2,(vau),0.7,,5.2,(vau),0.9,,0,(vau),4.4,,,,,,5.4,(vau),0.3,,
14/05/2005 09:00,,,,,,,,,3.5,(vau),0.6,,0.4,(vau),1.3,,2.7,(vau),3.2,,,,,,1.3,(vau),0.3,,
15/05/2005 09:00,,,,,,,,,0.1,(vau),0.7,,0.1,(vau),1.3,,0,(vau),2.2,,,,,,0.9,(vau),0.4,,
16/05/2005 09:00,,,,,,,,,2.2,(vau),0.9,,0.7,(vau),1.3,,0.9,(vau),4.1,,,,,,5.1,(vau),0.4,,
17/05/2005 09:00,,,,,,,,,1.6,(vau),1.1,,3.2,(vau),1.5,,0,(vau),5.5,,,,,,8.5,(vau),0.2,,
18/05/2005 09:00,,,,,,,,,0.2,(vau),0.9,,0.1,(vau),1.7,,0,(vau),2.8,,,,,,0,(vau),0.3,,
19/05/2005 09:00,,,,,,,,,0.1,(vau),0.6,,0.1,(vau),1,,0,(vau),1.9,,,,,,0,(vau),0.2,,
20/05/2005 09:00,,,,,,,,,0.2,(vau),0.6,,0.1,(vau),1,,0,(vau),2.9,,,,,,0.1,(vau),0.3,,
21/05/2005 09:00,,,,,,,,,0,(vau),1.1,,0.3,(vau),1.1,,0,(vau),3.5,,,,,,1.7,(vau),0.2,,
22/05/2005 09:00,,,,,,,,,0,(vau),1.1,,0.8,(vau),0.9,,0,(vau),3.8,,,,,,1.1,(vau),0.2,,
23/05/2005 09:00,,,,,,,,,0,(vau),1.1,,0.2,(vau),1.2,,0,(vau),3.5,,,,,,0.1,(vau),0.2,,
24/05/2005 09:00,,,,,,,,,0.4,(vau),0.8,,0.1,(vau),1,,0,(vau),2.1,,,,,,0,(vau),0.3,,
25/05/2005 09:00,,,,,,,,,0,(vau),0.6,,0.1,(vau),0.8,,0,(vau),2.5,,,,,,0,(vau),0.3,,
26/05/2005 09:00,,,,,,,,,0,(vau),0.5,,0.1,(vau),0.8,,0,(vau),3.2,,,,,,0.1,(vau),0.3,,
27/05/2005 09:00,,,,,,,,,0,(vau),0.9,,0.1,(vau),0.9,,0,(vau),2.4,,,,,,0,(vau),0.3,,
28/05/2005 09:00,,,,,,,,,0.1,(vau),0.8,,1.3,(vau),1.2,,0,(vau),3.2,,,,,,0,(vau),0.3,,
29/05/2005 09:00,,,,,,,,,0,(vau),1,,0,(vau),1.6,,0,(vau),3.1,,,,,,0,(vau),0.3,,
30/05/2005 09:00,,,,,,,,,0,(vau),1,,0,(vau),1.8,,0,(vau),2.9,,,,,,0,(vau),0.2,,
31/05/2005 09:00,,,,,,,,,3,(vau),0.5,,0,(vau),0.9,,9.4,(vau),1.8,,,,,,0,(vau),0.4,,
01/06/2005 09:00,,,,,,,,,0,(vau),0.6,,0,(vau),0.9,,1.3,(vau),1.4,,,,,,0,(vau),0.3,,
02/06/2005 09:00,,,,,,,,,0,(vau),0.6,,0,(vau),1,,0,(vau),2.5,,,,,,0,(vau),0.3,,
03/06/2005 09:00,,,,,,,,,0,(vau),0.7,,0,(vau),1.4,,0,(vau),4,,,,,,0,(vau),0.3,,
04/06/2005 09:00,,,,,,,,,0,(vau),1.1,,0,(vau),1.9,,0,(vau),3.6,,,,,,0,(vau),0.4,,
05/06/2005 09:00,,,,,,,,,0.1,(vau),0.7,,0.1,(vau),1,,0,(vau),2.2,,,,,,0,(vau),0.3,,
06/06/2005 09:00,,,,,,,,,0,(vau),0.5,,0,(vau),0.9,,0,(vau),2.1,,,,,,0,(vau),0.3,,
07/06/2005 09:00,,,,,,,,,0,(vau),0.6,,0,(vau),1.1,,0,(vau),2.6,,,,,,0,(vau),0.5,,
08/06/2005 09:00,,,,,,,,,0,(vau),1.7,,0,(vau),1,,0,(vau),2.7,,,,,,0,(vau),0.4,,
09/06/2005 09:00,,,,,,,,,0,(vau),1.5,,0,(vau),0.7,,0,(vau),3.3,,,,,,0,(vau),0.3,,
10/06/2005 09:00,,,,,,,,,0,(vau),0.9,,0,(vau),0.9,,0,(vau),2.9,,,,,,0,(vau),0.3,,
11/06/2005 09:00,,,,,,,,,0,(vau),0.7,,0,(vau),0.9,,0,(vau),3.5,,,,,,0,(vau),0.3,,
12/06/2005 09:00,,,,,,,,,0,(vau),0.7,,0,(vau),0.9,,0.1,(vau),3.2,,,,,,0,(vau),0.3,,
13/06/2005 09:00,,,,,,,,,0,(vau),1,,0,(vau),0.9,,0,(vau),4.5,,,,,,0,(vau),0.3,,
14/06/2005 09:00,,,,,,,,,0,(vau),0.8,,0,(vau),1.2,,0.1,(vau),4,,,,,,3,(vau),0.2,,
15/06/2005 09:00,,,,,,,,,0.1,(vau),0.7,,0,(vau),1,,0,(vau),2.9,,,,,,0,(vau),0.2,,
16/06/2005 09:00,,,,,,,,,0,(vau),0.9,,0,(vau),1.3,,0,(vau),2.8,,,,,,0.1,(vau),0.3,,
17/06/2005 09:00,,,,,,,,,0,(vau),0.6,,0,(vau),0.9,,0,(vau),1.8,,,,,,0,(vau),0.3,,
18/06/2005 09:00,,,,,,,,,0.1,(vau),0.5,,0.1,(vau),0.8,,0,(vau),3,,,,,,0,(vau),0.3,,
19/06/2005 09:00,,,,,,,,,0,(vau),0.5,,0,(vau),1.1,,0,(vau),2.9,,,,,,0,(vau),0.3,,
20/06/2005 09:00,,,,,,,,,0,(vau),0.5,,0,(vau),1,,0,(vau),3.1,,,,,,0,(vau),0.3,,
21/06/2005 09:00,,,,,,,,,0,(vau),0.5,,0,(vau),1.3,,0,(vau),2.3,,,,,,0,(vau),0.3,,
22/06/2005 09:00,,,,,,,,,0,(vau),0.8,,0,(vau),1,,0,(vau),2.1,,,,,,0,(vau),0.3,,
23/06/2005 09:00,,,,,,,,,0,(vau),0.9,,0.1,(vau),0.9,,0,(vau),3.3,,,,,,0,(vau),0.4,,
24/06/2005 09:00,,,,,,,,,0,(vau),0.9,,0.2,(vau),1.1,,0,(vau),4.6,,,,,,0,(vau),0.3,,
25/06/2005 09:00,,,,,,,,,0,(vau),0.7,,0.5,(vau),0.7,,0,(vau),3.7,,,,,,0,(vau),0.2,,
26/06/2005 09:00,,,,,,,,,0,(vau),0.7,,0.1,(vau),1.1,,0,(vau),3.9,,,,,,0,(vau),0.3,,
27/06/2005 09:00,,,,,,,,,0,(vau),0.7,,0,(vau),1,,0,(vau),2.9,,,,,,0,(vau),0.4,,
28/06/2005 09:00,,,,,,,,,0,(vau),0.7,,0,(vau),1.3,,0,(vau),3.6,,,,,,0,(vau),0.5,,
29/06/2005 09:00,,,,,,,,,0,(vau),0.8,,0.9,(vau),1.2,,0,(vau),3.5,,,,,,0.4,(vau),0.5,,
30/06/2005 09:00,,,,,,,,,0,(vau),0.9,,0.3,(vau),0.9,,0,(vau),3.8,,,,,,0,(vau),0.3,,
01/07/2005 09:00,,,,,,,,,0,(vau),1.1,,0.2,(vau),1.4,,0,(vau),3.9,,,,,,0,(vau),0.3,,
02/07/2005 09:00,,,,,,,,,0,(vau),0.7,,0,(vau),1,,0,(vau),2.3,,,,,,0,(vau),0.3,,
03/07/2005 09:00,,,,,,,,,0.1,(vau),0.6,,0,(vau),1.4,,0,(vau),3.5,,,,,,0,(vau),0.3,,
04/07/2005 09:00,,,,,,,,,0,(vau),0.9,,0,(vau),2.3,,0,(vau),4.1,,,,,,0,(vau),0.3,,
05/07/2005 09:00,,,,,,,,,0,(vau),1.1,,0,(vau),2.7,,0,(vau),3.6,,,,,,0,(vau),0.4,,
06/07/2005 09:00,,,,,,,,,0,(vau),0.9,,0.1,(vau),1.8,,0,(vau),2.8,,,,,,0,(vau),0.3,,
07/07/2005 09:00,,,,,,,,,0.1,(vau),0.7,,0,(vau),1.5,,0,(vau),3.3,,,,,,0,(vau),0.4,,
08/07/2005 09:00,,,,,,,,,0,(vau),0.7,,0,(vau),0.8,,0,(vau),3.3,,,,,,0,(vau),0.6,,
09/07/2005 09:00,,,,,,,,,0,(vau),0.6,,0,(vau),0.8,,0,(vau),3.2,,,,,,0,(vau),0.5,,
10/07/2005 09:00,,,,,,,,,0,(vau),0.8,,0,(vau),0.7,,0,(vau),3,,,,,,0,(vau),0.4,,
11/07/2005 09:00,,,,,,,,,0,(vau),0.7,,0,(vau),0.9,,0,(vau),3.4,,,,,,0,(vau),0.5,,
12/07/2005 09:00,,,,,,,,,0,(vau),1,,0,(vau),0.9,,0,(vau),3.4,,,,,,0,(vau),0.4,,
13/07/2005 09:00,,,,,,,,,0.2,(vau),0.7,,0,(vau),0.8,,0,(vau),3.8,,,,,,0,(vau),0.3,,
14/07/2005 09:00,,,,,,,,,0.1,(vau),0.6,,0,(vau),1,,0,(vau),3.8,,,,,,0,(vau),0.3,,
15/07/2005 09:00,,,,,,,,,0.1,(vau),0.6,,0,(vau),1.1,,0,(vau),3.1,,,,,,0,(vau),0.3,,
16/07/2005 09:00,,,,,,,,,0,(vau),0.7,,0.1,(vau),1.1,,0,(vau),3.5,,,,,,0.2,(vau),0.3,,
17/07/2005 09:00,,,,,,,,,0,(vau),0.9,,0,(vau),1.2,,0,(vau),3.5,,,,,,0,(vau),0.3,,
18/07/2005 09:00,,,,,,,,,0.1,(vau),1,,0,(vau),1.1,,0,(vau),3.9,,,,,,0,(vau),0.2,,
19/07/2005 09:00,,,,,,,,,0.1,(vau),0.9,,0,(vau),1.2,,0,(vau),2.9,,,,,,0,(vau),0.3,,
20/07/2005 09:00,,,,,,,,,0,(vau),0.5,,0,(vau),0.9,,0,(vau),2.5,,,,,,0,(vau),0.3,,
21/07/2005 09:00,,,,,,,,,0,(vau),0.7,,0,(vau),0.8,,0,(vau),3.1,,,,,,0,(vau),0.3,,
22/07/2005 09:00,,,,,,,,,0,(vau),0.9,,0,(vau),1.3,,0,(vau),5.2,,,,,,0,(vau),0.3,,
23/07/2005 09:00,,,,,,,,,0,(vau),0.8,,0,(vau),1.8,,0,(vau),5,,,,,,0,(vau),0.4,,
24/07/2005 09:00,,,,,,,,,0.1,(vau),0.9,,0.5,(vau),1.2,,0,(vau),3.9,,,,,,0,(vau),0.3,,
25/07/2005 09:00,,,,,,,,,0,(vau),0.7,,0.1,(vau),0.9,,0,(vau),4.2,,,,,,0,(vau),0.1,,
26/07/2005 09:00,,,,,,,,,0,(vau),0.6,,0,(vau),1.2,,0,(vau),3.9,,,,,,0,(vau),0.2,,
27/07/2005 09:00,,,,,,,,,0,(vau),2.3,,6.6,(vau),1.9,,0,(vau),5.2,,,,,,12.5,(vau),0.5,,
28/07/2005 09:00,,,,,,,,,1.1,(vau),1.1,,3.2,(vau),1.8,,0,(vau),3.9,,,,,,1,(vau),0.8,,
29/07/2005 09:00,,,,,,,,,0.1,(vau),0.6,,0.2,(vau),1.2,,0,(vau),3.6,,,,,,2.2,(vau),0.2,,
30/07/2005 09:00,,,,,,,,,0,(vau),1.1,,0.1,(vau),1.3,,0,(vau),3.7,,,,,,0.1,(vau),0.3,,
31/07/2005 09:00,,,,,,,,,0,(vau),1,,0,(vau),1.8,,0,(vau),3.6,,,,,,0.1,(vau),0.3,,
01/08/2005 09:00,,,,,,,,,0,(vau),0.8,,0,(vau),1.7,,0,(vau),3.1,,,,,,0.1,(vau),0.3,,
02/08/2005 09:00,,,,,,,,,0.1,(vau),0.7,,0,(vau),1.3,,0,(vau),3.4,,,,,,0.1,(vau),0.4,,
03/08/2005 09:00,,,,,,,,,0,(vau),0.7,,0,(vau),1.2,,0,(vau),2.3,,,,,,0,(vau),0.3,,
04/08/2005 09:00,,,,,,,,,0,(vau),0.5,,0,(vau),1.3,,0,(vau),2.6,,,,,,0,(vau),0.3,,
05/08/2005 09:00,,,,,,,,,0,(vau),0.8,,0,(vau),1.1,,0,(vau),2.4,,,,,,0,(vau),0.4,,
06/08/2005 09:00,,,,,,,,,0,(vau),0.8,,0,(vau),0.8,,0,(vau),2.1,,,,,,0,(vau),0.2,,
07/08/2005 09:00,,,,,,,,,0,(vau),0.7,,0,(vau),0.8,,0,(vau),2.8,,,,,,0,(vau),0.2,,
08/08/2005 09:00,,,,,,,,,0,(vau),0.6,,0,(vau),1.1,,0,(vau),4.1,,,,,,0,(vau),0.3,,
09/08/2005 09:00,,,,,,,,,0,(vau),0.5,,0,(vau),1,,0.1,(vau),3.2,,,,,,0,(vau),0.2,,
10/08/2005 09:00,,,,,,,,,0.4,(vau),1,,5.1,(vau),0.4,,0,(vau),4.2,,,,,,5.1,(vau),0.1,,
11/08/2005 09:00,,,,,,,,,0,(vau),0.6,,0,(vau),1.2,,11,(vau),3.9,,,,,,2.5,(vau),0.1,,
12/08/2005 09:00,,,,,,,,,0,(vau),0.6,,0,(vau),0.9,,0,(vau),3,,,,,,0.1,(vau),0.3,,
13/08/2005 09:00,,,,,,,,,0,(vau),0.5,,0,(vau),0.9,,0,(vau),2.7,,,,,,0,(vau),0.3,,
14/08/2005 09:00,,,,,,,,,0,(vau),0.5,,0,(vau),0.8,,0,(vau),3.1,,,,,,0,(vau),0.3,,
15/08/2005 09:00,,,,,,,,,0.1,(vau),0.5,,0,(vau),0.8,,0,(vau),2.8,,,,,,0,(vau),0.3,,
16/08/2005 09:00,,,,,,,,,0,(vau),0.6,,0.1,(vau),0.8,,0,(vau),3.3,,,,,,0,(vau),0.3,,
17/08/2005 09:00,,,,,,,,,0,(vau),0.5,,0,(vau),0.9,,0.2,(vau),3.7,,,,,,0.1,(vau),0.3,,
18/08/2005 09:00,,,,,,,,,0,(vau),0.6,,0,(vau),1.3,,0,(vau),3.4,,,,,,0,(vau),0.2,,
19/08/2005 09:00,,,,,,,,,0.5,(vau),0.7,,0,(vau),1.9,,0,(vau),3.3,,,,,,0.1,(vau),0.3,,
20/08/2005 09:00,,,,,,,,,0,(vau),0.4,,0,(vau),1,,0,(vau),1.7,,,,,,0,(vau),0.6,,
21/08/2005 09:00,,,,,,,,,0,(vau),0.5,,0,(vau),1.3,,0,(vau),2,,,,,,0,(vau),0.7,,
22/08/2005 09:00,,,,,,,,,0,(vau),0.4,,0,(vau),1.3,,0,(vau),2.6,,,,,,0,(vau),0.4,,
23/08/2005 09:00,,,,,,,,,0,(vau),0.5,,0,(vau),0.9,,0,(vau),2.2,,,,,,0,(vau),0.3,,
24/08/2005 09:00,,,,,,,,,0.1,(vau),0.6,,0.1,(vau),1,,0,(vau),2.5,,,,,,0,(vau),0.2,,
25/08/2005 09:00,,,,,,,,,0.1,(vau),0.6,,0.2,(vau),1.6,,0,(vau),3.3,,,,,,0,(vau),0.3,,
26/08/2005 09:00,,,,,,,,,0,(vau),0.8,,0.1,(vau),1.6,,0,(vau),3.4,,,,,,0,(vau),0.3,,
27/08/2005 09:00,,,,,,,,,0,(vau),0.7,,0.2,(vau),1.1,,0,(vau),3.5,,,,,,0,(vau),0.3,,
28/08/2005 09:00,,,,,,,,,0.1,(vau),0.9,,0,(vau),1.6,,0,(vau),3.3,,,,,,0,(vau),0.3,,
29/08/2005 09:00,,,,,,,,,0.1,(vau),0.6,,0,(vau),1,,0,(vau),2.6,,,,,,0.1,(vau),0.3,,
30/08/2005 09:00,,,,,,,,,0,(vau),0.4,,0,(vau),0.7,,0,(vau),2.5,,,,,,0.1,(vau),0.3,,
31/08/2005 09:00,,,,,,,,,0,(vau),0.8,,0.1,(vau),0.9,,0.3,(vau),3.7,,,,,,0,(vau),0.3,,
01/09/2005 09:00,,,,,,,,,0.2,(vau),0.9,,0,(vau),1.4,,0,(vau),2.9,,,,,,0.1,(vau),0.3,,
02/09/2005 09:00,,,,,,,,,0.1,(vau),0.7,,0,(vau),1.5,,0,(vau),2.5,,,,,,0,(vau),0.3,,
03/09/2005 09:00,,,,,,,,,0,(vau),0.4,,0.2,(vau),0.9,,0,(vau),1.7,,,,,,0.1,(vau),0.2,,
04/09/2005 09:00,,,,,,,,,0,(vau),0.4,,0,(vau),0.8,,0,(vau),2.6,,,,,,0,(vau),0.2,,
05/09/2005 09:00,,,,,,,,,0,(vau),0.6,,0,(vau),1.1,,0,(vau),2.9,,,,,,0,(vau),0.3,,
06/09/2005 09:00,,,,,,,,,0,(vau),0.6,,1.7,(vau),1.1,,0,(vau),4.6,,,,,,1.6,(vau),0.2,,
07/09/2005 09:00,,,,,,,,,3.9,(vau),0.7,,8.8,(vau),1.9,,0.6,(vau),6.2,,,,,,12.6,(vau),0.2,,
08/09/2005 09:00,,,,,,,,,0.1,(vau),0.6,,0,(vau),1.3,,0,(vau),3.5,,,,,,0.2,(vau),0.2,,
09/09/2005 09:00,,,,,,,,,0.1,(vau),0.5,,0.1,(vau),0.9,,0,(vau),2.9,,,,,,0.7,(vau),0.2,,
10/09/2005 09:00,,,,,,,,,0.3,(vau),0.7,,7.3,(vau),0.8,,0,(vau),3.4,,,,,,3.8,(vau),0.1,,
11/09/2005 09:00,,,,,,,,,0,(vau),0.6,,0.2,(vau),1,,0,(vau),2.7,,,,,,0.3,(vau),0.1,,
12/09/2005 09:00,,,,,,,,,0,(vau),0.8,,0,(vau),1.2,,0,(vau),3,,,,,,0,(vau),0.2,,
13/09/2005 09:00,,,,,,,,,0.1,(vau),0.6,,0.1,(vau),0.9,,0,(vau),2.3,,,,,,0.1,(vau),0.2,,
14/09/2005 09:00,,,,,,,,,0,(vau),0.6,,0,(vau),0.8,,0,(vau),2.8,,,,,,0,(vau),0.3,,
15/09/2005 09:00,,,,,,,,,0.6,(vau),0.6,,0,(vau),0.8,,0,(vau),2.1,,,,,,0,(vau),0.2,,
16/09/2005 09:00,,,,,,,,,2.9,(vau),0.5,,0,(vau),0.8,,0,(vau),2.4,,,,,,0,(vau),0.2,,
17/09/2005 09:00,,,,,,,,,0,(vau),0.7,,0,(vau),1.6,,0,(vau),3.8,,,,,,0,(vau),0.3,,
18/09/2005 09:00,,,,,,,,,0,(vau),0.5,,0,(vau),2.1,,0,(vau),3.3,,,,,,0,(vau),1.1,,
19/09/2005 09:00,,,,,,,,,0,(vau),0.6,,0,(vau),0.8,,0,(vau),1.9,,,,,,0,(vau),0.4,,
20/09/2005 09:00,,,,,,,,,0.1,(vau),0.4,,0,(vau),0.7,,0,(vau),2.4,,,,,,0,(vau),0.2,,
21/09/2005 09:00,,,,,,,,,0,(vau),0.4,,0.1,(vau),0.6,,0,(vau),2.1,,,,,,0,(vau),0.2,,
22/09/2005 09:00,,,,,,,,,0,(vau),0.4,,0,(vau),0.9,,0,(vau),1.8,,,,,,0.1,(vau),0.2,,
23/09/2005 09:00,,,,,,,,,0,(vau),0.3,,0,(vau),1.1,,0,(vau),2,,,,,,0,(vau),0.2,,
24/09/2005 09:00,,,,,,,,,0,(vau),0.6,,0.2,(vau),1.3,,0,(vau),3.1,,,,,,0.1,(vau),0.2,,
25/09/2005 09:00,,,,,,,,,0.1,(vau),0.7,,0.2,(vau),1,,0,(vau),3.3,,,,,,0.1,(vau),0.2,,
26/09/2005 09:00,,,,,,,,,0.2,(vau),0.7,,0.2,(vau),1.1,,0,(vau),2.9,,,,,,0.2,(vau),0.2,,
27/09/2005 09:00,,,,,,,,,0,(vau),0.5,,0.1,(vau),0.8,,0,(vau),1.6,,,,,,0,(vau),0.2,,
28/09/2005 09:00,,,,,,,,,0,(vau),0.4,,0.1,(vau),1.1,,0,(vau),1.6,,,,,,0.1,(vau),0.2,,
29/09/2005 09:00,,,,,,,,,0.1,(vau),0.3,,0.2,(vau),0.8,,0,(vau),2.3,,,,,,0.1,(vau),0.2,,
30/09/2005 09:00,,,,,,,,,0,(vau),0.3,,0,(vau),0.5,,0,(vau),1.5,,,,,,0,(vau),0.2,,
01/10/2005 09:00,,,,,,,,,0,(vau),0.4,,0,(vau),0.7,,0,(vau),2.1,,,,,,0,(vau),0.2,,
02/10/2005 09:00,,,,,,,,,0,(vau),0.4,,0.2,(vau),0.9,,0,(vau),2.9,,,,,,0,(vau),0.4,,
03/10/2005 09:00,,,,,,,,,0,(vau),0.5,,0,(vau),2.1,,0,(vau),2.9,,,,,,0,(vau),1.1,,
04/10/2005 09:00,,,,,,,,,0,(vau),0.4,,0,(vau),1,,0,(vau),2.8,,,,,,0.1,(vau),0.3,,
05/10/2005 09:00,,,,,,,,,0.1,(vau),0.4,,0,(vau),0.6,,0.3,(vau),1.9,,,,,,0,(vau),0.2,,
06/10/2005 09:00,,,,,,,,,0.1,(vau),0.3,,0,(vau),0.6,,0,(vau),1.6,,,,,,0,(vau),0.2,,
07/10/2005 09:00,,,,,,,,,0,(vau),0.4,,0,(vau),0.5,,0,(vau),1.8,,,,,,0,(vau),0.1,,
08/10/2005 09:00,,,,,,,,,0,(vau),1.4,,0,(vau),0.7,,0,(vau),3.1,,,,,,0,(vau),0.2,,
09/10/2005 09:00,,,,,,,,,1.9,(vau),1.2,,0,(vau),0.7,,0,(vau),2.2,,,,,,0,(vau),0.1,,
10/10/2005 09:00,,,,,,,,,17.1,(vau),0.9,,0.3,(vau),1.1,,10.5,(vau),2.8,,,,,,7,(vau),0.2,,
11/10/2005 09:00,,,,,,,,,7.3,(vau),1.3,,3.4,(vau),1.3,,10.6,(vau),4,,,,,,5.1,(vau),0.1,,
12/10/2005 09:00,,,,,,,,,10.3,(vau),0.6,,6.9,(vau),1.3,,4.8,(vau),4,,,,,,18.6,(vau),0.2,,
13/10/2005 09:00,,,,,,,,,1.3,(vau),0.4,,3.5,(vau),0.8,,8.8,(vau),3,,,,,,7.2,(vau),0.1,,
14/10/2005 09:00,,,,,,,,,0,(vau),0.6,,0.1,(vau),1.1,,0,(vau),3,,,,,,0,(vau),0.1,,
15/10/2005 09:00,,,,,,,,,0,(vau),0.4,,0.1,(vau),0.7,,0,(vau),1.6,,,,,,0,(vau),0.1,,
16/10/2005 09:00,,,,,,,,,0,(vau),0.2,,0,(vau),0.6,,0,(vau),1.5,,,,,,0,(vau),0.1,,
