SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,OTA (19D/02UG),,OTA (19D/02UG),,OUTEIRO (03J/02UG),,OUTEIRO (03J/02UG),,PADERNE (30H/05UG),,PADERNE (30H/05UG),,PADRELA (04M/01UG),,PADRELA (04M/01UG),,PALHEIROS (05M/02U),,PALHEIROS (05M/02U),,PALME (04E/03UG),,PALME (04E/03UG),,PAMPILHOSA DA SERRA (13J/03UG),,PAMPILHOSA DA SERRA (13J/03UG),,
,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,
14/10/2009 09:00,1.4,(vau),0.3,,0.1,(vau),0.7,,0,(vau),1.1,,0,(vau),1.4,,,,,,1.9,(vau),1.1,,0,(vau),1.2,,
15/10/2009 09:00,0,(vau),0.3,,0.1,(vau),0.4,,0,(vau),0.9,,0,(vau),0.9,,,,,,2.2,(vau),0.7,,0,(vau),0.8,,
16/10/2009 09:00,0,(vau),0.2,,0.1,(vau),0.6,,0,(vau),0.5,,0,(vau),2.2,,,,,,2.3,(vau),1.5,,0,(vau),1.8,,
17/10/2009 09:00,0,(vau),0.3,,0,(vau),0.7,,0,(vau),0.7,,0,(vau),2.5,,,,,,1.8,(vau),1.2,,0,(vau),1.3,,
18/10/2009 09:00,0,(vau),0.2,,0.1,(vau),0.5,,0,(vau),0.6,,0,(vau),1.2,,,,,,1.5,(vau),0.4,,0,(vau),0.6,,
19/10/2009 09:00,0,(vau),0.3,,0,(vau),0.4,,0,(vau),0.5,,0,(vau),1.1,,,,,,1,(vau),0.3,,0,(vau),0.8,,
20/10/2009 09:00,0,(vau),0.6,,0.1,(vau),1.6,,0,(vau),0.9,,13.4,(vau),2.4,,,,,,1.2,(vau),1.1,,15.8,(vau),0.7,,
21/10/2009 09:00,0,(vau),0.5,,0.1,(vau),1.1,,0,(vau),0.6,,6.7,(vau),2.5,,,,,,1.2,(vau),0.6,,13.3,(vau),0.4,,
22/10/2009 09:00,0,(vau),1.2,,0.1,(vau),2.1,,0,(vau),1.5,,9.6,(vau),2.9,,,,,,5.4,(vau),0.9,,18.4,(vau),1.6,,
23/10/2009 09:00,0,(vau),0.4,,0.1,(vau),1,,0,(vau),0.9,,5.5,(vau),2.9,,,,,,9.2,(vau),1,,0.2,(vau),0.5,,
24/10/2009 09:00,0,(vau),0.1,,0.2,(vau),1.6,,0,(vau),0.4,,2.7,(vau),1.6,,,,,,7,(vau),1.5,,0.8,(vau),0.2,,
25/10/2009 09:00,0,(vau),0.1,,0.1,(vau),1.3,,0,(vau),0.4,,2,(vau),1.7,,,,,,12.7,(vau),1.1,,0.1,(vau),0.1,,
26/10/2009 09:00,0,(vau),0.2,,0.1,(vau),0.4,,0,(vau),0.4,,1.9,(vau),0.9,,,,,,14.1,(vau),0.3,,0.2,(vau),0.3,,
27/10/2009 09:00,0,(vau),0.1,,0.2,(vau),0.4,,0,(vau),0.5,,1.5,(vau),1.1,,,,,,11.9,(vau),0.4,,0.2,(vau),0.9,,
28/10/2009 09:00,0,(vau),0.1,,0.1,(vau),0.5,,0,(vau),1.2,,1.5,(vau),0.7,,,,,,9,(vau),0.3,,0.2,(vau),0.9,,
29/10/2009 09:00,0,(vau),0.6,,0.2,(vau),0.5,,0,(vau),1.4,,1.4,(vau),1.3,,,,,,8.6,(vau),1,,0.1,(vau),1.4,,
30/10/2009 09:00,0,(vau),0.2,,0.2,(vau),0.4,,0,(vau),0.7,,1.2,(vau),0.8,,,,,,4.3,(vau),0.7,,0.2,(vau),0.5,,
31/10/2009 09:00,0,(vau),0.2,,0.2,(vau),0.4,,0,(vau),0.6,,1,(vau),0.7,,,,,,0,(vau),0.9,,0.1,(vau),0.4,,
01/11/2009 09:00,0,(vau),0.3,,0.2,(vau),1,,0,(vau),0.9,,1,(vau),1.7,,,,,,1.1,(vau),0.7,,0.2,(vau),0.5,,
02/11/2009 09:00,0,(vau),0.6,,0.1,(vau),1.8,,0,(vau),1.7,,1,(vau),2.8,,,,,,1.7,(vau),0.6,,2.3,(vau),1.2,,
03/11/2009 09:00,0,(vau),1.2,,0.1,(vau),1.5,,0,(vau),1.4,,0.8,(vau),2.8,,,,,,2.2,(vau),0.2,,0,(vau),1.2,,
04/11/2009 09:00,0,(vau),0.7,,0.1,(vau),2.9,,0,(vau),1.3,,0.9,(vau),3.8,,,,,,1.8,(vau),0.8,,4.2,(vau),1.3,,
05/11/2009 09:00,0,(vau),1.3,,0.1,(vau),4.7,,0,(vau),1.1,,0.7,(vau),3.4,,,,,,1.7,(vau),1,,0.4,(vau),2.5,,
06/11/2009 09:00,0,(vau),0.9,,0.1,(vau),2.4,,0,(vau),1.1,,0.6,(vau),3.3,,,,,,1.9,(vau),0.5,,1.3,(vau),2.3,,
07/11/2009 09:00,0,(vau),1.2,,0.1,(vau),2.1,,0,(vau),0.8,,0.6,(vau),3.5,,,,,,1.8,(vau),0.5,,4.7,(vau),1.8,,
08/11/2009 09:00,0,(vau),1,,0.1,(vau),5.5,,0,(vau),1.4,,0.1,(vau),3.9,,,,,,1.6,(vau),1,,0.4,(vau),2.3,,
09/11/2009 09:00,0,(vau),1.2,,0.1,(vau),2.5,,0,(vau),2.3,,0.5,(vau),3.4,,,,,,1.4,(vau),0.4,,0.1,(vau),1.5,,
10/11/2009 09:00,0,(vau),1.3,,0.1,(vau),0.7,,0,(vau),2,,0.5,(vau),2.4,,,,,,1.7,(vau),0,,0.2,(vau),0.6,,
11/11/2009 09:00,0,(vau),0.6,,0.1,(vau),1.4,,0,(vau),0.7,,0.5,(vau),3.2,,,,,,1.8,(vau),0.8,,0.1,(vau),0.8,,
12/11/2009 09:00,0,(vau),0.2,,0.1,(vau),2.1,,0.1,(vau),0.6,,0.4,(vau),2.5,,,,,,1.8,(vau),1.9,,0.3,(vau),0.1,,
13/11/2009 09:00,0,(vau),0.3,,0.1,(vau),1.6,,0.1,(vau),0.5,,0.5,(vau),1.9,,,,,,2,(vau),1.6,,0.9,(vau),0.3,,
14/11/2009 09:00,0,(vau),1.4,,0.2,(vau),2.9,,0,(vau),0.7,,0.4,(vau),4.1,,,,,,,,,,8.3,(vau),1.1,,
15/11/2009 09:00,0,(vau),0.7,,0.1,(vau),1.5,,0,(vau),1.5,,0.5,(vau),2.2,,,,,,,,1.4,,5.3,(vau),1.1,,
16/11/2009 09:00,0,(vau),1.4,,0.1,(vau),2.4,,0,(vau),2.5,,0.7,(vau),2.9,,,,,,6.3,(vau),2,,18.6,(vau),1.4,,
17/11/2009 09:00,0,(vau),1,,0.1,(vau),0.2,,0.1,(vau),1.5,,0.6,(vau),1.2,,,,,,5.4,(vau),0.1,,29,(vau),0.9,,
18/11/2009 09:00,0,(vau),0.6,,0.1,(vau),0.4,,0,(vau),0.6,,0.6,(vau),0.7,,,,,,6.7,(vau),0.2,,0.2,(vau),0.2,,
19/11/2009 09:00,0,(vau),0.1,,0.1,(vau),0.4,,0.1,(vau),0.3,,0.6,(vau),1.2,,,,,,5.1,(vau),0.3,,0.2,(vau),0.4,,
20/11/2009 09:00,0,(vau),0.2,,0.1,(vau),0.8,,0,(vau),0.4,,0.5,(vau),1.6,,,,,,4.6,(vau),1.5,,0,(vau),0.5,,
21/11/2009 09:00,0,(vau),0.5,,0.1,(vau),1.6,,0.1,(vau),0.5,,0.6,(vau),2.7,,,,,,3.3,(vau),1.8,,0.1,(vau),0.8,,
22/11/2009 09:00,0,(vau),0.3,,0.1,(vau),1.6,,0.3,(vau),1,,0.4,(vau),3.3,,,,,,2.7,(vau),1.2,,17.2,(vau),0.5,,
23/11/2009 09:00,0,(vau),0.2,,0.1,(vau),1.2,,8.6,(vau),0.7,,0.6,(vau),3.2,,,,,,3,(vau),0.7,,0.2,(vau),0.4,,
24/11/2009 09:00,0,(vau),0.2,,0.1,(vau),0.5,,0.1,(vau),0.5,,0.3,(vau),0.9,,,,,,2.3,(vau),0.2,,0.2,(vau),0.3,,
25/11/2009 09:00,0,(vau),0.2,,0.1,(vau),0.8,,0.1,(vau),0.4,,0.6,(vau),1.1,,,,,,1.4,(vau),1.3,,0.2,(vau),0.8,,
26/11/2009 09:00,0,(vau),0.5,,0,(vau),0.8,,5,(vau),1.4,,0.5,(vau),1.5,,,,,,1.7,(vau),0.4,,6.7,(vau),0.2,,
27/11/2009 09:00,0,(vau),0.4,,0.1,(vau),1.2,,0.1,(vau),0.8,,0.5,(vau),2.6,,,,,,1.5,(vau),0.5,,1.1,(vau),0.4,,
28/11/2009 09:00,0,(vau),0,,0.1,(vau),1.8,,0,(vau),0.2,,0.6,(vau),2.2,,,,,,1.4,(vau),0.6,,1.5,(vau),0.2,,
29/11/2009 09:00,0,(vau),0.5,,0.1,(vau),3.8,,0,(vau),0.4,,0.5,(vau),3.9,,,,,,1.1,(vau),1.4,,20.1,(vau),0.7,,
30/11/2009 09:00,0,(vau),0.5,,0.1,(vau),1.4,,0,(vau),1,,0.7,(vau),3.7,,,,,,1.2,(vau),0.5,,8.4,(vau),0.9,,
01/12/2009 09:00,0,(vau),0.3,,0.1,(vau),1.8,,0,(vau),0.6,,0.4,(vau),2.1,,,,,,1.9,(vau),0.5,,0.2,(vau),0.7,,
02/12/2009 09:00,0,(vau),0.3,,0.1,(vau),1.3,,0,(vau),0.4,,0.6,(vau),2.8,,,,,,2.8,(vau),0.7,,7.2,(vau),0.2,,
03/12/2009 09:00,0,(vau),0.5,,0.1,(vau),2.6,,0,(vau),0.7,,0.5,(vau),3.4,,,,,,2.4,(vau),0.7,,2.8,(vau),1.3,,
04/12/2009 09:00,0,(vau),0.6,,0.1,(vau),1,,0.1,(vau),0.8,,0.4,(vau),2.1,,,,,,1.8,(vau),0.2,,0,(vau),1,,
05/12/2009 09:00,0,(vau),0,,0.1,(vau),1.3,,0,(vau),0.7,,0.5,(vau),2,,,,,,7.8,(vau),1.6,,0.3,(vau),0.6,,
06/12/2009 09:00,0,(vau),0.7,,0,(vau),3.4,,0,(vau),0.4,,0.6,(vau),4.6,,,,,,5,(vau),2.7,,5.4,(vau),0.5,,
07/12/2009 09:00,0,(vau),0.9,,0.1,(vau),2,,0,(vau),1.7,,0.5,(vau),2.9,,,,,,2.4,(vau),0.7,,22,(vau),0.4,,
08/12/2009 09:00,0,(vau),0.1,,0.1,(vau),1.3,,0,(vau),1,,0.5,(vau),1.4,,,,,,57.3,(vau),0.8,,0.2,(vau),0.2,,
09/12/2009 09:00,0,(vau),0.1,,0.1,(vau),0.3,,0,(vau),0.4,,0.5,(vau),0.5,,,,,,0,(vau),1.4,,0,(vau),0.3,,
10/12/2009 09:00,0,(vau),0,,0.1,(vau),0.1,,0,(vau),0.4,,0.5,(vau),0.5,,,,,,0.4,(vau),0.6,,0.1,(vau),0.3,,
11/12/2009 09:00,0,(vau),0.1,,0.1,(vau),0.5,,0,(vau),0.6,,0.5,(vau),2.8,,,,,,0,(vau),0.7,,0,(vau),1.9,,
12/12/2009 09:00,0,(vau),0.1,,0.1,(vau),0.6,,0,(vau),0.9,,0.5,(vau),0.9,,,,,,0,(vau),0.5,,0.2,(vau),1.4,,
13/12/2009 09:00,0,(vau),0,,0,(vau),0.6,,0,(vau),0.3,,0.5,(vau),1.5,,,,,,0.1,(vau),0.5,,0.1,(vau),0.8,,
14/12/2009 09:00,0,(vau),0.2,,0.1,(vau),0.7,,0,(vau),1.1,,0.2,(vau),1.3,,,,,,0,(vau),0.6,,0,(vau),1.2,,
15/12/2009 09:00,0,(vau),0.6,,4.8,(vau),1.3,,0,(vau),0.9,,11,(vau),1,,,,,,0,(vau),0.6,,0.1,(vau),0.8,,
16/12/2009 09:00,0,(vau),0.1,,14.8,(vau),1,,2.4,(vau),1.4,,0,(vau),2.9,,,,,,2.2,(vau),1.2,,1.8,(vau),2.6,,
17/12/2009 09:00,0,(vau),0,,20.1,(vau),2.3,,0.4,(vau),0.5,,,,2.3,,,,,,9.5,(vau),1.9,,8,(vau),1.5,,
18/12/2009 09:00,0,(vau),0.2,,12.6,(vau),0.8,,0,(vau),0.6,,8.8,(vau),1,,,,,,5,(vau),0.4,,0.2,(vau),1.1,,
19/12/2009 09:00,0,(vau),0.5,,3.8,(vau),0.6,,0.1,(vau),2,,0.1,(vau),1.1,,,,,,3,(vau),0.7,,1.8,(vau),2.1,,
20/12/2009 09:00,0,(vau),0.3,,11.2,(vau),0.6,,0,(vau),0.7,,0,(vau),0.9,,,,,,2,(vau),1,,0,(vau),1.5,,
21/12/2009 09:00,0,(vau),0.2,,4.2,(vau),1.3,,17.6,(vau),2.5,,0,(vau),2.5,,,,,,4.6,(vau),1.6,,8.9,(vau),4,,
22/12/2009 09:00,0,(vau),0.9,,69.5,(vau),3.4,,2,(vau),1.4,,62.4,(vau),3.8,,,,,,6.5,(vau),1.8,,10.6,(vau),0.9,,
23/12/2009 09:00,0,(vau),1.2,,11.4,(vau),1.1,,2.7,(vau),2.7,,7.8,(vau),1.5,,,,,,3.8,(vau),0.8,,18.8,(vau),1.2,,
24/12/2009 09:00,0,(vau),1.9,,34.5,(vau),1.6,,6.9,(vau),2.2,,30.2,(vau),2.8,,,,,,3.3,(vau),1.7,,13.7,(vau),1.5,,
25/12/2009 09:00,0,(vau),0.3,,9.7,(vau),1.4,,6,(vau),0.8,,0.9,(vau),2.7,,,,,,2.4,(vau),0.6,,1.4,(vau),1.2,,
26/12/2009 09:00,0,(vau),0.3,,0.5,(vau),0.6,,20.6,(vau),1.4,,0,(vau),1.3,,,,,,1.8,(vau),0.4,,5.1,(vau),2.2,,
27/12/2009 09:00,0,(vau),0.8,,0.2,(vau),0.7,,18.8,(vau),1,,0,(vau),1.8,,,,,,1.5,(vau),0.6,,0,(vau),0.5,,
28/12/2009 09:00,0,(vau),0.7,,58.6,(vau),2.2,,13.9,(vau),2.5,,14.5,(vau),3.2,,,,,,1.5,(vau),2.5,,32,(vau),2.3,,
29/12/2009 09:00,0,(vau),2.1,,69.1,(vau),4,,16.4,(vau),2.8,,26.5,(vau),5,,,,,,3.1,(vau),2,,11.1,(vau),1.8,,
30/12/2009 09:00,0,(vau),1.5,,22.7,(vau),2.9,,35.2,(vau),2,,12.4,(vau),4.6,,,,,,1.5,(vau),1.5,,8.7,(vau),1.4,,
31/12/2009 09:00,0,(vau),1.5,,16.5,(vau),1.7,,26.9,(vau),1.2,,22.9,(vau),2.7,,,,,,1,(vau),0.8,,17.5,(vau),1,,
01/01/2010 09:00,0,(vau),0.8,,10.5,(vau),2.5,,4.3,(vau),1.3,,20.2,(vau),3.4,,,,,,0.6,(vau),1.6,,10.1,(vau),1.3,,
02/01/2010 09:00,0,(vau),0.3,,16.7,(vau),1.1,,0,(vau),0.7,,12.5,(vau),2.3,,,,,,0.2,(vau),0.9,,5.2,(vau),0.7,,
03/01/2010 09:00,0,(vau),0.9,,10.7,(vau),0.8,,1.4,(vau),1.5,,5,(vau),2.2,,,,,,0.2,(vau),2,,0.8,(vau),1.4,,
04/01/2010 09:00,0,(vau),0.2,,6.2,(vau),0.9,,16.1,(vau),1.7,,8.3,(vau),1.5,,,,,,0.2,(vau),0.6,,2.5,(vau),1.7,,
05/01/2010 09:00,0,(vau),0.6,,3,(vau),0.6,,13.3,(vau),1.2,,5.3,(vau),1.3,,,,,,0,(vau),0.7,,2.9,(vau),0.8,,
06/01/2010 09:00,0,(vau),1,,1.2,(vau),1.2,,5.1,(vau),0.7,,2.1,(vau),1.5,,,,,,0.1,(vau),0.6,,2,(vau),0.9,,
07/01/2010 09:00,0,(vau),0.4,,18.9,(vau),0.6,,3,(vau),0.6,,3.2,(vau),0.3,,,,,,0,(vau),0.1,,1.4,(vau),0.6,,
08/01/2010 09:00,0,(vau),1.5,,7.9,(vau),2.9,,,,,,0.1,(vau),2.2,,,,,,0,(vau),1.1,,0.8,(vau),1.4,,
09/01/2010 09:00,0,(vau),0.7,,1.4,(vau),1.1,,,,,,0.2,(vau),2,,,,,,2.2,(vau),0.5,,0.4,(vau),0.5,,
10/01/2010 09:00,0,(vau),0.2,,1.5,(vau),0.9,,,,,,0.2,(vau),0.8,,,,,,67.4,(vau),0.4,,0.1,(vau),1,,
11/01/2010 09:00,0,(vau),0.3,,0,(vau),0.8,,,,,,0,(vau),1.9,,,,,,1.9,(vau),1,,0,(vau),2.6,,
12/01/2010 09:00,0,(vau),0.6,,47,(vau),0.8,,,,,,22.2,(vau),1.6,,,,,,0.9,(vau),1.9,,0,(vau),1.3,,
13/01/2010 09:00,,,,,31,(vau),3.1,,,,,,,,,,,,,,4.7,(vau),1.2,,0,(vau),0.3,,
14/01/2010 09:00,,,,,37.9,(vau),5.1,,,,,,,,,,,,,,5.6,(vau),2.4,,0,(vau),1.9,,
15/01/2010 09:00,,,,,23.1,(vau),1.6,,,,,,,,,,,,,,1.2,(vau),1,,,,,,
16/01/2010 09:00,,,,,8.2,(vau),1.4,,,,,,,,,,,,,,0.8,(vau),2.6,,,,,,
17/01/2010 09:00,,,,,7.9,(vau),0.9,,,,,,,,,,,,,,0.6,(vau),1.3,,,,,,
18/01/2010 09:00,,,,,4.2,(vau),0.8,,,,,,,,,,,,,,0.3,(vau),1,,,,,,
19/01/2010 09:00,,,,,3.1,(vau),1.2,,,,,,,,,,,,,,0.4,(vau),1.5,,,,,,
20/01/2010 09:00,,,,,2.3,(vau),1.9,,,,,,,,,,,,,,1,(vau),1,,,,,,
21/01/2010 09:00,,,,,1.9,(vau),1.1,,,,,,,,,,,,,,0.7,(vau),0.8,,,,,,
22/01/2010 09:00,,,,,4.2,(vau),0.6,,,,,,,,,,,,,,0.5,(vau),1.5,,,,,,
23/01/2010 09:00,,,,,3.5,(vau),0.3,,,,,,,,,,,,,,0.3,(vau),0.5,,,,,,
24/01/2010 09:00,,,,,14.3,(vau),0.6,,,,,,,,,,,,,,0.1,(vau),0.1,,,,,,
25/01/2010 09:00,,,,,0,(vau),1,,,,,,,,,,,,,,0.1,(vau),0.8,,,,,,
26/01/2010 09:00,,,,,0,(vau),0.8,,,,,,,,,,,,,,0,(vau),0.5,,,,,,
27/01/2010 09:00,,,,,0,(vau),0.9,,,,,,,,,,,,,,0.1,(vau),0.8,,,,,,
28/01/2010 09:00,,,,,0,(vau),1.4,,,,,,,,,,,,,,,,,,,,,,
29/01/2010 09:00,,,,,0,(vau),1.1,,,,,,,,,,,,,,,,,,,,,,
30/01/2010 09:00,,,,,0.3,(vau),1.6,,,,,,,,,,,,,,,,,,,,,,
31/01/2010 09:00,,,,,0.2,(vau),1.7,,,,,,,,,,,,,,,,,,,,,,
01/02/2010 09:00,,,,,0.4,(vau),1.4,,,,,,,,,,,,,,,,,,,,,,
02/02/2010 09:00,,,,,0,(vau),0.7,,,,,,,,,,,,,,,,,,,,,,
03/02/2010 09:00,,,,,0,(vau),0.6,,,,,,,,,,,,,,,,,,,,,,
04/02/2010 09:00,,,,,1.1,(vau),0.7,,,,,,,,,,,,,,,,,,,,,,
05/02/2010 09:00,,,,,30.1,(vau),3.7,,,,,,,,,,,,,,,,,,,,,,
06/02/2010 09:00,,,,,4.7,(vau),2.6,,,,,,,,,,,,,,,,,,,,,,
07/02/2010 09:00,,,,,0,(vau),0.6,,,,,,,,,,,,,,,,,,,,,,
08/02/2010 09:00,,,,,17.8,(vau),0.7,,,,,,,,,,,,,,,,,,,,,,
09/02/2010 09:00,,,,,0.9,(vau),1,,,,,,,,,,,,,,,,,,,,,,
10/02/2010 09:00,,,,,0.5,(vau),0.9,,,,,,,,,,,,,,,,,,,,,,
11/02/2010 09:00,,,,,4,(vau),0.5,,,,,,,,,,,,,,,,,,,,,,
12/02/2010 09:00,,,,,0.1,(vau),1,,,,,,,,,,,,,,,,,,,,,,
13/02/2010 09:00,,,,,0,(vau),0.8,,,,,,,,,,,,,,,,,,,,,,
14/02/2010 09:00,,,,,0,(vau),0.7,,,,,,,,,,,,,,,,,,,,,,
15/02/2010 09:00,,,,,0,(vau),1.4,,,,,,,,,,,,,,,,,,,,,,
16/02/2010 09:00,,,,,0.1,(vau),1.3,,,,,,,,,,,,,,,,,,,,,,
17/02/2010 09:00,,,,,0.5,(vau),0.4,,,,,,,,,,,,,,,,,,,,,,
18/02/2010 09:00,,,,,1.5,(vau),1,,,,,,,,,,,,,,,,,,,,,,
19/02/2010 09:00,,,,,0.1,(vau),0.6,,,,,,,,,,,,,,,,,,,,,,
20/02/2010 09:00,,,,,1.4,(vau),1.8,,,,,,,,,,,,,,,,,,,,,,
21/02/2010 09:00,,,,,19.6,(vau),1.6,,,,,,,,,,,,,,,,,,,,,,
22/02/2010 09:00,,,,,31.5,(vau),4.2,,,,,,,,,,,,,,,,,,,,,,
23/02/2010 09:00,,,,,34.3,(vau),4.1,,,,,,,,,,,,,,,,,,,,,,
24/02/2010 09:00,,,,,33.7,(vau),4.4,,,,,,,,,,,,,,,,,,,,,,
25/02/2010 09:00,,,,,91.4,(vau),5,,,,,,,,,,,,,,,,,,,,,,
26/02/2010 09:00,,,,,16.5,(vau),3,,,,,,,,,,,,,,,,,,,,,,
27/02/2010 09:00,,,,,28.4,(vau),1.2,,,,,,,,,,,,,,,,,,,,,,
28/02/2010 09:00,,,,,22.6,(vau),3.3,,,,,,,,,,,,,,,,,,,,,,
01/03/2010 09:00,,,,,40.3,(vau),1.2,,,,,,,,,,,,,,,,,,,,,,
02/03/2010 09:00,,,,,4.3,(vau),1.4,,,,,,,,,,,,,,,,,,,,,,
03/03/2010 09:00,,,,,9,(vau),1,,,,,,,,,,,,,,,,,,,,,,
04/03/2010 09:00,,,,,0,(vau),0.5,,,,,,,,,,,,,,,,,,,,,,
05/03/2010 09:00,,,,,0,(vau),0.9,,,,,,,,,,,,,,,,,,,,,,
06/03/2010 09:00,,,,,2.2,(vau),1.8,,,,,,,,,,,,,,,,,,,,,,
07/03/2010 09:00,,,,,5.8,(vau),0.8,,,,,,,,,,,,,,,,,,,,,,
08/03/2010 09:00,,,,,1.4,(vau),0.7,,,,,,,,,,,,,,,,,,,,,,
09/03/2010 09:00,,,,,0,(vau),0.9,,,,,,,,,,,,,,,,,,,,,,
10/03/2010 09:00,,,,,0,(vau),0.9,,,,,,,,,,,,,,,,,,,,,,
11/03/2010 09:00,,,,,0,(vau),1.1,,,,,,,,,,,,,,,,,,,,,,
12/03/2010 09:00,,,,,0,(vau),0.7,,,,,,,,,,,,,,,,,,,,,,
13/03/2010 09:00,,,,,0,(vau),1,,,,,,,,,,,,,,,,,,,,,,
14/03/2010 09:00,,,,,0,(vau),1.7,,,,,,,,,,,,,,,,,,,,,,
15/03/2010 09:00,,,,,0,(vau),0.8,,,,,,,,,,,,,,,,,,,,,,
16/03/2010 09:00,,,,,0,(vau),0.9,,,,,,,,,,,,,,,,,,,,,,
17/03/2010 09:00,,,,,0,(vau),0.8,,,,,,,,,,,,,,,,,,,,,,
18/03/2010 09:00,,,,,2.2,(vau),1.5,,,,,,,,,,,,,,,,,,,,,,
19/03/2010 09:00,,,,,36.7,(vau),1.3,,,,,,,,,,,,,,,,,,,,,,
20/03/2010 09:00,,,,,57.5,(vau),1.6,,,,,,,,,,,,,,,,,,,,,,
21/03/2010 09:00,,,,,26.7,(vau),1,,,,,,,,,,,,,,,,,,,,,,
22/03/2010 09:00,,,,,0,(vau),0.8,,,,,,,,,,,,,,,,,,,,,,
23/03/2010 09:00,,,,,0,(vau),0.8,,,,,,,,,,,,,,,,,,,,,,
24/03/2010 09:00,,,,,6.5,(vau),1.4,,,,,,,,,,,,,,,,,,,,,,
25/03/2010 09:00,,,,,19.1,(vau),2.8,,,,,,,,,,,,,,,,,,,,,,
26/03/2010 09:00,,,,,30,(vau),3.1,,,,,,,,,,,,,,,,,,,,,,
27/03/2010 09:00,,,,,9.9,(vau),2.8,,,,,,,,,,,,,,,,,,,,,,
28/03/2010 09:00,,,,,0,(vau),1,,,,,,,,,,,,,,,,,,,,,,
29/03/2010 09:00,,,,,19.2,(vau),1.6,,,,,,,,,,,,,,,,,,,,,,
30/03/2010 09:00,,,,,35.7,(vau),5.2,,,,,,,,,,,,,,,,,,,,,,
31/03/2010 09:00,,,,,3.1,(vau),2,,,,,,,,,,,,,,,,,,,,,,
01/04/2010 09:00,,,,,11.7,(vau),2.1,,,,,,,,,,,,,,,,,,,,,,
02/04/2010 09:00,,,,,6.2,(vau),2.2,,,,,,,,,,,,,,,,,,,,,,
03/04/2010 09:00,,,,,13.1,(vau),2.6,,,,,,,,,,,,,,,,,,,,,,
04/04/2010 09:00,,,,,1.9,(vau),1.6,,,,,,,,,,,,,,,,,,,,,,
05/04/2010 09:00,,,,,0,(vau),1,,,,,,,,,,,,,,,,,,,,,,
06/04/2010 09:00,,,,,0,(vau),0.9,,,,,,,,,,,,,,,,,,,,,,
07/04/2010 09:00,,,,,0.4,(vau),1.6,,,,,,,,,,,,,,,,,,,,,,
08/04/2010 09:00,,,,,0,(vau),1,,,,,,,,,,,,,,,,,,,,,,
09/04/2010 09:00,,,,,0,(vau),1,,,,,,,,,,,,,,,,,,,,,,
10/04/2010 09:00,,,,,0,(vau),1,,,,,,,,,,,,,,,,,,,,,,
11/04/2010 09:00,,,,,0,(vau),1,,,,,,,,,,,,,,,,,,,,,,
12/04/2010 09:00,,,,,0,(vau),0.9,,,,,,,,,,,,,,,,,,,,,,
13/04/2010 09:00,,,,,0,(vau),1.4,,,,,,,,,,,,,,,,,,,,,,
14/04/2010 09:00,,,,,0.2,(vau),1.7,,,,,,,,,,,,,,,,,,,,,,
15/04/2010 09:00,,,,,8.3,(vau),1.7,,,,,,,,,,,,,,,,,,,,,,
16/04/2010 09:00,,,,,11.3,(vau),1.1,,,,,,,,,,,,,,,,,,,,,,
17/04/2010 09:00,,,,,6.7,(vau),1,,,,,,,,,,,,,,,,,,,,,,
18/04/2010 09:00,,,,,5,(vau),0.6,,,,,,,,,,,,,,,,,,,,,,
19/04/2010 09:00,,,,,0.4,(vau),0.7,,,,,,,,,,,,,,,,,,,,,,
20/04/2010 09:00,,,,,0.1,(vau),0.7,,,,,,,,,,,,,,,,,,,,,,
21/04/2010 09:00,,,,,4.8,(vau),0.8,,,,,,,,,,,,,,,,,,,,,,
22/04/2010 09:00,,,,,5.9,(vau),0.4,,,,,,,,,,,,,,,,,,,,,,
23/04/2010 09:00,,,,,0.6,(vau),0.9,,,,,,,,,,,,,,,,,,,,,,
24/04/2010 09:00,,,,,0.1,(vau),1,,,,,,,,,,,,,,,,,,,,,,
25/04/2010 09:00,,,,,0.1,(vau),1.1,,,,,,,,,,,,,,,,,,,,,,
26/04/2010 09:00,,,,,0,(vau),0.8,,,,,,,,,,,,,,,,,,,,,,
27/04/2010 09:00,,,,,0,(vau),0.9,,,,,,,,,,,,,,,,,,,,,,
28/04/2010 09:00,,,,,0,(vau),0.9,,,,,,,,,,,,,,,,,,,,,,
29/04/2010 09:00,,,,,0.7,(vau),1,,,,,,,,,,,,,,,,,,,,,,
30/04/2010 09:00,,,,,0.1,(vau),1.3,,,,,,,,,,,,,,,,,,,,,,
01/05/2010 09:00,,,,,1.2,(vau),1.2,,,,,,,,,,,,,,,,,,,,,,
02/05/2010 09:00,,,,,0,(vau),1.2,,,,,,,,,,,,,,,,,,,,,,
03/05/2010 09:00,,,,,0,(vau),2.7,,,,,,,,,,,,,,,,,,,,,,
