SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,OTA (19D/02UG),,OTA (19D/02UG),,OUTEIRO (03J/02UG),,OUTEIRO (03J/02UG),,PADERNE (30H/05UG),,PADERNE (30H/05UG),,PADRELA (04M/01UG),,PADRELA (04M/01UG),,PALHEIROS (05M/02U),,PALHEIROS (05M/02U),,PALME (04E/03UG),,PALME (04E/03UG),,PAMPILHOSA DA SERRA (13J/03UG),,PAMPILHOSA DA SERRA (13J/03UG),,
,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,
16/08/1989 09:00,0,(vco),,,3,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
17/08/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,8,(vco),,,0,(vco),,,
18/08/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
19/08/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
20/08/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
21/08/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
22/08/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
23/08/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,14.2,(vco),,,,,,,0,(vco),,,0,(vco),,,
24/08/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
25/08/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
26/08/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
27/08/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
28/08/1989 09:00,0,(vco),,,0,(vco),,,2.6,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
29/08/1989 09:00,0,(vco),,,0,(vco),,,0.6,(vco),,,0,(vco),,,,,,,0,(vco),,,15.3,(vco),,,
30/08/1989 09:00,0,(vco),,,5,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
31/08/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,4.2,(vco),,,,,,,0,(vco),,,0,(vco),,,
01/09/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
02/09/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
03/09/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
04/09/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
05/09/1989 09:00,0,(vco),,,0,(vco),,,0.1,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
06/09/1989 09:00,0,(vco),,,0,(vco),,,10.1,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
07/09/1989 09:00,0,(vco),,,0,(vco),,,22.3,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
08/09/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
09/09/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
10/09/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
11/09/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
12/09/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
13/09/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
14/09/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
15/09/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
16/09/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
17/09/1989 09:00,2.5,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,3.5,(vco),,,
18/09/1989 09:00,2.4,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
19/09/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,1.5,(vco),,,2.1,(vco),,,
20/09/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
21/09/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
22/09/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,2,(vco),,,,,,,0,(vco),,,0,(vco),,,
23/09/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
24/09/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
25/09/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
26/09/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
27/09/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
28/09/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
29/09/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
30/09/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,10.5,(vco),,,
01/10/1989 09:00,0,(vco),,,0,(vco),,,13.8,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
02/10/1989 09:00,10.2,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
03/10/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
04/10/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
05/10/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
06/10/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
07/10/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
08/10/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
09/10/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
10/10/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
11/10/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
12/10/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
13/10/1989 09:00,10.4,(vco),,,0,(vco),,,0,(vco),,,7.3,(vco),,,,,,,0,(vco),,,0,(vco),,,
14/10/1989 09:00,20.5,(vco),,,0,(vco),,,26.5,(vco),,,6.2,(vco),,,,,,,0,(vco),,,7.5,(vco),,,
15/10/1989 09:00,0,(vco),,,0,(vco),,,1.7,(vco),,,0,(vco),,,,,,,0,(vco),,,4.1,(vco),,,
16/10/1989 09:00,0,(vco),,,0,(vco),,,0.6,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
17/10/1989 09:00,6.5,(vco),,,0,(vco),,,6.5,(vco),,,0.4,(vco),,,,,,,0,(vco),,,3.5,(vco),,,
18/10/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,2.1,(vco),,,
19/10/1989 09:00,0,(vco),,,9,(vco),,,0,(vco),,,5.4,(vco),,,,,,,0,(vco),,,4.3,(vco),,,
20/10/1989 09:00,0,(vco),,,10,(vco),,,0,(vco),,,0.4,(vco),,,,,,,18,(vco),,,5.1,(vco),,,
21/10/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,1.2,(vco),,,,,,,0,(vco),,,0,(vco),,,
22/10/1989 09:00,0,(vco),,,20,(vco),,,0.3,(vco),,,2.3,(vco),,,,,,,20.5,(vco),,,26.2,(vco),,,
23/10/1989 09:00,24.1,(vco),,,28,(vco),,,22.6,(vco),,,30.1,(vco),,,,,,,52,(vco),,,20.3,(vco),,,
24/10/1989 09:00,21.2,(vco),,,0,(vco),,,55.6,(vco),,,6.2,(vco),,,,,,,14.5,(vco),,,0,(vco),,,
25/10/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,26.2,(vco),,,,,,,0,(vco),,,0,(vco),,,
26/10/1989 09:00,0,(vco),,,15,(vco),,,2.3,(vco),,,16.3,(vco),,,,,,,0,(vco),,,0,(vco),,,
27/10/1989 09:00,2.8,(vco),,,6,(vco),,,13.3,(vco),,,3.5,(vco),,,,,,,3,(vco),,,0,(vco),,,
28/10/1989 09:00,2.5,(vco),,,6,(vco),,,0,(vco),,,0,(vco),,,,,,,9.5,(vco),,,0,(vco),,,
29/10/1989 09:00,0,(vco),,,5,(vco),,,0,(vco),,,0,(vco),,,,,,,9.5,(vco),,,0,(vco),,,
30/10/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,5.5,(vco),,,7.1,(vco),,,
31/10/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,2.3,(vco),,,
01/11/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,3,(vco),,,0,(vco),,,
02/11/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,5,(vco),,,0,(vco),,,
03/11/1989 09:00,1.9,(vco),,,8,(vco),,,0,(vco),,,2.1,(vco),,,,,,,7,(vco),,,0,(vco),,,
04/11/1989 09:00,0.6,(vco),,,2,(vco),,,0,(vco),,,0,(vco),,,,,,,3,(vco),,,0,(vco),,,
05/11/1989 09:00,0,(vco),,,2,(vco),,,0,(vco),,,0.4,(vco),,,,,,,0,(vco),,,0,(vco),,,
06/11/1989 09:00,0,(vco),,,2,(vco),,,0,(vco),,,0.5,(vco),,,,,,,4,(vco),,,0,(vco),,,
07/11/1989 09:00,0,(vco),,,3,(vco),,,0,(vco),,,0,(vco),,,,,,,7,(vco),,,2.3,(vco),,,
08/11/1989 09:00,0,(vco),,,4,(vco),,,0,(vco),,,0,(vco),,,,,,,8,(vco),,,1.5,(vco),,,
09/11/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,5,(vco),,,0,(vco),,,
10/11/1989 09:00,3.9,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,3,(vco),,,0,(vco),,,
11/11/1989 09:00,4.1,(vco),,,0,(vco),,,0,(vco),,,2.3,(vco),,,,,,,0,(vco),,,0,(vco),,,
12/11/1989 09:00,7.5,(vco),,,9,(vco),,,2,(vco),,,20.6,(vco),,,,,,,0,(vco),,,0,(vco),,,
13/11/1989 09:00,29.9,(vco),,,12,(vco),,,0,(vco),,,19.7,(vco),,,,,,,0,(vco),,,0,(vco),,,
14/11/1989 09:00,1.2,(vco),,,0,(vco),,,15.5,(vco),,,2.6,(vco),,,,,,,10.5,(vco),,,0,(vco),,,
15/11/1989 09:00,1.5,(vco),,,2,(vco),,,7.3,(vco),,,9.3,(vco),,,,,,,15.5,(vco),,,0,(vco),,,
16/11/1989 09:00,1.8,(vco),,,5,(vco),,,0,(vco),,,28.4,(vco),,,,,,,8.5,(vco),,,31.5,(vco),,,
17/11/1989 09:00,7.2,(vco),,,15,(vco),,,22.7,(vco),,,20.5,(vco),,,,,,,0,(vco),,,37.2,(vco),,,
18/11/1989 09:00,8.1,(vco),,,10,(vco),,,26.2,(vco),,,17.7,(vco),,,,,,,34,(vco),,,40.1,(vco),,,
19/11/1989 09:00,29,(vco),,,27,(vco),,,33.3,(vco),,,15.3,(vco),,,,,,,42,(vco),,,23,(vco),,,
20/11/1989 09:00,13.4,(vco),,,16,(vco),,,7.2,(vco),,,18.5,(vco),,,,,,,45,(vco),,,5,(vco),,,
21/11/1989 09:00,6.8,(vco),,,25,(vco),,,23.6,(vco),,,20.2,(vco),,,,,,,8,(vco),,,18,(vco),,,
22/11/1989 09:00,5.6,(vco),,,22,(vco),,,7.2,(vco),,,10.6,(vco),,,,,,,5.5,(vco),,,30.5,(vco),,,
23/11/1989 09:00,47.5,(vco),,,5,(vco),,,41.2,(vco),,,8.5,(vco),,,,,,,3,(vco),,,10,(vco),,,
24/11/1989 09:00,4.6,(vco),,,51,(vco),,,8,(vco),,,7.3,(vco),,,,,,,20,(vco),,,23.5,(vco),,,
25/11/1989 09:00,1.8,(vco),,,5,(vco),,,6.2,(vco),,,15.2,(vco),,,,,,,24,(vco),,,12.2,(vco),,,
26/11/1989 09:00,23.1,(vco),,,10,(vco),,,23.3,(vco),,,6.5,(vco),,,,,,,18,(vco),,,0,(vco),,,
27/11/1989 09:00,20.8,(vco),,,2,(vco),,,0,(vco),,,7.2,(vco),,,,,,,20,(vco),,,2.1,(vco),,,
28/11/1989 09:00,1.9,(vco),,,9,(vco),,,0,(vco),,,0.3,(vco),,,,,,,5,(vco),,,3.5,(vco),,,
29/11/1989 09:00,2.8,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,4.5,(vco),,,0,(vco),,,
30/11/1989 09:00,0,(vco),,,0,(vco),,,5,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
01/12/1989 09:00,1.5,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
02/12/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,2.5,(vco),,,,,,,0,(vco),,,0,(vco),,,
03/12/1989 09:00,2.9,(vco),,,0,(vco),,,5.1,(vco),,,0,(vco),,,,,,,0,(vco),,,16,(vco),,,
04/12/1989 09:00,31.9,(vco),,,3,(vco),,,80.6,(vco),,,5.2,(vco),,,,,,,2,(vco),,,10.2,(vco),,,
05/12/1989 09:00,25.9,(vco),,,0,(vco),,,18.4,(vco),,,9.4,(vco),,,,,,,10.5,(vco),,,18.3,(vco),,,
06/12/1989 09:00,24.1,(vco),,,3,(vco),,,30.2,(vco),,,10.1,(vco),,,,,,,1.5,(vco),,,11.1,(vco),,,
07/12/1989 09:00,2.5,(vco),,,5,(vco),,,16.3,(vco),,,19.3,(vco),,,,,,,0,(vco),,,10,(vco),,,
08/12/1989 09:00,18.1,(vco),,,6,(vco),,,14.2,(vco),,,15.5,(vco),,,,,,,8,(vco),,,13.5,(vco),,,
09/12/1989 09:00,22.3,(vco),,,12,(vco),,,3.5,(vco),,,23.2,(vco),,,,,,,20,(vco),,,31.6,(vco),,,
10/12/1989 09:00,3.1,(vco),,,2,(vco),,,0,(vco),,,9.5,(vco),,,,,,,7,(vco),,,6.7,(vco),,,
11/12/1989 09:00,0,(vco),,,5,(vco),,,0,(vco),,,7.4,(vco),,,,,,,1,(vco),,,0,(vco),,,
12/12/1989 09:00,22.8,(vco),,,16,(vco),,,26.9,(vco),,,12.2,(vco),,,,,,,17,(vco),,,0,(vco),,,
13/12/1989 09:00,21.2,(vco),,,45,(vco),,,1.8,(vco),,,5.3,(vco),,,,,,,20,(vco),,,0,(vco),,,
14/12/1989 09:00,10.5,(vco),,,45,(vco),,,11.3,(vco),,,10.2,(vco),,,,,,,1.5,(vco),,,2.5,(vco),,,
15/12/1989 09:00,0,(vco),,,50,(vco),,,8.1,(vco),,,19.7,(vco),,,,,,,5.5,(vco),,,3.1,(vco),,,
16/12/1989 09:00,10.7,(vco),,,58,(vco),,,77,(vco),,,21.6,(vco),,,,,,,20,(vco),,,14.2,(vco),,,
17/12/1989 09:00,3.8,(vco),,,77,(vco),,,0,(vco),,,42.6,(vco),,,,,,,17,(vco),,,28.5,(vco),,,
18/12/1989 09:00,26.3,(vco),,,30,(vco),,,19,(vco),,,37.8,(vco),,,,,,,20.5,(vco),,,47.5,(vco),,,
19/12/1989 09:00,7.5,(vco),,,20,(vco),,,3.3,(vco),,,19.5,(vco),,,,,,,16,(vco),,,12.5,(vco),,,
20/12/1989 09:00,28.1,(vco),,,35,(vco),,,0,(vco),,,20.7,(vco),,,,,,,46.3,(vco),,,0,(vco),,,
21/12/1989 09:00,0,(vco),,,40,(vco),,,0,(vco),,,25.6,(vco),,,,,,,19,(vco),,,70.2,(vco),,,
22/12/1989 09:00,20.3,(vco),,,30,(vco),,,12.5,(vco),,,15.3,(vco),,,,,,,29.5,(vco),,,54.5,(vco),,,
23/12/1989 09:00,2.2,(vco),,,10,(vco),,,0,(vco),,,4.2,(vco),,,,,,,7,(vco),,,0,(vco),,,
24/12/1989 09:00,1.6,(vco),,,2,(vco),,,0,(vco),,,2.5,(vco),,,,,,,1.5,(vco),,,3.5,(vco),,,
25/12/1989 09:00,16.8,(vco),,,5,(vco),,,29.3,(vco),,,5.3,(vco),,,,,,,42,(vco),,,21,(vco),,,
26/12/1989 09:00,21.2,(vco),,,2,(vco),,,29,(vco),,,10.6,(vco),,,,,,,4.5,(vco),,,26.3,(vco),,,
27/12/1989 09:00,1.5,(vco),,,0,(vco),,,0,(vco),,,4.2,(vco),,,,,,,1,(vco),,,5,(vco),,,
28/12/1989 09:00,15.1,(vco),,,0,(vco),,,52,(vco),,,2.5,(vco),,,,,,,0,(vco),,,0,(vco),,,
29/12/1989 09:00,7.9,(vco),,,0,(vco),,,2,(vco),,,0.5,(vco),,,,,,,0,(vco),,,0,(vco),,,
30/12/1989 09:00,2.5,(vco),,,0,(vco),,,0,(vco),,,2.6,(vco),,,,,,,0,(vco),,,0,(vco),,,
31/12/1989 09:00,0,(vco),,,0,(vco),,,0,(vco),,,4.4,(vco),,,,,,,0,(vco),,,0,(vco),,,
01/01/1990 09:00,7.2,(vco),,,5,(vco),,,6,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
02/01/1990 09:00,0,(vco),,,0,(vco),,,3.3,(vco),,,0.4,(vco),,,,,,,0,(vco),,,2.5,(vco),,,
03/01/1990 09:00,25,(vco),,,10,(vco),,,17.2,(vco),,,2.2,(vco),,,,,,,20,(vco),,,0,(vco),,,
04/01/1990 09:00,3.9,(vco),,,2,(vco),,,0,(vco),,,5.2,(vco),,,,,,,4.5,(vco),,,1.5,(vco),,,
05/01/1990 09:00,7.3,(vco),,,3,(vco),,,0,(vco),,,10.5,(vco),,,,,,,5,(vco),,,3.1,(vco),,,
06/01/1990 09:00,1.5,(vco),,,12,(vco),,,0,(vco),,,5.2,(vco),,,,,,,8.5,(vco),,,0,(vco),,,
07/01/1990 09:00,3.5,(vco),,,18,(vco),,,0,(vco),,,3.5,(vco),,,,,,,27,(vco),,,0,(vco),,,
08/01/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
09/01/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
10/01/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
11/01/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
12/01/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
13/01/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
14/01/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
15/01/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
16/01/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
17/01/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
18/01/1990 09:00,0,(vco),,,0,(vco),,,5.3,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
19/01/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
20/01/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
21/01/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
22/01/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
23/01/1990 09:00,0,(vco),,,2,(vco),,,0,(vco),,,2.1,(vco),,,,,,,7,(vco),,,0,(vco),,,
24/01/1990 09:00,1.2,(vco),,,6,(vco),,,0,(vco),,,1.8,(vco),,,,,,,11,(vco),,,4,(vco),,,
25/01/1990 09:00,1.1,(vco),,,8,(vco),,,0,(vco),,,3.7,(vco),,,,,,,6.5,(vco),,,6,(vco),,,
26/01/1990 09:00,3.6,(vco),,,12,(vco),,,0,(vco),,,5.6,(vco),,,,,,,25,(vco),,,9,(vco),,,
27/01/1990 09:00,18.5,(vco),,,14,(vco),,,7.7,(vco),,,15.3,(vco),,,,,,,29,(vco),,,35.5,(vco),,,
28/01/1990 09:00,14.5,(vco),,,20,(vco),,,6,(vco),,,10.5,(vco),,,,,,,15,(vco),,,29.5,(vco),,,
29/01/1990 09:00,0,(vco),,,20,(vco),,,0,(vco),,,22.3,(vco),,,,,,,6,(vco),,,18,(vco),,,
30/01/1990 09:00,5.2,(vco),,,25,(vco),,,3,(vco),,,15.8,(vco),,,,,,,20.5,(vco),,,1.5,(vco),,,
31/01/1990 09:00,3.1,(vco),,,15,(vco),,,0,(vco),,,20.2,(vco),,,,,,,24,(vco),,,10.5,(vco),,,
01/02/1990 09:00,5.6,(vco),,,12,(vco),,,4.2,(vco),,,7.7,(vco),,,,,,,20,(vco),,,0,(vco),,,
02/02/1990 09:00,4.3,(vco),,,42,(vco),,,0,(vco),,,8.9,(vco),,,,,,,16,(vco),,,0,(vco),,,
03/02/1990 09:00,2.5,(vco),,,20,(vco),,,0,(vco),,,5.6,(vco),,,,,,,20,(vco),,,0,(vco),,,
04/02/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0.2,(vco),,,,,,,0,(vco),,,0,(vco),,,
05/02/1990 09:00,1.2,(vco),,,0,(vco),,,0,(vco),,,0.1,(vco),,,,,,,2,(vco),,,15,(vco),,,
06/02/1990 09:00,6.3,(vco),,,10,(vco),,,0,(vco),,,9.6,(vco),,,,,,,4,(vco),,,0,(vco),,,
07/02/1990 09:00,0,(vco),,,6,(vco),,,0,(vco),,,0,(vco),,,,,,,3,(vco),,,0,(vco),,,
08/02/1990 09:00,0,(vco),,,10,(vco),,,0,(vco),,,0,(vco),,,,,,,2,(vco),,,0,(vco),,,
09/02/1990 09:00,0,(vco),,,4,(vco),,,0,(vco),,,0,(vco),,,,,,,6.5,(vco),,,0,(vco),,,
10/02/1990 09:00,0,(vco),,,4,(vco),,,0,(vco),,,0,(vco),,,,,,,2,(vco),,,0,(vco),,,
11/02/1990 09:00,0,(vco),,,3,(vco),,,0,(vco),,,2.5,(vco),,,,,,,5,(vco),,,0,(vco),,,
12/02/1990 09:00,0,(vco),,,2,(vco),,,0,(vco),,,3.1,(vco),,,,,,,16,(vco),,,0,(vco),,,
13/02/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0.5,(vco),,,,,,,0,(vco),,,0,(vco),,,
14/02/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
15/02/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,5,(vco),,,0,(vco),,,
16/02/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,3,(vco),,,0,(vco),,,
17/02/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
18/02/1990 09:00,0,(vco),,,10,(vco),,,0,(vco),,,0.5,(vco),,,,,,,0,(vco),,,5.1,(vco),,,
19/02/1990 09:00,0.5,(vco),,,12,(vco),,,0,(vco),,,4.4,(vco),,,,,,,0,(vco),,,0,(vco),,,
20/02/1990 09:00,0,(vco),,,1,(vco),,,0,(vco),,,0,(vco),,,,,,,4,(vco),,,0,(vco),,,
21/02/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,1.2,(vco),,,,,,,7,(vco),,,0,(vco),,,
22/02/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,6,(vco),,,0,(vco),,,
23/02/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
24/02/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
25/02/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,8.5,(vco),,,0,(vco),,,
26/02/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,7,(vco),,,0,(vco),,,
27/02/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,5,(vco),,,0,(vco),,,
28/02/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0.5,(vco),,,0,(vco),,,
01/03/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
02/03/1990 09:00,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
03/03/1990 09:00,1.2,(vco),,,0,(vco),,,16.3,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,
04/03/1990 09:00,9,(vco),,,0,(vco),,,6.5,(vco),,,0,(vco),,,,,,,0,(vco),,,0.3,(vco),,,
