SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,MUGE (19E/01UG),,MUGE (19E/01UG),,MURES ASSECA (TERRUGEM) (20M/04G),,MURES ASSECA (TERRUGEM) (20M/04G),,MURÇA (05M/03U),,MURÇA (05M/03U),,MÉRTOLA (28L/01UG),,MÉRTOLA (28L/01UG),,NISA (16L/03UG),,NISA (16L/03UG),,NOGUEIRA (03E/02UG),,NOGUEIRA (03E/02UG),,ODEMIRA (28F/01UG),,ODEMIRA (28F/01UG),,
,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,
25/12/2010 09:00,,,,,,,,,,,,,,,,,1.9,(vau),1.4,,,,,,,,,,
26/12/2010 09:00,,,,,,,,,,,,,,,,,1.8,(vau),2.6,,,,,,,,,,
27/12/2010 09:00,,,,,,,,,,,,,,,,,23.6,(vau),2.3,,,,,,,,,,
28/12/2010 09:00,,,,,,,,,,,,,,,,,11.2,(vau),3.1,,,,,,,,,,
29/12/2010 09:00,,,,,,,,,,,,,,,,,0.7,(vau),3.1,,,,,,,,,,
30/12/2010 09:00,,,,,,,,,,,,,,,,,2.1,(vau),3.5,,,,,,,,,,
31/12/2010 09:00,,,,,,,,,,,,,,,,,1.7,(vau),4.8,,,,,,,,,,
01/01/2011 09:00,,,,,,,,,,,,,,,,,20.5,(vau),0.5,,,,,,,,,,
02/01/2011 09:00,,,,,,,,,,,,,,,,,6.3,(vau),0.7,,,,,,,,,,
03/01/2011 09:00,,,,,,,,,,,,,,,,,2.6,(vau),0.8,,,,,,,,,,
04/01/2011 09:00,,,,,,,,,,,,,,,,,0.9,(vau),0.9,,,,,,,,,,
05/01/2011 09:00,,,,,,,,,,,,,,,,,1,(vau),4.2,,,,,,,,,,
06/01/2011 09:00,,,,,,,,,,,,,,,,,8.2,(vau),5.7,,,,,,,,,,
07/01/2011 09:00,,,,,,,,,,,,,,,,,43.1,(vau),6.8,,,,,,,,,,
08/01/2011 09:00,,,,,,,,,,,,,,,,,19,(vau),7.5,,,,,,,,,,
09/01/2011 09:00,,,,,,,,,,,,,,,,,7.8,(vau),4.3,,,,,,,,,,
10/01/2011 09:00,,,,,,,,,,,,,,,,,1.2,(vau),1.9,,,,,,,,,,
11/01/2011 09:00,,,,,,,,,,,,,,,,,7.1,(vau),3.6,,,,,,,,,,
12/01/2011 09:00,,,,,,,,,,,,,,,,,0.4,(vau),1.8,,,,,,,,,,
13/01/2011 09:00,,,,,,,,,,,,,,,,,0.4,(vau),1.2,,,,,,,,,,
14/01/2011 09:00,,,,,,,,,,,,,,,,,0.2,(vau),2,,,,,,,,,,
15/01/2011 09:00,,,,,,,,,,,,,,,,,0.4,(vau),1.6,,,,,,,,,,
16/01/2011 09:00,,,,,,,,,,,,,,,,,0.2,(vau),1.1,,,,,,,,,,
17/01/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),1.3,,,,,,,,,,
18/01/2011 09:00,,,,,,,,,,,,,,,,,0.1,(vau),2,,,,,,,,,,
19/01/2011 09:00,,,,,,,,,,,,,,,,,0.2,(vau),2.2,,,,,,,,,,
20/01/2011 09:00,,,,,,,,,,,,,,,,,0.1,(vau),2.1,,,,,,,,,,
21/01/2011 09:00,,,,,,,,,,,,,,,,,0.1,(vau),2.5,,,,,,,,,,
22/01/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),3.7,,,,,,,,,,
23/01/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),4.3,,,,,,,,,,
24/01/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),4,,,,,,,,,,
25/01/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),3.8,,,,,,,,,,
26/01/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),3.4,,,,,,,,,,
27/01/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),1.4,,,,,,,,,,
28/01/2011 09:00,,,,,,,,,,,,,,,,,7,(vau),1.6,,,,,,,,,,
29/01/2011 09:00,,,,,,,,,,,,,,,,,3.2,(vau),2,,,,,,,,,,
30/01/2011 09:00,,,,,,,,,,,,,,,,,1.8,(vau),1.8,,,,,,,,,,
31/01/2011 09:00,,,,,,,,,,,,,,,,,1.5,(vau),0.5,,,,,,,,,,
01/02/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),1.6,,,,,,,,,,
02/02/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),2.6,,,,,,,,,,
03/02/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),1.7,,,,,,,,,,
04/02/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),1.6,,,,,,,,,,
05/02/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),1.1,,,,,,,,,,
06/02/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),1,,,,,,,,,,
07/02/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),0.9,,,,,,,,,,
08/02/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),1,,,,,,,,,,
09/02/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),2.3,,,,,,,,,,
10/02/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),1.8,,,,,,,,,,
11/02/2011 09:00,,,,,,,,,,,,,,,,,0.1,(vau),1.7,,,,,,,,,,
12/02/2011 09:00,,,,,,,,,,,,,,,,,0.1,(vau),1.3,,,,,,,,,,
13/02/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),2.1,,,,,,,,,,
14/02/2011 09:00,,,,,,,,,,,,,,,,,11.1,(vau),2.4,,,,,,,,,,
15/02/2011 09:00,,,,,,,,,,,,,,,,,12.7,(vau),4.4,,,,,,,,,,
16/02/2011 09:00,,,,,,,,,,,,,,,,,6.9,(vau),3.9,,,,,,,,,,
17/02/2011 09:00,,,,,,,,,,,,,,,,,16,(vau),5.3,,,,,,,,,,
18/02/2011 09:00,,,,,,,,,,,,,,,,,6.2,(vau),3.1,,,,,,,,,,
19/02/2011 09:00,,,,,,,,,,,,,,,,,7.5,(vau),3.7,,,,,,,,,,
20/02/2011 09:00,,,,,,,,,,,,,,,,,30.1,(vau),1.5,,,,,,,,,,
21/02/2011 09:00,,,,,,,,,,,,,,,,,2.3,(vau),2.4,,,,,,,,,,
22/02/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),2.6,,,,,,,,,,
23/02/2011 09:00,,,,,,,,,,,,,,,,,0.1,(vau),1,,,,,,,,,,
24/02/2011 09:00,,,,,,,,,,,,,,,,,0.2,(vau),1,,,,,,,,,,
25/02/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),0.8,,,,,,,,,,
26/02/2011 09:00,,,,,,,,,,,,,,,,,0.2,(vau),1.1,,,,,,,,,,
27/02/2011 09:00,,,,,,,,,,,,,,,,,0.3,(vau),1.2,,,,,,,,,,
28/02/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),2,,,,,,,,,,
01/03/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),1.8,,,,,,,,,,
02/03/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),2.5,,,,,,,,,,
03/03/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),2.3,,,,,,,,,,
04/03/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),2.2,,,,,,,,,,
05/03/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),2.8,,,,,,,,,,
06/03/2011 09:00,,,,,,,,,,,,,,,,,0.7,(vau),2.3,,,,,,,,,,
07/03/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),2.3,,,,,,,,,,
08/03/2011 09:00,,,,,,,,,,,,,,,,,0.4,(vau),2.5,,,,,,,,,,
09/03/2011 09:00,,,,,,,,,,,,,,,,,10.5,(vau),2.3,,,,,,,,,,
10/03/2011 09:00,,,,,,,,,,,,,,,,,2.8,(vau),2.9,,,,,,,,,,
11/03/2011 09:00,,,,,,,,,,,,,,,,,0.1,(vau),2,,,,,,,,,,
12/03/2011 09:00,,,,,,,,,,,,,,,,,4.1,(vau),2.1,,,,,,,,,,
13/03/2011 09:00,,,,,,,,,,,,,,,,,1.9,(vau),1.3,,,,,,,,,,
14/03/2011 09:00,,,,,,,,,,,,,,,,,14.2,(vau),1.6,,,,,,,,,,
15/03/2011 09:00,,,,,,,,,,,,,,,,,14.2,(vau),2.7,,,,,,,,,,
16/03/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),1.6,,,,,,,,,,
17/03/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),1.7,,,,,,,,,,
18/03/2011 09:00,,,,,,,,,,,,,,,,,0.1,(vau),1.3,,,,,,,,,,
19/03/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),1.1,,,,,,,,,,
20/03/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),1.8,,,,,,,,,,
21/03/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),2,,,,,,,,,,
22/03/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),2.4,,,,,,,,,,
23/03/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),3,,,,,,,,,,
24/03/2011 09:00,,,,,,,,,,,,,,,,,1.6,(vau),3.6,,,,,,,,,,
25/03/2011 09:00,,,,,,,,,,,,,,,,,3.3,(vau),2.1,,,,,,,,,,
26/03/2011 09:00,,,,,,,,,,,,,,,,,4.8,(vau),2.3,,,,,,,,,,
27/03/2011 09:00,,,,,,,,,,,,,,,,,9,(vau),4,,,,,,,,,,
28/03/2011 09:00,,,,,,,,,,,,,,,,,0.1,(vau),2.4,,,,,,,,,,
29/03/2011 09:00,,,,,,,,,,,,,,,,,2.2,(vau),2.6,,,,,,,,,,
30/03/2011 09:00,,,,,,,,,,,,,,,,,0.1,(vau),2.2,,,,,,,,,,
31/03/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),1,,,,,,,,,,
01/04/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),2.3,,,,,,,,,,
02/04/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),2.7,,,,,,,,,,
03/04/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),1,,,,,,,,,,
04/04/2011 09:00,,,,,,,,,,,,,,,,,0.9,(vau),0.7,,,,,,,,,,
05/04/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),2.4,,,,,,,,,,
06/04/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),3.5,,,,,,,,,,
07/04/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),2.9,,,,,,,,,,
08/04/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),2.7,,,,,,,,,,
09/04/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),2.2,,,,,,,,,,
10/04/2011 09:00,,,,,,,,,,,,,,,,,0.1,(vau),2.2,,,,,,,,,,
11/04/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),1.4,,,,,,,,,,
12/04/2011 09:00,,,,,,,,,,,,,,,,,0,(vau),2.3,,,,,,,,,,
16/04/2014 09:00,,,,,,,,,,,,,,,,,0.1,(vau),2.3,,,,,,,,,,
17/04/2014 09:00,,,,,,,,,,,,,,,,,0.3,(vau),1.1,,,,,,,,,,
18/04/2014 09:00,,,,,,,,,,,,,,,,,0.1,(vau),1.4,,,,,,,,,,
19/04/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),3.4,,,,,,,,,,
20/04/2014 09:00,,,,,,,,,,,,,,,,,0.1,(vau),2.6,,,,,,,,,,
21/04/2014 09:00,,,,,,,,,,,,,,,,,0.7,(vau),0.4,,,,,,,,,,
22/04/2014 09:00,,,,,,,,,,,,,,,,,0.2,(vau),2.1,,,,,,,,,,
23/04/2014 09:00,,,,,,,,,,,,,,,,,1.6,(vau),3.5,,,,,,,,,,
24/04/2014 09:00,,,,,,,,,,,,,,,,,1.7,(vau),1.4,,,,,,,,,,
25/04/2014 09:00,,,,,,,,,,,,,,,,,2.2,(vau),2.4,,,,,,,,,,
26/04/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),3.2,,,,,,,,,,
27/04/2014 09:00,,,,,,,,,,,,,,,,,0.1,(vau),2.3,,,,,,,,,,
28/04/2014 09:00,,,,,,,,,,,,,,,,,0.1,(vau),1.2,,,,,,,,,,
29/04/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.3,,,,,,,,,,
30/04/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.1,,,,,,,,,,
01/05/2014 09:00,,,,,,,,,,,,,,,,,0.1,(vau),0.9,,,,,,,,,,
02/05/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.1,,,,,,,,,,
03/05/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.4,,,,,,,,,,
04/05/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.1,,,,,,,,,,
05/05/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),0.5,,,,,,,,,,
06/05/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.4,,,,,,,,,,
07/05/2014 09:00,,,,,,,,,,,,,,,,,0.1,(vau),1.6,,,,,,,,,,
08/05/2014 09:00,,,,,,,,,,,,,,,,,0.1,(vau),1.1,,,,,,,,,,
09/05/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.5,,,,,,,,,,
10/05/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),0.8,,,,,,,,,,
11/05/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.4,,,,,,,,,,
12/05/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.2,,,,,,,,,,
13/05/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.9,,,,,,,,,,
14/05/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),3.5,,,,,,,,,,
15/05/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.4,,,,,,,,,,
16/05/2014 09:00,,,,,,,,,,,,,,,,,0.4,(vau),2.1,,,,,,,,,,
17/05/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.5,,,,,,,,,,
18/05/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),0.7,,,,,,,,,,
19/05/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.5,,,,,,,,,,
20/05/2014 09:00,,,,,,,,,,,,,,,,,0.6,(vau),3.2,,,,,,,,,,
21/05/2014 09:00,,,,,,,,,,,,,,,,,18,(vau),4.6,,,,,,,,,,
22/05/2014 09:00,,,,,,,,,,,,,,,,,11.3,(vau),4.3,,,,,,,,,,
23/05/2014 09:00,,,,,,,,,,,,,,,,,3.9,(vau),2.8,,,,,,,,,,
24/05/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.5,,,,,,,,,,
25/05/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.5,,,,,,,,,,
26/05/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.6,,,,,,,,,,
27/05/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.8,,,,,,,,,,
28/05/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.9,,,,,,,,,,
29/05/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.8,,,,,,,,,,
30/05/2014 09:00,,,,,,,,,,,,,,,,,0.1,(vau),2.2,,,,,,,,,,
31/05/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.5,,,,,,,,,,
01/06/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.6,,,,,,,,,,
02/06/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.3,,,,,,,,,,
03/06/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.2,,,,,,,,,,
04/06/2014 09:00,,,,,,,,,,,,,,,,,0.1,(vau),2.5,,,,,,,,,,
05/06/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.6,,,,,,,,,,
06/06/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.6,,,,,,,,,,
07/06/2014 09:00,,,,,,,,,,,,,,,,,12.8,(vau),3.4,,,,,,,,,,
08/06/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),3,,,,,,,,,,
09/06/2014 09:00,,,,,,,,,,,,,,,,,0.1,(vau),2,,,,,,,,,,
10/06/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.7,,,,,,,,,,
11/06/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1,,,,,,,,,,
12/06/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.6,,,,,,,,,,
13/06/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.7,,,,,,,,,,
14/06/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.6,,,,,,,,,,
15/06/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.4,,,,,,,,,,
16/06/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.8,,,,,,,,,,
17/06/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.3,,,,,,,,,,
18/06/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2,,,,,,,,,,
19/06/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.8,,,,,,,,,,
20/06/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.7,,,,,,,,,,
21/06/2014 09:00,,,,,,,,,,,,,,,,,0.1,(vau),3.1,,,,,,,,,,
22/06/2014 09:00,,,,,,,,,,,,,,,,,0.1,(vau),3.1,,,,,,,,,,
23/06/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.2,,,,,,,,,,
24/06/2014 09:00,,,,,,,,,,,,,,,,,1.3,(vau),1.7,,,,,,,,,,
25/06/2014 09:00,,,,,,,,,,,,,,,,,3.1,(vau),1.7,,,,,,,,,,
26/06/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.7,,,,,,,,,,
27/06/2014 09:00,,,,,,,,,,,,,,,,,0.1,(vau),2.5,,,,,,,,,,
28/06/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.9,,,,,,,,,,
29/06/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.6,,,,,,,,,,
30/06/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.6,,,,,,,,,,
01/07/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.8,,,,,,,,,,
02/07/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.5,,,,,,,,,,
03/07/2014 09:00,,,,,,,,,,,,,,,,,5.2,(vau),1.3,,,,,,,,,,
04/07/2014 09:00,,,,,,,,,,,,,,,,,5.6,(vau),1.6,,,,,,,,,,
05/07/2014 09:00,,,,,,,,,,,,,,,,,0.1,(vau),1.3,,,,,,,,,,
06/07/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),3,,,,,,,,,,
07/07/2014 09:00,,,,,,,,,,,,,,,,,0.8,(vau),2.4,,,,,,,,,,
08/07/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.7,,,,,,,,,,
09/07/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2,,,,,,,,,,
10/07/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),3.5,,,,,,,,,,
11/07/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.5,,,,,,,,,,
12/07/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.6,,,,,,,,,,
13/07/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.7,,,,,,,,,,
14/07/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.6,,,,,,,,,,
15/07/2014 09:00,,,,,,,,,,,,,,,,,0.1,(vau),2.1,,,,,,,,,,
16/07/2014 09:00,,,,,,,,,,,,,,,,,0.1,(vau),1.9,,,,,,,,,,
17/07/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.6,,,,,,,,,,
18/07/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.6,,,,,,,,,,
19/07/2014 09:00,,,,,,,,,,,,,,,,,1.1,(vau),3.9,,,,,,,,,,
20/07/2014 09:00,,,,,,,,,,,,,,,,,6.3,(vau),3.1,,,,,,,,,,
21/07/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.6,,,,,,,,,,
22/07/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.2,,,,,,,,,,
23/07/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.5,,,,,,,,,,
24/07/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.9,,,,,,,,,,
25/07/2014 09:00,,,,,,,,,,,,,,,,,0.1,(vau),2.8,,,,,,,,,,
26/07/2014 09:00,,,,,,,,,,,,,,,,,0.1,(vau),2.4,,,,,,,,,,
27/07/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.1,,,,,,,,,,
28/07/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.7,,,,,,,,,,
29/07/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),3,,,,,,,,,,
30/07/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2,,,,,,,,,,
31/07/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.6,,,,,,,,,,
01/08/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),3.9,,,,,,,,,,
02/08/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),3.1,,,,,,,,,,
03/08/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),3,,,,,,,,,,
04/08/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.9,,,,,,,,,,
05/08/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.9,,,,,,,,,,
06/08/2014 09:00,,,,,,,,,,,,,,,,,0.1,(vau),1.8,,,,,,,,,,
07/08/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.1,,,,,,,,,,
08/08/2014 09:00,,,,,,,,,,,,,,,,,0.1,(vau),2.1,,,,,,,,,,
09/08/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.2,,,,,,,,,,
10/08/2014 09:00,,,,,,,,,,,,,,,,,0.1,(vau),2.7,,,,,,,,,,
11/08/2014 09:00,,,,,,,,,,,,,,,,,0.1,(vau),2.3,,,,,,,,,,
12/08/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.5,,,,,,,,,,
13/08/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.4,,,,,,,,,,
14/08/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.6,,,,,,,,,,
15/08/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),0.8,,,,,,,,,,
16/08/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.4,,,,,,,,,,
17/08/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.3,,,,,,,,,,
18/08/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.3,,,,,,,,,,
19/08/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),3.4,,,,,,,,,,
20/08/2014 09:00,,,,,,,,,,,,,,,,,0.2,(vau),3.2,,,,,,,,,,
21/08/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.7,,,,,,,,,,
22/08/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),3.1,,,,,,,,,,
23/08/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.3,,,,,,,,,,
24/08/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.1,,,,,,,,,,
25/08/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.9,,,,,,,,,,
26/08/2014 09:00,,,,,,,,,,,,,,,,,0.1,(vau),1.5,,,,,,,,,,
27/08/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.3,,,,,,,,,,
28/08/2014 09:00,,,,,,,,,,,,,,,,,0.2,(vau),2,,,,,,,,,,
29/08/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.2,,,,,,,,,,
30/08/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.9,,,,,,,,,,
31/08/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.1,,,,,,,,,,
01/09/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.7,,,,,,,,,,
02/09/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.1,,,,,,,,,,
03/09/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.8,,,,,,,,,,
04/09/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.5,,,,,,,,,,
05/09/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.5,,,,,,,,,,
06/09/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.6,,,,,,,,,,
07/09/2014 09:00,,,,,,,,,,,,,,,,,5.5,(vau),2.5,,,,,,,,,,
08/09/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.2,,,,,,,,,,
09/09/2014 09:00,,,,,,,,,,,,,,,,,0.1,(vau),1.9,,,,,,,,,,
10/09/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.3,,,,,,,,,,
11/09/2014 09:00,,,,,,,,,,,,,,,,,3.3,(vau),1.9,,,,,,,,,,
12/09/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.1,,,,,,,,,,
13/09/2014 09:00,,,,,,,,,,,,,,,,,0.1,(vau),2.2,,,,,,,,,,
14/09/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.1,,,,,,,,,,
15/09/2014 09:00,,,,,,,,,,,,,,,,,0.2,(vau),3.3,,,,,,,,,,
16/09/2014 09:00,,,,,,,,,,,,,,,,,7.7,(vau),2.8,,,,,,,,,,
17/09/2014 09:00,,,,,,,,,,,,,,,,,22.3,(vau),5.3,,,,,,,,,,
18/09/2014 09:00,,,,,,,,,,,,,,,,,4.3,(vau),4.2,,,,,,,,,,
19/09/2014 09:00,,,,,,,,,,,,,,,,,9.5,(vau),4.9,,,,,,,,,,
20/09/2014 09:00,,,,,,,,,,,,,,,,,0.1,(vau),2.9,,,,,,,,,,
21/09/2014 09:00,,,,,,,,,,,,,,,,,0.1,(vau),1.6,,,,,,,,,,
22/09/2014 09:00,,,,,,,,,,,,,,,,,11.5,(vau),1.5,,,,,,,,,,
23/09/2014 09:00,,,,,,,,,,,,,,,,,4.2,(vau),1.6,,,,,,,,,,
24/09/2014 09:00,,,,,,,,,,,,,,,,,0.4,(vau),0.8,,,,,,,,,,
25/09/2014 09:00,,,,,,,,,,,,,,,,,0.1,(vau),1.1,,,,,,,,,,
26/09/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.1,,,,,,,,,,
27/09/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.7,,,,,,,,,,
28/09/2014 09:00,,,,,,,,,,,,,,,,,17.5,(vau),1.4,,,,,,,,,,
29/09/2014 09:00,,,,,,,,,,,,,,,,,4.4,(vau),0.8,,,,,,,,,,
30/09/2014 09:00,,,,,,,,,,,,,,,,,0.2,(vau),1,,,,,,,,,,
01/10/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.5,,,,,,,,,,
02/10/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),2.4,,,,,,,,,,
03/10/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.7,,,,,,,,,,
04/10/2014 09:00,,,,,,,,,,,,,,,,,0,(vau),1.1,,,,,,,,,,
05/10/2014 09:00,,,,,,,,,,,,,,,,,0.2,(vau),1,,,,,,,,,,
