SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,VIATODOS (05F/01UG),,VIATODOS (05F/01UG),,VIATODOS (05F/01UG),,VIATODOS (05F/01UG),,VIDAGO (04L/01UG),,VIDAGO (04L/01UG),,VIDAGO (04L/01UG),,VIDAGO (04L/01UG),,VIDIGAL (30F/05C),,VIDIGAL (30F/05C),,VIDIGAL (30F/05C),,VIDIGAL (30F/05C),,
,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,
04/01/2004 09:00,,,0,(vau),,,0.9,,,,,,,,,,74,(vau),0.1,(vau),11.2,(vco),0.8,,
05/01/2004 09:00,,,0,(vau),,,0.3,,,,,,,,,,70,(vau),0,(vau),11,(vco),0.9,,
06/01/2004 09:00,,,0,(vau),,,0.2,,,,,,,,,,72,(vau),0,(vau),10.9,(vco),1.3,,
07/01/2004 09:00,,,0,(vau),,,0.6,,,,,,,,,,87,(vau),0.7,(vau),11,(vco),0.4,,
08/01/2004 09:00,,,0,(vau),,,1.9,,,,,,,,,,96,(vau),1.3,(vau),13.6,(vco),0.3,,
09/01/2004 09:00,,,0,(vau),,,1.6,,,,,,,,,,93,(vau),0.2,(vau),15.3,(vco),0.5,,
10/01/2004 09:00,,,0,(vau),,,0.5,,,,,,,,,,87,(vau),0.1,(vau),15,(vco),0.4,,
11/01/2004 09:00,,,0,(vau),,,0.7,,,,,,,,,,79,(vau),0.1,(vau),14.6,(vco),0.4,,
12/01/2004 09:00,,,0.1,(vau),,,0.9,,,,,,,,,,79,(vau),0,(vau),14.5,(vco),0.8,,
13/01/2004 09:00,,,0,(vau),,,1.9,,,,,,,,,,81,(vau),0.2,(vau),13.5,(vco),0.6,,
14/01/2004 09:00,,,0,(vau),,,2.1,,,,,,,,,,80,(vau),0,(vau),11.6,(vco),0.7,,
15/01/2004 09:00,,,0,(vau),,,0.3,,,,,,,,,,85,(vau),0.6,(vau),13.5,(vco),0.4,,
16/01/2004 09:00,,,0,(vau),,,0.1,,,,,,,,,,92,(vau),0.2,(vau),13.9,(vco),0.8,,
17/01/2004 09:00,,,0,(vau),,,0.5,,,,,,,,,,82,(vau),0,(vau),11.9,(vco),0.5,,
18/01/2004 09:00,,,0,(vau),,,0.7,,,,,,,,,,70,(vau),0,(vau),12.7,(vco),0.8,,
19/01/2004 09:00,,,0,(vau),,,0.7,,,,,,,,,,46,(vau),0,(vau),11.1,(vco),1.6,,
20/01/2004 09:00,,,0.3,(vau),,,0.1,,,,,,,,,,49,(vau),0,(vau),7.9,(vco),1.2,,
21/01/2004 09:00,,,0,(vau),,,0.2,,,,,,,,,,53,(vau),0,(vau),8.4,(vco),0.6,,
22/01/2004 09:00,,,0.1,(vau),,,0.1,,,,,,,,,,72,(vau),0,(vau),11,(vco),1,,
23/01/2004 09:00,,,0.8,(vau),,,0.1,,,,,,,,,,79,(vau),0.1,(vau),9.6,(vco),0.6,,
24/01/2004 09:00,,,1.2,(vau),,,0.1,,,,,,,,,,76,(vau),0,(vau),13.9,(vco),0.8,,
25/01/2004 09:00,,,1.4,(vau),,,0.2,,,,,,,,,,83,(vau),0.2,(vau),12.6,(vco),0.5,,
26/01/2004 09:00,,,15.9,(vau),,,1.6,,,,,,,,,,88,(vau),0.1,(vau),13.2,(vco),0.3,,
27/01/2004 09:00,,,17.1,(vau),,,2,,,,,,,,,,84,(vau),0,(vau),14.7,(vco),1.6,,
28/01/2004 09:00,,,0,(vau),,,1.1,,,,,,,,,,88,(vau),5,(vau),15.5,(vco),2.4,,
29/01/2004 09:00,,,0,(vau),,,0.3,,,,,,,,,,76,(vau),0.8,(vau),10.6,(vco),0.8,,
30/01/2004 09:00,,,8,(vau),,,0.2,,,,,,,,,,96,(vau),4.6,(vau),12,(vco),0.5,,
31/01/2004 09:00,,,16.3,(vau),,,1.8,,,,,,,,,,89,(vau),2.1,(vau),13,(vco),0.5,,
01/02/2004 09:00,,,0.1,(vau),,,0.9,,,,,,,,,,98,(vau),5.4,(vau),14.9,(vco),0.4,,
02/02/2004 09:00,,,0.1,(vau),,,0.5,,,,,,,,,,97,(vau),0.5,(vau),14.3,(vco),0.4,,
03/02/2004 09:00,,,0,(vau),,,0.5,,,,,,,,,,87,(vau),0.2,(vau),13.8,(vco),0.5,,
04/02/2004 09:00,,,0,(vau),,,0.3,,,,,,,,,,85,(vau),0.5,(vau),14.8,(vco),1,,
05/02/2004 09:00,,,0,(vau),,,0.4,,,,,,,,,,82,(vau),0,(vau),14.7,(vco),1.3,,
06/02/2004 09:00,,,0,(vau),,,0.4,,,,,,,,,,83,(vau),0,(vau),14.3,(vco),1.2,,
07/02/2004 09:00,,,0,(vau),,,0.4,,,,,,,,,,87,(vau),0.2,(vau),12.3,(vco),0.8,,
08/02/2004 09:00,,,0,(vau),,,0.2,,,,,,,,,,86,(vau),0.2,(vau),13.1,(vco),0.5,,
09/02/2004 09:00,,,0,(vau),,,0.2,,,,,,,,,,88,(vau),0.1,(vau),12.4,(vco),0.8,,
10/02/2004 09:00,,,0,(vau),,,0.4,,,,,,,,,,76,(vau),0,(vau),13.5,(vco),1.3,,
11/02/2004 09:00,,,0,(vau),,,0.3,,,,,,,,,,76,(vau),0,(vau),13.6,(vco),1.6,,
12/02/2004 09:00,,,0,(vau),,,0.3,,,,,,,,,,83,(vau),0.2,(vau),11.6,(vco),0.7,,
13/02/2004 09:00,,,0,(vau),,,0.4,,,,,,,,,,77,(vau),0,(vau),12.1,(vco),0.6,,
14/02/2004 09:00,,,0,(vau),,,0.2,,,,,,,,,,82,(vau),0.2,(vau),11.9,(vco),0.6,,
15/02/2004 09:00,,,0.2,(vau),,,0.3,,,,,,,,,,80,(vau),0,(vau),11.3,(vco),0.7,,
16/02/2004 09:00,,,0,(vau),,,0.2,,,,,,,,,,78,(vau),0.1,(vau),9.9,(vco),0.7,,
17/02/2004 09:00,,,0,(vau),,,0.2,,,,,,,,,,77,(vau),0,(vau),10.3,(vco),0.5,,
18/02/2004 09:00,,,0,(vau),,,0.3,,,,,,,,,,80,(vau),0,(vau),12.8,(vco),1,,
19/02/2004 09:00,,,0,(vau),,,0.9,,,,,,,,,,78,(vau),0,(vau),12.5,(vco),1.3,,
20/02/2004 09:00,,,0.1,(vau),,,0.7,,,,,,,,,,66,(vau),0,(vau),13.2,(vco),1.2,,
21/02/2004 09:00,,,0,(vau),,,0.5,,,,,,,,,,81,(vau),5.7,(vau),11,(vco),1.3,,
22/02/2004 09:00,,,4.4,(vau),,,0.5,,,,,,,,,,77,(vau),2.8,(vau),8.6,(vco),1.1,,
23/02/2004 09:00,,,6.3,(vau),,,0.5,,,,,,,,,,83,(vau),4.5,(vau),10.1,(vco),1.7,,
24/02/2004 09:00,,,0.2,(vau),,,1.1,,,,,,,,,,93,(vau),16.1,(vau),11.2,(vco),0.6,,
25/02/2004 09:00,,,0,(vau),,,0.2,,,,,,,,,,84,(vau),2.7,(vau),12.8,(vco),0.8,,
26/02/2004 09:00,,,0.7,(vau),,,0.6,,,,,,,,,,84,(vau),6.9,(vau),11.3,(vco),1.7,,
27/02/2004 09:00,,,4.4,(vau),,,1.1,,,,,,,,,,76,(vau),0.8,(vau),10.9,(vco),1.3,,
28/02/2004 09:00,,,2.6,(vau),,,0.7,,,,,,,,,,74,(vau),1.9,(vau),8.8,(vco),1.1,,
29/02/2004 09:00,,,2.6,(vau),,,0.4,,,,,,,,,,78,(vau),0.8,(vau),9,(vco),0.5,,
01/03/2004 09:00,,,0,(vau),,,0.5,,,,,,,,,,80,(vau),0,(vau),9.8,(vco),0.6,,
02/03/2004 09:00,,,0,(vau),,,0.6,,,,,,,,,,73,(vau),1.5,(vau),8.6,(vco),0.6,,
03/03/2004 09:00,,,0,(vau),,,0.4,,,,,,,,,,51,(vau),0.5,(vau),9,(vco),1,,
04/03/2004 09:00,,,0,(vau),,,0.6,,,,,,,,,,72,(vau),0,(vau),8.9,(vco),1.1,,
05/03/2004 09:00,,,0,(vau),,,0.8,,,,,,,,,,66,(vau),0,(vau),11.2,(vco),0.6,,
06/03/2004 09:00,,,6.6,(vau),,,1.3,,,,,,,,,,84,(vau),0.2,(vau),15.4,(vco),1.6,,
07/03/2004 09:00,,,0.1,(vau),,,0.6,,,,,,,,,,86,(vau),0.1,(vau),13.1,(vco),0.7,,
08/03/2004 09:00,,,0,(vau),,,0.5,,,,,,,,,,82,(vau),0.1,(vau),12.2,(vco),0.5,,
09/03/2004 09:00,,,2.6,(vau),,,0.5,,,,,,,,,,79,(vau),0.2,(vau),12.9,(vco),0.9,,
10/03/2004 09:00,,,1.7,(vau),,,0.4,,,,,,,,,,77,(vau),0,(vau),14.4,(vco),0.8,,
11/03/2004 09:00,,,5.4,(vau),,,1.2,,,,,,,,,,77,(vau),0.4,(vau),15.4,(vco),1,,
12/03/2004 09:00,,,64,(vau),,,1.8,,,,,,,,,,82,(vau),0.8,(vau),15.3,(vco),1.2,,
13/03/2004 09:00,,,0.1,(vau),,,0.7,,,,,,,,,,89,(vau),8.3,(vau),10.6,(vco),0.4,,
14/03/2004 09:00,,,0,(vau),,,0.8,,,,,,,,,,64,(vau),0,(vau),12.2,(vco),1.5,,
15/03/2004 09:00,,,0,(vau),,,0.3,,,,,,,,,,60,(vau),0,(vau),13.6,(vco),0.7,,
16/03/2004 09:00,,,0,(vau),,,0.2,,,,,,,,,,70,(vau),0,(vau),15.6,(vco),1,,
17/03/2004 09:00,,,0,(vau),,,0.4,,,,,,,,,,84,(vau),0.1,(vau),13.7,(vco),0.7,,
18/03/2004 09:00,,,0,(vau),,,0.6,,,,,,,,,,79,(vau),0,(vau),14.9,(vco),0.7,,
19/03/2004 09:00,,,0,(vau),,,0.9,,,,,,,,,,69,(vau),0,(vau),15.2,(vco),1,,
20/03/2004 09:00,,,0,(vau),,,0.7,,,,,,,,,,64,(vau),0,(vau),17.2,(vco),1.1,,
21/03/2004 09:00,,,0,(vau),,,0.6,,,,,,,,,,74,(vau),0,(vau),16.2,(vco),0.8,,
22/03/2004 09:00,,,0,(vau),,,1.6,,,,,,,,,,52,(vau),0,(vau),17.5,(vco),1.2,,
23/03/2004 09:00,,,0,(vau),,,1.5,,,,,,,,,,46,(vau),0,(vau),14.2,(vco),1.7,,
24/03/2004 09:00,,,0.7,(vau),,,0.8,,,,,,,,,,62,(vau),0,(vau),12.2,(vco),0.9,,
25/03/2004 09:00,,,0,(vau),,,0.9,,,,,,,,,,62,(vau),0,(vau),13.8,(vco),1.3,,
26/03/2004 09:00,,,0,(vau),,,1.3,,,,,,,,,,46,(vau),0,(vau),13.8,(vco),1.3,,
27/03/2004 09:00,,,0,(vau),,,1.1,,,,,,,,,,57,(vau),3.3,(vau),12.3,(vco),1.1,,
28/03/2004 09:00,,,0,(vau),,,1.1,,,,,,,,,,81,(vau),2,(vau),11.6,(vco),1.3,,
29/03/2004 09:00,,,0.2,(vau),,,0.6,,,,,,,,,,81,(vau),1.3,(vau),11.8,(vco),0.8,,
30/03/2004 09:00,,,0,(vau),,,0.4,,,,,,,,,,74,(vau),4.5,(vau),11.6,(vco),1,,
31/03/2004 09:00,,,15.6,(vau),,,0.6,,,,,,,,,,82,(vau),1.6,(vau),11.2,(vco),1,,
01/04/2004 09:00,,,22.7,(vau),,,2.9,,,,,,,,,,79,(vau),4.7,(vau),13.8,(vco),2.4,,
02/04/2004 09:00,,,18.2,(vau),,,1.7,,,,,,,,,,77,(vau),2.9,(vau),11.4,(vco),1.4,,
03/04/2004 09:00,,,0.2,(vau),,,1,,,,,,,,,,77,(vau),0.1,(vau),11.9,(vco),1,,
04/04/2004 09:00,,,0,(vau),,,0.7,,,,,,,,,,70,(vau),0,(vau),14.9,(vco),0.9,,
05/04/2004 09:00,,,0,(vau),,,0.7,,,,,,,,,,63,(vau),0,(vau),15.8,(vco),1,,
06/04/2004 09:00,,,0,(vau),,,0.4,,,,,,,,,,60,(vau),0,(vau),16.2,(vco),0.8,,
07/04/2004 09:00,,,0,(vau),,,0.5,,,,,,,,,,60,(vau),0,(vau),17.3,(vco),0.8,,
08/04/2004 09:00,,,0,(vau),,,1,,,,,,,,,,63,(vau),0,(vau),16.6,(vco),1.1,,
09/04/2004 09:00,,,0,(vau),,,0.9,,,,,,,,,,76,(vau),0,(vau),13.2,(vco),0.8,,
10/04/2004 09:00,,,0,(vau),,,1.1,,,,,,,,,,57,(vau),0,(vau),15.2,(vco),0.8,,
11/04/2004 09:00,,,0,(vau),,,1.1,,,,,,,,,,38,(vau),0,(vau),13.4,(vco),1.1,,
12/04/2004 09:00,,,0,(vau),,,0.8,,,,,,,,,,53,(vau),0,(vau),13.4,(vco),1.3,,
13/04/2004 09:00,,,0,(vau),,,0.8,,,,,,,,,,47,(vau),0,(vau),15.3,(vco),1,,
14/04/2004 09:00,,,0,(vau),,,0.6,,,,,,,,,,41,(vau),0,(vau),17.5,(vco),1.3,,
15/04/2004 09:00,,,0,(vau),,,0.7,,,,,,,,,,62,(vau),0,(vau),14.1,(vco),1,,
16/04/2004 09:00,,,0,(vau),,,0.8,,,,,,,,,,68,(vau),0,(vau),15.8,(vco),1.6,,
17/04/2004 09:00,,,0,(vau),,,1.5,,,,,,,,,,70,(vau),0,(vau),12,(vco),1.2,,
18/04/2004 09:00,,,15.8,(vau),,,1.9,,,,,,,,,,67,(vau),0,(vau),12.1,(vco),0.9,,
19/04/2004 09:00,,,2.8,(vau),,,1.8,,,,,,,,,,78,(vau),0.1,(vau),12.9,(vco),1.4,,
20/04/2004 09:00,,,5.8,(vau),,,2,,,,,,,,,,69,(vau),0.1,(vau),14.2,(vco),0.9,,
21/04/2004 09:00,,,3.2,(vau),,,2.3,,,,,,,,,,75,(vau),0,(vau),13.9,(vco),0.9,,
22/04/2004 09:00,,,16.2,(vau),,,0.9,,,,,,,,,,78,(vau),0.1,(vau),13.8,(vco),1.3,,
23/04/2004 09:00,,,0,(vau),,,1,,,,,,,,,,65,(vau),0,(vau),15,(vco),0.9,,
24/04/2004 09:00,,,0,(vau),,,0.6,,,,,,,,,,52,(vau),0,(vau),17.7,(vco),1.1,,
25/04/2004 09:00,,,0,(vau),,,0.6,,,,,,,,,,55,(vau),0,(vau),18.2,(vco),1,,
26/04/2004 09:00,,,0,(vau),,,0.5,,,,,,,,,,42,(vau),0,(vau),20.9,(vco),1.1,,
27/04/2004 09:00,,,0,(vau),,,0.7,,,,,,,,,,54,(vau),0,(vau),19,(vco),1.5,,
28/04/2004 09:00,,,0,(vau),,,0.7,,,,,,,,,,,,,,,,,,
29/04/2004 09:00,,,0,(vau),,,2.1,,,,,,,,,,,,,,,,,,
30/04/2004 09:00,,,0.3,(vau),,,1.7,,,,,,,,,,,,,,,,,,
01/05/2004 09:00,,,17.9,(vau),,,0.6,,,,,,,,,,,,,,,,,,
02/05/2004 09:00,,,0,(vau),,,0.9,,,,,,,,,,75,(vau),1.8,(vau),13.5,(vco),1,,
03/05/2004 09:00,,,0,(vau),,,0.8,,,,,,,,,,82,(vau),4,(vau),12.1,(vco),0.9,,
04/05/2004 09:00,,,0,(vau),,,1.7,,,,,,,,,,75,(vau),0.3,(vau),14.6,(vco),1.9,,
05/05/2004 09:00,,,9.3,(vau),,,2.3,,,,,,,,,,70,(vau),0.1,(vau),15.1,(vco),2.4,,
06/05/2004 09:00,,,7.8,(vau),,,1,,,,,,,,,,79,(vau),1.1,(vau),14.8,(vco),2.3,,
07/05/2004 09:00,,,1.2,(vau),,,1.2,,,,,,,,,,73,(vau),0,(vau),14.1,(vco),1,,
08/05/2004 09:00,,,0.5,(vau),,,1.2,,,,,,,,,,61,(vau),0,(vau),13.9,(vco),1.2,,
09/05/2004 09:00,,,8.7,(vau),,,1.4,,,,,,,,,,63,(vau),0,(vau),14.2,(vco),1.3,,
10/05/2004 09:00,,,1.7,(vau),,,0.8,,,,,,,,,,78,(vau),1.7,(vau),13.1,(vco),0.9,,
11/05/2004 09:00,,,5.8,(vau),,,0.7,,,,,,,,,,71,(vau),5.1,(vau),14,(vco),1.6,,
12/05/2004 09:00,,,0,(vau),,,1.2,,,,,,,,,,74,(vau),0,(vau),15.3,(vco),1.3,,
13/05/2004 09:00,,,0,(vau),,,0.9,,,,,,,,,,73,(vau),0,(vau),16.1,(vco),1.2,,
14/05/2004 09:00,,,0,(vau),,,1.1,,,,,,,,,,72,(vau),0,(vau),16.8,(vco),0.8,,
15/05/2004 09:00,,,0,(vau),,,0.7,,,,,,,,,,54,(vau),0,(vau),19.5,(vco),1.1,,
16/05/2004 09:00,,,0,(vau),,,0.9,,,,,,,,,,69,(vau),0,(vau),17.5,(vco),1.1,,
17/05/2004 09:00,,,0,(vau),,,0.8,,,,,,,,,,54,(vau),0,(vau),19.2,(vco),1.1,,
18/05/2004 09:00,,,0,(vau),,,0.5,,,,,,,,,,43,(vau),0,(vau),20.4,(vco),1.2,,
19/05/2004 09:00,,,0,(vau),,,0.7,,,,,,,,,,52,(vau),0,(vau),19.9,(vco),1.5,,
20/05/2004 09:00,,,0,(vau),,,0.9,,,,,,,,,,53,(vau),0,(vau),20,(vco),1.6,,
21/05/2004 09:00,,,0,(vau),,,1.2,,,,,,,,,,80,(vau),0,(vau),17.8,(vco),1.8,,
22/05/2004 09:00,,,0,(vau),,,0.9,,,,,,,,,,75,(vau),0,(vau),16.7,(vco),1,,
23/05/2004 09:00,,,0,(vau),,,0.8,,,,,,,,,,75,(vau),0,(vau),17.7,(vco),1.1,,
24/05/2004 09:00,,,0,(vau),,,1.2,,,,,,,,,,71,(vau),0,(vau),17.9,(vco),1.1,,
25/05/2004 09:00,,,0,(vau),,,0.3,,,,,,,,,,71,(vau),0,(vau),17.4,(vco),1,,
26/05/2004 09:00,,,0,(vau),,,0.3,,,,,,,,,,67,(vau),0.5,(vau),17.4,(vco),1.1,,
27/05/2004 09:00,,,0,(vau),,,0.6,,,,,,,,,,64,(vau),0,(vau),18.3,(vco),1.2,,
28/05/2004 09:00,,,0,(vau),,,0.5,,,,,,,,,,63,(vau),0,(vau),18.1,(vco),1.2,,
29/05/2004 09:00,,,0,(vau),,,0.5,,,,,,,,,,68,(vau),0,(vau),20.4,(vco),1.1,,
30/05/2004 09:00,,,0,(vau),,,0.6,,,,,,,,,,69,(vau),0,(vau),20.9,(vco),1.5,,
31/05/2004 09:00,,,0,(vau),,,1.1,,,,,,,,,,52,(vau),0,(vau),22.4,(vco),1.5,,
01/06/2004 09:00,,,0,(vau),,,1,,,,,,,,,,53,(vau),0,(vau),23.7,(vco),1.5,,
02/06/2004 09:00,,,0,(vau),,,1.1,,,,,,,,,,54,(vau),0,(vau),25.1,(vco),1.2,,
03/06/2004 09:00,,,0,(vau),,,0.9,,,,,,,,,,48,(vau),0,(vau),25.1,(vco),1.1,,
04/06/2004 09:00,,,0,(vau),,,0.5,,,,,,,,,,43,(vau),0,(vau),25,(vco),1.2,,
05/06/2004 09:00,,,0,(vau),,,0.8,,,,,,,,,,62,(vau),0,(vau),21.2,(vco),1.2,,
06/06/2004 09:00,,,0,(vau),,,1,,,,,,,,,,68,(vau),0,(vau),19.5,(vco),1.3,,
07/06/2004 09:00,,,0,(vau),,,0.9,,,,,,,,,,66,(vau),0,(vau),19.5,(vco),1.7,,
08/06/2004 09:00,,,0,(vau),,,0.5,,,,,,,,,,66,(vau),0,(vau),20.2,(vco),1.2,,
09/06/2004 09:00,,,0,(vau),,,0.7,,,,,,,,,,54,(vau),0,(vau),23.3,(vco),1.3,,
10/06/2004 09:00,,,0,(vau),,,1.1,,,,,,,,,,62,(vau),0,(vau),23.1,(vco),1.1,,
11/06/2004 09:00,,,0,(vau),,,0.9,,,,,,,,,,49,(vau),0,(vau),26.2,(vco),1,,
12/06/2004 09:00,,,0,(vau),,,0.6,,,,,,,,,,43,(vau),0,(vau),27.3,(vco),1,,
13/06/2004 09:00,,,0,(vau),,,0.9,,,,,,,,,,41,(vau),0,(vau),25.1,(vco),1.4,,
14/06/2004 09:00,,,0,(vau),,,0.9,,,,,,,,,,36,(vau),0,(vau),26.3,(vco),1.1,,
15/06/2004 09:00,,,0,(vau),,,0.7,,,,,,,,,,55,(vau),0,(vau),24.1,(vco),1.5,,
16/06/2004 09:00,,,0,(vau),,,0.5,,,,,,,,,,62,(vau),0,(vau),21.3,(vco),1.2,,
17/06/2004 09:00,,,0,(vau),,,0.6,,,,,,,,,,38,(vau),0,(vau),23.9,(vco),1.1,,
18/06/2004 09:00,,,0,(vau),,,0.8,,,,,,,,,,31,(vau),0,(vau),26.5,(vco),1.1,,
19/06/2004 09:00,,,0,(vau),,,1.1,,,,,,,,,,58,(vau),0,(vau),22,(vco),2.3,,
20/06/2004 09:00,,,0,(vau),,,1.2,,,,,,,,,,67,(vau),0,(vau),19.9,(vco),2.5,,
21/06/2004 09:00,,,0,(vau),,,1.1,,,,,,,,,,64,(vau),0,(vau),20.5,(vco),1.6,,
22/06/2004 09:00,,,0,(vau),,,1,,,,,,,,,,67,(vau),0,(vau),21.1,(vco),1.3,,
23/06/2004 09:00,,,0,(vau),,,1.7,,,,,,,,,,66,(vau),0.3,(vau),23.1,(vco),1.6,,
24/06/2004 09:00,,,0,(vau),,,1.2,,,,,,,,,,67,(vau),0,(vau),24.6,(vco),1.8,,
25/06/2004 09:00,,,0,(vau),,,0.6,,,,,,,,,,70,(vau),0,(vau),23.1,(vco),1.6,,
26/06/2004 09:00,,,0,(vau),,,0.5,,,,,,,,,,44,(vau),0,(vau),26.2,(vco),1.3,,
27/06/2004 09:00,,,0,(vau),,,0.5,,,,,,,,,,36,(vau),0,(vau),29.7,(vco),1.6,,
28/06/2004 09:00,,,0,(vau),,,0.8,,,,,,,,,,43,(vau),0,(vau),29.9,(vco),1,,
29/06/2004 09:00,,,0,(vau),,,0.5,,,,,,,,,,41,(vau),0,(vau),29.7,(vco),1.2,,
30/06/2004 09:00,,,0,(vau),,,1,,,,,,,,,,35,(vau),0,(vau),29.3,(vco),0.9,,
01/07/2004 09:00,,,0,(vau),,,0.8,,,,,,,,,,31,(vau),0,(vau),28.5,(vco),1.4,,
02/07/2004 09:00,,,0,(vau),,,1.6,,,,,,,,,,41,(vau),0,(vau),23.6,(vco),1.7,,
03/07/2004 09:00,,,0,(vau),,,1.2,,,,,,,,,,32,(vau),0,(vau),27.2,(vco),1.9,,
04/07/2004 09:00,,,0,(vau),,,0.9,,,,,,,,,,39,(vau),0,(vau),25.2,(vco),1.3,,
05/07/2004 09:00,,,0,(vau),,,1,,,,,,,,,,42,(vau),0,(vau),25.9,(vco),1.1,,
06/07/2004 09:00,,,0,(vau),,,0.8,,,,,,,,,,42,(vau),0,(vau),25,(vco),1.6,,
07/07/2004 09:00,,,0,(vau),,,1.4,,,,,,,,,,62,(vau),0,(vau),19.1,(vco),2.3,,
08/07/2004 09:00,,,0,(vau),,,1.1,,,,,,,,,,59,(vau),0.4,(vau),19.3,(vco),1.9,,
09/07/2004 09:00,,,0,(vau),,,1.1,,,,,,,,,,46,(vau),0,(vau),20.6,(vco),2,,
10/07/2004 09:00,,,0,(vau),,,0.6,,,,,,,,,,49,(vau),0,(vau),23,(vco),1.9,,
11/07/2004 09:00,,,0,(vau),,,0.9,,,,,,,,,,65,(vau),0,(vau),21.8,(vco),1.7,,
12/07/2004 09:00,,,0,(vau),,,1.2,,,,,,,,,,45,(vau),0,(vau),23.5,(vco),1.5,,
13/07/2004 09:00,,,0,(vau),,,1.3,,,,,,,,,,38,(vau),0,(vau),26.8,(vco),1.5,,
14/07/2004 09:00,,,0,(vau),,,1,,,,,,,,,,55,(vau),0,(vau),23.9,(vco),1.4,,
15/07/2004 09:00,,,0,(vau),,,0.6,,,,,,,,,,53,(vau),0,(vau),24.7,(vco),1.1,,
16/07/2004 09:00,,,0.4,(vau),,,0.7,,,,,,,,,,55,(vau),0,(vau),24.1,(vco),1.2,,
17/07/2004 09:00,,,0,(vau),,,0.8,,,,,,,,,,66,(vau),0,(vau),21.8,(vco),1.5,,
18/07/2004 09:00,,,0,(vau),,,0.8,,,,,,,,,,61,(vau),0,(vau),22.5,(vco),1.2,,
19/07/2004 09:00,,,0,(vau),,,0.7,,,,,,,,,,60,(vau),0,(vau),23.4,(vco),1.4,,
20/07/2004 09:00,,,0,(vau),,,1,,,,,,,,,,56,(vau),0,(vau),22.6,(vco),1.3,,
21/07/2004 09:00,,,0,(vau),,,0.8,,,,,,,,,,61,(vau),0,(vau),23.5,(vco),1.4,,
22/07/2004 09:00,,,0,(vau),,,0.8,,,,,,,,,,58,(vau),0,(vau),23.8,(vco),1.1,,
23/07/2004 09:00,,,0,(vau),,,0.5,,,,,,,,,,43,(vau),0,(vau),26.6,(vco),1,,
24/07/2004 09:00,,,0,(vau),,,0.5,,,,,,,,,,39,(vau),0,(vau),30.3,(vco),0.7,,
25/07/2004 09:00,,,0,(vau),,,0.4,,,,,,,,,,25,(vau),0,(vau),35.2,(vco),1.4,,
26/07/2004 09:00,,,0,(vau),,,0.6,,,,,,,,,,17,(vau),0,(vau),34.9,(vco),1.8,,
27/07/2004 09:00,,,0,(vau),,,0.8,,,,,,,,,,24,(vau),0,(vau),31.2,(vco),1.5,,
28/07/2004 09:00,,,0,(vau),,,1,,,,,,,,,,26,(vau),0,(vau),30,(vco),1.4,,
29/07/2004 09:00,,,0,(vau),,,0.8,,,,,,,,,,55,(vau),0,(vau),23.8,(vco),1.7,,
30/07/2004 09:00,,,0,(vau),,,1,,,,,,,,,,64,(vau),0,(vau),22.5,(vco),1.6,,
31/07/2004 09:00,,,0,(vau),,,0.9,,,,,,,,,,53,(vau),0,(vau),23.9,(vco),1,,
01/08/2004 09:00,,,0,(vau),,,0.8,,,,,,,,,,74,(vau),0,(vau),23.2,(vco),1,,
02/08/2004 09:00,,,0,(vau),,,0.3,,,,,,,,,,66,(vau),0,(vau),22.6,(vco),1.1,,
03/08/2004 09:00,,,0,(vau),,,0.8,,,,,,,,,,66,(vau),0,(vau),23.4,(vco),1.7,,
04/08/2004 09:00,,,3.7,(vau),,,0.9,,,,,,,,,,69,(vau),0,(vau),23.3,(vco),1.5,,
05/08/2004 09:00,,,0,(vau),,,0.8,,,,,,,,,,58,(vau),0.4,(vau),22.9,(vco),1.8,,
06/08/2004 09:00,,,0.4,(vau),,,0.6,,,,,,,,,,62,(vau),0,(vau),24.8,(vco),1.6,,
07/08/2004 09:00,,,0,(vau),,,0.8,,,,,,,,,,53,(vau),0,(vau),25.2,(vco),1.3,,
08/08/2004 09:00,,,2.9,(vau),,,1.7,,,,,,,,,,66,(vau),0.1,(vau),25.1,(vco),1.4,,
09/08/2004 09:00,,,12.9,(vau),,,0.8,,,,,,,,,,87,(vau),9.7,(vau),22.3,(vco),1.5,,
10/08/2004 09:00,,,21,(vau),,,0.8,,,,,,,,,,86,(vau),1.4,(vau),19.9,(vco),0.7,,
11/08/2004 09:00,,,2.4,(vau),,,2,,,,,,,,,,78,(vau),0.1,(vau),21.1,(vco),1.2,,
12/08/2004 09:00,,,12.5,(vau),,,1.6,,,,,,,,,,79,(vau),0.1,(vau),22.5,(vco),1.4,,
13/08/2004 09:00,,,0,(vau),,,0.9,,,,,,,,,,61,(vau),0,(vau),22.3,(vco),1.5,,
14/08/2004 09:00,,,0.1,(vau),,,0.6,,,,,,,,,,52,(vau),0,(vau),24.4,(vco),1.2,,
